family,split,fold_id,anchor_offset,contribution_denominator,contribution_denominator_zero,top1_instrument_id,top1_instrument_event_count,top1_instrument_contribution_share,top5_instrument_contribution_share,top1_industry,top1_industry_contribution_share,fold_contribution_share_of_total_abs_contribution,horizon,scope,max_anchor_abs_contribution_share_of_total
volume_surge_money_flow,robustness_oof_unseen,1,all,4.867953969162333,False,SH600703,144,0.09391686517295732,0.31691137528206076,sw_801080,0.15178507933789664,0.05409420267241852,H3,fold_full_daily,
volume_surge_money_flow,robustness_oof_unseen,2,all,3.466191617589236,False,SH601138,182,0.10043607917504839,0.31468087144815404,sw_801080,0.19761506323803513,0.053647250073265505,H3,fold_full_daily,
volume_surge_money_flow,robustness_oof_unseen,3,all,4.294264769775896,False,SH601336,160,0.15400547368578912,0.42154077128109035,sw_801790,0.19857963167152323,0.009679592733230087,H3,fold_full_daily,
volume_surge_money_flow,robustness_oof_unseen,4,all,3.0192566186500467,False,SH600547,134,0.08223809535525961,0.3132533439244947,sw_801050,0.15233716228991853,0.06709882578186357,H3,fold_full_daily,
volume_price_correlation,train_oof_unseen,aggregate,all,7.307672839503901,False,SH600309,321,0.02548145733624597,0.1005071502194635,sw_801150,0.09942825628226534,0.06406086481003372,H3,aggregate_full_daily,
volume_price_correlation,train_oof_unseen,aggregate,0,3.0483614388302733,False,SZ002714,129,0.03484771234063439,0.13385366235435678,sw_801150,0.10889258719606244,0.053044722386109085,H3,aggregate_anchor,
volume_price_correlation,train_oof_unseen,aggregate,1,3.9284523876739224,False,SH600309,98,0.04028481646196315,0.1126107273066437,sw_801150,0.09598869088736935,0.05162063184252954,H3,aggregate_anchor,
volume_price_correlation,train_oof_unseen,aggregate,2,3.211377089677943,False,SH601155,118,0.016946746962872447,0.07735679721494959,sw_801790,0.10743924665579381,0.045310248527474214,H3,aggregate_anchor,
volume_price_correlation,train_oof_unseen,aggregate,all,7.307672839503901,False,SH600309,321,0.02548145733624597,0.1005071502194635,sw_801150,0.09942825628226534,0.06406086481003372,H3,aggregate_anchor_controlled,0.5294834478785969
volume_price_correlation,train_oof_unseen,0,all,5.6099830415415965,False,SH601012,258,0.09290569000284858,0.37710504510223924,sw_801120,0.14297956750366106,0.20416261020081827,H3,fold_full_daily,
volume_price_correlation,train_oof_unseen,1,all,7.147483657773107,False,SH600196,339,0.13531856333392916,0.3194986879702948,sw_801150,0.2617289450576801,0.0219566078371976,H3,fold_full_daily,
volume_price_correlation,train_oof_unseen,2,all,4.459538494707274,False,SH601633,342,0.10353903110629646,0.3318315184797456,sw_801880,0.18190348859081487,0.41362498615535864,H3,fold_full_daily,
volume_price_correlation,train_oof_unseen,3,all,5.602811459920565,False,SH600406,323,0.049569662207308365,0.23596076036246447,sw_801790,0.14872057110338438,0.11735858031999151,H3,fold_full_daily,
volume_price_correlation,train_oof_unseen,4,all,6.981810541803691,False,SH600438,207,0.06124200216207955,0.2643588763588622,sw_801110,0.09082446066740213,0.07916473269134594,H3,fold_full_daily,
volume_price_correlation,validation_oof_unseen,aggregate,all,4.119502000874084,False,SH600196,160,0.030897047779259144,0.10909549486902537,sw_801150,0.09158934071288896,0.130373158524475,H3,aggregate_full_daily,
volume_price_correlation,validation_oof_unseen,aggregate,0,1.774759157945483,False,SH601618,55,0.03831166449505808,0.10771055953913626,sw_801790,0.08208284425458966,0.07084294490917883,H3,aggregate_anchor,
volume_price_correlation,validation_oof_unseen,aggregate,1,1.7548502025305721,False,SH603392,57,0.03178219307407827,0.12371870379726994,sw_801730,0.09648450195088752,0.09759732469171052,H3,aggregate_anchor,
volume_price_correlation,validation_oof_unseen,aggregate,2,1.9487111265612922,False,SH600196,54,0.071757363909774,0.1488283432250395,sw_801150,0.11223742969264028,0.12319662667006137,H3,aggregate_anchor,
volume_price_correlation,validation_oof_unseen,aggregate,all,4.119502000874084,False,SH600196,160,0.030897047779259144,0.10909549486902537,sw_801150,0.09158934071288896,0.130373158524475,H3,aggregate_anchor_controlled,0.44758662279137496
volume_price_correlation,validation_oof_unseen,0,all,3.9931194324622683,False,SZ002920,168,0.07807511202893763,0.2902796772863606,sw_801730,0.20487030829387348,0.010603212570836091,H3,fold_full_daily,
volume_price_correlation,validation_oof_unseen,1,all,4.09879269429998,False,SH600570,177,0.0931436514593874,0.30875124899274636,sw_801790,0.12920478153963855,0.43667787622370263,H3,fold_full_daily,
volume_price_correlation,validation_oof_unseen,2,all,3.596601803772736,False,SH601360,142,0.0698371366103851,0.250073359535731,sw_801080,0.12344469080354707,0.31999650052677925,H3,fold_full_daily,
volume_price_correlation,validation_oof_unseen,3,all,3.6900384335413263,False,SZ002049,168,0.0707925057390456,0.28398856978441944,sw_801080,0.12523103295098123,0.29811991209113725,H3,fold_full_daily,
volume_price_correlation,validation_oof_unseen,4,all,3.559776191034187,False,SZ002460,128,0.1023297342330581,0.2883090154989516,sw_801050,0.11833091446536856,0.08247598350545686,H3,fold_full_daily,
volume_price_correlation,robustness_oof_unseen,aggregate,all,3.7924754610260747,False,SH605117,111,0.06943618695352766,0.17776138871164854,sw_801730,0.12897701505394737,0.1063200289718926,H3,aggregate_full_daily,
volume_price_correlation,robustness_oof_unseen,aggregate,0,1.8225826080702778,False,SH605117,34,0.09112584898061715,0.22209524575343434,sw_801730,0.13625111104715243,0.11030553934457425,H3,aggregate_anchor,
volume_price_correlation,robustness_oof_unseen,aggregate,1,1.5740720448731276,False,SH605117,36,0.048418063174268236,0.1475247453215617,sw_801730,0.11347561230141463,0.062333790490596994,H3,aggregate_anchor,
volume_price_correlation,robustness_oof_unseen,aggregate,2,1.5142861743810103,False,SH600036,61,0.02675510966860983,0.09901658655288491,sw_801780,0.10743496008569285,0.06871704173655238,H3,aggregate_anchor,
volume_price_correlation,robustness_oof_unseen,aggregate,all,3.7924754610260747,False,SH605117,111,0.06943618695352766,0.17776138871164854,sw_801730,0.12897701505394737,0.1063200289718926,H3,aggregate_anchor_controlled,0.8520317381298992
volume_price_correlation,robustness_oof_unseen,0,all,3.647838605043957,False,SH605117,103,0.17010933877254877,0.39917600645604556,sw_801730,0.2282738603422945,0.20593064197594715,H3,fold_full_daily,
volume_price_correlation,robustness_oof_unseen,1,all,2.807420429488904,False,SZ000792,176,0.06671407098383393,0.2545770750812439,sw_801780,0.12452617861085714,0.017169003672017073,H3,fold_full_daily,
volume_price_correlation,robustness_oof_unseen,2,all,3.363214841518777,False,SH601727,171,0.08759292257748151,0.3439662685361368,sw_801080,0.17009847481593246,0.0295859339310753,H3,fold_full_daily,
volume_price_correlation,robustness_oof_unseen,3,all,3.3630112306254567,False,SH600150,177,0.06855046774413213,0.28364635697255564,sw_801080,0.1744508953846514,0.04048311128286602,H3,fold_full_daily,
volume_price_correlation,robustness_oof_unseen,4,all,4.063295835197368,False,SH600276,183,0.13191890434336231,0.3600861900338897,sw_801150,0.168355183455577,0.05186319863191249,H3,fold_full_daily,
rank_ts_rank_structure,train_oof_unseen,aggregate,all,6.903632772571933,False,SH600547,326,0.02250268073220799,0.0992472492142821,sw_801150,0.092954505418589,0.025773536919463064,H3,aggregate_full_daily,
rank_ts_rank_structure,train_oof_unseen,aggregate,0,3.6086169606766996,False,SH603288,180,0.03680733764562476,0.12398766672945315,sw_801150,0.09738094167354489,0.058483199930937035,H3,aggregate_anchor,
rank_ts_rank_structure,train_oof_unseen,aggregate,1,3.2429477241681144,False,SZ000333,152,0.0175786809306288,0.07725961210083816,sw_801080,0.09409068068360497,0.04682928422041658,H3,aggregate_anchor,
rank_ts_rank_structure,train_oof_unseen,aggregate,2,3.3738906285467873,False,SH600196,120,0.029355494628158528,0.09938403409783311,sw_801080,0.09445041404439657,0.0650681687975974,H3,aggregate_anchor,
rank_ts_rank_structure,train_oof_unseen,aggregate,all,6.903632772571933,False,SH600547,326,0.02250268073220799,0.0992472492142821,sw_801150,0.092954505418589,0.025773536919463064,H3,aggregate_anchor_controlled,0.6130816082712434
rank_ts_rank_structure,train_oof_unseen,0,all,5.5453274957790635,False,SH601881,327,0.09362135077166951,0.3890900127834745,sw_801120,0.16643518573144025,0.06735870065532978,H3,fold_full_daily,
rank_ts_rank_structure,train_oof_unseen,1,all,5.63204911042882,False,SH600048,329,0.060340299844170886,0.2750487084206188,sw_801150,0.21046749719605395,0.1132550368913969,H3,fold_full_daily,
rank_ts_rank_structure,train_oof_unseen,2,all,5.4002886337414,False,SH600011,327,0.05972794224267245,0.2549590960370519,sw_801080,0.12561580261943067,0.16849415291127293,H3,fold_full_daily,
rank_ts_rank_structure,train_oof_unseen,3,all,6.534257664578325,False,SH600663,166,0.061029786751393617,0.24632038120630595,sw_801790,0.12904071245255128,0.11246084671520422,H3,fold_full_daily,
rank_ts_rank_structure,train_oof_unseen,4,all,6.0887164206550874,False,SH600547,311,0.10603317872807408,0.3115159193291708,sw_801050,0.13428001032561487,0.13662605440976794,H3,fold_full_daily,
rank_ts_rank_structure,validation_oof_unseen,aggregate,all,3.9097049782494677,False,SH603392,149,0.03150190371742729,0.1067204256285897,sw_801730,0.10153904208706643,0.04227524194376298,H3,aggregate_full_daily,
rank_ts_rank_structure,validation_oof_unseen,aggregate,0,1.935183064993994,False,SH601127,53,0.02070429618056569,0.08519415117206525,sw_801730,0.09381492334613604,0.042098645792957474,H3,aggregate_anchor,
rank_ts_rank_structure,validation_oof_unseen,aggregate,1,1.9732682985983565,False,SZ002812,46,0.03005867936207672,0.10723769248323783,sw_801730,0.12510281585080413,0.058673469259624085,H3,aggregate_anchor,
rank_ts_rank_structure,validation_oof_unseen,aggregate,2,1.8841289176231812,False,SH603392,53,0.03230002690443181,0.11880652518796872,sw_801150,0.11207607345234732,0.11320930541224082,H3,aggregate_anchor,
rank_ts_rank_structure,validation_oof_unseen,aggregate,all,3.9097049782494677,False,SH603392,149,0.03150190371742729,0.1067204256285897,sw_801730,0.10153904208706643,0.04227524194376298,H3,aggregate_anchor_controlled,0.4434396721791617
rank_ts_rank_structure,validation_oof_unseen,0,all,3.5606393590878533,False,SH600188,254,0.10982733465742246,0.3117285590654693,sw_801730,0.1892164787215339,0.08573363386706853,H3,fold_full_daily,
rank_ts_rank_structure,validation_oof_unseen,1,all,4.001168576785886,False,SH603392,141,0.07098923704698384,0.3079755847741115,sw_801790,0.1418471382566281,0.17199188042753463,H3,fold_full_daily,
rank_ts_rank_structure,validation_oof_unseen,2,all,4.0884901252756105,False,SZ000661,142,0.08048044189788413,0.3005891114084267,sw_801120,0.11153983729411403,0.0751615733428635,H3,fold_full_daily,
rank_ts_rank_structure,validation_oof_unseen,3,all,3.7396134827334295,False,SH601607,157,0.0890309810945015,0.3064993228651066,sw_801150,0.1311101071170353,0.17543521897368752,H3,fold_full_daily,
rank_ts_rank_structure,validation_oof_unseen,4,all,3.2243450859010006,False,SH601901,178,0.08192414382273022,0.30743738806599075,sw_801730,0.10476612196159799,0.12293392463273291,H3,fold_full_daily,
rank_ts_rank_structure,robustness_oof_unseen,aggregate,all,3.238383893103734,False,SH600085,132,0.028476841114420882,0.11132192223866677,sw_801080,0.11231243232982166,0.0664280287108245,H3,aggregate_full_daily,
rank_ts_rank_structure,robustness_oof_unseen,aggregate,0,1.7769452482366366,False,SH601298,78,0.05452877942126189,0.17352718183040247,sw_801170,0.12156272560460057,0.1088482792663318,H3,aggregate_anchor,
rank_ts_rank_structure,robustness_oof_unseen,aggregate,1,1.5231111531689323,False,SZ000977,56,0.01615780269018716,0.07518403609901445,sw_801080,0.11644608134627168,0.04324480955787554,H3,aggregate_anchor,
rank_ts_rank_structure,robustness_oof_unseen,aggregate,2,1.5998939295967016,False,SZ002459,16,0.02858149398579412,0.12351243987441345,sw_801080,0.12386081560674708,0.06410795932959205,H3,aggregate_anchor,
rank_ts_rank_structure,robustness_oof_unseen,aggregate,all,3.238383893103734,False,SH600085,132,0.028476841114420882,0.11132192223866677,sw_801080,0.11231243232982166,0.0664280287108245,H3,aggregate_anchor_controlled,0.404711725127654
rank_ts_rank_structure,robustness_oof_unseen,0,all,2.72376640764069,False,SH600895,22,0.09489196331083259,0.36141116375872606,sw_801730,0.19813033812750555,0.013729166359463935,H3,fold_full_daily,
rank_ts_rank_structure,robustness_oof_unseen,1,all,2.7135312496813597,False,SH603259,192,0.08889255431324278,0.27764462191843303,sw_801150,0.13381456316145562,0.04275730390312075,H3,fold_full_daily,
rank_ts_rank_structure,robustness_oof_unseen,2,all,4.486743070887572,False,SH600183,151,0.08264250732121621,0.36602024231359354,sw_801080,0.2302278245935997,0.10313398060659758,H3,fold_full_daily,
rank_ts_rank_structure,robustness_oof_unseen,3,all,2.5437566597731154,False,SZ002466,144,0.07563799232384377,0.2853185602118129,sw_801050,0.20976506948039284,0.3037784275913964,H3,fold_full_daily,
rank_ts_rank_structure,robustness_oof_unseen,4,all,2.971702445419587,False,SZ002460,201,0.06844734122879251,0.3008721437198297,sw_801050,0.17161648747176358,0.22815531129691047,H3,fold_full_daily,
