family,split,H3_anchor_controlled_mean_spread,H3_anchor_controlled_positive_instrument_share,family_winner_selected,cross_family_score_formed
volume_surge_money_flow,validation_oof_unseen,0.0005546964542148591,0.5541666666666667,False,False
volume_surge_money_flow,robustness_oof_unseen,0.0003375576697535483,0.7456896551724138,False,False
volume_price_correlation,validation_oof_unseen,-0.002296996908798205,0.48360655737704916,False,False
volume_price_correlation,robustness_oof_unseen,0.0005376791620570199,0.5769230769230769,False,False
rank_ts_rank_structure,validation_oof_unseen,0.0015961070632298747,0.5942622950819673,False,False
rank_ts_rank_structure,robustness_oof_unseen,-0.00020278834492758264,0.6495726495726496,False,False
