horizon,split,fold_id,h3_full_daily_mean_spread,h3_full_daily_median_spread,h3_full_daily_pooled_high_minus_low_spread,h3_full_daily_positive_date_share,h3_full_daily_valid_signal_date_count,h3_full_daily_event_count,h3_full_daily_raw_full_valid_instrument_count,h3_full_daily_valid_instrument_count,h3_full_daily_full_valid_instrument_count,h3_full_daily_partial_event_only_instrument_count,h3_full_daily_positive_instrument_count,h3_full_daily_positive_instrument_share,h3_full_daily_within_stock_rankIC_median,h3_full_daily_decile_monotonicity_score,h3_full_daily_middle_state_violently_inverted_flag,family,h5_full_daily_mean_spread,h5_full_daily_median_spread,h5_full_daily_pooled_high_minus_low_spread,h5_full_daily_positive_date_share,h5_full_daily_valid_signal_date_count,h5_full_daily_event_count,h5_full_daily_raw_full_valid_instrument_count,h5_full_daily_valid_instrument_count,h5_full_daily_full_valid_instrument_count,h5_full_daily_partial_event_only_instrument_count,h5_full_daily_positive_instrument_count,h5_full_daily_positive_instrument_share,h5_full_daily_within_stock_rankIC_median,h5_full_daily_decile_monotonicity_score,h5_full_daily_middle_state_violently_inverted_flag,h10_full_daily_mean_spread,h10_full_daily_median_spread,h10_full_daily_pooled_high_minus_low_spread,h10_full_daily_positive_date_share,h10_full_daily_valid_signal_date_count,h10_full_daily_event_count,h10_full_daily_raw_full_valid_instrument_count,h10_full_daily_valid_instrument_count,h10_full_daily_full_valid_instrument_count,h10_full_daily_partial_event_only_instrument_count,h10_full_daily_positive_instrument_count,h10_full_daily_positive_instrument_share,h10_full_daily_within_stock_rankIC_median,h10_full_daily_decile_monotonicity_score,h10_full_daily_middle_state_violently_inverted_flag
H5,train_oof_unseen,aggregate,,,,,,,,,,,,,,,,volume_surge_money_flow,0.0007869529667382219,-0.0002186618798408601,0.004986634523321769,0.49603174603174605,756.0,163002.0,203.0,203.0,203.0,74.0,149.0,0.7339901477832512,0.06462190963588535,0.9757575757575757,False,,,,,,,,,,,,,,,
H5,validation_oof_unseen,aggregate,,,,,,,,,,,,,,,,volume_surge_money_flow,0.0013060306607206695,0.0013924322793234037,0.0009096993605621616,0.5277161862527716,451.0,104416.0,241.0,240.0,240.0,16.0,141.0,0.5875,0.0423781146977983,0.5030303030303029,False,,,,,,,,,,,,,,,
H5,robustness_oof_unseen,aggregate,,,,,,,,,,,,,,,,volume_surge_money_flow,0.0011369546501739387,0.0012741748178966353,0.005006936639130595,0.5267175572519084,393.0,102789.0,232.0,230.0,230.0,19.0,162.0,0.7043478260869566,0.03893784776513133,0.6969696969696969,False,,,,,,,,,,,,,,,
H5,train_oof_unseen,aggregate,,,,,,,,,,,,,,,,volume_price_correlation,-0.002572508879691409,-0.0031262985228127952,0.000943255994951447,0.45544554455445546,808.0,162951.0,203.0,203.0,203.0,74.0,120.0,0.5911330049261084,0.026333050500443864,0.6242424242424242,False,,,,,,,,,,,,,,,
H5,validation_oof_unseen,aggregate,,,,,,,,,,,,,,,,volume_price_correlation,-0.004227753692106034,-0.004202773486878544,-0.0017975348693009788,0.4022222222222222,450.0,104416.0,241.0,241.0,241.0,16.0,109.0,0.45228215767634855,-0.01222129801531701,-0.5878787878787878,False,,,,,,,,,,,,,,,
H5,robustness_oof_unseen,aggregate,,,,,,,,,,,,,,,,volume_price_correlation,0.00032421075287427325,-0.0006657210216757278,0.0030164838921074313,0.48237885462555063,454.0,102789.0,232.0,232.0,232.0,19.0,144.0,0.6206896551724138,0.05041866828931751,0.8666666666666665,False,,,,,,,,,,,,,,,
H5,train_oof_unseen,aggregate,,,,,,,,,,,,,,,,rank_ts_rank_structure,0.001359029239094246,0.0010282221948776232,0.003517805467329676,0.514585764294049,857.0,163258.0,203.0,203.0,203.0,74.0,129.0,0.6354679802955665,0.02786728243331423,0.5151515151515151,False,,,,,,,,,,,,,,,
H5,validation_oof_unseen,aggregate,,,,,,,,,,,,,,,,rank_ts_rank_structure,0.002178828550184432,0.0023084056388842297,0.001436435408667084,0.5492341356673961,457.0,104416.0,241.0,241.0,241.0,16.0,123.0,0.5103734439834025,0.018254820506851524,0.3939393939393939,False,,,,,,,,,,,,,,,
H5,robustness_oof_unseen,aggregate,,,,,,,,,,,,,,,,rank_ts_rank_structure,-0.0002699617715575601,0.0009145674330815796,-0.0001491274654029534,0.5127118644067796,472.0,102789.0,232.0,232.0,232.0,19.0,110.0,0.47413793103448276,0.006659300567673865,0.22424242424242422,False,,,,,,,,,,,,,,,
