candidate_scope_id,retention_replay_id,retention_replay_definition,replay_uses_future_label,episode_split,market_regime_bucket,target_episode_denominator,pre_replay_any_recall,post_replay_any_recall,any_recall_retention,pre_replay_bridge_recall,post_replay_bridge_recall,bridge_recall_retention,e1_missed_capture_retention,event_level_label_source_status,cell_sample_status,retention_source_status,episode_capture_source_path,episode_capture_source_hash
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,all,all,2493.0,0.7111913357400722,,,0.32556270096463025,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,risk_off,477.0,0.8092243186582809,,,0.33613445378151263,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,risk_on,181.0,0.49171270718232046,,,0.34806629834254144,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,transition,100.0,0.4,,,0.24,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,train,risk_off,761.0,0.7582128777923784,,,0.380764163372859,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,train,risk_on,225.0,0.6311111111111111,,,0.28888888888888886,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,train,transition,304.0,0.6217105263157895,,,0.3201320132013201,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,validation,risk_off,342.0,0.8304093567251462,,,0.2434017595307918,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,validation,risk_on,22.0,0.4090909090909091,,,0.18181818181818182,,,0.0,event_level_label_available_but_episode_membership_not_available,diagnostic_only,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_only,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,validation,transition,81.0,0.7037037037037037,,,0.30864197530864196,,,0.0,event_level_label_available_but_episode_membership_not_available,low_power_caution,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_E1_plus_E3,not_available_publishable_source,capture scope unavailable or event-level membership unavailable,False,all,all,,,,,,,,,not_available_publishable_source,not_available_publishable_source,scope_capture_not_available,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,all,all,2493.0,0.7204171680705976,,,0.34752912816392123,,,0.03194444444444444,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,risk_off,477.0,0.8218029350104822,,,0.35714285714285715,,,0.06593406593406594,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,risk_on,181.0,0.4972375690607735,,,0.3756906077348066,,,0.010869565217391304,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,transition,100.0,0.4,,,0.26,,,0.0,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,train,risk_off,761.0,0.7674113009198423,,,0.40921052631578947,,,0.03804347826086957,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,train,risk_on,225.0,0.6444444444444445,,,0.29777777777777775,,,0.03614457831325301,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,train,transition,304.0,0.631578947368421,,,0.33993399339933994,,,0.02608695652173913,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,validation,risk_off,342.0,0.8391812865497076,,,0.25806451612903225,,,0.05172413793103448,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,validation,risk_on,22.0,0.4090909090909091,,,0.22727272727272727,,,0.0,event_level_label_available_but_episode_membership_not_available,diagnostic_only,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
07_full_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,validation,transition,81.0,0.7037037037037037,,,0.3333333333333333,,,0.0,event_level_label_available_but_episode_membership_not_available,low_power_caution,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
08_selected_T4_T7_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,all,all,2493.0,0.17609306056959487,,,0.05094263939029282,,,0.1361111111111111,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
08_selected_T4_T7_union,pre_replay_capture_only,pre-replay capture available; event-to-episode full membership unavailable for post-replay filtering,False,robustness,risk_off,477.0,0.16771488469601678,,,0.04821802935010482,,,0.15384615384615385,event_level_label_available_but_episode_membership_not_available,sufficient_for_cell_readout,pre_replay_capture_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81
