candidate_scope_id,event_split,market_regime_bucket,event_count,failure_10_complete_event_count,fast_fail_10d_count,fast_fail_10d_rate,false_repair_20d_count,false_repair_20d_rate,non_executable_event_count,horizon_incomplete_10d_count,label_source_column,fast_fail_definition_id,fast_fail_definition_comparable_to_failure_10_path,label_mapping_status,event_level_label_source_status
07_E1_only,all,all,6820,6812,989,0.14518496770405168,1406,0.20615835777126099,8,8,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,robustness,all,1685,1683,191,0.11348781937017231,265,0.1572700296735905,2,2,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,train,all,3335,3330,510,0.15315315315315314,744,0.22308845577211395,5,5,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,validation,all,1800,1799,288,0.16008893829905502,397,0.22055555555555556,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,all,risk_off,1887,1885,307,0.16286472148541115,402,0.21303656597774245,2,2,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,all,risk_on,2963,2957,404,0.13662495772742644,617,0.2082348970637867,6,6,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,all,transition,1970,1970,278,0.14111675126903553,387,0.1964467005076142,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,robustness,risk_off,467,466,50,0.1072961373390558,64,0.13704496788008566,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,robustness,risk_on,825,824,111,0.13470873786407767,148,0.17939393939393938,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,robustness,transition,393,393,30,0.07633587786259542,53,0.13486005089058525,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,train,risk_off,754,754,124,0.16445623342175067,179,0.23740053050397877,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,train,risk_on,1724,1719,239,0.13903432228039558,385,0.22331786542923435,5,5,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,train,transition,857,857,147,0.17152858809801633,180,0.2100350058343057,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,validation,risk_off,666,665,133,0.2,159,0.23873873873873874,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,validation,risk_on,414,414,54,0.13043478260869565,84,0.2028985507246377,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_only,validation,transition,720,720,101,0.14027777777777778,154,0.21388888888888888,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,all,all,10257,10248,1606,0.15671350507416082,2283,0.22257970166715413,9,9,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,robustness,all,2513,2511,296,0.11788132218239745,445,0.1770791882212495,2,2,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,train,all,4961,4955,877,0.17699293642785066,1212,0.2443055835517033,6,6,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,validation,all,2783,2782,433,0.15564342199856218,626,0.22493711821775064,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,all,risk_off,2745,2743,485,0.17681370761939483,627,0.2284153005464481,2,2,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,all,risk_on,4665,4658,742,0.1592958351223701,1100,0.2357984994640943,7,7,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,all,transition,2847,2847,379,0.1331225851773797,556,0.19529329118370214,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,robustness,risk_off,603,602,71,0.11794019933554817,89,0.14759535655058043,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,robustness,risk_on,1410,1409,191,0.13555713271823988,285,0.20212765957446807,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,robustness,transition,500,500,34,0.068,71,0.142,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,train,risk_off,1187,1187,217,0.18281381634372368,304,0.2561078348778433,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,train,risk_on,2534,2528,452,0.1787974683544304,643,0.2537490134175217,6,6,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,train,transition,1240,1240,208,0.16774193548387098,265,0.21370967741935484,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,validation,risk_off,955,954,197,0.20649895178197064,234,0.2450261780104712,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,validation,risk_on,721,721,99,0.13730929264909847,172,0.23855755894590847,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_E1_plus_E3,validation,transition,1107,1107,137,0.12375790424570912,220,0.1987353206865402,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,all,all,15161,15150,2474,0.1633003300330033,3507,0.2313171954356573,11,11,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,robustness,all,3687,3685,463,0.12564450474898237,682,0.1849742337944128,2,2,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,train,all,7328,7320,1345,0.1837431693989071,1850,0.25245633187772926,8,8,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,validation,all,4146,4145,666,0.1606755126658625,975,0.23516642547033284,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,all,risk_off,4019,4017,710,0.17674881752551655,913,0.22717093804428962,2,2,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,all,risk_on,6928,6919,1178,0.17025581731464084,1747,0.2521651270207852,9,9,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,all,transition,4214,4214,586,0.13906027527289985,847,0.2009966777408638,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,robustness,risk_off,876,875,105,0.12,131,0.1495433789954338,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,robustness,risk_on,2072,2071,311,0.15016900048285853,456,0.22007722007722008,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,robustness,transition,739,739,47,0.06359945872801083,95,0.12855209742895804,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,train,risk_off,1722,1722,308,0.17886178861788618,429,0.24912891986062718,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,train,risk_on,3784,3776,716,0.1896186440677966,1018,0.2690274841437632,8,8,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,train,transition,1822,1822,321,0.17618002195389681,403,0.221185510428101,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,validation,risk_off,1421,1420,297,0.2091549295774648,353,0.24841660802251936,1,1,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,validation,risk_on,1072,1072,151,0.14085820895522388,273,0.25466417910447764,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
07_full_union,validation,transition,1653,1653,218,0.13188142770719904,349,0.21113127646702964,0,0,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
08_selected_T4_T7_union,all,all,2063,2049,721,0.3518789653489507,806,0.39069316529326226,14,14,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
08_selected_T4_T7_union,robustness,all,664,658,226,0.3434650455927052,249,0.375,6,6,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
08_selected_T4_T7_union,train,all,1148,1140,431,0.3780701754385965,476,0.4146341463414634,8,8,failure_10_label,failure_10_path,True,direct_event_level_label,event_level_label_available
