candidate_scope_id,candidate_scope_type,source_experiment,event_count,executable_event_count,failure_10_complete_event_count,event_window_anchor_policy_id,non_executable_t0_fallback_event_count,denominator_source_id,instrument_years,denominator_compatibility_group,events_per_instrument_year_mean,events_per_instrument_year_p95,rolling_10d_window_count_self_included_mean,rolling_10d_neighbor_count_ex_self_mean,rolling_10d_duplicate_event_count,rolling_10d_duplicate_rate,rolling_20d_window_count_self_included_mean,rolling_20d_neighbor_count_ex_self_mean,rolling_20d_duplicate_event_count,rolling_20d_duplicate_rate,event_uniqueness_10d_mean,event_uniqueness_10d_median,event_uniqueness_10d_p10,event_uniqueness_10d_low_share,same_day_duplicate_rate,event_uniqueness_concurrency_scope,density_vs_07_E1_only,density_vs_07_E1_only_compatibility_flag,density_vs_08_E1_recomputed,density_vs_08_E1_recomputed_compatibility_flag,scope_status
07_E1_only,07_e1_only,07,6820,6812,6812.0,executable_trade_open_else_t0_fallback_v1,8.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,1.8827168946520296,4.7040316546731065,1.0019061583577713,0.001906158357771261,13.0,0.001906158357771261,1.0195014662756599,0.019501466275659823,133.0,0.019501466275659823,0.9993868301786191,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,1.0,True,1.0,True,reconstructable_event_membership
07_E1_plus_E3,07_channel_union,07,10257,10248,10248.0,executable_trade_open_else_t0_fallback_v1,9.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,2.8315289132618573,7.195180812640835,1.0063371356147022,0.0063371356147021544,65.0,0.0063371356147021544,1.3473725260797504,0.3473725260797504,3525.0,0.3436677391050015,0.9973056094729098,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,1.5039589442815249,True,1.5039589442815249,True,reconstructable_event_membership
07_full_union,07_full_union,07,15161,15150,15150.0,executable_trade_open_else_t0_fallback_v1,11.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,4.18531830495886,10.85239978923176,1.29846316206055,0.29846316206055007,4487.0,0.29595673108633996,1.7837873491194511,0.7837873491194512,8439.0,0.556625552404195,0.8690719609524438,0.8636363636363636,0.7272727272727273,0.0031660180726864984,0.0,same_instrument_same_candidate_scope,2.2230205278592376,True,2.2230205278592376,True,reconstructable_event_membership
08_selected_T4_T7_union,08_candidate_union,08,2063,2049,2049.0,executable_trade_open_else_t0_fallback_v1,14.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,0.5695080577224542,1.527153938594579,1.037324285021813,0.03732428502181289,77.0,0.03732428502181289,1.0450799806107611,0.04507998061076103,92.0,0.04459524963645177,0.9752787203102278,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,0.3024926686217009,True,0.3024926686217009,True,reconstructable_event_membership
08_T4_gated,08_candidate_family_variant,08,1463,1452,1452.0,executable_trade_open_else_t0_fallback_v1,11.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,0.403873140304387,0.8723438984018201,1.0,0.0,0.0,0.0,1.0054682159945318,0.005468215994531784,8.0,0.005468215994531784,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,0.21451612903225806,True,0.21451612903225806,True,reconstructable_event_membership
08_T7_gated,08_candidate_family_variant,08,629,626,626.0,executable_trade_open_else_t0_fallback_v1,3.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,0.1736406050932737,0.42098874843758727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,0.09222873900293255,True,0.09222873900293255,True,reconstructable_event_membership
08_R_core_event_regime_gated,08_candidate_union,08,47914,47849,47849.0,executable_trade_open_else_t0_fallback_v1,65.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,13.227052388615446,38.121290331061694,1.8716032892265309,0.8716032892265309,27709.0,0.5783069666485787,2.41833284634971,1.4183328463497098,34088.0,0.7114413323871938,0.6152785103613672,0.5454545454545454,0.36363636363636365,0.3654672955712318,0.0,same_instrument_same_candidate_scope,7.025513196480938,True,7.025513196480938,True,reconstructable_event_membership
08_R1_event_regime_gated,08_candidate_family_variant,08,14363,14322,14322.0,executable_trade_open_else_t0_fallback_v1,41.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,3.96502386479283,10.867859048190777,1.0,0.0,0.0,0.0,1.1267144746919167,0.12671447469191674,1820.0,0.12671447469191674,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,2.1060117302052785,True,2.1060117302052785,True,reconstructable_event_membership
08_R2_event_regime_gated,08_candidate_family_variant,08,9537,9513,9513.0,executable_trade_open_else_t0_fallback_v1,24.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,2.6327670123601767,7.000835842870304,1.0,0.0,0.0,0.0,1.0245360176156024,0.024536017615602392,234.0,0.024536017615602392,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,1.3983870967741936,True,1.3983870967741936,True,reconstructable_event_membership
08_R6_event_regime_gated,08_candidate_family_variant,08,16204,16168,16168.0,executable_trade_open_else_t0_fallback_v1,36.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,4.4732470030705995,12.226065371018928,1.0,0.0,0.0,0.0,1.059923475685016,0.05992347568501605,971.0,0.05992347568501605,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,2.3759530791788857,True,2.3759530791788857,True,reconstructable_event_membership
08_R7_event_regime_gated,08_candidate_family_variant,08,9786,9767,9767.0,executable_trade_open_else_t0_fallback_v1,19.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,2.7015055030886748,6.9972470863262455,1.0,0.0,0.0,0.0,1.003474351113836,0.0034743511138360926,34.0,0.0034743511138360926,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,1.4348973607038122,True,1.4348973607038122,True,reconstructable_event_membership
08_R8_event_regime_gated,08_candidate_family_variant,08,12896,12867,12867.0,executable_trade_open_else_t0_fallback_v1,29.0,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,3.560046491705656,9.876368432526194,1.0,0.0,0.0,0.0,1.2094447890818858,0.20944478908188585,2701.0,0.20944478908188585,1.0,1.0,1.0,0.0,0.0,same_instrument_same_candidate_scope,1.8909090909090909,True,1.8909090909090909,True,reconstructable_event_membership
08_R_compression_arm::raw_r_series_variant_pool,r_series_compression_arm,08_r_series_density_compression,61960,61869,,aggregate_frontier_only,,08_full_evaluated_universe_years_252,3622.4246031746034,07_08_topn_proxy_universe_years_252,17.1045658053724,24.0,,,,,,,,,,,,,,aggregate_frontier_only,9.085043988269796,True,9.085043988269796,True,aggregate_frontier_only_no_event_membership
