source_pool,model_id,threshold_id,split,episode_regime_bucket,window,replay_policy_id,target_episode_denominator_n,raw_post_replay_any_captured_episode_n,post_filter_any_recall_retention,raw_post_replay_bridge_captured_episode_n,post_filter_bridge_recall_retention,raw_e1_missed_capture_n,post_filter_e1_missed_captured_episode_n,post_filter_e1_missed_capture_retention,post_filter_selected_event_count,filtered_event_count,replay_source_status
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,225,221,0.9004524886877828,221,0.416289592760181,80,76,0.95,13274,3329,post_replay_event_membership_materialized_split_aligned
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,validation,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,22,22,0.7272727272727273,22,0.3181818181818182,13,8,0.6153846153846154,4065,392,post_replay_event_membership_materialized_split_aligned
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,181,171,0.8654970760233918,171,0.5380116959064327,84,71,0.8452380952380952,7730,2000,post_replay_event_membership_materialized_split_aligned
