source_pool,model_id,threshold_id,split,episode_regime_bucket,selected_event_count,rejected_event_count,reject_rate,before_horizon_complete_event_n,after_horizon_complete_event_n,horizon_complete_event_rate_before,horizon_complete_event_rate_after,fast_fail_bad_10d_n_before,fast_fail_bad_10d_n_after,fast_fail_bad_10d_rate_before,fast_fail_bad_10d_rate_after,false_repair_bad_20d_n_before,false_repair_bad_20d_n_after,false_repair_bad_20d_rate_before,false_repair_bad_20d_rate_after,cost_bad_10_20_n_before,cost_bad_10_20_n_after,cost_bad_10_20_rate_before,cost_bad_10_20_rate_after,cost_reduction_absolute_pp,cost_reduction_relative,denominator_policy
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,train,risk_on,13274,3329,0.20050593266277184,16571,13257,0.9980726374751551,0.9987193008889559,4938,3198,0.29799046527065354,0.24123104774835935,6342,4313,0.3827167943998552,0.32533755751678356,6969,4785,0.4205539798443063,0.3609413894546277,5.961259038967858,0.14174777376199799,horizon_complete_events_only_same_source_split_regime
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,validation,risk_on,4065,392,0.0879515369082342,4455,4063,0.9995512676688355,0.9995079950799508,870,682,0.19528619528619529,0.1678562638444499,1301,1072,0.2920314253647587,0.26384444991385675,1401,1160,0.31447811447811447,0.28550332266797934,2.8974791810135123,0.09213611528490506,horizon_complete_events_only_same_source_split_regime
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,robustness,risk_on,7730,2000,0.2055498458376156,9711,7716,0.9980472764645426,0.9981888745148771,2343,1402,0.24127278344145814,0.18170036288232244,2723,1664,0.2804036659458346,0.21565578019699327,3129,1977,0.3222119246215632,0.2562208398133748,6.599108480818838,0.2048064635897467,horizon_complete_events_only_same_source_split_regime
