canonical_event_id,instrument,event_t0_date,source_pool_count,source_pools,event_row_count,overlap_status
SH600004_20211011_risk_on_transition_union,SH600004,2021-10-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20211112_risk_on_transition_union,SH600004,2021-11-12,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20211231_risk_on_transition_union,SH600004,2021-12-31,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20220207_risk_on_transition_union,SH600004,2022-02-07,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20220713_risk_on_transition_union,SH600004,2022-07-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20220909_risk_on_transition_union,SH600004,2022-09-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20221214_risk_on_transition_union,SH600004,2022-12-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20230303_risk_on_transition_union,SH600004,2023-03-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20230331_risk_on_transition_union,SH600004,2023-03-31,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20230627_risk_on_transition_union,SH600004,2023-06-27,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20230814_risk_on_transition_union,SH600004,2023-08-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600004_20231128_risk_on_transition_union,SH600004,2023-11-28,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20180507_risk_on_transition_union,SH600007,2018-05-07,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20190621_risk_on_transition_union,SH600007,2019-06-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20190725_risk_on_transition_union,SH600007,2019-07-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20191010_risk_on_transition_union,SH600007,2019-10-10,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20191107_risk_on_transition_union,SH600007,2019-11-07,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20191213_risk_on_transition_union,SH600007,2019-12-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20210520_risk_on_transition_union,SH600007,2021-05-20,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600007_20240924_risk_on_transition_union,SH600007,2024-09-24,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20180327_risk_on_transition_union,SH600008,2018-03-27,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20181121_risk_on_transition_union,SH600008,2018-11-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20190621_risk_on_transition_union,SH600008,2019-06-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20191025_risk_on_transition_union,SH600008,2019-10-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20200506_risk_on_transition_union,SH600008,2020-05-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20201116_risk_on_transition_union,SH600008,2020-11-16,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20210315_risk_on_transition_union,SH600008,2021-03-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20210803_risk_on_transition_union,SH600008,2021-08-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20210902_risk_on_transition_union,SH600008,2021-09-02,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600008_20220221_risk_on_transition_union,SH600008,2022-02-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20180205_risk_on_transition_union,SH600009,2018-02-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20180507_risk_on_transition_union,SH600009,2018-05-07,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20181213_risk_on_transition_union,SH600009,2018-12-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20190222_risk_on_transition_union,SH600009,2019-02-22,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20190404_risk_on_transition_union,SH600009,2019-04-04,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20190621_risk_on_transition_union,SH600009,2019-06-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20190724_risk_on_transition_union,SH600009,2019-07-24,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20190827_risk_on_transition_union,SH600009,2019-08-27,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20200417_risk_on_transition_union,SH600009,2020-04-17,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20200609_risk_on_transition_union,SH600009,2020-06-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20200827_risk_on_transition_union,SH600009,2020-08-27,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20201116_risk_on_transition_union,SH600009,2020-11-16,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20210315_risk_on_transition_union,SH600009,2021-03-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20210604_risk_on_transition_union,SH600009,2021-06-04,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20210902_risk_on_transition_union,SH600009,2021-09-02,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20211011_risk_on_transition_union,SH600009,2021-10-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20220112_risk_on_transition_union,SH600009,2022-01-12,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20220303_risk_on_transition_union,SH600009,2022-03-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20220722_risk_on_transition_union,SH600009,2022-07-22,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20220825_risk_on_transition_union,SH600009,2022-08-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20221214_risk_on_transition_union,SH600009,2022-12-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20230118_risk_on_transition_union,SH600009,2023-01-18,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20231115_risk_on_transition_union,SH600009,2023-11-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20240711_risk_on_transition_union,SH600009,2024-07-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20250414_risk_on_transition_union,SH600009,2025-04-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600009_20251113_risk_on_transition_union,SH600009,2025-11-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20190306_risk_on_transition_union,SH600010,2019-03-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20200914_risk_on_transition_union,SH600010,2020-09-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20210301_risk_on_transition_union,SH600010,2021-03-01,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20210512_risk_on_transition_union,SH600010,2021-05-12,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20210709_risk_on_transition_union,SH600010,2021-07-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20210809_risk_on_transition_union,SH600010,2021-08-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20210906_risk_on_transition_union,SH600010,2021-09-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20211208_risk_on_transition_union,SH600010,2021-12-08,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20220225_risk_on_transition_union,SH600010,2022-02-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20220606_risk_on_transition_union,SH600010,2022-06-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20230223_risk_on_transition_union,SH600010,2023-02-23,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20230602_risk_on_transition_union,SH600010,2023-06-02,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20240401_risk_on_transition_union,SH600010,2024-04-01,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20240719_risk_on_transition_union,SH600010,2024-07-19,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20241104_risk_on_transition_union,SH600010,2024-11-04,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20241210_risk_on_transition_union,SH600010,2024-12-10,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20250314_risk_on_transition_union,SH600010,2025-03-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20250506_risk_on_transition_union,SH600010,2025-05-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20250711_risk_on_transition_union,SH600010,2025-07-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20250818_risk_on_transition_union,SH600010,2025-08-18,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600010_20251015_risk_on_transition_union,SH600010,2025-10-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20180306_risk_on_transition_union,SH600011,2018-03-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20181121_risk_on_transition_union,SH600011,2018-11-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20190430_risk_on_transition_union,SH600011,2019-04-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20190621_risk_on_transition_union,SH600011,2019-06-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20190725_risk_on_transition_union,SH600011,2019-07-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20191127_risk_on_transition_union,SH600011,2019-11-27,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20200901_risk_on_transition_union,SH600011,2020-09-01,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20210311_risk_on_transition_union,SH600011,2021-03-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20210818_risk_on_transition_union,SH600011,2021-08-18,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20210923_risk_on_transition_union,SH600011,2021-09-23,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20211203_risk_on_transition_union,SH600011,2021-12-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20220209_risk_on_transition_union,SH600011,2022-02-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20220713_risk_on_transition_union,SH600011,2022-07-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20220822_risk_on_transition_union,SH600011,2022-08-22,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20221129_risk_on_transition_union,SH600011,2022-11-29,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20230103_risk_on_transition_union,SH600011,2023-01-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20230220_risk_on_transition_union,SH600011,2023-02-20,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20230321_risk_on_transition_union,SH600011,2023-03-21,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20230426_risk_on_transition_union,SH600011,2023-04-26,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20230530_risk_on_transition_union,SH600011,2023-05-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20230713_risk_on_transition_union,SH600011,2023-07-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20231211_risk_on_transition_union,SH600011,2023-12-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20240326_risk_on_transition_union,SH600011,2024-03-26,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20240626_risk_on_transition_union,SH600011,2024-06-26,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20250314_risk_on_transition_union,SH600011,2025-03-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20250414_risk_on_transition_union,SH600011,2025-04-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600011_20251029_risk_on_transition_union,SH600011,2025-10-29,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600012_20180222_risk_on_transition_union,SH600012,2018-02-22,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600012_20240711_risk_on_transition_union,SH600012,2024-07-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600012_20250114_risk_on_transition_union,SH600012,2025-01-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600012_20250414_risk_on_transition_union,SH600012,2025-04-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600012_20250604_risk_on_transition_union,SH600012,2025-06-04,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20180205_risk_on_transition_union,SH600015,2018-02-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20190725_risk_on_transition_union,SH600015,2019-07-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20191009_risk_on_transition_union,SH600015,2019-10-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20201201_risk_on_transition_union,SH600015,2020-12-01,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20210208_risk_on_transition_union,SH600015,2021-02-08,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20220112_risk_on_transition_union,SH600015,2022-01-12,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20220726_risk_on_transition_union,SH600015,2022-07-26,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20220905_risk_on_transition_union,SH600015,2022-09-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20221205_risk_on_transition_union,SH600015,2022-12-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20230317_risk_on_transition_union,SH600015,2023-03-17,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20230426_risk_on_transition_union,SH600015,2023-04-26,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20230803_risk_on_transition_union,SH600015,2023-08-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20231128_risk_on_transition_union,SH600015,2023-11-28,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20240411_risk_on_transition_union,SH600015,2024-04-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20240715_risk_on_transition_union,SH600015,2024-07-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20240925_risk_on_transition_union,SH600015,2024-09-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20241129_risk_on_transition_union,SH600015,2024-11-29,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20241230_risk_on_transition_union,SH600015,2024-12-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20250414_risk_on_transition_union,SH600015,2025-04-14,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20250604_risk_on_transition_union,SH600015,2025-06-04,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20250703_risk_on_transition_union,SH600015,2025-07-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600015_20251106_risk_on_transition_union,SH600015,2025-11-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20180205_risk_on_transition_union,SH600016,2018-02-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20190729_risk_on_transition_union,SH600016,2019-07-29,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20191009_risk_on_transition_union,SH600016,2019-10-09,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20200407_risk_on_transition_union,SH600016,2020-04-07,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20220208_risk_on_transition_union,SH600016,2022-02-08,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20220805_risk_on_transition_union,SH600016,2022-08-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20230330_risk_on_transition_union,SH600016,2023-03-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20230504_risk_on_transition_union,SH600016,2023-05-04,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20230719_risk_on_transition_union,SH600016,2023-07-19,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20231106_risk_on_transition_union,SH600016,2023-11-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20240711_risk_on_transition_union,SH600016,2024-07-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20241119_risk_on_transition_union,SH600016,2024-11-19,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20241230_risk_on_transition_union,SH600016,2024-12-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20250529_risk_on_transition_union,SH600016,2025-05-29,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20250703_risk_on_transition_union,SH600016,2025-07-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600016_20251125_risk_on_transition_union,SH600016,2025-11-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20180205_risk_on_transition_union,SH600018,2018-02-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20190315_risk_on_transition_union,SH600018,2019-03-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20190416_risk_on_transition_union,SH600018,2019-04-16,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20190725_risk_on_transition_union,SH600018,2019-07-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20191105_risk_on_transition_union,SH600018,2019-11-05,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20201106_risk_on_transition_union,SH600018,2020-11-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20210301_risk_on_transition_union,SH600018,2021-03-01,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20210525_risk_on_transition_union,SH600018,2021-05-25,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20210706_risk_on_transition_union,SH600018,2021-07-06,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20210902_risk_on_transition_union,SH600018,2021-09-02,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20211203_risk_on_transition_union,SH600018,2021-12-03,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20220207_risk_on_transition_union,SH600018,2022-02-07,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20220831_risk_on_transition_union,SH600018,2022-08-31,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20230315_risk_on_transition_union,SH600018,2023-03-15,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20230508_risk_on_transition_union,SH600018,2023-05-08,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20230818_risk_on_transition_union,SH600018,2023-08-18,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20231212_risk_on_transition_union,SH600018,2023-12-12,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20240411_risk_on_transition_union,SH600018,2024-04-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20240530_risk_on_transition_union,SH600018,2024-05-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20240701_risk_on_transition_union,SH600018,2024-07-01,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20241230_risk_on_transition_union,SH600018,2024-12-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20250327_risk_on_transition_union,SH600018,2025-03-27,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600018_20250530_risk_on_transition_union,SH600018,2025-05-30,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600019_20191213_risk_on_transition_union,SH600019,2019-12-13,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600019_20200911_risk_on_transition_union,SH600019,2020-09-11,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600019_20201028_risk_on_transition_union,SH600019,2020-10-28,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
SH600019_20201202_risk_on_transition_union,SH600019,2020-12-02,2,08_R6_event_regime_gated;08_R_core_event_regime_gated,2,multi_source_overlap
