source_pool,split,event_n,cost_label_complete_n,cost_label_complete_rate,fast_fail_bad_10d_rate,false_repair_bad_20d_rate,cost_bad_10_20_rate,daily_panel_joined_rate
08_R6_event_regime_gated,robustness,3003,2996,0.9976689976689976,0.22696929238985314,0.28437917222963954,0.3157543391188251,1.0
08_R6_event_regime_gated,train,4816,4794,0.9954318936877077,0.30517313308302046,0.3909052982895286,0.42991239048811014,1.0
08_R6_event_regime_gated,validation,1441,1440,0.9993060374739764,0.18125,0.26875,0.29305555555555557,1.0
08_R_core_event_regime_gated,robustness,9730,9711,0.9980472764645426,0.24127278344145814,0.2804036659458346,0.3222119246215632,1.0
08_R_core_event_regime_gated,train,16603,16571,0.9980726374751551,0.29799046527065354,0.3827167943998552,0.4205539798443063,1.0
08_R_core_event_regime_gated,validation,4457,4455,0.9995512676688355,0.19528619528619529,0.2920314253647587,0.31447811447811447,1.0
