model_id,source_pool,target_label,split,sample_n,positive_n,label_prevalence,roc_auc,pr_auc,top_decile_lift,bottom_decile_cost_bad_rate,brier_score,score_monotonicity_by_decile,feature_missing_coverage,oos_separability_status
supervised_fast_fail_rejector,08_R6_event_regime_gated,fast_fail_bad_10d,train,4794,1463,0.30517313308302046,0.7000182424347762,0.49402562271523887,1.9114832535885167,0.07291666666666667,0.21980955696141677,monotone_increasing,0.99441234166822,pass
supervised_fast_fail_rejector,08_R6_event_regime_gated,fast_fail_bad_10d,validation,1440,261,0.18125,0.6656495049054494,0.3198427524174133,2.2222222222222223,0.05555555555555555,0.1768453962229004,monotone_increasing,0.9992612293144209,pass
supervised_fast_fail_rejector,08_R6_event_regime_gated,fast_fail_bad_10d,robustness,2996,680,0.22696929238985314,0.7051324545362185,0.41419581133192523,2.1882549019607844,0.09333333333333334,0.21824053846478145,monotone_increasing,0.9993679515950346,pass
supervised_false_repair_rejector,08_R6_event_regime_gated,false_repair_bad_20d,train,4794,1874,0.3909052982895286,0.6838586058683352,0.5721077803056163,1.6628068303094985,0.14166666666666666,0.2241739133594821,monotone_increasing,0.99441234166822,pass
supervised_false_repair_rejector,08_R6_event_regime_gated,false_repair_bad_20d,validation,1440,387,0.26875,0.6360711735388739,0.40589125798348985,1.963824289405685,0.1597222222222222,0.2040881922243856,monotone_increasing,0.9992612293144209,pass
supervised_false_repair_rejector,08_R6_event_regime_gated,false_repair_bad_20d,robustness,2996,852,0.28437917222963954,0.6831856343283582,0.4908695147403519,2.18018779342723,0.13333333333333333,0.22244063265007422,monotone_increasing,0.9993679515950346,pass
supervised_joint_cost_rejector,08_R6_event_regime_gated,cost_bad_10_20,train,4794,2061,0.42991239048811014,0.6878463362148932,0.6139237801107567,1.6427765647743815,0.15625,0.22317812115612823,monotone_increasing,0.99441234166822,pass
supervised_joint_cost_rejector,08_R6_event_regime_gated,cost_bad_10_20,validation,1440,422,0.29305555555555557,0.655997728098027,0.44428911673828775,1.848341232227488,0.1597222222222222,0.20361391758268682,monotone_increasing,0.9992612293144209,pass
supervised_joint_cost_rejector,08_R6_event_regime_gated,cost_bad_10_20,robustness,2996,946,0.3157543391188251,0.7005610271747538,0.5293811750537996,2.0480056377730795,0.13,0.2190485598830539,monotone_increasing,0.9993679515950346,pass
supervised_fast_fail_rejector,08_R_core_event_regime_gated,fast_fail_bad_10d,train,16571,4938,0.29799046527065354,0.7093820853003444,0.49677047037092603,2.0199640805334766,0.061519903498190594,0.21658085113380793,monotone_increasing,0.9947601359462891,pass
supervised_fast_fail_rejector,08_R_core_event_regime_gated,fast_fail_bad_10d,validation,4455,870,0.19528619528619529,0.7138604337998365,0.3818296998694277,2.3996056904283285,0.053811659192825115,0.1827979643322905,monotone_increasing,0.9994555483917186,pass
supervised_fast_fail_rejector,08_R_core_event_regime_gated,fast_fail_bad_10d,robustness,9711,2343,0.24127278344145814,0.6795691812838667,0.4284353432315972,2.2343782109040324,0.19238683127572018,0.22309776819263322,monotone_increasing,0.9994960748613658,pass
supervised_false_repair_rejector,08_R_core_event_regime_gated,false_repair_bad_20d,train,16571,6342,0.3827167943998552,0.6878376382357725,0.5693326306576892,1.7666217215043296,0.12424607961399277,0.22253127216705854,monotone_increasing,0.9947601359462891,pass
supervised_false_repair_rejector,08_R_core_event_regime_gated,false_repair_bad_20d,validation,4455,1301,0.2920314253647587,0.6744497306349878,0.46238496999666945,1.9424778456034164,0.13004484304932734,0.20650233058071965,monotone_increasing,0.9994555483917186,pass
supervised_false_repair_rejector,08_R_core_event_regime_gated,false_repair_bad_20d,robustness,9711,2723,0.2804036659458346,0.7005555507673717,0.4900365333349328,2.2014118415146693,0.13271604938271606,0.2221239996153949,monotone_increasing,0.9994960748613658,pass
supervised_joint_cost_rejector,08_R_core_event_regime_gated,cost_bad_10_20,train,16571,6969,0.4205539798443063,0.69211868706862,0.6093166752187951,1.7080693043343251,0.1405307599517491,0.2213857483899964,monotone_increasing,0.9947601359462891,pass
supervised_joint_cost_rejector,08_R_core_event_regime_gated,cost_bad_10_20,validation,4455,1401,0.31447811447811447,0.6816875120072807,0.49343636740851726,1.9392938420026695,0.11883408071748879,0.2066115853133479,monotone_increasing,0.9994555483917186,pass
supervised_joint_cost_rejector,08_R_core_event_regime_gated,cost_bad_10_20,robustness,9711,3129,0.3222119246215632,0.6860161928010179,0.5235019537329437,2.021137388587053,0.2088477366255144,0.2248862575829685,monotone_increasing,0.9994960748613658,pass
