model_id,source_pool,target_label,model_type,model_status,train_sample_n,train_positive_n,feature_count,feature_columns_hash,feature_preprocessing_policy,feature_preprocessing_hash
supervised_fast_fail_rejector,08_R6_event_regime_gated,fast_fail_bad_10d,logistic_regression_balanced_l2,trained,4794,1463,52,e91de2b9150d14e606c65e73a7be41909bcbe85f17e695fa7db01a048844266c,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,e04ecefa4f04c55e06f01c1c810023d288a8319e9a43ab78b2804bd90b4cf6ef
supervised_false_repair_rejector,08_R6_event_regime_gated,false_repair_bad_20d,logistic_regression_balanced_l2,trained,4794,1874,52,e91de2b9150d14e606c65e73a7be41909bcbe85f17e695fa7db01a048844266c,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,e04ecefa4f04c55e06f01c1c810023d288a8319e9a43ab78b2804bd90b4cf6ef
supervised_joint_cost_rejector,08_R6_event_regime_gated,cost_bad_10_20,logistic_regression_balanced_l2,trained,4794,2061,52,e91de2b9150d14e606c65e73a7be41909bcbe85f17e695fa7db01a048844266c,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,e04ecefa4f04c55e06f01c1c810023d288a8319e9a43ab78b2804bd90b4cf6ef
supervised_fast_fail_rejector,08_R_core_event_regime_gated,fast_fail_bad_10d,logistic_regression_balanced_l2,trained,16571,4938,54,83ea0338b16d1fa4356589aa0f74c6bec91d9d7807faebcb4087e865cb9e5562,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,e9caa4fe68aba5b317d09e9f2845400bb7a48d09f290fc6ae2c949b7ecd5061d
supervised_false_repair_rejector,08_R_core_event_regime_gated,false_repair_bad_20d,logistic_regression_balanced_l2,trained,16571,6342,54,83ea0338b16d1fa4356589aa0f74c6bec91d9d7807faebcb4087e865cb9e5562,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,e9caa4fe68aba5b317d09e9f2845400bb7a48d09f290fc6ae2c949b7ecd5061d
supervised_joint_cost_rejector,08_R_core_event_regime_gated,cost_bad_10_20,logistic_regression_balanced_l2,trained,16571,6969,54,83ea0338b16d1fa4356589aa0f74c6bec91d9d7807faebcb4087e865cb9e5562,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,e9caa4fe68aba5b317d09e9f2845400bb7a48d09f290fc6ae2c949b7ecd5061d
