source_pool,model_id,threshold_id,event_id,canonical_event_id,instrument,event_t0_date,event_t0_pos,trade_open_date,trade_open_pos,non_executable_next_open,event_window_anchor_pos,event_window_anchor_date,event_window_anchor_status,event_key,replay_anchor_pos,replay_anchor_date,feature_as_of_date,feature_lag_days,feature_join_policy,feature_source_hash,daily_panel_feature_status,event_split,event_regime_bucket,board_bucket,primary_family_id,family_id,cost_bad_score,fast_fail_bad_10d,false_repair_bad_20d,cost_bad_10_20,horizon_complete
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002195_20241209_risk_on_transition_union,SZ002195_20241209_risk_on_transition_union,SZ002195,2024-12-09,1926,2024-12-10,1927,False,1927,2024-12-10,next_open_execution_anchor,SZ002195_20241209_risk_on_transition_union,1927,2024-12-10,2024-12-09,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R7_cross_sectional_momentum_rank_jump,candidate_union,0.9456518810626069,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300033_20241203_risk_on_transition_union,SZ300033_20241203_risk_on_transition_union,SZ300033,2024-12-03,1922,2024-12-04,1923,False,1923,2024-12-04,next_open_execution_anchor,SZ300033_20241203_risk_on_transition_union,1923,2024-12-04,2024-12-03,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9448852303500046,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300110_20190408_risk_on_transition_union,SZ300110_20190408_risk_on_transition_union,SZ300110,2019-04-08,534,2019-04-09,535,False,535,2019-04-09,next_open_execution_anchor,SZ300110_20190408_risk_on_transition_union,535,2019-04-09,2019-04-08,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9444047108462696,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002581_20200519_risk_on_transition_union,SZ002581_20200519_risk_on_transition_union,SZ002581,2020-05-19,810,2020-05-20,811,False,811,2020-05-20,next_open_execution_anchor,SZ002581_20200519_risk_on_transition_union,811,2020-05-20,2020-05-19,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9441895991397156,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002085_20240429_risk_on_transition_union,SZ002085_20240429_risk_on_transition_union,SZ002085,2024-04-29,1729,2024-04-30,1730,False,1730,2024-04-30,next_open_execution_anchor,SZ002085_20240429_risk_on_transition_union,1730,2024-04-30,2024-04-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.9436783866039455,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300260_20251014_risk_on_transition_union,SZ300260_20251014_risk_on_transition_union,SZ300260,2025-10-14,2055,2025-10-15,2056,False,2056,2025-10-15,next_open_execution_anchor,SZ300260_20251014_risk_on_transition_union,2056,2025-10-15,2025-10-14,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9433449239789947,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301377_20251030_risk_on_transition_union,SZ301377_20251030_risk_on_transition_union,SZ301377,2025-10-30,711,2025-10-31,712,False,712,2025-10-31,next_open_execution_anchor,SZ301377_20251030_risk_on_transition_union,712,2025-10-31,2025-10-30,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9427502696963275,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300079_20210706_risk_on_transition_union,SZ300079_20210706_risk_on_transition_union,SZ300079,2021-07-06,1095,2021-07-07,1096,False,1096,2021-07-07,next_open_execution_anchor,SZ300079_20210706_risk_on_transition_union,1096,2021-07-07,2021-07-06,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9426918276774597,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300842_20210830_risk_on_transition_union,SZ300842_20210830_risk_on_transition_union,SZ300842,2021-08-30,283,2021-08-31,284,False,284,2021-08-31,next_open_execution_anchor,SZ300842_20210830_risk_on_transition_union,284,2021-08-31,2021-08-30,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9426796147214103,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002402_20250923_risk_on_transition_union,SZ002402_20250923_risk_on_transition_union,SZ002402,2025-09-23,2106,2025-09-24,2107,False,2107,2025-09-24,next_open_execution_anchor,SZ002402_20250923_risk_on_transition_union,2107,2025-09-24,2025-09-23,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9424667408866679,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH601360_20230327_risk_on_transition_union,SH601360_20230327_risk_on_transition_union,SH601360,2023-03-27,1391,2023-03-28,1392,False,1392,2023-03-28,next_open_execution_anchor,SH601360_20230327_risk_on_transition_union,1392,2023-03-28,2023-03-27,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,validation,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.9424073823390154,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300443_20210916_risk_on_transition_union,SZ300443_20210916_risk_on_transition_union,SZ300443,2021-09-16,1142,2021-09-17,1143,False,1143,2021-09-17,next_open_execution_anchor,SZ300443_20210916_risk_on_transition_union,1143,2021-09-17,2021-09-16,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9421730060637622,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ000981_20241211_risk_on_transition_union,SZ000981_20241211_risk_on_transition_union,SZ000981,2024-12-11,1767,2024-12-12,1768,False,1768,2024-12-12,next_open_execution_anchor,SZ000981_20241211_risk_on_transition_union,1768,2024-12-12,2024-12-11,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9421511318821686,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300502_20250910_risk_on_transition_union,SZ300502_20250910_risk_on_transition_union,SZ300502,2025-09-10,2111,2025-09-11,2112,False,2112,2025-09-11,next_open_execution_anchor,SZ300502_20250910_risk_on_transition_union,2112,2025-09-11,2025-09-10,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9419962549963423,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600580_20250917_risk_on_transition_union,SH600580_20250917_risk_on_transition_union,SH600580,2025-09-17,2110,2025-09-18,2111,False,2111,2025-09-18,next_open_execution_anchor,SH600580_20250917_risk_on_transition_union,2111,2025-09-18,2025-09-17,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9419352402524018,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300364_20211214_risk_on_transition_union,SZ300364_20211214_risk_on_transition_union,SZ300364,2021-12-14,1057,2021-12-15,1058,False,1058,2021-12-15,next_open_execution_anchor,SZ300364_20211214_risk_on_transition_union,1058,2021-12-15,2021-12-14,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9418836693452639,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300723_20250521_risk_on_transition_union,SZ300723_20250521_risk_on_transition_union,SZ300723,2025-05-21,1820,2025-05-22,1821,False,1821,2025-05-22,next_open_execution_anchor,SZ300723_20250521_risk_on_transition_union,1821,2025-05-22,2025-05-21,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9416223707692839,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ001696_20241028_risk_on_transition_union,SZ001696_20241028_risk_on_transition_union,SZ001696,2024-10-28,1820,2024-10-29,1821,False,1821,2024-10-29,next_open_execution_anchor,SZ001696_20241028_risk_on_transition_union,1821,2024-10-29,2024-10-28,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9415948445163373,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH601216_20200828_risk_on_transition_union,SH601216_20200828_risk_on_transition_union,SH601216,2020-08-28,809,2020-08-31,810,False,810,2020-08-31,next_open_execution_anchor,SH601216_20200828_risk_on_transition_union,810,2020-08-31,2020-08-28,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R8_persistent_distance_above_ema,candidate_union,0.9415711159975736,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300722_20201204_risk_on_transition_union,SZ300722_20201204_risk_on_transition_union,SZ300722,2020-12-04,744,2020-12-07,745,False,745,2020-12-07,next_open_execution_anchor,SZ300722_20201204_risk_on_transition_union,745,2020-12-07,2020-12-04,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9412646694172755,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300024_20241206_risk_on_transition_union,SZ300024_20241206_risk_on_transition_union,SZ300024,2024-12-06,1925,2024-12-09,1926,False,1926,2024-12-09,next_open_execution_anchor,SZ300024_20241206_risk_on_transition_union,1926,2024-12-09,2024-12-06,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9411936987519179,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH603005_20200305_risk_on_transition_union,SH603005_20200305_risk_on_transition_union,SH603005,2020-03-05,767,2020-03-06,768,False,768,2020-03-06,next_open_execution_anchor,SH603005_20200305_risk_on_transition_union,768,2020-03-06,2020-03-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9411587466641802,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ000818_20200122_risk_on_transition_union,SZ000818_20200122_risk_on_transition_union,SZ000818,2020-01-22,730,2020-01-23,731,False,731,2020-01-23,next_open_execution_anchor,SZ000818_20200122_risk_on_transition_union,731,2020-01-23,2020-01-22,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9409204732443256,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002131_20241205_risk_on_transition_union,SZ002131_20241205_risk_on_transition_union,SZ002131,2024-12-05,1924,2024-12-06,1925,False,1925,2024-12-06,next_open_execution_anchor,SZ002131_20241205_risk_on_transition_union,1925,2024-12-06,2024-12-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9403244106735478,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300085_20241129_risk_on_transition_union,SZ300085_20241129_risk_on_transition_union,SZ300085,2024-11-29,1846,2024-12-02,1847,False,1847,2024-12-02,next_open_execution_anchor,SZ300085_20241129_risk_on_transition_union,1847,2024-12-02,2024-11-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9402756365966202,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300471_20190418_risk_on_transition_union,SZ300471_20190418_risk_on_transition_union,SZ300471,2019-04-18,547,2019-04-19,548,False,548,2019-04-19,next_open_execution_anchor,SZ300471_20190418_risk_on_transition_union,548,2019-04-19,2019-04-18,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R6_market_breadth_thrust,candidate_union,0.9401485745125427,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH603005_20200226_risk_on_transition_union,SH603005_20200226_risk_on_transition_union,SH603005,2020-02-26,761,2020-02-27,762,False,762,2020-02-27,next_open_execution_anchor,SH603005_20200226_risk_on_transition_union,762,2020-02-27,2020-02-26,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9400799840446871,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ001696_20241031_risk_on_transition_union,SZ001696_20241031_risk_on_transition_union,SZ001696,2024-10-31,1823,2024-11-01,1824,False,1824,2024-11-01,next_open_execution_anchor,SZ001696_20241031_risk_on_transition_union,1824,2024-11-01,2024-10-31,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9398717437422296,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300712_20210805_risk_on_transition_union,SZ300712_20210805_risk_on_transition_union,SZ300712,2021-08-05,917,2021-08-06,918,False,918,2021-08-06,next_open_execution_anchor,SZ300712_20210805_risk_on_transition_union,918,2021-08-06,2021-08-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9398262074772823,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300502_20250716_risk_on_transition_union,SZ300502_20250716_risk_on_transition_union,SZ300502,2025-07-16,2071,2025-07-17,2072,False,2072,2025-07-17,next_open_execution_anchor,SZ300502_20250716_risk_on_transition_union,2072,2025-07-17,2025-07-16,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9397483775617896,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300033_20241129_risk_on_transition_union,SZ300033_20241129_risk_on_transition_union,SZ300033,2024-11-29,1920,2024-12-02,1921,False,1921,2024-12-02,next_open_execution_anchor,SZ300033_20241129_risk_on_transition_union,1921,2024-12-02,2024-11-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R5_growth_or_small_style_confirmation,candidate_union,0.9395585018869366,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300641_20240527_risk_on_transition_union,SZ300641_20240527_risk_on_transition_union,SZ300641,2024-05-27,1721,2024-05-28,1722,False,1722,2024-05-28,next_open_execution_anchor,SZ300641_20240527_risk_on_transition_union,1722,2024-05-28,2024-05-27,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9394174742846546,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300296_20241216_risk_on_transition_union,SZ300296_20241216_risk_on_transition_union,SZ300296,2024-12-16,1931,2024-12-17,1932,False,1932,2024-12-17,next_open_execution_anchor,SZ300296_20241216_risk_on_transition_union,1932,2024-12-17,2024-12-16,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9393235041527705,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600211_20200730_risk_on_transition_union,SH600211_20200730_risk_on_transition_union,SH600211,2020-07-30,869,2020-07-31,870,False,870,2020-07-31,next_open_execution_anchor,SH600211_20200730_risk_on_transition_union,870,2020-07-31,2020-07-30,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.9390816685930178,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300376_20210811_risk_on_transition_union,SZ300376_20210811_risk_on_transition_union,SZ300376,2021-08-11,1018,2021-08-12,1019,False,1019,2021-08-12,next_open_execution_anchor,SZ300376_20210811_risk_on_transition_union,1019,2021-08-12,2021-08-11,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9390676705887333,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300058_20241205_risk_on_transition_union,SZ300058_20241205_risk_on_transition_union,SZ300058,2024-12-05,1924,2024-12-06,1925,False,1925,2024-12-06,next_open_execution_anchor,SZ300058_20241205_risk_on_transition_union,1925,2024-12-06,2024-12-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9390428792007588,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300476_20250829_risk_on_transition_union,SZ300476_20250829_risk_on_transition_union,SZ300476,2025-08-29,2098,2025-09-01,2099,False,2099,2025-09-01,next_open_execution_anchor,SZ300476_20250829_risk_on_transition_union,2099,2025-09-01,2025-08-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9388883636979439,True,False,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300343_20210902_risk_on_transition_union,SZ300343_20210902_risk_on_transition_union,SZ300343,2021-09-02,1018,2021-09-03,1019,False,1019,2021-09-03,next_open_execution_anchor,SZ300343_20210902_risk_on_transition_union,1019,2021-09-03,2021-09-02,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R6_market_breadth_thrust,candidate_union,0.9388008067332181,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300803_20241031_risk_on_transition_union,SZ300803_20241031_risk_on_transition_union,SZ300803,2024-10-31,1200,2024-11-01,1201,False,1201,2024-11-01,next_open_execution_anchor,SZ300803_20241031_risk_on_transition_union,1201,2024-11-01,2024-10-31,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R6_market_breadth_thrust,candidate_union,0.938765077405046,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300183_20210809_risk_on_transition_union,SZ300183_20210809_risk_on_transition_union,SZ300183,2021-08-09,1119,2021-08-10,1120,False,1120,2021-08-10,next_open_execution_anchor,SZ300183_20210809_risk_on_transition_union,1120,2021-08-10,2021-08-09,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R6_market_breadth_thrust,candidate_union,0.9387398199511088,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600859_20200729_risk_on_transition_union,SH600859_20200729_risk_on_transition_union,SH600859,2020-07-29,760,2020-07-30,761,False,761,2020-07-30,next_open_execution_anchor,SH600859_20200729_risk_on_transition_union,761,2020-07-30,2020-07-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9386246304989215,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300471_20190419_risk_on_transition_union,SZ300471_20190419_risk_on_transition_union,SZ300471,2019-04-19,548,2019-04-22,549,False,549,2019-04-22,next_open_execution_anchor,SZ300471_20190419_risk_on_transition_union,549,2019-04-22,2019-04-19,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.938377234801653,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301308_20251119_risk_on_transition_union,SZ301308_20251119_risk_on_transition_union,SZ301308,2025-11-19,796,2025-11-20,797,False,797,2025-11-20,next_open_execution_anchor,SZ301308_20251119_risk_on_transition_union,797,2025-11-20,2025-11-19,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9383389117139894,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300255_20250702_risk_on_transition_union,SZ300255_20250702_risk_on_transition_union,SZ300255,2025-07-02,2060,2025-07-03,2061,False,2061,2025-07-03,next_open_execution_anchor,SZ300255_20250702_risk_on_transition_union,2061,2025-07-03,2025-07-02,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9382736699342881,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301217_20250815_risk_on_transition_union,SZ301217_20250815_risk_on_transition_union,SZ301217,2025-08-15,859,2025-08-18,860,False,860,2025-08-18,next_open_execution_anchor,SZ301217_20250815_risk_on_transition_union,860,2025-08-18,2025-08-15,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9380811335659849,False,True,True,True
