source_pool,model_id,threshold_id,selected_event_count,formal_event_day_density,p95_density,density_vs_e1,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,rolling_10d_duplicate_rate,rolling_20d_duplicate_rate,adjacent_gap_p10,adjacent_gap_median,adjacent_gap_p90,family_concentration,board_concentration,density_readout_status,density_contract_source
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,25069,6.9205029079225415,19.518667120921172,3.675806451612903,1.7403965056444215,2.096533567354103,0.5052455223582911,0.6180940603933145,1.0,9.0,108.0,0.27173002513063943,0.8359328254018907,auditable_no_predeclared_gate,density_fast_fail_caliber_contract.md
