structure_candidate_id,status,failed_rules,single_year_signal_share,single_industry_signal_share
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,passed,,0.3923444976076555,0.1076555023923445
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_ef2d12_f5ca38,rejected,min_train_EV_R,0.3960650128314799,0.11804961505560307
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_4e0740_f5ca38,passed,,0.3923444976076555,0.1076555023923445
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_ef2d12_f5ca38,rejected,min_train_EV_R,0.3960650128314799,0.11804961505560307
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_156070_6b86b2_f5ca38,rejected,min_train_EV_R,0.32649253731343286,0.11343283582089553
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_23e5f3_6b86b2_f5ca38,rejected,min_train_EV_R,0.32649253731343286,0.11343283582089553
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_a96cae_6b86b2_f5ca38,rejected,min_train_EV_R,0.32649253731343286,0.11343283582089553
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_60f76f_6b86b2_f5ca38,rejected,min_train_EV_R,0.3938356164383562,0.11712328767123288
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_156070_4e0740_f5ca38,rejected,min_train_EV_R,0.3616589327146172,0.10730858468677494
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_23e5f3_4e0740_f5ca38,rejected,min_train_EV_R,0.3616589327146172,0.10730858468677494
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_4e0740_f5ca38,rejected,min_train_EV_R,0.4049382716049383,0.11407407407407408
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_ef2d12_f5ca38,rejected,min_train_EV_R,0.40269331016507387,0.11685490877497828
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_4e0740_f5ca38,rejected,min_train_EV_R,0.4049382716049383,0.11407407407407408
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_ef2d12_f5ca38,rejected,min_train_EV_R,0.40269331016507387,0.11685490877497828
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_156070_6b86b2_f5ca38,rejected,min_train_EV_R,0.3695299837925446,0.11075094543490005
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_23e5f3_6b86b2_f5ca38,rejected,min_train_EV_R,0.3695299837925446,0.11075094543490005
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_60f76f_6b86b2_f5ca38,rejected,min_train_EV_R,0.3695299837925446,0.11075094543490005
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_a96cae_6b86b2_f5ca38,rejected,min_train_EV_R,0.3695299837925446,0.11075094543490005
r02v2_near_high_persistence_persistence_29a6c7_8aed64_156070_4e0740_f5ca38,rejected,min_train_primary_LR;min_train_precision_lift,0.31681942036165467,0.11320287342085707
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_4e0740_f5ca38,passed,,0.3137842465753425,0.10017123287671233
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_ef2d12_f5ca38,passed,,0.3092917478882391,0.099090318388564
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_4e0740_f5ca38,passed,,0.3137842465753425,0.10017123287671233
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_ef2d12_f5ca38,passed,,0.3092917478882391,0.099090318388564
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_156070_4e0740_f5ca38,rejected,min_train_EV_R,0.32063074901445465,0.0935611038107753
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_23e5f3_4e0740_f5ca38,rejected,min_train_EV_R,0.32063074901445465,0.0935611038107753
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_156070_4e0740_f5ca38,rejected,min_train_primary_LR;min_train_precision_lift,0.32596273291925465,0.11329192546583851
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_a96cae_4e0740_f5ca38,rejected,min_train_primary_LR;min_train_precision_lift,0.32596273291925465,0.11329192546583851
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_23e5f3_4e0740_f5ca38,rejected,min_train_primary_LR;min_train_primary_LR_ci90_lower;min_train_precision_lift,0.31646146830825356,0.12813497492020065
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_23e5f3_ef2d12_f5ca38,rejected,min_train_primary_LR;min_train_precision_lift,0.3158432708688245,0.11754684838160136
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_60f76f_4e0740_f5ca38,rejected,min_train_primary_LR;min_train_primary_LR_ci90_lower;min_train_precision_lift,0.31646146830825356,0.12813497492020065
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_60f76f_ef2d12_f5ca38,rejected,min_train_primary_LR;min_train_precision_lift,0.3158432708688245,0.11754684838160136
