structure_candidate_id,status,failed_rules,stage
r02v2_near_high_persistence_persistence_29a6c7_bc2375_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_0fdeae_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_156070_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_156070_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_4e0740_f5ca38,passed,,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_ef2d12_f5ca38,passed,,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_4e0740_f5ca38,passed,,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_ef2d12_f5ca38,passed,,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_near_high_persistence_persistence_4b3435_8aed64_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_4b3435_a39fff_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_23e5f3_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_156070_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_23e5f3_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_60f76f_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_368191_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
