r01_v3_reference_artifact_path,r01_v3_reference_artifact_hash,r02_v2_reference_event_count,r01_v3_reference_event_count,instrument_overlap_rate,instrument_year_overlap_rate,same_reference_date_rate,within_20d_reference_date_rate,overlap_status
ep4/outputs/r01_high_recall_probe_fail_fast_v3_post30_profile_seed/cache/r01_big_winner_reference_panel.parquet,a6512e9aa481d23ba9e44cce2f9465ad45526a57338da75e450ba1a723fa9ef1,802,838,0.9881422924901185,0.9611197511664075,0.6920199501246883,0.7531172069825436,passed
