structure_candidate_id,matched_background_coverage,matched_background_coverage_ci90_upper,action_time_background_signal_rate,winner_vs_background_coverage_lift,winner_vs_background_coverage_lift_ci90_lower,generic_strength_proxy_flag,generic_strength_proxy_reason,background_control_policy,non_default_background_policy_reason
r02v2_near_high_persistence_persistence_4b3435_0fdeae_a96cae_ef2d12_f5ca38,0.5,0.5173784843628552,0.5288560755295845,0.7455357142857143,0.6478575439883011,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_156070_4e0740_f5ca38,0.14285714285714285,0.15501954834055184,0.029990012525727403,1.5156250000000002,1.1902219112764147,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_156070_ef2d12_f5ca38,0.14285714285714285,0.15501954834055184,0.09359532519988743,1.5156250000000002,1.1902219112764147,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_4e0740_f5ca38,0.284375,0.3000544329445346,0.029990012525727403,1.6483516483516485,1.4329616632222595,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_ef2d12_f5ca38,0.284375,0.3000544329445346,0.09359532519988743,1.6483516483516485,1.4329616632222595,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_4e0740_f5ca38,0.49642857142857144,0.513806612457089,0.029990012525727403,1.3489208633093523,1.2321530753537897,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_ef2d12_f5ca38,0.49642857142857144,0.513806612457089,0.09359532519988743,1.3489208633093523,1.2321530753537897,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_a96cae_4e0740_f5ca38,0.09910714285714285,0.10949272734129334,0.029990012525727403,1.6666666666666667,1.244998591290359,False,,both,
r02v2_near_high_persistence_persistence_4b3435_8aed64_a96cae_ef2d12_f5ca38,0.09910714285714285,0.10949272734129334,0.09359532519988743,1.6666666666666667,1.244998591290359,False,,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_156070_4e0740_f5ca38,0.42544642857142856,0.44263063964765564,0.26011024847290964,1.044071353620147,0.916293853257455,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_156070_ef2d12_f5ca38,0.42544642857142856,0.44263063964765564,0.37056288522129704,1.044071353620147,0.916293853257455,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_23e5f3_4e0740_f5ca38,0.6370535714285714,0.6537664452414084,0.26011024847290964,1.1317449194113525,1.0494939476812741,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_23e5f3_ef2d12_f5ca38,0.6370535714285714,0.6537664452414084,0.37056288522129704,1.1317449194113525,1.0494939476812741,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_60f76f_4e0740_f5ca38,0.8316964285714286,0.8447002494101696,0.26011024847290964,1.07085346215781,1.0256516537405749,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_60f76f_ef2d12_f5ca38,0.8316964285714286,0.8447002494101696,0.37056288522129704,1.07085346215781,1.0256516537405749,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_a96cae_4e0740_f5ca38,0.35401785714285716,0.3706391474140378,0.26011024847290964,0.819672131147541,0.6877477615914405,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_a39fff_a96cae_ef2d12_f5ca38,0.35401785714285716,0.3706391474140378,0.37056288522129704,0.819672131147541,0.6877477615914405,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_156070_6b86b2_f5ca38,0.8334821428571428,0.8464306723305226,0.2524182379005336,1.0765934654525977,1.032253151210136,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_23e5f3_6b86b2_f5ca38,0.9629464285714285,0.9695117802368048,0.2524182379005336,0.999072786277237,0.976990775906614,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_60f76f_6b86b2_f5ca38,0.9982142857142857,0.9996817237443946,0.2524182379005336,1.0017889087656529,1.0003183775876319,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_8aed64_a96cae_6b86b2_f5ca38,0.5977678571428572,0.6148108773444909,0.2524182379005336,1.0231516056758776,0.9331782169636268,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_156070_6b86b2_f5ca38,0.9691964285714286,0.9752019169637164,0.5481688710843307,0.9903270382312298,0.968578028898234,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_23e5f3_6b86b2_f5ca38,0.9982142857142857,0.9996817237443946,0.5481688710843307,0.9928443649373883,0.9840737439845552,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_60f76f_6b86b2_f5ca38,1.0,1.0,0.5481688710843307,1.0,1.0,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_29a6c7_bc2375_a96cae_6b86b2_f5ca38,0.8267857142857142,0.8399388780922746,0.5481688710843307,0.939524838012959,0.8862829177176182,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_156070_6b86b2_f5ca38,0.7017857142857142,0.7176861262594559,0.5288284858216491,0.9446564885496185,0.8725380075727489,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_23e5f3_6b86b2_f5ca38,0.8571428571428571,0.8693052626262661,0.5288284858216491,1.0572916666666667,1.0164397636759008,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_60f76f_6b86b2_f5ca38,0.9660714285714286,0.9723640165916906,0.5288284858216491,1.0143253234750462,0.9965468509048061,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_0fdeae_a96cae_6b86b2_f5ca38,0.6388392857142857,0.6555343444947745,0.5288284858216491,0.7651991614255765,0.686446864470081,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_156070_6b86b2_f5ca38,0.3325892857142857,0.3489647117401248,0.12988682701804918,1.308724832214765,1.1368926696863644,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_23e5f3_6b86b2_f5ca38,0.5348214285714286,0.5521577177762198,0.12988682701804918,1.3146911519198665,1.2091050626971038,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_60f76f_6b86b2_f5ca38,0.7334821428571429,0.7488495225583919,0.12988682701804918,1.1929397443700547,1.1341355631748775,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_8aed64_a96cae_6b86b2_f5ca38,0.2741071428571429,0.28961094905687945,0.12988682701804918,1.1237785016286646,0.9397238748186207,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_156070_6b86b2_f5ca38,0.5696428571428571,0.586851940131751,0.37355912750307624,1.0266457680250785,0.9312829408725839,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_23e5f3_6b86b2_f5ca38,0.7580357142857143,0.7729211777465373,0.37355912750307624,1.1307420494699647,1.0737794688609261,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_60f76f_6b86b2_f5ca38,0.9178571428571428,0.9274007892892453,0.37355912750307624,1.0457198443579767,1.0185015598643177,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_point_in_window_existence_4b3435_a39fff_a96cae_6b86b2_f5ca38,0.5013392857142858,0.5187177077339331,0.37355912750307624,0.78806767586821,0.6884184414466661,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_156070_4e0740_f5ca38,0.9107142857142857,0.9206254335993469,0.7325012277420031,0.9730392156862745,0.9357507461989073,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_156070_ef2d12_f5ca38,0.9107142857142857,0.9206254335993469,0.8119430327710551,0.9730392156862745,0.9357507461989073,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_23e5f3_4e0740_f5ca38,0.9607142857142857,0.9674666574660892,0.7325012277420031,1.008364312267658,0.9873492471659769,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_23e5f3_ef2d12_f5ca38,0.9607142857142857,0.9674666574660892,0.8119430327710551,1.008364312267658,0.9873492471659769,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_60f76f_4e0740_f5ca38,0.9915178571428571,0.9947053186921865,0.7325012277420031,0.9995497523638002,0.9889969603977827,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_60f76f_ef2d12_f5ca38,0.9915178571428571,0.9947053186921865,0.8119430327710551,0.9995497523638002,0.9889969603977827,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_a96cae_4e0740_f5ca38,0.7767857142857143,0.7912585456268327,0.7325012277420031,0.8103448275862069,0.748086781120283,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_0602d7_a96cae_ef2d12_f5ca38,0.7767857142857143,0.7912585456268327,0.8119430327710551,0.8103448275862069,0.748086781120283,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_156070_4e0740_f5ca38,0.9669642857142857,0.9731763931891638,0.8644572828552037,0.9695290858725761,0.9440089641072384,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_156070_ef2d12_f5ca38,0.9669642857142857,0.9731763931891638,0.9135173015058463,0.9695290858725761,0.9440089641072384,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_23e5f3_4e0740_f5ca38,0.9919642857142857,0.9950674313244487,0.8644572828552037,0.9990999099909991,0.9886370568562183,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_23e5f3_ef2d12_f5ca38,0.9919642857142857,0.9950674313244487,0.9135173015058463,0.9990999099909991,0.9886370568562183,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_60f76f_4e0740_f5ca38,0.9982142857142857,0.9996817237443946,0.8644572828552037,1.0017889087656529,1.0003183775876319,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_60f76f_ef2d12_f5ca38,0.9982142857142857,0.9996817237443946,0.9135173015058463,1.0017889087656529,1.0003183775876319,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_a96cae_4e0740_f5ca38,0.8883928571428571,0.8993372183318549,0.8644572828552037,0.8743718592964824,0.8277467721850607,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_368191_a96cae_ef2d12_f5ca38,0.8883928571428571,0.8993372183318549,0.9135173015058463,0.8743718592964824,0.8277467721850607,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_156070_4e0740_f5ca38,0.7982142857142858,0.8121634069678705,0.5769118288113803,0.9591722595078299,0.9021616360243103,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_156070_ef2d12_f5ca38,0.7982142857142858,0.8121634069678705,0.6778846419131807,0.9591722595078299,0.9021616360243103,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_23e5f3_4e0740_f5ca38,0.8897321428571429,0.9006188364734816,0.5769118288113803,1.051179126944305,1.0172393358243772,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_23e5f3_ef2d12_f5ca38,0.8897321428571429,0.9006188364734816,0.6778846419131807,1.051179126944305,1.0172393358243772,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_60f76f_4e0740_f5ca38,0.9763392857142857,0.9816219887908655,0.5769118288113803,1.003657978966621,0.9871481178423812,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_60f76f_ef2d12_f5ca38,0.9763392857142857,0.9816219887908655,0.6778846419131807,1.003657978966621,0.9871481178423812,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_a96cae_4e0740_f5ca38,0.6549107142857142,0.6714340862163877,0.5769118288113803,0.7327880027266531,0.6569261665340036,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_260316_773a15_a96cae_ef2d12_f5ca38,0.6549107142857142,0.6714340862163877,0.6778846419131807,0.7327880027266531,0.6569261665340036,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_156070_4e0740_f5ca38,0.45982142857142855,0.4771437132768477,0.2922301864512462,0.9854368932038835,0.868578296508506,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_156070_ef2d12_f5ca38,0.45982142857142855,0.4771437132768477,0.4034442991386493,0.9854368932038835,0.868578296508506,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_23e5f3_4e0740_f5ca38,0.6709821428571429,0.6873129296541024,0.2922301864512462,1.0911510312707917,1.0151498050723786,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_23e5f3_ef2d12_f5ca38,0.6709821428571429,0.6873129296541024,0.4034442991386493,1.0911510312707917,1.0151498050723786,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_60f76f_4e0740_f5ca38,0.8549107142857143,0.86715180015424,0.2922301864512462,1.0365535248041775,0.9934545904270176,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_60f76f_ef2d12_f5ca38,0.8549107142857143,0.86715180015424,0.4034442991386493,1.0365535248041775,0.9934545904270176,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_a96cae_4e0740_f5ca38,0.39553571428571427,0.4125306712003239,0.2922301864512462,0.7223476297968398,0.6074807591540143,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_a96cae_ef2d12_f5ca38,0.39553571428571427,0.4125306712003239,0.4034442991386493,0.7223476297968398,0.6074807591540143,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_156070_4e0740_f5ca38,0.6741071428571429,0.690397994118019,0.5248941934700679,0.9437086092715231,0.8672821889937187,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_156070_ef2d12_f5ca38,0.6741071428571429,0.690397994118019,0.6176011300744371,0.9437086092715231,0.8672821889937187,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_23e5f3_4e0740_f5ca38,0.8325892857142857,0.8455655274279754,0.5248941934700679,1.0268096514745308,0.9786808796267632,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_23e5f3_ef2d12_f5ca38,0.8325892857142857,0.8455655274279754,0.6176011300744371,1.0268096514745308,0.9786808796267632,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_60f76f_4e0740_f5ca38,0.9508928571428571,0.9584035502907498,0.5248941934700679,1.0093896713615025,0.9855547281976844,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_60f76f_ef2d12_f5ca38,0.9508928571428571,0.9584035502907498,0.6176011300744371,1.0093896713615025,0.9855547281976844,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_a96cae_4e0740_f5ca38,0.6,0.6170273676767726,0.5248941934700679,0.7440476190476191,0.66089902923118,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_a96cae_ef2d12_f5ca38,0.6,0.6170273676767726,0.6176011300744371,0.7440476190476191,0.66089902923118,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_156070_4e0740_f5ca38,0.8459821428571429,0.8585282221923414,0.743553664740905,0.9525065963060685,0.9027769017063032,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_156070_ef2d12_f5ca38,0.8459821428571429,0.8585282221923414,0.8017789843676715,0.9525065963060685,0.9027769017063032,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_23e5f3_4e0740_f5ca38,0.9339285714285714,0.9425624427679675,0.743553664740905,0.9990439770554493,0.9692822827870022,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_23e5f3_ef2d12_f5ca38,0.9339285714285714,0.9425624427679675,0.8017789843676715,0.9990439770554493,0.9692822827870022,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_60f76f_4e0740_f5ca38,0.9861607142857143,0.9902211494446684,0.743553664740905,1.0049796287913084,0.9934755859635885,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_60f76f_ef2d12_f5ca38,0.9861607142857143,0.9902211494446684,0.8017789843676715,1.0049796287913084,0.9934755859635885,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_a96cae_4e0740_f5ca38,0.7991071428571429,0.8130331510763411,0.743553664740905,0.8100558659217877,0.7505069463553232,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_a96cae_ef2d12_f5ca38,0.7991071428571429,0.8130331510763411,0.8017789843676715,0.8100558659217877,0.7505069463553232,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_156070_6b86b2_f5ca38,0.9549107142857143,0.9621227846286354,0.8091288825616492,0.9911173445535296,0.9654990102946682,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_23e5f3_6b86b2_f5ca38,0.9852678571428571,0.9894553300608591,0.8091288825616492,1.0036248300860897,0.9911257640872154,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_60f76f_6b86b2_f5ca38,0.9977678571428571,0.9994081358252147,0.8091288825616492,1.0022371364653244,1.0005922146854414,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_a96cae_6b86b2_f5ca38,0.8897321428571429,0.9006188364734816,0.8091288825616492,0.8755644756648269,0.8291760939558117,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_156070_6b86b2_f5ca38,0.9888392857142857,0.9924906128473175,0.9117791499059191,0.9841986455981941,0.9679346436438302,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_23e5f3_6b86b2_f5ca38,0.9973214285714286,0.9991178618197284,0.9117791499059191,0.995971351835273,0.9878364355950806,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_60f76f_6b86b2_f5ca38,0.9995535714285714,1.0002877824872813,0.9117791499059191,1.0004466279589104,0.9997123003076517,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_a96cae_6b86b2_f5ca38,0.9642857142857143,0.9707358038303585,0.9117791499059191,0.923611111111111,0.8924860959120646,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_156070_6b86b2_f5ca38,0.89375,0.9044606145385755,0.6765272282827614,0.999000999000999,0.9605936006722369,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_23e5f3_6b86b2_f5ca38,0.9549107142857143,0.9621227846286354,0.6765272282827614,1.021505376344086,1.0013468665777447,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_60f76f_6b86b2_f5ca38,0.9910714285714286,0.9943409588213644,0.6765272282827614,1.0067567567567566,0.9997577527988105,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_a96cae_6b86b2_f5ca38,0.7892857142857143,0.8034601573708783,0.6765272282827614,0.831447963800905,0.770836850308856,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_156070_6b86b2_f5ca38,0.5946428571428571,0.6117071741882266,0.4064460593620156,1.0135135135135134,0.9230679822624898,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_23e5f3_6b86b2_f5ca38,0.7794642857142857,0.7938747996230737,0.4064460593620156,1.088201603665521,1.0333212665277,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_60f76f_6b86b2_f5ca38,0.9254464285714286,0.9345760288116746,0.4064460593620156,1.0299083453931501,1.0022699423737174,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_a96cae_6b86b2_f5ca38,0.5285714285714286,0.5459215166990351,0.4064460593620156,0.7601351351351352,0.6661823828336145,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_156070_6b86b2_f5ca38,0.7776785714285714,0.7921307267863688,0.6166134185303515,0.941446613088404,0.8808212621579802,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_23e5f3_6b86b2_f5ca38,0.8977678571428571,0.908297597228214,0.6166134185303515,1.0218796618597714,0.9864803871519509,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_60f76f_6b86b2_f5ca38,0.9763392857142857,0.9816219887908655,0.6166134185303515,1.003657978966621,0.9871481178423812,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_a96cae_6b86b2_f5ca38,0.7375,0.7527928193838491,0.6166134185303515,0.7627118644067796,0.6960020061414005,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_156070_6b86b2_f5ca38,0.9080357142857143,0.9180796276799856,0.8029653418088916,0.9488692232055065,0.9092565013299984,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_23e5f3_6b86b2_f5ca38,0.9709821428571429,0.9768163276881304,0.8029653418088916,0.9885057471264368,0.9669772338327113,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_60f76f_6b86b2_f5ca38,0.9986607142857142,0.9999318370432939,0.8029653418088916,0.9968708091193563,0.9904220130254872,True,too_dense_or_no_background_enrichment,both,
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_a96cae_6b86b2_f5ca38,0.875,0.8864947869468348,0.8029653418088916,0.8775510204081634,0.829157984682325,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_156070_4e0740_f5ca38,0.18035714285714285,0.19372066371290494,0.14735663008271394,1.4851485148514851,1.2050334115225434,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_156070_ef2d12_f5ca38,0.18035714285714285,0.19372066371290494,0.1923223360757503,1.4851485148514851,1.2050334115225434,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_23e5f3_4e0740_f5ca38,0.18839285714285714,0.20198372030037917,0.14735663008271394,2.7488151658767777,2.37158945531853,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_23e5f3_ef2d12_f5ca38,0.18839285714285714,0.20198372030037917,0.1923223360757503,2.7488151658767777,2.37158945531853,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_60f76f_4e0740_f5ca38,0.36964285714285716,0.38642032407602794,0.14735663008271394,1.678743961352657,1.508259978604155,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_60f76f_ef2d12_f5ca38,0.36964285714285716,0.38642032407602794,0.1923223360757503,1.678743961352657,1.508259978604155,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_a96cae_4e0740_f5ca38,0.18660714285714286,0.2001483132188556,0.14735663008271394,1.2200956937799043,0.9747190419611799,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_a96cae_ef2d12_f5ca38,0.18660714285714286,0.2001483132188556,0.1923223360757503,1.2200956937799043,0.9747190419611799,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_156070_4e0740_f5ca38,0.3040178571428571,0.3200057227271966,0.23264193525247343,1.18208516886931,1.0064948389430464,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_156070_ef2d12_f5ca38,0.3040178571428571,0.3200057227271966,0.29287578561693345,1.18208516886931,1.0064948389430464,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_23e5f3_4e0740_f5ca38,0.33214285714285713,0.3485127613987159,0.23264193525247343,1.9354838709677422,1.7377198214423806,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_23e5f3_ef2d12_f5ca38,0.33214285714285713,0.3485127613987159,0.29287578561693345,1.9354838709677422,1.7377198214423806,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_60f76f_4e0740_f5ca38,0.5566964285714285,0.5739628257108322,0.23264193525247343,1.36327185244587,1.2643424596719497,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_60f76f_ef2d12_f5ca38,0.5566964285714285,0.5739628257108322,0.29287578561693345,1.36327185244587,1.2643424596719497,True,too_dense_or_no_background_enrichment,both,
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_a96cae_4e0740_f5ca38,0.2897321428571429,0.305499224375762,0.23264193525247343,0.9861325115562403,0.8203112326296648,True,too_dense_or_no_background_enrichment,both,
