instrument_id,episode_id,raw_positive_action_time_rows,positive_rows_after_complete_window_filter,episode_groups_before_first_event_selection,final_winner_event_rows,removed_incomplete_profile_window_rows,removed_split_boundary_rows,stage_a_included
SH601899,r02v2_ep_SH601899_0005,29,29,1,1,0,0,False
SH601899,r02v2_ep_SH601899_0006,66,66,1,1,0,0,False
SH601901,r02v2_ep_SH601901_0001,20,20,1,1,0,0,False
SH601901,r02v2_ep_SH601901_0002,1,1,1,1,0,0,False
SH601901,r02v2_ep_SH601901_0003,13,13,1,1,0,0,False
SH601919,r02v2_ep_SH601919_0001,218,218,1,1,0,0,True
SH601919,r02v2_ep_SH601919_0002,77,77,1,1,0,0,False
SH601933,r02v2_ep_SH601933_0001,3,3,1,1,0,0,True
SH601933,r02v2_ep_SH601933_0002,10,10,1,1,0,0,True
SH601933,r02v2_ep_SH601933_0003,1,1,1,1,0,0,True
SH601985,r02v2_ep_SH601985_0001,64,64,1,1,0,0,True
SH601985,r02v2_ep_SH601985_0002,15,15,1,1,0,0,False
SH601988,r02v2_ep_SH601988_0001,3,3,1,1,0,0,False
SH601989,r02v2_ep_SH601989_0001,84,84,1,1,0,0,True
SH601989,r02v2_ep_SH601989_0002,10,10,1,1,0,0,False
SH601995,r02v2_ep_SH601995_0001,2,2,1,1,0,0,True
SH601995,r02v2_ep_SH601995_0002,36,36,1,1,0,0,False
SH601998,r02v2_ep_SH601998_0001,91,91,1,1,0,0,False
SH601998,r02v2_ep_SH601998_0002,1,1,1,1,0,0,False
SH603019,r02v2_ep_SH603019_0001,16,16,1,1,0,0,False
SH603019,r02v2_ep_SH603019_0002,7,7,1,1,0,0,False
SH603019,r02v2_ep_SH603019_0003,115,115,1,1,0,0,False
SH603019,r02v2_ep_SH603019_0004,40,40,1,1,0,0,False
SH603160,r02v2_ep_SH603160_0001,183,183,1,1,0,0,True
SH603185,r02v2_ep_SH603185_0001,2,2,1,1,0,0,True
SH603195,r02v2_ep_SH603195_0001,53,53,1,1,0,0,True
SH603259,r02v2_ep_SH603259_0001,71,71,1,1,0,0,True
SH603259,r02v2_ep_SH603259_0002,87,87,1,1,0,0,True
SH603259,r02v2_ep_SH603259_0003,98,98,1,1,0,0,True
SH603259,r02v2_ep_SH603259_0004,12,12,1,1,0,0,True
SH603259,r02v2_ep_SH603259_0005,50,50,1,1,0,0,False
SH603259,r02v2_ep_SH603259_0006,116,116,1,1,0,0,False
SH603260,r02v2_ep_SH603260_0001,1,1,1,1,0,0,True
SH603260,r02v2_ep_SH603260_0002,50,50,1,1,0,0,True
SH603260,r02v2_ep_SH603260_0003,41,41,1,1,0,0,False
SH603260,r02v2_ep_SH603260_0004,4,4,1,1,0,0,False
SH603288,r02v2_ep_SH603288_0001,38,38,1,1,0,0,True
SH603288,r02v2_ep_SH603288_0002,55,55,1,1,0,0,True
SH603288,r02v2_ep_SH603288_0003,8,8,1,1,0,0,True
SH603288,r02v2_ep_SH603288_0004,124,124,1,1,0,0,True
SH603288,r02v2_ep_SH603288_0005,25,25,1,1,0,0,False
SH603290,r02v2_ep_SH603290_0001,3,3,1,1,0,0,True
SH603290,r02v2_ep_SH603290_0002,1,1,1,1,0,0,False
SH603290,r02v2_ep_SH603290_0003,1,1,1,1,0,0,False
SH603296,r02v2_ep_SH603296_0001,6,6,1,1,0,0,False
SH603296,r02v2_ep_SH603296_0002,61,61,1,1,0,0,False
SH603296,r02v2_ep_SH603296_0003,46,46,1,1,0,0,False
SH603369,r02v2_ep_SH603369_0001,20,20,1,1,0,0,True
SH603369,r02v2_ep_SH603369_0002,9,9,1,1,0,0,True
SH603369,r02v2_ep_SH603369_0003,48,48,1,1,0,0,False
SH603392,r02v2_ep_SH603392_0001,51,51,1,1,0,0,True
SH603392,r02v2_ep_SH603392_0002,32,32,1,1,0,0,True
SH603392,r02v2_ep_SH603392_0003,2,2,1,1,0,0,False
SH603486,r02v2_ep_SH603486_0001,93,93,1,1,0,0,True
SH603501,r02v2_ep_SH603501_0001,78,78,1,1,0,0,True
SH603501,r02v2_ep_SH603501_0002,25,25,1,1,0,0,True
SH603501,r02v2_ep_SH603501_0003,82,82,1,1,0,0,True
SH603501,r02v2_ep_SH603501_0004,1,1,1,1,0,0,False
SH603501,r02v2_ep_SH603501_0005,74,74,1,1,0,0,False
SH603658,r02v2_ep_SH603658_0001,5,5,1,1,0,0,True
SH603659,r02v2_ep_SH603659_0001,34,34,1,1,0,0,True
SH603659,r02v2_ep_SH603659_0002,52,52,1,1,0,0,True
SH603659,r02v2_ep_SH603659_0003,10,10,1,1,0,0,False
SH603799,r02v2_ep_SH603799_0001,17,17,1,1,0,0,True
SH603799,r02v2_ep_SH603799_0002,12,12,1,1,0,0,True
SH603799,r02v2_ep_SH603799_0003,126,126,1,1,0,0,True
SH603799,r02v2_ep_SH603799_0004,23,23,1,1,0,0,False
SH603799,r02v2_ep_SH603799_0005,83,83,1,1,0,0,False
SH603806,r02v2_ep_SH603806_0001,39,39,1,1,0,0,True
SH603806,r02v2_ep_SH603806_0002,134,134,1,1,0,0,True
SH603806,r02v2_ep_SH603806_0003,1,1,1,1,0,0,False
SH603833,r02v2_ep_SH603833_0001,74,74,1,1,0,0,True
SH603833,r02v2_ep_SH603833_0002,14,14,1,1,0,0,False
SH603882,r02v2_ep_SH603882_0001,3,3,1,1,0,0,True
SH603882,r02v2_ep_SH603882_0002,11,11,1,1,0,0,True
SH603882,r02v2_ep_SH603882_0003,5,5,1,1,0,0,True
SH603893,r02v2_ep_SH603893_0001,5,5,1,1,0,0,False
SH603893,r02v2_ep_SH603893_0002,70,70,1,1,0,0,False
SH603899,r02v2_ep_SH603899_0001,44,44,1,1,0,0,True
SH603986,r02v2_ep_SH603986_0001,70,70,1,1,0,0,True
SH603986,r02v2_ep_SH603986_0002,26,26,1,1,0,0,True
SH603986,r02v2_ep_SH603986_0003,92,92,1,1,0,0,True
SH603986,r02v2_ep_SH603986_0004,26,26,1,1,0,0,False
SH603986,r02v2_ep_SH603986_0005,21,21,1,1,0,0,False
SH603986,r02v2_ep_SH603986_0006,46,46,1,1,0,0,False
SH603986,r02v2_ep_SH603986_0007,73,73,1,1,0,0,False
SH603993,r02v2_ep_SH603993_0001,11,11,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0002,1,1,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0003,3,3,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0004,38,38,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0005,1,1,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0006,111,111,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0007,45,45,1,1,0,0,True
SH603993,r02v2_ep_SH603993_0008,24,24,1,1,0,0,False
SH603993,r02v2_ep_SH603993_0009,39,39,1,1,0,0,False
SH603993,r02v2_ep_SH603993_0010,95,95,1,1,0,0,False
SH605117,r02v2_ep_SH605117_0001,22,22,1,1,0,0,False
SH605117,r02v2_ep_SH605117_0002,13,13,1,1,0,0,False
SH605499,r02v2_ep_SH605499_0001,10,10,1,1,0,0,False
SH605499,r02v2_ep_SH605499_0002,1,1,1,1,0,0,False
SH605499,r02v2_ep_SH605499_0003,14,14,1,1,0,0,False
SH605499,r02v2_ep_SH605499_0004,68,68,1,1,0,0,False
SH605499,r02v2_ep_SH605499_0005,8,8,1,1,0,0,False
SH605499,r02v2_ep_SH605499_0006,16,16,1,1,0,0,False
SZ000001,r02v2_ep_SZ000001_0001,11,11,1,1,0,0,True
SZ000001,r02v2_ep_SZ000001_0002,70,70,1,1,0,0,True
SZ000002,r02v2_ep_SZ000002_0001,8,8,1,1,0,0,True
SZ000002,r02v2_ep_SZ000002_0002,10,10,1,1,0,0,True
SZ000002,r02v2_ep_SZ000002_0003,2,2,1,1,0,0,False
SZ000002,r02v2_ep_SZ000002_0004,7,7,1,1,0,0,False
SZ000002,r02v2_ep_SZ000002_0005,49,49,1,1,0,0,False
SZ000039,r02v2_ep_SZ000039_0001,5,5,1,1,0,0,True
SZ000063,r02v2_ep_SZ000063_0001,1,1,1,1,0,0,True
SZ000063,r02v2_ep_SZ000063_0002,107,107,1,1,0,0,True
SZ000063,r02v2_ep_SZ000063_0003,100,100,1,1,0,0,True
SZ000063,r02v2_ep_SZ000063_0004,93,93,1,1,0,0,False
SZ000063,r02v2_ep_SZ000063_0005,1,1,1,1,0,0,False
SZ000063,r02v2_ep_SZ000063_0006,52,52,1,1,0,0,False
SZ000063,r02v2_ep_SZ000063_0007,64,64,1,1,0,0,False
SZ000069,r02v2_ep_SZ000069_0001,29,29,1,1,0,0,True
SZ000069,r02v2_ep_SZ000069_0002,4,4,1,1,0,0,True
SZ000069,r02v2_ep_SZ000069_0003,85,85,1,1,0,0,True
SZ000100,r02v2_ep_SZ000100_0001,7,7,1,1,0,0,True
SZ000100,r02v2_ep_SZ000100_0002,40,40,1,1,0,0,True
SZ000100,r02v2_ep_SZ000100_0003,46,46,1,1,0,0,True
SZ000100,r02v2_ep_SZ000100_0004,25,25,1,1,0,0,True
SZ000100,r02v2_ep_SZ000100_0005,4,4,1,1,0,0,True
SZ000157,r02v2_ep_SZ000157_0001,124,124,1,1,0,0,True
SZ000166,r02v2_ep_SZ000166_0001,7,7,1,1,0,0,True
SZ000166,r02v2_ep_SZ000166_0002,6,6,1,1,0,0,True
SZ000166,r02v2_ep_SZ000166_0003,57,57,1,1,0,0,True
SZ000166,r02v2_ep_SZ000166_0004,3,3,1,1,0,0,False
SZ000301,r02v2_ep_SZ000301_0001,75,75,1,1,0,0,True
SZ000301,r02v2_ep_SZ000301_0002,48,48,1,1,0,0,False
SZ000333,r02v2_ep_SZ000333_0001,7,7,1,1,0,0,True
SZ000333,r02v2_ep_SZ000333_0002,6,6,1,1,0,0,True
SZ000333,r02v2_ep_SZ000333_0003,164,164,1,1,0,0,True
SZ000333,r02v2_ep_SZ000333_0004,5,5,1,1,0,0,False
SZ000338,r02v2_ep_SZ000338_0001,97,97,1,1,0,0,True
SZ000338,r02v2_ep_SZ000338_0002,5,5,1,1,0,0,True
SZ000338,r02v2_ep_SZ000338_0003,1,1,1,1,0,0,True
SZ000338,r02v2_ep_SZ000338_0004,88,88,1,1,0,0,True
SZ000408,r02v2_ep_SZ000408_0001,52,52,1,1,0,0,False
SZ000425,r02v2_ep_SZ000425_0001,2,2,1,1,0,0,False
SZ000425,r02v2_ep_SZ000425_0002,10,10,1,1,0,0,False
SZ000425,r02v2_ep_SZ000425_0003,19,19,1,1,0,0,False
SZ000538,r02v2_ep_SZ000538_0001,37,37,1,1,0,0,True
SZ000538,r02v2_ep_SZ000538_0002,64,64,1,1,0,0,True
SZ000568,r02v2_ep_SZ000568_0001,122,122,1,1,0,0,True
SZ000568,r02v2_ep_SZ000568_0002,219,219,1,1,0,0,True
SZ000568,r02v2_ep_SZ000568_0003,8,8,1,1,0,0,False
SZ000568,r02v2_ep_SZ000568_0004,7,7,1,1,0,0,False
SZ000596,r02v2_ep_SZ000596_0001,1,1,1,1,0,0,True
SZ000596,r02v2_ep_SZ000596_0002,118,118,1,1,0,0,True
SZ000596,r02v2_ep_SZ000596_0003,16,16,1,1,0,0,False
SZ000596,r02v2_ep_SZ000596_0004,2,2,1,1,0,0,False
SZ000596,r02v2_ep_SZ000596_0005,6,6,1,1,0,0,False
SZ000617,r02v2_ep_SZ000617_0001,9,9,1,1,0,0,True
SZ000617,r02v2_ep_SZ000617_0002,18,18,1,1,0,0,True
SZ000617,r02v2_ep_SZ000617_0003,178,178,1,1,0,0,False
SZ000617,r02v2_ep_SZ000617_0004,115,115,1,1,0,0,False
SZ000617,r02v2_ep_SZ000617_0005,97,97,1,1,0,0,False
SZ000625,r02v2_ep_SZ000625_0001,117,117,1,1,0,0,True
SZ000625,r02v2_ep_SZ000625_0002,74,74,1,1,0,0,True
SZ000625,r02v2_ep_SZ000625_0003,1,1,1,1,0,0,True
SZ000625,r02v2_ep_SZ000625_0004,103,103,1,1,0,0,False
SZ000625,r02v2_ep_SZ000625_0005,25,25,1,1,0,0,False
SZ000625,r02v2_ep_SZ000625_0006,2,2,1,1,0,0,False
SZ000651,r02v2_ep_SZ000651_0001,81,81,1,1,0,0,True
SZ000661,r02v2_ep_SZ000661_0001,56,56,1,1,0,0,True
SZ000661,r02v2_ep_SZ000661_0002,117,117,1,1,0,0,True
SZ000661,r02v2_ep_SZ000661_0003,6,6,1,1,0,0,True
SZ000661,r02v2_ep_SZ000661_0004,30,30,1,1,0,0,False
SZ000708,r02v2_ep_SZ000708_0001,14,14,1,1,0,0,True
SZ000708,r02v2_ep_SZ000708_0002,101,101,1,1,0,0,True
SZ000723,r02v2_ep_SZ000723_0001,1,1,1,1,0,0,True
SZ000725,r02v2_ep_SZ000725_0001,2,2,1,1,0,0,True
SZ000725,r02v2_ep_SZ000725_0002,82,82,1,1,0,0,True
SZ000725,r02v2_ep_SZ000725_0003,53,53,1,1,0,0,True
SZ000725,r02v2_ep_SZ000725_0004,26,26,1,1,0,0,True
SZ000725,r02v2_ep_SZ000725_0005,9,9,1,1,0,0,True
SZ000725,r02v2_ep_SZ000725_0006,4,4,1,1,0,0,True
SZ000768,r02v2_ep_SZ000768_0001,4,4,1,1,0,0,True
SZ000768,r02v2_ep_SZ000768_0002,2,2,1,1,0,0,True
SZ000768,r02v2_ep_SZ000768_0003,91,91,1,1,0,0,True
SZ000768,r02v2_ep_SZ000768_0004,1,1,1,1,0,0,True
SZ000768,r02v2_ep_SZ000768_0005,14,14,1,1,0,0,True
SZ000768,r02v2_ep_SZ000768_0006,6,6,1,1,0,0,False
SZ000768,r02v2_ep_SZ000768_0007,2,2,1,1,0,0,False
SZ000776,r02v2_ep_SZ000776_0001,8,8,1,1,0,0,True
SZ000776,r02v2_ep_SZ000776_0002,77,77,1,1,0,0,True
SZ000776,r02v2_ep_SZ000776_0003,56,56,1,1,0,0,False
SZ000776,r02v2_ep_SZ000776_0004,46,46,1,1,0,0,False
SZ000786,r02v2_ep_SZ000786_0001,71,71,1,1,0,0,True
SZ000786,r02v2_ep_SZ000786_0002,16,16,1,1,0,0,True
SZ000792,r02v2_ep_SZ000792_0001,46,46,1,1,0,0,False
SZ000799,r02v2_ep_SZ000799_0001,22,22,1,1,0,0,True
SZ000799,r02v2_ep_SZ000799_0002,15,15,1,1,0,0,True
SZ000807,r02v2_ep_SZ000807_0001,52,52,1,1,0,0,False
SZ000858,r02v2_ep_SZ000858_0001,11,11,1,1,0,0,True
SZ000858,r02v2_ep_SZ000858_0002,125,125,1,1,0,0,True
SZ000858,r02v2_ep_SZ000858_0003,167,167,1,1,0,0,True
SZ000858,r02v2_ep_SZ000858_0004,11,11,1,1,0,0,False
SZ000858,r02v2_ep_SZ000858_0005,2,2,1,1,0,0,False
SZ000876,r02v2_ep_SZ000876_0001,18,18,1,1,0,0,True
SZ000876,r02v2_ep_SZ000876_0002,2,2,1,1,0,0,True
SZ000876,r02v2_ep_SZ000876_0003,120,120,1,1,0,0,True
SZ000876,r02v2_ep_SZ000876_0004,1,1,1,1,0,0,True
SZ000895,r02v2_ep_SZ000895_0001,130,130,1,1,0,0,True
SZ000938,r02v2_ep_SZ000938_0001,92,92,1,1,0,0,True
SZ000938,r02v2_ep_SZ000938_0002,54,54,1,1,0,0,True
SZ000938,r02v2_ep_SZ000938_0003,67,67,1,1,0,0,False
SZ000938,r02v2_ep_SZ000938_0004,34,34,1,1,0,0,False
SZ000963,r02v2_ep_SZ000963_0001,2,2,1,1,0,0,True
SZ000963,r02v2_ep_SZ000963_0002,47,47,1,1,0,0,True
SZ000963,r02v2_ep_SZ000963_0003,16,16,1,1,0,0,False
SZ000977,r02v2_ep_SZ000977_0001,60,60,1,1,0,0,False
SZ000977,r02v2_ep_SZ000977_0002,43,43,1,1,0,0,False
SZ000977,r02v2_ep_SZ000977_0003,20,20,1,1,0,0,False
SZ000977,r02v2_ep_SZ000977_0004,50,50,1,1,0,0,False
SZ001979,r02v2_ep_SZ001979_0001,13,13,1,1,0,0,True
SZ001979,r02v2_ep_SZ001979_0002,1,1,1,1,0,0,False
SZ001979,r02v2_ep_SZ001979_0003,13,13,1,1,0,0,False
SZ001979,r02v2_ep_SZ001979_0004,6,6,1,1,0,0,False
SZ002001,r02v2_ep_SZ002001_0001,1,1,1,1,0,0,True
SZ002001,r02v2_ep_SZ002001_0002,21,21,1,1,0,0,True
SZ002007,r02v2_ep_SZ002007_0001,2,2,1,1,0,0,True
SZ002007,r02v2_ep_SZ002007_0002,107,107,1,1,0,0,True
SZ002027,r02v2_ep_SZ002027_0001,3,3,1,1,0,0,True
SZ002027,r02v2_ep_SZ002027_0002,143,143,1,1,0,0,True
SZ002027,r02v2_ep_SZ002027_0003,4,4,1,1,0,0,False
SZ002028,r02v2_ep_SZ002028_0001,62,62,1,1,0,0,False
SZ002044,r02v2_ep_SZ002044_0001,10,10,1,1,0,0,True
SZ002049,r02v2_ep_SZ002049_0001,4,4,1,1,0,0,True
SZ002049,r02v2_ep_SZ002049_0002,103,103,1,1,0,0,True
SZ002049,r02v2_ep_SZ002049_0003,1,1,1,1,0,0,False
SZ002049,r02v2_ep_SZ002049_0004,2,2,1,1,0,0,False
SZ002050,r02v2_ep_SZ002050_0001,72,72,1,1,0,0,True
SZ002050,r02v2_ep_SZ002050_0002,89,89,1,1,0,0,False
SZ002050,r02v2_ep_SZ002050_0003,4,4,1,1,0,0,False
SZ002050,r02v2_ep_SZ002050_0004,82,82,1,1,0,0,False
SZ002050,r02v2_ep_SZ002050_0005,69,69,1,1,0,0,False
SZ002064,r02v2_ep_SZ002064_0001,1,1,1,1,0,0,True
SZ002074,r02v2_ep_SZ002074_0001,11,11,1,1,0,0,True
SZ002074,r02v2_ep_SZ002074_0002,7,7,1,1,0,0,True
SZ002074,r02v2_ep_SZ002074_0003,9,9,1,1,0,0,False
SZ002074,r02v2_ep_SZ002074_0004,11,11,1,1,0,0,False
SZ002120,r02v2_ep_SZ002120_0001,2,2,1,1,0,0,True
SZ002129,r02v2_ep_SZ002129_0001,5,5,1,1,0,0,True
SZ002129,r02v2_ep_SZ002129_0002,8,8,1,1,0,0,True
SZ002129,r02v2_ep_SZ002129_0003,14,14,1,1,0,0,True
SZ002129,r02v2_ep_SZ002129_0004,112,112,1,1,0,0,True
SZ002129,r02v2_ep_SZ002129_0005,11,11,1,1,0,0,False
SZ002129,r02v2_ep_SZ002129_0006,19,19,1,1,0,0,False
SZ002142,r02v2_ep_SZ002142_0001,19,19,1,1,0,0,True
SZ002142,r02v2_ep_SZ002142_0002,27,27,1,1,0,0,True
SZ002142,r02v2_ep_SZ002142_0003,5,5,1,1,0,0,True
SZ002142,r02v2_ep_SZ002142_0004,1,1,1,1,0,0,False
SZ002179,r02v2_ep_SZ002179_0001,52,52,1,1,0,0,True
SZ002179,r02v2_ep_SZ002179_0002,27,27,1,1,0,0,True
SZ002179,r02v2_ep_SZ002179_0003,1,1,1,1,0,0,False
SZ002179,r02v2_ep_SZ002179_0004,3,3,1,1,0,0,False
SZ002180,r02v2_ep_SZ002180_0001,2,2,1,1,0,0,False
SZ002202,r02v2_ep_SZ002202_0001,32,32,1,1,0,0,True
SZ002230,r02v2_ep_SZ002230_0001,41,41,1,1,0,0,True
SZ002230,r02v2_ep_SZ002230_0002,75,75,1,1,0,0,True
SZ002230,r02v2_ep_SZ002230_0003,5,5,1,1,0,0,True
SZ002230,r02v2_ep_SZ002230_0004,120,120,1,1,0,0,False
SZ002230,r02v2_ep_SZ002230_0005,36,36,1,1,0,0,False
SZ002236,r02v2_ep_SZ002236_0001,4,4,1,1,0,0,False
SZ002241,r02v2_ep_SZ002241_0001,22,22,1,1,0,0,True
SZ002241,r02v2_ep_SZ002241_0002,122,122,1,1,0,0,True
SZ002241,r02v2_ep_SZ002241_0003,35,35,1,1,0,0,True
SZ002241,r02v2_ep_SZ002241_0004,6,6,1,1,0,0,False
SZ002241,r02v2_ep_SZ002241_0005,50,50,1,1,0,0,False
SZ002241,r02v2_ep_SZ002241_0006,22,22,1,1,0,0,False
SZ002241,r02v2_ep_SZ002241_0007,64,64,1,1,0,0,False
SZ002271,r02v2_ep_SZ002271_0001,163,163,1,1,0,0,True
SZ002271,r02v2_ep_SZ002271_0002,20,20,1,1,0,0,False
SZ002304,r02v2_ep_SZ002304_0001,2,2,1,1,0,0,True
SZ002304,r02v2_ep_SZ002304_0002,4,4,1,1,0,0,True
SZ002304,r02v2_ep_SZ002304_0003,168,168,1,1,0,0,True
SZ002304,r02v2_ep_SZ002304_0004,6,6,1,1,0,0,True
SZ002311,r02v2_ep_SZ002311_0001,123,123,1,1,0,0,True
SZ002311,r02v2_ep_SZ002311_0002,1,1,1,1,0,0,True
SZ002311,r02v2_ep_SZ002311_0003,3,3,1,1,0,0,True
SZ002311,r02v2_ep_SZ002311_0004,2,2,1,1,0,0,False
SZ002352,r02v2_ep_SZ002352_0001,2,2,1,1,0,0,True
SZ002352,r02v2_ep_SZ002352_0002,140,140,1,1,0,0,True
SZ002352,r02v2_ep_SZ002352_0003,5,5,1,1,0,0,True
SZ002371,r02v2_ep_SZ002371_0001,72,72,1,1,0,0,True
SZ002371,r02v2_ep_SZ002371_0002,3,3,1,1,0,0,True
SZ002371,r02v2_ep_SZ002371_0003,130,130,1,1,0,0,True
SZ002371,r02v2_ep_SZ002371_0004,4,4,1,1,0,0,False
SZ002371,r02v2_ep_SZ002371_0005,34,34,1,1,0,0,False
SZ002371,r02v2_ep_SZ002371_0006,5,5,1,1,0,0,False
SZ002371,r02v2_ep_SZ002371_0007,69,69,1,1,0,0,False
SZ002371,r02v2_ep_SZ002371_0008,6,6,1,1,0,0,False
SZ002384,r02v2_ep_SZ002384_0001,57,57,1,1,0,0,False
SZ002384,r02v2_ep_SZ002384_0002,26,26,1,1,0,0,False
SZ002410,r02v2_ep_SZ002410_0001,42,42,1,1,0,0,True
SZ002410,r02v2_ep_SZ002410_0002,1,1,1,1,0,0,False
SZ002410,r02v2_ep_SZ002410_0003,32,32,1,1,0,0,False
SZ002414,r02v2_ep_SZ002414_0001,1,1,1,1,0,0,True
SZ002414,r02v2_ep_SZ002414_0002,2,2,1,1,0,0,True
SZ002415,r02v2_ep_SZ002415_0001,10,10,1,1,0,0,True
SZ002415,r02v2_ep_SZ002415_0002,128,128,1,1,0,0,True
SZ002415,r02v2_ep_SZ002415_0003,30,30,1,1,0,0,False
SZ002459,r02v2_ep_SZ002459_0001,5,5,1,1,0,0,True
SZ002459,r02v2_ep_SZ002459_0002,21,21,1,1,0,0,True
SZ002459,r02v2_ep_SZ002459_0003,27,27,1,1,0,0,True
SZ002459,r02v2_ep_SZ002459_0004,3,3,1,1,0,0,False
SZ002459,r02v2_ep_SZ002459_0005,9,9,1,1,0,0,False
SZ002460,r02v2_ep_SZ002460_0001,18,18,1,1,0,0,True
SZ002460,r02v2_ep_SZ002460_0002,182,182,1,1,0,0,True
SZ002460,r02v2_ep_SZ002460_0003,106,106,1,1,0,0,True
SZ002460,r02v2_ep_SZ002460_0004,10,10,1,1,0,0,False
SZ002460,r02v2_ep_SZ002460_0005,69,69,1,1,0,0,False
SZ002460,r02v2_ep_SZ002460_0006,68,68,1,1,0,0,False
SZ002463,r02v2_ep_SZ002463_0001,6,6,1,1,0,0,False
SZ002463,r02v2_ep_SZ002463_0002,7,7,1,1,0,0,False
SZ002463,r02v2_ep_SZ002463_0003,2,2,1,1,0,0,False
SZ002463,r02v2_ep_SZ002463_0004,90,90,1,1,0,0,False
SZ002466,r02v2_ep_SZ002466_0001,117,117,1,1,0,0,True
SZ002466,r02v2_ep_SZ002466_0002,88,88,1,1,0,0,False
SZ002466,r02v2_ep_SZ002466_0003,8,8,1,1,0,0,False
SZ002466,r02v2_ep_SZ002466_0004,13,13,1,1,0,0,False
SZ002475,r02v2_ep_SZ002475_0001,373,373,1,1,0,0,True
SZ002475,r02v2_ep_SZ002475_0002,1,1,1,1,0,0,False
SZ002475,r02v2_ep_SZ002475_0003,61,61,1,1,0,0,False
SZ002475,r02v2_ep_SZ002475_0004,66,66,1,1,0,0,False
SZ002493,r02v2_ep_SZ002493_0001,3,3,1,1,0,0,True
SZ002493,r02v2_ep_SZ002493_0002,230,230,1,1,0,0,True
SZ002493,r02v2_ep_SZ002493_0003,1,1,1,1,0,0,False
SZ002555,r02v2_ep_SZ002555_0001,34,34,1,1,0,0,True
SZ002555,r02v2_ep_SZ002555_0002,15,15,1,1,0,0,True
SZ002555,r02v2_ep_SZ002555_0003,2,2,1,1,0,0,True
SZ002555,r02v2_ep_SZ002555_0004,15,15,1,1,0,0,False
SZ002558,r02v2_ep_SZ002558_0001,1,1,1,1,0,0,False
SZ002594,r02v2_ep_SZ002594_0001,4,4,1,1,0,0,True
SZ002594,r02v2_ep_SZ002594_0002,270,270,1,1,0,0,True
SZ002594,r02v2_ep_SZ002594_0003,72,72,1,1,0,0,True
SZ002594,r02v2_ep_SZ002594_0004,28,28,1,1,0,0,False
SZ002594,r02v2_ep_SZ002594_0005,6,6,1,1,0,0,False
SZ002594,r02v2_ep_SZ002594_0006,24,24,1,1,0,0,False
SZ002594,r02v2_ep_SZ002594_0007,31,31,1,1,0,0,False
SZ002594,r02v2_ep_SZ002594_0008,4,4,1,1,0,0,False
SZ002600,r02v2_ep_SZ002600_0001,1,1,1,1,0,0,True
SZ002600,r02v2_ep_SZ002600_0002,10,10,1,1,0,0,True
SZ002600,r02v2_ep_SZ002600_0003,34,34,1,1,0,0,True
SZ002600,r02v2_ep_SZ002600_0004,2,2,1,1,0,0,False
SZ002600,r02v2_ep_SZ002600_0005,81,81,1,1,0,0,False
SZ002601,r02v2_ep_SZ002601_0001,5,5,1,1,0,0,True
SZ002601,r02v2_ep_SZ002601_0002,63,63,1,1,0,0,True
SZ002601,r02v2_ep_SZ002601_0003,2,2,1,1,0,0,True
SZ002602,r02v2_ep_SZ002602_0001,85,85,1,1,0,0,True
SZ002602,r02v2_ep_SZ002602_0002,1,1,1,1,0,0,True
SZ002603,r02v2_ep_SZ002603_0001,10,10,1,1,0,0,False
SZ002607,r02v2_ep_SZ002607_0001,11,11,1,1,0,0,True
SZ002607,r02v2_ep_SZ002607_0002,73,73,1,1,0,0,True
SZ002607,r02v2_ep_SZ002607_0003,143,143,1,1,0,0,True
SZ002624,r02v2_ep_SZ002624_0001,7,7,1,1,0,0,True
SZ002624,r02v2_ep_SZ002624_0002,7,7,1,1,0,0,True
SZ002625,r02v2_ep_SZ002625_0001,9,9,1,1,0,0,False
SZ002625,r02v2_ep_SZ002625_0002,6,6,1,1,0,0,False
SZ002648,r02v2_ep_SZ002648_0001,6,6,1,1,0,0,True
SZ002648,r02v2_ep_SZ002648_0002,6,6,1,1,0,0,True
SZ002709,r02v2_ep_SZ002709_0001,49,49,1,1,0,0,True
SZ002709,r02v2_ep_SZ002709_0002,54,54,1,1,0,0,True
SZ002709,r02v2_ep_SZ002709_0003,4,4,1,1,0,0,False
SZ002709,r02v2_ep_SZ002709_0004,39,39,1,1,0,0,False
SZ002714,r02v2_ep_SZ002714_0001,6,6,1,1,0,0,True
SZ002714,r02v2_ep_SZ002714_0002,98,98,1,1,0,0,True
SZ002714,r02v2_ep_SZ002714_0003,52,52,1,1,0,0,True
SZ002714,r02v2_ep_SZ002714_0004,38,38,1,1,0,0,True
SZ002714,r02v2_ep_SZ002714_0005,49,49,1,1,0,0,True
SZ002714,r02v2_ep_SZ002714_0006,85,85,1,1,0,0,True
SZ002714,r02v2_ep_SZ002714_0007,30,30,1,1,0,0,False
SZ002736,r02v2_ep_SZ002736_0001,112,112,1,1,0,0,True
SZ002736,r02v2_ep_SZ002736_0002,54,54,1,1,0,0,False
SZ002736,r02v2_ep_SZ002736_0003,36,36,1,1,0,0,False
