structure_candidate_id,split,action_time_denominator_n,effective_label_n,signal_n,signal_rate,winner_base_rate,winner_given_signal,signal_given_winner,signal_given_non_winner,primary_LR,primary_LR_ci90_lower,primary_LR_ci90_upper,precision_lift,failed_seed_rate_given_signal,continuation_h20_rate_given_signal,continuation_h60_rate_given_signal,executable_entry_available_rate,buyable_signal_n,EV_R,unit_return_R_p25,unit_return_R_p50,unit_return_R_p75,group,formula_hash,shared_feature_family
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,train,181227,149755,418,0.00230649958339541,0.14530399652766185,0.2507936507936508,0.003630514705882353,0.0018438220242978241,1.9690158041500498,1.624838163927637,2.4422307668033607,1.7259927929505134,0.39952153110047844,0.17942583732057416,0.15789473684210525,0.9521531100478469,398,0.22804870312566974,-2.0961601258127884,-1.0240960403368944,1.4281285661533787,acceleration_and_gap,201949e665c2e798,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,validation,108970,81744,80,0.0007341470129393411,0.05115971814445097,0.1323529411764706,0.002152080344332855,0.000760681777158918,2.829146706222795,,,2.587053759810954,0.3375,0.1875,0.1125,0.95,76,-0.5103723826019371,-3.326835238134743,-1.6037390006106884,1.2243306029912733,acceleration_and_gap,201949e665c2e798,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,robustness,109510,77866,280,0.0025568441238243084,0.09895204582231013,0.09289617486338798,0.0022063595068137574,0.002365986801784467,0.9325324660093979,,,0.9387999418445904,0.6321428571428571,0.08571428571428572,0.06785714285714285,0.925,259,-1.2353503777639405,-2.881490039761106,-1.9839105840884699,-0.9846690293900309,acceleration_and_gap,201949e665c2e798,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_ef2d12_f5ca38,train,181227,149755,1169,0.00645047371528525,0.14530399652766185,0.25055187637969095,0.010431985294117646,0.0053048947224500955,1.9664830010612493,1.7708114302814457,2.1912475411481633,1.7243288716562784,0.3840889649272883,0.1710863986313088,0.1454234388366125,0.9520958083832335,1113,-0.16435354317710948,-2.091886234452422,-1.0013637182046653,0.8377723338825062,acceleration_and_gap,97b42ed3514c355d,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_ef2d12_f5ca38,validation,108970,81744,311,0.0028539965128016884,0.05115971814445097,0.09961685823754789,0.006217120994739359,0.0030298341971584024,2.0519673982722306,,,1.9471737110880234,0.3954983922829582,0.13504823151125403,0.09003215434083602,0.9807073954983923,305,-0.5541421623918128,-2.305157561769865,-1.128615433964669,0.141683319983048,acceleration_and_gap,97b42ed3514c355d,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_ef2d12_f5ca38,robustness,109510,77866,531,0.00484887224910967,0.09895204582231013,0.16,0.0057105775470473715,0.0032924274169410356,1.734458144062297,,,1.6169448410123297,0.3860640301318267,0.1318267419962335,0.07532956685499058,0.8286252354048964,440,-0.24008211309307287,-1.9954883126422458,-1.137086291619507,0.45759960322938736,acceleration_and_gap,97b42ed3514c355d,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_4e0740_f5ca38,train,181227,149755,418,0.00230649958339541,0.14530399652766185,0.2507936507936508,0.003630514705882353,0.0018438220242978241,1.9690158041500498,1.624838163927637,2.4422307668033607,1.7259927929505134,0.39952153110047844,0.17942583732057416,0.15789473684210525,0.9521531100478469,398,0.22804870312566974,-2.0961601258127884,-1.0240960403368944,1.4281285661533787,acceleration_and_gap,e4524a65ef7901e0,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_4e0740_f5ca38,validation,108970,81744,80,0.0007341470129393411,0.05115971814445097,0.1323529411764706,0.002152080344332855,0.000760681777158918,2.829146706222795,,,2.587053759810954,0.3375,0.1875,0.1125,0.95,76,-0.5103723826019371,-3.326835238134743,-1.6037390006106884,1.2243306029912733,acceleration_and_gap,e4524a65ef7901e0,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_4e0740_f5ca38,robustness,109510,77866,280,0.0025568441238243084,0.09895204582231013,0.09289617486338798,0.0022063595068137574,0.002365986801784467,0.9325324660093979,,,0.9387999418445904,0.6321428571428571,0.08571428571428572,0.06785714285714285,0.925,259,-1.2353503777639405,-2.881490039761106,-1.9839105840884699,-0.9846690293900309,acceleration_and_gap,e4524a65ef7901e0,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_ef2d12_f5ca38,train,181227,149755,1169,0.00645047371528525,0.14530399652766185,0.25055187637969095,0.010431985294117646,0.0053048947224500955,1.9664830010612493,1.7708114302814457,2.1912475411481633,1.7243288716562784,0.3840889649272883,0.1710863986313088,0.1454234388366125,0.9520958083832335,1113,-0.16435354317710948,-2.091886234452422,-1.0013637182046653,0.8377723338825062,acceleration_and_gap,b7eb72e748430f85,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_ef2d12_f5ca38,validation,108970,81744,311,0.0028539965128016884,0.05115971814445097,0.09961685823754789,0.006217120994739359,0.0030298341971584024,2.0519673982722306,,,1.9471737110880234,0.3954983922829582,0.13504823151125403,0.09003215434083602,0.9807073954983923,305,-0.5541421623918128,-2.305157561769865,-1.128615433964669,0.141683319983048,acceleration_and_gap,b7eb72e748430f85,acceleration
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_ef2d12_f5ca38,robustness,109510,77866,531,0.00484887224910967,0.09895204582231013,0.16,0.0057105775470473715,0.0032924274169410356,1.734458144062297,,,1.6169448410123297,0.3860640301318267,0.1318267419962335,0.07532956685499058,0.8286252354048964,440,-0.24008211309307287,-1.9954883126422458,-1.137086291619507,0.45759960322938736,acceleration_and_gap,b7eb72e748430f85,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_156070_6b86b2_f5ca38,train,181227,149755,5360,0.029576166906697125,0.14530399652766185,0.18016566958122412,0.03598345588235294,0.027837024883784523,1.2926473296833467,1.24006270641569,1.3516295149629278,1.2399223275797895,0.27667910447761196,0.1673507462686567,0.12574626865671643,0.975,5226,-0.16430934453758858,-2.1817753989342012,-0.9280543794126855,1.1387091726479608,acceleration_and_gap,a12aa04dcff56109,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_156070_6b86b2_f5ca38,validation,108970,81744,2789,0.025594200238597778,0.05115971814445097,0.06714285714285714,0.03371592539454806,0.02525721358397153,1.3349028103378953,,,1.3124164787866366,0.29365363929723914,0.11294370742201507,0.05736823234134098,0.9817138759411975,2738,-0.5044270041566098,-2.3003068698552,-1.1328021557534094,0.7030631250809167,acceleration_and_gap,a12aa04dcff56109,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_156070_6b86b2_f5ca38,robustness,109510,77866,2374,0.02167838553556753,0.09895204582231013,0.12022542266750157,0.024918883841661257,0.02002537021992275,1.2443657005087512,,,1.2149867308796465,0.21903959561920808,0.14658803706823925,0.09561920808761584,0.959983150800337,2279,0.2379379482125778,-1.7552066052461563,-0.5275520437333854,1.2718235306915364,acceleration_and_gap,a12aa04dcff56109,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_23e5f3_6b86b2_f5ca38,train,181227,149755,5360,0.029576166906697125,0.14530399652766185,0.18016566958122412,0.03598345588235294,0.027837024883784523,1.2926473296833467,1.24006270641569,1.3516295149629278,1.2399223275797895,0.27667910447761196,0.1673507462686567,0.12574626865671643,0.975,5226,-0.16430934453758858,-2.1817753989342012,-0.9280543794126855,1.1387091726479608,acceleration_and_gap,6b4c0b43fb40c9ee,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_23e5f3_6b86b2_f5ca38,validation,108970,81744,2789,0.025594200238597778,0.05115971814445097,0.06714285714285714,0.03371592539454806,0.02525721358397153,1.3349028103378953,,,1.3124164787866366,0.29365363929723914,0.11294370742201507,0.05736823234134098,0.9817138759411975,2738,-0.5044270041566098,-2.3003068698552,-1.1328021557534094,0.7030631250809167,acceleration_and_gap,6b4c0b43fb40c9ee,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_23e5f3_6b86b2_f5ca38,robustness,109510,77866,2374,0.02167838553556753,0.09895204582231013,0.12022542266750157,0.024918883841661257,0.02002537021992275,1.2443657005087512,,,1.2149867308796465,0.21903959561920808,0.14658803706823925,0.09561920808761584,0.959983150800337,2279,0.2379379482125778,-1.7552066052461563,-0.5275520437333854,1.2718235306915364,acceleration_and_gap,6b4c0b43fb40c9ee,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_a96cae_6b86b2_f5ca38,train,181227,149755,5360,0.029576166906697125,0.14530399652766185,0.18016566958122412,0.03598345588235294,0.027837024883784523,1.2926473296833467,1.24006270641569,1.3516295149629278,1.2399223275797895,0.27667910447761196,0.1673507462686567,0.12574626865671643,0.975,5226,-0.16430934453758858,-2.1817753989342012,-0.9280543794126855,1.1387091726479608,acceleration_and_gap,c9094bd0776af883,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_a96cae_6b86b2_f5ca38,validation,108970,81744,2789,0.025594200238597778,0.05115971814445097,0.06714285714285714,0.03371592539454806,0.02525721358397153,1.3349028103378953,,,1.3124164787866366,0.29365363929723914,0.11294370742201507,0.05736823234134098,0.9817138759411975,2738,-0.5044270041566098,-2.3003068698552,-1.1328021557534094,0.7030631250809167,acceleration_and_gap,c9094bd0776af883,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_a96cae_6b86b2_f5ca38,robustness,109510,77866,2374,0.02167838553556753,0.09895204582231013,0.12022542266750157,0.024918883841661257,0.02002537021992275,1.2443657005087512,,,1.2149867308796465,0.21903959561920808,0.14658803706823925,0.09561920808761584,0.959983150800337,2279,0.2379379482125778,-1.7552066052461563,-0.5275520437333854,1.2718235306915364,acceleration_and_gap,c9094bd0776af883,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_60f76f_6b86b2_f5ca38,train,181227,149755,1460,0.008056194717122725,0.14530399652766185,0.23887375113533152,0.01208639705882353,0.006547130747294816,1.846060133107539,1.6922908344239742,2.0545383621659203,1.6439585754260833,0.37054794520547946,0.17191780821917807,0.14589041095890412,0.9643835616438357,1408,-0.16544088393610729,-1.9656661805788525,-0.934586754014159,1.0500418522542876,acceleration_and_gap,6bc78533d135a862,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_60f76f_6b86b2_f5ca38,validation,108970,81744,838,0.007690189960539598,0.05115971814445097,0.08045977011494253,0.010043041606886656,0.006188597509089503,1.6228299856527975,,,1.5727172281864805,0.2863961813842482,0.10859188544152745,0.0513126491646778,0.9797136038186157,821,-0.5050456501610215,-2.171568654870442,-1.0342010856870727,0.8790084307586543,acceleration_and_gap,6bc78533d135a862,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_60f76f_6b86b2_f5ca38,robustness,109510,77866,892,0.008145374851611724,0.09895204582231013,0.12379110251450677,0.008306294613887086,0.006456578441014238,1.286485510827664,,,1.251021153587876,0.3273542600896861,0.13004484304932734,0.0952914798206278,0.8598654708520179,767,-0.15767674402404758,-2.124746450028904,-1.01392021036723,0.9338969705000599,acceleration_and_gap,6bc78533d135a862,acceleration
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_156070_4e0740_f5ca38,train,181227,149755,3448,0.019025862592218598,0.14530399652766185,0.193952802359882,0.02417279411764706,0.017078792140317982,1.4153690682013884,1.319018318626553,1.5234753810106312,1.334807073410116,0.3297563805104408,0.17024361948955916,0.1255800464037123,0.9683874709976799,3339,-0.1216002722938018,-2.118511928562198,-1.0243976183391967,1.338933990683969,momentum_persistence,d3070c72b7006d76,momentum
