structure_candidate_id_left,structure_candidate_id_right,same_day_overlap,same_day_jaccard,within_5d_jaccard,signal_correlation,conditional_winner_overlap,conditional_non_winner_overlap,incremental_primary_LR,incremental_EV_R,merge_status
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_4e0740_f5ca38,r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,418,1.0,,1.0,1.0,1.0,,,merged
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_ef2d12_f5ca38,r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,50,0.014509576320371444,,0.03819108918867609,0.009940357852882704,0.013495864170657379,,,separate
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_ef2d12_f5ca38,r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,50,0.014509576320371444,,0.03819108918867609,0.009940357852882704,0.013495864170657379,,,separate
r02v2_near_high_persistence_persistence_4b3435_8aed64_60f76f_ef2d12_f5ca38,r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_ef2d12_f5ca38,3078,1.0,,1.0,1.0,1.0,,,merged
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_4e0740_f5ca38,r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,51,0.018867924528301886,,0.046512892775188934,0.015267175572519083,0.01665741254858412,,,separate
r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_4e0740_f5ca38,r02v2_near_high_persistence_persistence_4b3435_8aed64_23e5f3_ef2d12_f5ca38,1523,0.3914160884091493,,0.5615682002006981,0.351985559566787,0.402434385697984,,,separate
