version,period,stage,sizing,risk_budget_per_trade,single_stock_max_weight,max_positions,max_daily_new_weight,max_industry_weight,rows,trades,win_rate,total_return_with_cost,total_return_without_cost,annual_return_with_cost,max_drawdown,return_drawdown_ratio,turnover_mean,cost_sum,cost_ratio,avg_positions,avg_cash_ratio,max_single_stock_weight_observed,max_industry_weight_observed,ending_account,remove_top5_trade_return_sum,candidate_type,used_for_selection
frozen_fixed_weight,observed_replication,baseline,fixed,,0.05,20,0.2,,319,134,0.4253731343283582,0.4227762848745107,0.4402764220759927,0.3212138797398596,-0.08596183214043507,3.7367035083093088,0.03832348907124571,15486.70049803257,0.015486700498032569,6.495297805642633,0.6848035356012203,0.09229338444671074,0.4954262429296044,1422776.2848745107,4.442113457043119,baseline,False
risk_unit_with_industry_cap,observed_replication,candidate_baseline,risk_unit,0.005,0.03,20,0.2,0.2,319,129,0.4263565891472868,0.2393034348645926,0.24836507419488352,0.1846973725003398,-0.05122534511989796,3.6055857128543973,0.022707330999531015,8383.558495926856,0.008383558495926856,6.341692789968652,0.8114299076686585,0.06075044273827621,0.2354309667953692,1239303.4348645925,4.104766696859019,candidate_baseline,False
breakout_only_diagnostic,observed_replication,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,319,46,0.391304347826087,0.08605637266156729,0.08887943905079032,0.06738783051083685,-0.03213680825344356,2.0969048942069732,0.008049161144915617,2740.6255054712296,0.0027406255054712295,3.166144200626959,0.9027111543983648,0.05341952044271636,0.20161325539428082,1086056.3726615673,0.5787432605373238,diagnostic_only,False
pullback_regime_gated_diagnostic,observed_replication,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,319,88,0.4090909090909091,0.20508494986269454,0.21113979122073046,0.15878112830214586,-0.04801658893516658,3.3067973344907284,0.015577788796847193,5676.042998099327,0.005676042998099326,4.890282131661442,0.8485844248620955,0.06198233224657794,0.20510339448111864,1205084.9498626946,3.115876601117114,diagnostic_only,False
