version,period,direction,instrument,signal_date,order_date,status,reason,open,prev_close_for_limit,limit_threshold,entry_type,exit_reason,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
frozen_fixed_weight,WF1,buy,SZ002311,2019-02-11,2019-02-12,executed,executed,23.350000381469727,23.389999389648438,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SH600519,2019-02-21,2019-02-22,skipped,zero_lot,612.1500244140625,614.9299926757812,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SH600519,2019-02-22,2019-02-25,skipped,zero_lot,623.8900146484375,619.8400268554688,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SH600875,2019-02-22,2019-02-25,executed,executed,8.40999984741211,8.25,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SZ002415,2019-02-28,2019-03-01,executed,executed,29.59000015258789,29.010000228881836,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SH600438,2019-03-01,2019-03-04,executed,executed,10.220000267028809,10.079999923706055,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SZ000100,2019-03-01,2019-03-04,executed,executed,2.7899999618530273,2.640000104904175,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,sell,SH600875,2019-03-08,2019-03-11,executed,executed,8.65999984741211,8.649999618530273,0.095,,trailing_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SZ002475,2019-03-08,2019-03-11,executed,executed,11.819999694824219,11.880000114440918,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SZ002709,2019-03-11,2019-03-12,executed,executed,5.920000076293945,5.809999942779541,0.095,pullback,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,buy,SZ000547,2019-03-12,2019-03-13,executed,executed,11.050000190734863,11.050000190734863,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
