version,period,stage,sizing,risk_budget_per_trade,single_stock_max_weight,max_positions,max_daily_new_weight,max_industry_weight,rows,trades,win_rate,total_return_with_cost,total_return_without_cost,annual_return_with_cost,max_drawdown,return_drawdown_ratio,turnover_mean,cost_sum,cost_ratio,avg_positions,avg_cash_ratio,max_single_stock_weight_observed,max_industry_weight_observed,ending_account,remove_top5_trade_return_sum,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
frozen_fixed_weight,WF1,baseline,fixed,,0.05,20,0.2,,486,168,0.23809523809523808,-0.06963795971954978,-0.05557000869359241,-0.03673568363174051,-0.18811427591753904,-0.19528386908734033,0.031007596815831154,14222.967506301404,0.014222967506301403,4.415637860082304,0.7907081383462968,0.07425088883688245,0.4988571695895044,930362.0402804503,-3.230963188172727,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF2,baseline,fixed,,0.05,20,0.2,,485,123,0.23577235772357724,-0.03583677201336599,-0.02511558339406772,-0.018783530504971835,-0.10055051019033112,-0.18680691395216856,0.022765969498626137,10754.767013251781,0.010754767013251782,3.0989690721649485,0.8521529040671336,0.08153696402579103,0.24198786931368993,964163.227986634,-2.7112063630651653,WF2,baseline,2017-01-01,2019-12-31,2020-01-01,2021-12-31,2021-12-30
frozen_fixed_weight,WF3,baseline,fixed,,0.05,20,0.2,,484,48,0.1875,-0.08296568225378975,-0.07922528383805072,-0.04409301097618945,-0.10384953490131354,-0.42458554116867536,0.008518253732645918,3909.674010229111,0.003909674010229111,0.8677685950413223,0.9602443886854345,0.05822854248507305,0.10810479125540001,917034.3177462103,-2.3449795714340613,WF3,baseline,2017-01-01,2020-12-31,2021-01-01,2022-12-31,2022-12-29
frozen_fixed_weight,WF4,baseline,fixed,,0.05,20,0.2,,483,50,0.18,-0.0329607907296412,-0.028558009971690668,-0.01733472676987169,-0.05142453820465165,-0.3370905675591203,0.009424920321757341,4438.765001416206,0.0044387650014162065,1.0828157349896481,0.9479235463627969,0.08437599441851361,0.22769131579462895,967039.2092703588,-1.7255737718407547,WF4,baseline,2017-01-01,2021-12-31,2022-01-01,2023-12-31,2023-12-28
frozen_fixed_weight,WF5,baseline,fixed,,0.05,20,0.2,,483,170,0.3058823529411765,-0.04763729758677482,-0.03440192407026521,-0.025144218886502978,-0.12050835525741488,-0.20865124939090773,0.029306753596286827,13582.304529523848,0.013582304529523848,3.6045548654244306,0.8317520829200729,0.083912371951293,0.48553145177718005,952362.7024132252,-2.3360290668479795,WF5,baseline,2017-01-01,2022-12-31,2023-01-01,2024-12-31,2024-12-30
risk_unit_with_industry_cap,WF1,candidate_baseline,risk_unit,0.005,0.03,20,0.2,0.2,486,168,0.23214285714285715,-0.05218903304286027,-0.04342379750301317,-0.027410031864233297,-0.12137024689304665,-0.2258381486888417,0.019029672651532357,8890.036498975755,0.008890036498975755,4.397119341563786,0.8735799017296344,0.04826126522610809,0.21063489572361174,947810.9669571398,-3.2609254986590033,WF1,candidate_baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
risk_unit_with_industry_cap,WF2,candidate_baseline,risk_unit,0.005,0.03,20,0.2,0.2,485,121,0.23140495867768596,-0.03718608467947304,-0.030751369958254338,-0.019497256859166034,-0.06403186889648427,-0.30449301566827375,0.013737302653609038,6509.076503622533,0.006509076503622533,3.0618556701030926,0.9145075939288633,0.04675064349368182,0.15008128815915875,962813.9153205269,-2.587872232300236,WF2,candidate_baseline,2017-01-01,2019-12-31,2020-01-01,2021-12-31,2021-12-30
risk_unit_with_industry_cap,WF3,candidate_baseline,risk_unit,0.005,0.03,20,0.2,0.2,484,46,0.1956521739130435,-0.04888706643021101,-0.0465753558738653,-0.025759244619694366,-0.06391604335209633,-0.40301688384860745,0.005087603598011044,2373.0590049028397,0.0023730590049028397,0.8388429752066116,0.9768620807066748,0.036214611181852124,0.06319257485478146,951112.9335697889,-2.1677729669410835,WF3,candidate_baseline,2017-01-01,2020-12-31,2021-01-01,2022-12-31,2022-12-29
risk_unit_with_industry_cap,WF4,candidate_baseline,risk_unit,0.005,0.03,20,0.2,0.2,483,50,0.18,-0.018543146396398313,-0.015869123183438694,-0.00971798140789093,-0.032380532138578055,-0.3001180266680349,0.00564671931383641,2686.1305005550385,0.0026861305005550385,1.0828157349896481,0.9685526705103602,0.05303766382924697,0.14275795769940322,981456.8536036017,-1.7255737718407549,WF4,candidate_baseline,2017-01-01,2021-12-31,2022-01-01,2023-12-31,2023-12-28
risk_unit_with_industry_cap,WF5,candidate_baseline,risk_unit,0.005,0.03,20,0.2,0.2,483,167,0.30538922155688625,-0.02473931352784653,-0.01650942123417487,-0.012984772882134732,-0.07329437779826031,-0.17715919381804116,0.01786095144892381,8337.322518134117,0.008337322518134117,3.536231884057971,0.8982154267196931,0.05434909156572767,0.2138235882233454,975260.6864721535,-2.317743480077624,WF5,candidate_baseline,2017-01-01,2022-12-31,2023-01-01,2024-12-31,2024-12-30
