version,period,stage,sizing,risk_budget_per_trade,single_stock_max_weight,max_positions,max_daily_new_weight,max_industry_weight,rows,trades,win_rate,total_return_with_cost,total_return_without_cost,annual_return_with_cost,max_drawdown,return_drawdown_ratio,turnover_mean,cost_sum,cost_ratio,avg_positions,avg_cash_ratio,max_single_stock_weight_observed,max_industry_weight_observed,ending_account,remove_top5_trade_return_sum,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
breakout_only_diagnostic,WF1,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,486,50,0.2,-0.011747335241747536,-0.00916882513385986,-0.00610853785604748,-0.05197213794166966,-0.11753485805997299,0.005392315937411387,2580.3420052051542,0.0025803420052051542,1.4526748971193415,0.9599175867971579,0.04656536422717824,0.08292312204840183,988252.6647582524,-1.9843615556327168,WF1,diagnostic_only,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
breakout_only_diagnostic,WF2,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,485,31,0.2903225806451613,0.011796767545843023,0.013441542909369275,0.006112186084936244,-0.02091456756353527,0.29224539624681956,0.003333457718894606,1634.2365015506743,0.0016342365015506743,1.088659793814433,0.9689989855868104,0.0484088210292089,0.07309245938296488,1011796.767545843,-1.2169427081578352,WF2,diagnostic_only,2017-01-01,2019-12-31,2020-01-01,2021-12-31,2021-12-30
breakout_only_diagnostic,WF3,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,484,12,0.08333333333333333,-0.017821826033663557,-0.017220362530345423,-0.009319119165507983,-0.020193364927081237,-0.4614941194377244,0.0012817025240521875,605.8239985227585,0.0006058239985227585,0.3450413223140496,0.9910559739621971,0.030808600300358157,0.030808600300358157,982178.1739663364,-0.6325447738319618,WF3,diagnostic_only,2017-01-01,2020-12-31,2021-01-01,2022-12-31,2022-12-29
breakout_only_diagnostic,WF4,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,483,15,0.26666666666666666,0.009128207228803698,0.00996883781901925,0.004752193567380658,-0.011255003627399729,0.4222294123310353,0.0017146820471722994,828.7915009021758,0.0008287915009021758,0.474120082815735,0.9858031210506558,0.05273870304048095,0.09133483884080772,1009128.2072288037,-0.433335456267103,WF4,diagnostic_only,2017-01-01,2021-12-31,2022-01-01,2023-12-31,2023-12-28
breakout_only_diagnostic,WF5,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,483,32,0.28125,0.004199904537772969,0.0058473043045057516,0.0021890583523711538,-0.02617576382801734,0.08362920626706166,0.003432836160919753,1660.103511238098,0.001660103511238098,1.1076604554865424,0.9675390665657837,0.05453527356357429,0.10963046111872216,1004199.904537773,-0.6990452823177189,WF5,diagnostic_only,2017-01-01,2022-12-31,2023-01-01,2024-12-31,2024-12-30
pullback_regime_gated_diagnostic,WF1,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,486,105,0.2761904761904762,-0.019140030269170882,-0.013457248460599147,-0.009970627352230754,-0.09107286966623984,-0.10947966599461184,0.011913468402540503,5711.041001820565,0.005711041001820565,2.948559670781893,0.9157490483967633,0.04677460724267166,0.18527034243854873,980859.9697308291,-2.211007548251346,WF1,diagnostic_only,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pullback_regime_gated_diagnostic,WF2,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,485,70,0.3,0.002339819721985048,0.006204727408122945,0.0012150588748538471,-0.037422063530947125,0.03246905061365799,0.007917052506162535,3862.1829940795897,0.0038621829940795895,2.105154639175258,0.9395830606378517,0.048436179070550735,0.10278744862381875,1002339.819721985,-1.5624749483506173,WF2,diagnostic_only,2017-01-01,2019-12-31,2020-01-01,2021-12-31,2021-12-30
pullback_regime_gated_diagnostic,WF3,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,484,20,0.25,-0.023281804092740943,-0.022263901147140386,-0.012190358593731854,-0.033183452360183274,-0.367362577630983,0.002173654082006234,1030.8034976482393,0.0010308034976482393,0.5247933884297521,0.9859273948966333,0.03452350194936844,0.05807213726721085,976718.195907259,-0.9754380888087053,WF3,diagnostic_only,2017-01-01,2020-12-31,2021-01-01,2022-12-31,2022-12-29
pullback_regime_gated_diagnostic,WF4,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,483,23,0.17391304347826086,0.0012121724243638887,0.002450288430945635,0.0006322545729962048,-0.01617402547542568,0.03909073680864625,0.0025557795996523354,1229.8210029125212,0.0012298210029125212,0.5755693581780539,0.9833849939108673,0.05285593031979833,0.09154256283161372,1001212.1724243639,-0.7290552922462787,WF4,diagnostic_only,2017-01-01,2021-12-31,2022-01-01,2023-12-31,2023-12-28
pullback_regime_gated_diagnostic,WF5,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,483,85,0.3411764705882353,0.0006180976438043828,0.004862969581575172,0.00032243807640219835,-0.03341695596334249,0.009648936209387365,0.00901942879683779,4266.901011514664,0.004266901011514664,1.9710144927536233,0.9421975785823208,0.05461112488110874,0.1517826634304999,1000618.0976438044,-1.111751723551019,WF5,diagnostic_only,2017-01-01,2022-12-31,2023-01-01,2024-12-31,2024-12-30
