fold,year,version,regime_dimension,regime,trades,win_rate,avg_cost_after_return,net_pnl_sum,total_return_with_cost,max_drawdown_proxy,stop_loss_count,time_stop_count
WF1,2019,breakout_only_diagnostic,entry_type,breakout,24,0.125,-0.029736439346178336,-18972.367055535316,-0.018972367055535316,-0.021400327911162368,0,19
WF1,2019,breakout_only_diagnostic,industry_sync,industry_sync_on,24,0.125,-0.029736439346178336,-18972.367055535316,-0.018972367055535316,-0.021400327911162368,0,19
WF1,2019,breakout_only_diagnostic,market_trend,market_trend_on,24,0.125,-0.029736439346178336,-18972.367055535316,-0.018972367055535316,-0.021400327911162368,0,19
WF1,2019,breakout_only_diagnostic,pullback_money,not_pullback,24,0.125,-0.029736439346178336,-18972.367055535316,-0.018972367055535316,-0.021400327911162368,0,19
WF1,2019,breakout_only_diagnostic,trend_score,top10,10,0.1,-0.01578787210294618,-3606.778490591047,-0.003606778490591047,-0.005262047063636777,0,9
WF1,2019,breakout_only_diagnostic,trend_score,top10_20,14,0.14285714285714285,-0.03969970166277274,-15365.588564944264,-0.015365588564944264,-0.021252077270960804,0,10
WF1,2019,breakout_only_diagnostic,width,width_neutral,7,0.14285714285714285,-0.02730512436298201,-5429.184534263614,-0.005429184534263614,-0.010357656350517275,0,5
WF1,2019,breakout_only_diagnostic,width,width_strong,17,0.11764705882352941,-0.03073756904514154,-13543.182521271698,-0.013543182521271697,-0.01597114337689876,0,14
WF1,2020,breakout_only_diagnostic,entry_type,breakout,26,0.2692307692307692,0.02741699718300274,7065.197764563555,0.007065197764563555,-0.01382917459115982,1,18
WF1,2020,breakout_only_diagnostic,industry_sync,industry_sync_on,26,0.2692307692307692,0.02741699718300274,7065.197764563555,0.007065197764563555,-0.01382917459115982,1,18
WF1,2020,breakout_only_diagnostic,market_trend,market_trend_on,26,0.2692307692307692,0.02741699718300274,7065.197764563555,0.007065197764563555,-0.01382917459115982,1,18
WF1,2020,breakout_only_diagnostic,pullback_money,not_pullback,26,0.2692307692307692,0.02741699718300274,7065.197764563555,0.007065197764563555,-0.01382917459115982,1,18
WF1,2020,breakout_only_diagnostic,trend_score,top10,9,0.4444444444444444,0.10250188859146372,14884.331356739996,0.014884331356739996,-0.0035388811506032944,0,6
WF1,2020,breakout_only_diagnostic,trend_score,top10_20,17,0.17647058823529413,-0.01233382768030012,-7819.133592176443,-0.007819133592176442,-0.015112114646863935,1,12
WF1,2020,breakout_only_diagnostic,width,width_neutral,1,0.0,-0.04732225118490779,-957.0502685546868,-0.0009570502685546868,0.0,0,1
WF1,2020,breakout_only_diagnostic,width,width_strong,25,0.28,0.030406567117719163,8022.248033118242,0.008022248033118242,-0.01382917459115982,1,17
WF2,2020,breakout_only_diagnostic,entry_type,breakout,27,0.2962962962962963,0.035052832223890426,17529.752849340435,0.017529752849340434,-0.013960119087362291,1,18
WF2,2020,breakout_only_diagnostic,industry_sync,industry_sync_on,27,0.2962962962962963,0.035052832223890426,17529.752849340435,0.017529752849340434,-0.013960119087362291,1,18
WF2,2020,breakout_only_diagnostic,market_trend,market_trend_on,27,0.2962962962962963,0.035052832223890426,17529.752849340435,0.017529752849340434,-0.013960119087362291,1,18
WF2,2020,breakout_only_diagnostic,pullback_money,not_pullback,27,0.2962962962962963,0.035052832223890426,17529.752849340435,0.017529752849340434,-0.013960119087362291,1,18
WF2,2020,breakout_only_diagnostic,trend_score,top10,10,0.5,0.11561015406101441,24657.716968297962,0.024657716968297962,-0.003558304133462905,0,6
WF2,2020,breakout_only_diagnostic,trend_score,top10_20,17,0.17647058823529413,-0.012333827680300136,-7127.964118957528,-0.0071279641189575275,-0.015288042103075982,1,12
WF2,2020,breakout_only_diagnostic,width,width_neutral,2,0.5,0.08251273521429402,4242.121487426759,0.004242121487426759,0.0,0,1
WF2,2020,breakout_only_diagnostic,width,width_strong,25,0.28,0.03125603998465814,13287.631361913678,0.013287631361913679,-0.013960119087362291,1,17
WF2,2021,breakout_only_diagnostic,entry_type,breakout,4,0.25,-0.047487432315277064,-5732.985303497317,-0.005732985303497317,-0.0027419258644104,0,1
WF2,2021,breakout_only_diagnostic,industry_sync,industry_sync_on,4,0.25,-0.047487432315277064,-5732.985303497317,-0.005732985303497317,-0.0027419258644104,0,1
WF2,2021,breakout_only_diagnostic,market_trend,market_trend_on,4,0.25,-0.047487432315277064,-5732.985303497317,-0.005732985303497317,-0.0027419258644104,0,1
WF2,2021,breakout_only_diagnostic,pullback_money,not_pullback,4,0.25,-0.047487432315277064,-5732.985303497317,-0.005732985303497317,-0.0027419258644104,0,1
WF2,2021,breakout_only_diagnostic,trend_score,top10,1,1.0,0.04410450406691752,1033.5322074890123,0.0010335322074890123,0.0,0,0
WF2,2021,breakout_only_diagnostic,trend_score,top10_20,3,0.0,-0.0780180777760086,-6766.5175109863285,-0.0067665175109863284,-0.0027419258644104,0,1
WF2,2021,breakout_only_diagnostic,width,width_neutral,1,1.0,0.04410450406691752,1033.5322074890123,0.0010335322074890123,0.0,0,0
WF2,2021,breakout_only_diagnostic,width,width_strong,3,0.0,-0.0780180777760086,-6766.5175109863285,-0.0067665175109863284,-0.0027419258644104,0,1
WF3,2021,breakout_only_diagnostic,entry_type,breakout,5,0.2,-0.05750040249178721,-7920.142211055759,-0.00792014221105576,-0.0038955505644798303,0,2
WF3,2021,breakout_only_diagnostic,industry_sync,industry_sync_on,5,0.2,-0.05750040249178721,-7920.142211055759,-0.00792014221105576,-0.0038955505644798303,0,2
WF3,2021,breakout_only_diagnostic,market_trend,market_trend_on,5,0.2,-0.05750040249178721,-7920.142211055759,-0.00792014221105576,-0.0038955505644798303,0,2
WF3,2021,breakout_only_diagnostic,pullback_money,not_pullback,5,0.2,-0.05750040249178721,-7920.142211055759,-0.00792014221105576,-0.0038955505644798303,0,2
WF3,2021,breakout_only_diagnostic,trend_score,top10,2,0.5,-0.02672388956545511,-1223.3946352481858,-0.0012233946352481857,-0.002256926842737198,0,1
WF3,2021,breakout_only_diagnostic,trend_score,top10_20,3,0.0,-0.0780180777760086,-6696.7475758075725,-0.006696747575807573,-0.002672155929231644,0,1
WF3,2021,breakout_only_diagnostic,width,width_neutral,2,0.5,-0.02672388956545511,-1223.3946352481858,-0.0012233946352481857,-0.002256926842737198,0,1
