version,period,datetime,industry_name,exposure_value,exposure_weight,account_value,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
frozen_fixed_weight,WF1,2019-01-02,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-03,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-04,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-07,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-08,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-09,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-10,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-11,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-14,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-15,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-16,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-17,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-18,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-21,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-22,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-23,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-24,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-25,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-28,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-29,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-30,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-01-31,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-01,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-11,UNKNOWN,0.0,0.0,1000000.0,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-12,农林牧渔,47380.001068115234,0.04734890939233108,1000656.6503047943,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-12,UNKNOWN,0.0,0.0,1000656.6503047943,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-13,农林牧渔,46740.0016784668,0.046739223427623516,1000016.6509151459,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-13,UNKNOWN,0.0,0.0,1000016.6509151459,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-14,农林牧渔,46459.999084472656,0.04647223762627137,999736.6483211517,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-14,UNKNOWN,0.0,0.0,999736.6483211517,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-15,农林牧渔,46500.0,0.04651038813069134,999776.6492366791,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-15,UNKNOWN,0.0,0.0,999776.6492366791,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-18,农林牧渔,48680.00030517578,0.0485849366112144,1001956.6495418549,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-18,UNKNOWN,0.0,0.0,1001956.6495418549,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-19,农林牧渔,49240.0016784668,0.04911639286341841,1002516.6509151459,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-19,UNKNOWN,0.0,0.0,1002516.6509151459,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-20,农林牧渔,49860.00061035156,0.04970409626440701,1003136.6498470306,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-20,UNKNOWN,0.0,0.0,1003136.6498470306,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-21,农林牧渔,51459.999084472656,0.05121740027146308,1004736.6483211517,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-21,UNKNOWN,0.0,0.0,1004736.6483211517,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-22,农林牧渔,51439.998626708984,0.05119851326849251,1004716.6478633881,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-22,UNKNOWN,0.0,0.0,1004716.6478633881,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-25,农林牧渔,50919.99816894531,0.05064907124123196,1005349.0996196747,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
frozen_fixed_weight,WF1,2019-02-25,电力设备,48271.99935913086,0.048015161477134895,1005349.0996196747,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
