oracle_id,oracle_name,oracle_variant_id,oracle_variant_name,primary_variant,split_bucket,denominator_scope,action_intensity_id,q_defend,cost_bps,cell_id,label_class,oracle_action,step_n,mean_baseline_net_return,mean_oracle_policy_net_return,mean_incremental_return,sum_incremental_return,cell_contribution_to_total,six_cell_gate,blocking_reason
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,0,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,0,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,0,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,0,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,0,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,0,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,0,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,0,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,0,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,0,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,0,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,0,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,0,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,0,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,0,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,0,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,0,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,0,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,0,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,0,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,0,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,0,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,0,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,0,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,0,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,0,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,0,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,25,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,25,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,25,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,25,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,25,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,25,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,25,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,25,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,25,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,25,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,25,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,25,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,25,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,25,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,25,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,25,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,25,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,25,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,25,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,25,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,25,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,25,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,25,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,25,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,25,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,25,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,25,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,50,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,50,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,50,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,50,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,50,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,50,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,50,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,50,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,50,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,50,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,50,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,50,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
