oracle_id,oracle_name,oracle_variant_id,oracle_variant_name,primary_variant,split_bucket,denominator_scope,action_intensity_id,q_defend,cost_bps,cell_id,label_class,oracle_action,step_n,mean_baseline_net_return,mean_oracle_policy_net_return,mean_incremental_return,sum_incremental_return,cell_contribution_to_total,six_cell_gate,blocking_reason
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,50,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,50,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,50,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,50,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,50,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,50,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,50,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,50,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,50,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,50,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,50,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,50,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,50,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,50,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,50,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,100,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,100,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,full_defend_exit_cash,0.0,100,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,100,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,100,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,full_defend_exit_cash,0.0,100,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,100,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,100,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,full_defend_exit_cash,0.0,100,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,100,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,100,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_25pct,0.25,100,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,100,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,100,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_25pct,0.25,100,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,100,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,100,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_25pct,0.25,100,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,100,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,100,continued_neutral,neutral,continue,5283,-0.040021506000262295,-0.040021506000262295,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,train,labelable_full,partial_defend_50pct,0.5,100,continued_negative,negative,continue,4884,-0.1063372643210283,-0.1063372643210283,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,100,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,100,continued_neutral,neutral,continue,624,-0.03970446087083986,-0.03970446087083986,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,robustness,labelable_full,partial_defend_50pct,0.5,100,continued_negative,negative,continue,526,-0.09283845897284096,-0.09283845897284096,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,100,continued_neutral,neutral,continue,159,-0.04459689926925654,-0.04459689926925654,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,100,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,validation,labelable_full,partial_defend_50pct,0.5,100,continued_negative,negative,continue,180,-0.10815185155055088,-0.10815185155055088,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,train,binary_primary,full_defend_exit_cash,0.0,0,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,train,binary_primary,full_defend_exit_cash,0.0,0,defended_negative,negative,defend,4884,-0.1063372643210283,0.0,0.1063372643210283,519.3511989439022,1.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,robustness,binary_primary,full_defend_exit_cash,0.0,0,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,robustness,binary_primary,full_defend_exit_cash,0.0,0,defended_negative,negative,defend,526,-0.09283845897284096,0.0,0.09283845897284096,48.83302941971434,1.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,validation,binary_primary,full_defend_exit_cash,0.0,0,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,validation,binary_primary,full_defend_exit_cash,0.0,0,defended_negative,negative,defend,180,-0.10815185155055088,0.0,0.10815185155055088,19.467333279099158,1.0000000000000002,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,train,binary_primary,partial_defend_25pct,0.25,0,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,train,binary_primary,partial_defend_25pct,0.25,0,defended_negative,negative,defend,4884,-0.1063372643210283,-0.026584316080257075,0.07975294824077123,389.5133992079267,1.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,robustness,binary_primary,partial_defend_25pct,0.25,0,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,robustness,binary_primary,partial_defend_25pct,0.25,0,defended_negative,negative,defend,526,-0.09283845897284096,-0.02320961474321024,0.06962884422963073,36.62477206478576,1.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,validation,binary_primary,partial_defend_25pct,0.25,0,continued_positive,positive,continue,325,0.13543839495863402,0.13543839495863402,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,validation,binary_primary,partial_defend_25pct,0.25,0,defended_negative,negative,defend,180,-0.10815185155055088,-0.02703796288763772,0.08111388866291315,14.600499959324367,1.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,train,binary_primary,partial_defend_50pct,0.5,0,continued_positive,positive,continue,10078,0.11353662849304257,0.11353662849304257,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,train,binary_primary,partial_defend_50pct,0.5,0,defended_negative,negative,defend,4884,-0.1063372643210283,-0.05316863216051415,0.05316863216051415,259.6755994719511,1.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,robustness,binary_primary,partial_defend_50pct,0.5,0,continued_positive,positive,continue,1346,0.11936340200557977,0.11936340200557977,0.0,0.0,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,robustness,binary_primary,partial_defend_50pct,0.5,0,defended_negative,negative,defend,526,-0.09283845897284096,-0.04641922948642048,0.04641922948642048,24.41651470985717,1.0,pass,
