threshold_id,oracle_variant_id,train_quantile,train_absolute_payoff_cutoff,train_row_count,robustness_applied_cutoff,validation_applied_cutoff,split_local_recompute_used,threshold_freeze_gate,blocking_reason
high_upside_top30_stress,O4_high_upside_top30_stress,0.7,0.059633027522935755,20245,0.059633027522935755,0.059633027522935755,False,pass,
high_upside_top20_stress,O4_high_upside_top20_stress,0.8,0.10122850867227151,20245,0.10122850867227151,0.10122850867227151,False,pass,
high_upside_top10_stress,O4_high_upside_top10_stress,0.9,0.17210718443623474,20245,0.17210718443623474,0.17210718443623474,False,pass,
