oracle_id,oracle_name,oracle_variant_id,oracle_variant_name,primary_variant,oracle_status,split_bucket,denominator_type,action_intensity_id,q_defend,cost_bps,expected_step_n,observed_step_n,defended_step_n,continued_step_n,defended_rate,mean_incremental_return,median_incremental_return,trimmed_mean_incremental_return,winsorized_mean_incremental_return,sum_incremental_return,ev_per_exposure_day,transaction_cost_sum,exposure_days_removed,defended_positive_opportunity_cost,defended_negative_gain,defended_neutral_gain,continued_negative_leakage,continued_positive_retained,net_full_denominator_utility,ladder_metric_gate,blocking_reason
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,validation,labelable_full,full_defend_exit_cash,0.0,50,664,664,0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.467333279099158,44.01747836155606,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,train,labelable_full,partial_defend_25pct,0.25,50,20245,20245,0,20245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-519.3511989439022,1144.222141952883,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,robustness,labelable_full,partial_defend_25pct,0.25,50,2496,2496,0,2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.83302941971434,160.66313909951037,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,validation,labelable_full,partial_defend_25pct,0.25,50,664,664,0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.467333279099158,44.01747836155606,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,train,labelable_full,partial_defend_50pct,0.5,50,20245,20245,0,20245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-519.3511989439022,1144.222141952883,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,robustness,labelable_full,partial_defend_50pct,0.5,50,2496,2496,0,2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.83302941971434,160.66313909951037,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,validation,labelable_full,partial_defend_50pct,0.5,50,664,664,0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.467333279099158,44.01747836155606,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,train,labelable_full,full_defend_exit_cash,0.0,100,20245,20245,0,20245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-519.3511989439022,1144.222141952883,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,robustness,labelable_full,full_defend_exit_cash,0.0,100,2496,2496,0,2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.83302941971434,160.66313909951037,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,validation,labelable_full,full_defend_exit_cash,0.0,100,664,664,0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.467333279099158,44.01747836155606,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,train,labelable_full,partial_defend_25pct,0.25,100,20245,20245,0,20245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-519.3511989439022,1144.222141952883,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,robustness,labelable_full,partial_defend_25pct,0.25,100,2496,2496,0,2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.83302941971434,160.66313909951037,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,validation,labelable_full,partial_defend_25pct,0.25,100,664,664,0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.467333279099158,44.01747836155606,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,train,labelable_full,partial_defend_50pct,0.5,100,20245,20245,0,20245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-519.3511989439022,1144.222141952883,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,robustness,labelable_full,partial_defend_50pct,0.5,100,2496,2496,0,2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.83302941971434,160.66313909951037,0.0,pass,
O0,No Oracle Baseline,O0_blind_continue_primary,Blind continue all,True,materialized,validation,labelable_full,partial_defend_50pct,0.5,100,664,664,0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.467333279099158,44.01747836155606,0.0,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,full_defend_exit_cash,0.0,0,14962,14962,4884,10078,0.326426948268948,0.034711348679581755,0.0,0.03420961333244026,0.03529010593256845,519.3511989439022,0.0017355674339790878,0.0,97680.0,0.0,519.3511989439022,0.0,0.0,1144.222141952883,519.3511989439022,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,full_defend_exit_cash,0.0,0,1872,1872,526,1346,0.280982905982906,0.026086019989163645,0.0,0.02608146847367613,0.027002558335094743,48.83302941971434,0.0013043009994581822,0.0,10520.0,0.0,48.83302941971434,0.0,0.0,160.66313909951037,48.83302941971434,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,full_defend_exit_cash,0.0,0,505,505,180,325,0.3564356435643564,0.038549174810097335,0.0,0.03781819184273659,0.03888152354048258,19.467333279099154,0.0019274587405048668,0.0,3600.0,0.0,19.467333279099158,0.0,0.0,44.01747836155606,19.467333279099154,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_25pct,0.25,0,14962,14962,4884,10078,0.326426948268948,0.026033511509686316,0.0,0.025657209999330202,0.02646757944942634,389.5133992079267,0.0013016755754843158,0.0,73260.0,0.0,389.5133992079267,0.0,0.0,1144.222141952883,389.5133992079267,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_25pct,0.25,0,1872,1872,526,1346,0.280982905982906,0.019564514991872735,0.0,0.019561101355257095,0.020251918751321058,36.62477206478576,0.0009782257495936368,0.0,7890.0,0.0,36.62477206478576,0.0,0.0,160.66313909951037,36.62477206478576,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_25pct,0.25,0,505,505,180,325,0.3564356435643564,0.028911881107573003,0.0,0.028363643882052442,0.029161142655361936,14.600499959324367,0.0014455940553786501,0.0,2700.0,0.0,14.600499959324367,0.0,0.0,44.01747836155606,14.600499959324367,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_50pct,0.5,0,14962,14962,4884,10078,0.326426948268948,0.017355674339790877,0.0,0.01710480666622013,0.017645052966284224,259.6755994719511,0.0008677837169895439,0.0,48840.0,0.0,259.6755994719511,0.0,0.0,1144.222141952883,259.6755994719511,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_50pct,0.5,0,1872,1872,526,1346,0.280982905982906,0.013043009994581823,0.0,0.013040734236838065,0.013501279167547372,24.41651470985717,0.0006521504997290911,0.0,5260.0,0.0,24.41651470985717,0.0,0.0,160.66313909951037,24.41651470985717,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_50pct,0.5,0,505,505,180,325,0.3564356435643564,0.019274587405048667,0.0,0.018909095921368295,0.01944076177024129,9.733666639549577,0.0009637293702524334,0.0,1800.0,0.0,9.733666639549579,0.0,0.0,44.01747836155606,9.733666639549577,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,full_defend_exit_cash,0.0,25,14962,14962,4884,10078,0.326426948268948,0.033895281308909384,0.0,0.033427766633040375,0.034474038561896084,507.14119894390217,0.0016947640654454692,12.21,97680.0,0.0,507.1411989439022,0.0,0.0,1144.222141952883,507.14119894390217,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,full_defend_exit_cash,0.0,25,1872,1872,526,1346,0.280982905982906,0.025383562724206377,0.0,0.025414257144700095,0.02630010107013748,47.51802941971434,0.0012691781362103188,1.315,10520.0,0.0,47.518029419714345,0.0,0.0,160.66313909951037,47.51802941971434,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,full_defend_exit_cash,0.0,25,505,505,180,325,0.3564356435643564,0.03765808570118644,0.0,0.03695960598415073,0.037990434431571685,19.017333279099155,0.0018829042850593222,0.45,3600.0,0.0,19.017333279099155,0.0,0.0,44.01747836155606,19.017333279099155,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_25pct,0.25,25,14962,14962,4884,10078,0.326426948268948,0.025217444139013945,0.0,0.02487536329993031,0.02565151207875397,377.30339920792665,0.0012608722069506972,12.21,73260.0,0.0,377.30339920792665,0.0,0.0,1144.222141952883,377.30339920792665,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_25pct,0.25,25,1872,1872,526,1346,0.280982905982906,0.01886205772691547,0.0,0.018893890026281064,0.01954946148636379,35.30977206478576,0.0009431028863457735,1.315,7890.0,0.0,35.309772064785754,0.0,0.0,160.66313909951037,35.30977206478576,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_25pct,0.25,25,505,505,180,325,0.3564356435643564,0.02802079199866211,0.0,0.027505058023466585,0.02827005354645104,14.150499959324366,0.0014010395999331056,0.45,2700.0,0.0,14.150499959324364,0.0,0.0,44.01747836155606,14.150499959324366,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_50pct,0.5,25,14962,14962,4884,10078,0.326426948268948,0.016539606969118506,0.0,0.016322959966820243,0.016828985595611856,247.4655994719511,0.0008269803484559253,12.21,48840.0,0.0,247.4655994719511,0.0,0.0,1144.222141952883,247.4655994719511,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_50pct,0.5,25,1872,1872,526,1346,0.280982905982906,0.012340552729624556,0.0,0.012373522907862028,0.012798821902590107,23.10151470985717,0.0006170276364812278,1.315,5260.0,0.0,23.10151470985717,0.0,0.0,160.66313909951037,23.10151470985717,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_50pct,0.5,25,505,505,180,325,0.3564356435643564,0.018383498296137776,0.0,0.018050510062782434,0.018549672661330396,9.283666639549576,0.0009191749148068888,0.45,1800.0,0.0,9.283666639549576,0.0,0.0,44.01747836155606,9.283666639549576,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,full_defend_exit_cash,0.0,50,14962,14962,4884,10078,0.326426948268948,0.03307921393823701,0.0,0.03264591993364049,0.03365797119122371,494.9311989439022,0.0016539606969118506,24.42,97680.0,0.0,494.9311989439022,0.0,0.0,1144.222141952883,494.9311989439022,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,full_defend_exit_cash,0.0,50,1872,1872,526,1346,0.280982905982906,0.024681105459249113,0.0,0.024747045815724057,0.025597643805180214,46.20302941971434,0.0012340552729624556,2.63,10520.0,0.0,46.20302941971434,0.0,0.0,160.66313909951037,46.20302941971434,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,full_defend_exit_cash,0.0,50,505,505,180,325,0.3564356435643564,0.03676699659227555,0.0,0.03610102012556487,0.03709934532266079,18.567333279099152,0.0018383498296137776,0.9,3600.0,0.0,18.567333279099152,0.0,0.0,44.01747836155606,18.567333279099152,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_25pct,0.25,50,14962,14962,4884,10078,0.326426948268948,0.024401376768341573,0.0,0.024093516600530416,0.0248354447080816,365.0933992079266,0.0012200688384170788,24.42,73260.0,0.0,365.09339920792667,0.0,0.0,1144.222141952883,365.0933992079266,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_25pct,0.25,50,1872,1872,526,1346,0.280982905982906,0.0181596004619582,0.0,0.01822667869730503,0.018847004221406522,33.99477206478575,0.0009079800230979099,2.63,7890.0,0.0,33.99477206478576,0.0,0.0,160.66313909951037,33.99477206478575,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_25pct,0.25,50,505,505,180,325,0.3564356435643564,0.027129702889751216,0.0,0.026646472164880728,0.027378964437540152,13.700499959324365,0.0013564851444875607,0.9,2700.0,0.0,13.700499959324366,0.0,0.0,44.01747836155606,13.700499959324365,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_50pct,0.5,50,14962,14962,4884,10078,0.326426948268948,0.015723539598446135,0.0,0.015541113267420352,0.016012918224939485,235.2555994719511,0.0007861769799223067,24.42,48840.0,0.0,235.2555994719511,0.0,0.0,1144.222141952883,235.2555994719511,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_50pct,0.5,50,1872,1872,526,1346,0.280982905982906,0.011638095464667292,0.0,0.011706311578885995,0.01209636463763284,21.78651470985717,0.0005819047732333645,2.63,5260.0,0.0,21.78651470985717,0.0,0.0,160.66313909951037,21.78651470985717,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_50pct,0.5,50,505,505,180,325,0.3564356435643564,0.017492409187226884,0.0,0.01719192420419658,0.017658583552419505,8.833666639549577,0.0008746204593613442,0.9,1800.0,0.0,8.833666639549577,0.0,0.0,44.01747836155606,8.833666639549577,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,full_defend_exit_cash,0.0,100,14962,14962,4884,10078,0.326426948268948,0.03144707919689227,0.0,0.031082226534840704,0.03202583644987897,470.5111989439022,0.0015723539598446134,48.84,97680.0,0.0,470.5111989439022,0.0,0.0,1144.222141952883,470.5111989439022,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,full_defend_exit_cash,0.0,100,1872,1872,526,1346,0.280982905982906,0.023276190929334587,0.0,0.023412623157771994,0.02419272927526568,43.573029419714345,0.0011638095464667293,5.26,10520.0,0.0,43.573029419714345,0.0,0.0,160.66313909951037,43.573029419714345,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,full_defend_exit_cash,0.0,100,505,505,180,325,0.3564356435643564,0.03498481837445377,0.0,0.03438384840839316,0.03531716710483901,17.667333279099154,0.0017492409187226884,1.8,3600.0,0.0,17.667333279099154,0.0,0.0,44.01747836155606,17.667333279099154,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_25pct,0.25,100,14962,14962,4884,10078,0.326426948268948,0.022769242026996834,0.0,0.022529823201730633,0.023203309966736856,340.67339920792665,0.0011384621013498417,48.84,73260.0,0.0,340.67339920792665,0.0,0.0,1144.222141952883,340.67339920792665,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_25pct,0.25,100,1872,1872,526,1346,0.280982905982906,0.016754685932043673,0.0,0.016892256039352956,0.017442089691491997,31.364772064785754,0.0008377342966021837,5.26,7890.0,0.0,31.364772064785754,0.0,0.0,160.66313909951037,31.364772064785754,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_25pct,0.25,100,505,505,180,325,0.3564356435643564,0.02534752467192944,0.0,0.024929300447709014,0.02559678621971837,12.800499959324366,0.001267376233596472,1.8,2700.0,0.0,12.800499959324366,0.0,0.0,44.01747836155606,12.800499959324366,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,train,binary_primary,partial_defend_50pct,0.5,100,14962,14962,4884,10078,0.326426948268948,0.014091404857101397,0.0,0.01397741986862057,0.014380783483594747,210.8355994719511,0.0007045702428550699,48.84,48840.0,0.0,210.8355994719511,0.0,0.0,1144.222141952883,210.8355994719511,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,robustness,binary_primary,partial_defend_50pct,0.5,100,1872,1872,526,1346,0.280982905982906,0.010233180934752761,0.0,0.010371888920933927,0.010691450107718313,19.15651470985717,0.0005116590467376381,5.26,5260.0,0.0,19.15651470985717,0.0,0.0,160.66313909951037,19.15651470985717,pass,
O1,Perfect Negative Oracle,O1_negative_primary,Label negative primary,True,materialized,validation,binary_primary,partial_defend_50pct,0.5,100,505,505,180,325,0.3564356435643564,0.015710230969405103,0.0,0.015474752487024863,0.015876405334597728,7.9336666395495765,0.0007855115484702551,1.8,1800.0,0.0,7.9336666395495765,0.0,0.0,44.01747836155606,7.9336666395495765,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,train,labelable_full,full_defend_exit_cash,0.0,0,20245,20245,4877,15368,0.24089898740429735,0.0256484266977164,0.0,0.024790783103784707,0.02617007976912467,519.2523984952685,0.00128242133488582,0.0,97540.0,0.0,519.2523984952684,0.0,-0.09880044863373894,1144.222141952883,519.2523984952685,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,robustness,labelable_full,full_defend_exit_cash,0.0,0,2496,2496,526,1970,0.2107371794871795,0.01956451499187273,0.0,0.019196269999490322,0.020299600783595276,48.833029419714336,0.0009782257495936366,0.0,10520.0,0.0,48.83302941971434,0.0,0.0,160.66313909951037,48.833029419714336,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,validation,labelable_full,full_defend_exit_cash,0.0,0,664,664,180,484,0.2710843373493976,0.0293182730106915,0.0,0.028431884216244437,0.029626608317170608,19.467333279099154,0.0014659136505345749,0.0,3600.0,0.0,19.467333279099158,0.0,0.0,44.01747836155606,19.467333279099154,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,train,labelable_full,partial_defend_25pct,0.25,0,20245,20245,4877,15368,0.24089898740429735,0.0192363200232873,0.0,0.01859308732783853,0.0196275598268435,389.4392988714514,0.000961816001164365,0.0,73155.0,0.0,389.43929887145134,0.0,-0.09880044863373894,1144.222141952883,389.4392988714514,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,robustness,labelable_full,partial_defend_25pct,0.25,0,2496,2496,526,1970,0.2107371794871795,0.014673386243904551,0.0,0.014397202499617743,0.015224700587696458,36.62477206478576,0.0007336693121952275,0.0,7890.0,0.0,36.62477206478576,0.0,0.0,160.66313909951037,36.62477206478576,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,validation,labelable_full,partial_defend_25pct,0.25,0,664,664,180,484,0.2710843373493976,0.021988704758018625,0.0,0.021323913162183326,0.022219956237877956,14.600499959324367,0.0010994352379009313,0.0,2700.0,0.0,14.600499959324367,0.0,0.0,44.01747836155606,14.600499959324367,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,train,labelable_full,partial_defend_50pct,0.5,0,20245,20245,4877,15368,0.24089898740429735,0.0128242133488582,0.0,0.012395391551892353,0.013085039884562335,259.62619924763425,0.00064121066744291,0.0,48770.0,0.0,259.6261992476342,0.0,-0.09880044863373894,1144.222141952883,259.62619924763425,pass,
O2,Perfect Deep Drawdown Oracle,O2_dd_10pct_primary,Signed drawdown <= -10%,True,materialized,robustness,labelable_full,partial_defend_50pct,0.5,0,2496,2496,526,1970,0.2107371794871795,0.009782257495936366,0.0,0.009598134999745161,0.010149800391797638,24.416514709857168,0.0004891128747968183,0.0,5260.0,0.0,24.41651470985717,0.0,0.0,160.66313909951037,24.416514709857168,pass,
