oracle_id,oracle_variant_id,oracle_variant_name,primary_variant,split_bucket,cost_bps,q_defend,q_removed,defended_step_n,continued_step_n,mean_incremental_return,trimmed_mean_incremental_return,winsorized_mean_incremental_return,positive_sacrifice,negative_avoidance,neutral_drag,frontier_gate,blocking_reason
O1,O1_negative_primary,Label negative primary,True,train,0,0.0,1.0,4884,10078,0.034711348679581755,0.03420961333244026,0.03529010593256845,-0.0,519.3511989439022,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,0,0.0,1.0,526,1346,0.026086019989163645,0.02608146847367613,0.027002558335094743,-0.0,48.83302941971434,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,validation,0,0.0,1.0,180,325,0.038549174810097335,0.03781819184273659,0.03888152354048258,-0.0,19.467333279099158,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,train,0,0.25,0.75,4884,10078,0.026033511509686316,0.025657209999330202,0.02646757944942634,-0.0,389.5133992079267,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,0,0.25,0.75,526,1346,0.019564514991872735,0.019561101355257095,0.020251918751321058,-0.0,36.62477206478576,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,validation,0,0.25,0.75,180,325,0.028911881107573003,0.028363643882052442,0.029161142655361936,-0.0,14.600499959324367,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,train,0,0.5,0.5,4884,10078,0.017355674339790877,0.01710480666622013,0.017645052966284224,-0.0,259.6755994719511,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,0,0.5,0.5,526,1346,0.013043009994581823,0.013040734236838065,0.013501279167547372,-0.0,24.41651470985717,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,validation,0,0.5,0.5,180,325,0.019274587405048667,0.018909095921368295,0.01944076177024129,-0.0,9.733666639549579,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,train,25,0.0,1.0,4884,10078,0.033895281308909384,0.033427766633040375,0.034474038561896084,-0.0,507.1411989439022,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,25,0.0,1.0,526,1346,0.025383562724206377,0.025414257144700095,0.02630010107013748,-0.0,47.518029419714345,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,validation,25,0.0,1.0,180,325,0.03765808570118644,0.03695960598415073,0.037990434431571685,-0.0,19.017333279099155,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,train,25,0.25,0.75,4884,10078,0.025217444139013945,0.02487536329993031,0.02565151207875397,-0.0,377.30339920792665,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,25,0.25,0.75,526,1346,0.01886205772691547,0.018893890026281064,0.01954946148636379,-0.0,35.309772064785754,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,validation,25,0.25,0.75,180,325,0.02802079199866211,0.027505058023466585,0.02827005354645104,-0.0,14.150499959324364,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,train,25,0.5,0.5,4884,10078,0.016539606969118506,0.016322959966820243,0.016828985595611856,-0.0,247.4655994719511,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,25,0.5,0.5,526,1346,0.012340552729624556,0.012373522907862028,0.012798821902590107,-0.0,23.10151470985717,0.0,pass,
O1,O1_negative_primary,Label negative primary,True,validation,25,0.5,0.5,180,325,0.018383498296137776,0.018050510062782434,0.018549672661330396,-0.0,9.283666639549576,0.0,pass,
