variant,seed,metric,current,baseline,delta
plus_close_momentum_20d,20260723,historical_test_paper_proxy_ic,0.010385614024576075,0.008618222568461457,0.0017673914561146184
plus_close_momentum_20d,20260723,historical_test_executable_bridge_ic,0.014693801035507539,0.010332226758448625,0.004361574277058914
plus_close_momentum_20d,20260723,historical_test_paper_proxy_net_arr,0.13430111488253282,0.13130848836350117,0.0029926265190316492
plus_close_momentum_20d,20260723,historical_test_executable_bridge_net_arr,0.16269426995889846,0.14839362702839987,0.014300642930498597
plus_close_momentum_20d,20260724,historical_test_paper_proxy_ic,0.009725727960435054,0.007264347247805922,0.0024613807126291328
plus_close_momentum_20d,20260724,historical_test_executable_bridge_ic,0.01352282791860118,0.008477044121185785,0.005045783797415396
plus_close_momentum_20d,20260724,historical_test_paper_proxy_net_arr,0.1880123346305027,0.1650048321520552,0.023007502478447517
plus_close_momentum_20d,20260724,historical_test_executable_bridge_net_arr,0.21834622289897032,0.18147667746873153,0.03686954543023879
plus_close_momentum_20d,20260725,historical_test_paper_proxy_ic,0.008673750158408464,0.009113793438377073,-0.0004400432799686084
plus_close_momentum_20d,20260725,historical_test_executable_bridge_ic,0.015523014613174657,0.009155036942847498,0.006367977670327159
plus_close_momentum_20d,20260725,historical_test_paper_proxy_net_arr,0.11269338170469623,0.139043567417511,-0.026350185712814778
plus_close_momentum_20d,20260725,historical_test_executable_bridge_net_arr,0.1467346409998247,0.1621410949980171,-0.015406453998192404
plus_close_momentum_20d,20260726,historical_test_paper_proxy_ic,0.009457703246708183,0.007648172032072413,0.0018095312146357697
plus_close_momentum_20d,20260726,historical_test_executable_bridge_ic,0.012315125838873795,0.006464753351981278,0.005850372486892517
plus_close_momentum_20d,20260726,historical_test_paper_proxy_net_arr,0.18148397445713393,0.10148222889414993,0.080001745562984
plus_close_momentum_20d,20260726,historical_test_executable_bridge_net_arr,0.1941965818919047,0.0956315831712582,0.0985649987206465
plus_close_momentum_20d,20260727,historical_test_paper_proxy_ic,0.013523572910890359,0.007892156227554875,0.005631416683335484
plus_close_momentum_20d,20260727,historical_test_executable_bridge_ic,0.01679940752886233,0.008474537639992237,0.008324869888870094
plus_close_momentum_20d,20260727,historical_test_paper_proxy_net_arr,0.18747271964180623,0.06501998329548453,0.1224527363463217
plus_close_momentum_20d,20260727,historical_test_executable_bridge_net_arr,0.21828848697472591,0.07354977410310393,0.144738712871622
plus_close_reversal_5d,20260723,historical_test_paper_proxy_ic,0.010602625556968823,0.008618222568461457,0.001984402988507366
plus_close_reversal_5d,20260723,historical_test_executable_bridge_ic,0.014233244603620094,0.010332226758448625,0.003901017845171469
plus_close_reversal_5d,20260723,historical_test_paper_proxy_net_arr,0.08093610313329158,0.13130848836350117,-0.05037238523020959
plus_close_reversal_5d,20260723,historical_test_executable_bridge_net_arr,0.11678033458963522,0.14839362702839987,-0.03161329243876465
plus_close_reversal_5d,20260724,historical_test_paper_proxy_ic,0.008488352162660548,0.007264347247805922,0.001224004914854626
plus_close_reversal_5d,20260724,historical_test_executable_bridge_ic,0.010446219034795798,0.008477044121185785,0.001969174913610013
plus_close_reversal_5d,20260724,historical_test_paper_proxy_net_arr,0.1247729782760334,0.1650048321520552,-0.040231853876021795
plus_close_reversal_5d,20260724,historical_test_executable_bridge_net_arr,0.13109424487856236,0.18147667746873153,-0.05038243259016917
plus_close_reversal_5d,20260725,historical_test_paper_proxy_ic,0.010893918506470458,0.009113793438377073,0.0017801250680933856
plus_close_reversal_5d,20260725,historical_test_executable_bridge_ic,0.011131202014030379,0.009155036942847498,0.001976165071182881
plus_close_reversal_5d,20260725,historical_test_paper_proxy_net_arr,0.07829780398331398,0.139043567417511,-0.06074576343419702
plus_close_reversal_5d,20260725,historical_test_executable_bridge_net_arr,0.11318713087744858,0.1621410949980171,-0.048953964120568516
plus_close_reversal_5d,20260726,historical_test_paper_proxy_ic,0.009266955570635576,0.007648172032072413,0.0016187835385631623
plus_close_reversal_5d,20260726,historical_test_executable_bridge_ic,0.010813727879508801,0.006464753351981278,0.004348974527527524
plus_close_reversal_5d,20260726,historical_test_paper_proxy_net_arr,0.1859605952573149,0.10148222889414993,0.08447836636316497
plus_close_reversal_5d,20260726,historical_test_executable_bridge_net_arr,0.1635373620605578,0.0956315831712582,0.0679057788892996
plus_close_reversal_5d,20260727,historical_test_paper_proxy_ic,0.011579942791925936,0.007892156227554875,0.0036877865643710605
plus_close_reversal_5d,20260727,historical_test_executable_bridge_ic,0.011731753157895784,0.008474537639992237,0.0032572155179035472
plus_close_reversal_5d,20260727,historical_test_paper_proxy_net_arr,0.12078205404602427,0.06501998329548453,0.05576207075053974
plus_close_reversal_5d,20260727,historical_test_executable_bridge_net_arr,0.14802039054781901,0.07354977410310393,0.07447061644471509
plus_daily_close_location_value,20260723,historical_test_paper_proxy_ic,0.003853941693640675,0.008618222568461457,-0.004764280874820782
plus_daily_close_location_value,20260723,historical_test_executable_bridge_ic,0.009949340721151645,0.010332226758448625,-0.0003828860372969804
plus_daily_close_location_value,20260723,historical_test_paper_proxy_net_arr,0.07926006003291475,0.13130848836350117,-0.05204842833058643
plus_daily_close_location_value,20260723,historical_test_executable_bridge_net_arr,0.10089479348832997,0.14839362702839987,-0.047498833540069896
plus_daily_close_location_value,20260724,historical_test_paper_proxy_ic,0.0061519389527486526,0.007264347247805922,-0.001112408295057269
plus_daily_close_location_value,20260724,historical_test_executable_bridge_ic,0.012289076477427618,0.008477044121185785,0.003812032356241833
plus_daily_close_location_value,20260724,historical_test_paper_proxy_net_arr,0.06618010246241601,0.1650048321520552,-0.09882472968963918
plus_daily_close_location_value,20260724,historical_test_executable_bridge_net_arr,0.08852620676220413,0.18147667746873153,-0.0929504707065274
plus_daily_close_location_value,20260725,historical_test_paper_proxy_ic,0.0036492613706254552,0.009113793438377073,-0.005464532067751618
plus_daily_close_location_value,20260725,historical_test_executable_bridge_ic,0.008726181269175622,0.009155036942847498,-0.0004288556736718758
plus_daily_close_location_value,20260725,historical_test_paper_proxy_net_arr,0.07351261753501093,0.139043567417511,-0.06553094988250008
plus_daily_close_location_value,20260725,historical_test_executable_bridge_net_arr,0.10843974582322091,0.1621410949980171,-0.05370134917479619
plus_daily_close_location_value,20260726,historical_test_paper_proxy_ic,0.010080308255616389,0.007648172032072413,0.0024321362235439755
plus_daily_close_location_value,20260726,historical_test_executable_bridge_ic,0.017636448162237892,0.006464753351981278,0.011171694810256615
plus_daily_close_location_value,20260726,historical_test_paper_proxy_net_arr,0.13672733345917942,0.10148222889414993,0.035245104565029495
