variant,seed,feature_count,best_iteration,validation_paper_proxy_ic,validation_paper_proxy_icir,validation_paper_proxy_rank_ic,validation_paper_proxy_rank_icir,validation_paper_proxy_metric_days,validation_executable_bridge_ic,validation_executable_bridge_icir,validation_executable_bridge_rank_ic,validation_executable_bridge_rank_icir,validation_executable_bridge_metric_days,historical_test_paper_proxy_ic,historical_test_paper_proxy_icir,historical_test_paper_proxy_rank_ic,historical_test_paper_proxy_rank_icir,historical_test_paper_proxy_metric_days,historical_test_paper_proxy_gross_arr,historical_test_paper_proxy_net_arr,historical_test_paper_proxy_universe_equal_weight_arr,historical_test_paper_proxy_net_arr_minus_universe_arr,historical_test_paper_proxy_ir,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,historical_test_paper_proxy_mdd,historical_test_paper_proxy_calmar,historical_test_paper_proxy_mean_one_way_turnover,historical_test_paper_proxy_total_cost,historical_test_paper_proxy_portfolio_days,historical_test_executable_bridge_ic,historical_test_executable_bridge_icir,historical_test_executable_bridge_rank_ic,historical_test_executable_bridge_rank_icir,historical_test_executable_bridge_metric_days,historical_test_executable_bridge_gross_arr,historical_test_executable_bridge_net_arr,historical_test_executable_bridge_universe_equal_weight_arr,historical_test_executable_bridge_net_arr_minus_universe_arr,historical_test_executable_bridge_ir,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,historical_test_executable_bridge_mdd,historical_test_executable_bridge_calmar,historical_test_executable_bridge_mean_one_way_turnover,historical_test_executable_bridge_total_cost,historical_test_executable_bridge_portfolio_days
alpha20,20260723,20,6,0.012371666066312773,0.10835143921704843,0.008676347162215504,0.0735728964829029,482,0.010386235879640436,0.09524038224042089,0.009542012472793128,0.08365573640940828,482,0.008618222568461457,0.0727123045035322,0.010504330500685779,0.08424118513362677,578,0.19367037603701553,0.13130848836350117,0.20696561241382994,-0.07565712405032876,0.7669138796972829,-0.7681014336909746,-0.19168536847399442,0.6850209246999233,0.10695501730103806,0.12314000000000003,578,0.010332226758448625,0.08572637184840795,0.00984947929793468,0.07858368839818893,578,0.2116932975379664,0.14839362702839987,0.2220866599905158,-0.07369303296211593,0.7550759629169363,-0.7218958523512763,-0.20781719991924974,0.7140584469719555,0.10695501730103806,0.12314000000000003,578
alpha20,20260724,20,1,0.007870587065844875,0.08401851611152142,0.008595575090633611,0.0850195135469297,482,0.005280134168005525,0.0584860001724242,0.009339137845226733,0.09683604987510765,482,0.007264347247805922,0.07741405386818359,0.0072210782928471984,0.0682393493929724,578,0.22885131632536182,0.1650048321520552,0.20696561241382994,-0.041960780261774744,0.9366172187673836,-0.44281339786190854,-0.14907266530236718,1.1068751727043484,0.10636678200692042,0.12246000000000001,578,0.008477044121185785,0.09139573472127638,0.007278569273903265,0.06928601975591751,578,0.24621999085242519,0.18147667746873153,0.2220866599905158,-0.04060998252178427,0.8844526688760499,-0.4069829690870744,-0.17857100282700933,1.0162718167884013,0.10636678200692042,0.12246000000000001,578
alpha20,20260725,20,6,0.011737649986227403,0.10540054408307706,0.008900737209165005,0.07717437008341232,482,0.009592521455430568,0.09007226612369051,0.010355079471480939,0.09309486462849435,482,0.009113793438377073,0.07646166421531071,0.00966791845178922,0.07676811787059593,578,0.20187452173169818,0.139043567417511,0.20696561241382994,-0.06792204499631893,0.8311469966519021,-0.6738549941600085,-0.16710235992677136,0.8320861984142147,0.1070242214532872,0.12322000000000002,578,0.009155036942847498,0.07641843279770058,0.008558883109183978,0.06831055043881573,578,0.2262435621332528,0.1621410949980171,0.2220866599905158,-0.0599455649924987,0.8438717540053028,-0.5963280402063461,-0.21126239644269795,0.7674867734542415,0.1070242214532872,0.12322000000000002,578
alpha20,20260726,20,2,0.009969150452427245,0.09512620208774987,0.0044898716567385415,0.041845862809072314,482,0.003699899491406243,0.037068902546076185,0.002164396193443541,0.02113028538764713,482,0.007648172032072413,0.07372285600867413,0.00842408326405213,0.07694635453867196,578,0.16200803482417792,0.10148222889414993,0.20696561241382994,-0.10548338351968001,0.650296911810517,-1.0296417631468262,-0.17291270590320684,0.5868986224237199,0.10660899653979239,0.12274000000000002,578,0.006464753351981278,0.06268867021693615,0.006340455114430384,0.059001469863623826,578,0.15583884729810138,0.0956315831712582,0.2220866599905158,-0.1264550768192576,0.5502803242138044,-1.1756297051727171,-0.20212186321963144,0.47313824268155574,0.10660899653979239,0.12274000000000002,578
alpha20,20260727,20,1,0.008354035833140202,0.08931908707526111,0.004614130084052642,0.04670029245225795,482,-0.000786979995192796,-0.008991057434525941,0.0011053226203500519,0.011541415843420175,482,0.007892156227554875,0.08992467178591185,0.005537313339951777,0.05387642024558333,578,0.12360365480673541,0.06501998329548453,0.20696561241382994,-0.1419456291183454,0.47269974894150923,-1.2190776158941876,-0.14041021899847517,0.46307158951294447,0.1067128027681661,0.12286000000000002,578,0.008474537639992237,0.09627132243234053,0.004848139279735139,0.048033655616507825,578,0.1326018139782803,0.07354977410310393,0.2220866599905158,-0.14853688588741187,0.4655854938071753,-1.2656542818438745,-0.19886890948856817,0.36984048583688683,0.1067128027681661,0.12286000000000002,578
plus_close_momentum_20d,20260723,21,6,0.013307325744861225,0.12332833770659693,0.009751495197562708,0.08528238085811306,482,0.013725523957861313,0.13241624241056363,0.012190940872553952,0.1104254317811848,482,0.010385614024576075,0.09175575146453165,0.009718645819440312,0.08157042883461836,578,0.19642933660062356,0.13430111488253282,0.20696561241382994,-0.07266449753129711,0.7887848643998968,-0.7398350420868852,-0.1876932547921618,0.7155351162259312,0.10629757785467128,0.12238000000000002,578,0.014693801035507539,0.12712020863301332,0.013919612553327874,0.11645949381436171,578,0.22637425486336094,0.16269426995889846,0.2220866599905158,-0.05939239003161734,0.8163792680077824,-0.5901982466693794,-0.2258752207857756,0.7202838336711614,0.10629757785467128,0.12238000000000002,578
plus_close_momentum_20d,20260724,21,6,0.014020147210328203,0.1292733653728481,0.011984541842550057,0.10727641817253945,482,0.009842087557094677,0.09333760592692228,0.01075038746801313,0.09878545996485444,482,0.009725727960435054,0.08303966552690045,0.012612314206589134,0.10190585094503095,578,0.2532456997607855,0.1880123346305027,0.20696561241382994,-0.018953277783327227,1.039700413617473,-0.23477848501226317,-0.16951795418913396,1.1090998326981594,0.10657439446366782,0.12270000000000002,578,0.01352282791860118,0.11900654961285857,0.01543612581468449,0.1291664873936841,578,0.2852417418418627,0.21834622289897032,0.2220866599905158,-0.0037404370915454788,1.040596588852493,-0.09883276118894996,-0.20355012828497654,1.0726901758238088,0.10657439446366782,0.12270000000000002,578
plus_close_momentum_20d,20260725,21,5,0.011920145430103508,0.1148947618463101,0.007869807287399319,0.07274242698405403,482,0.01285359023205962,0.12575339184331394,0.012055467387659224,0.1146865474147428,482,0.008673750158408464,0.07512121722526617,0.009976612388254104,0.08460586264494761,578,0.17383401245122165,0.11269338170469623,0.20696561241382994,-0.09427223070913371,0.699944255685041,-0.9233185283704108,-0.17485289672020765,0.6445039448504162,0.10660899653979239,0.12274000000000002,578,0.015523014613174657,0.13431067447930867,0.017021751147848516,0.14513007369126812,578,0.20973414141681657,0.1467346409998247,0.2220866599905158,-0.0753520189906911,0.7707893292490643,-0.7321591610166767,-0.22584107649771612,0.6497252106452326,0.10660899653979239,0.12274000000000002,578
plus_close_momentum_20d,20260726,21,3,0.010169880466483629,0.09777460599521172,0.0037187111397107816,0.03351459166043561,482,0.007879679735597651,0.07912597092828763,0.005725721399142127,0.0533474273938319,482,0.009457703246708183,0.09038639267774629,0.008090529895198924,0.07371719872126517,578,0.2460160551545303,0.18148397445713393,0.20696561241382994,-0.025481637956696,1.025782388938756,-0.3015426503588042,-0.15728534375123449,1.1538517838265494,0.10602076124567474,0.12206000000000003,578,0.012315125838873795,0.11964091660636741,0.014075300075202048,0.1343265447156484,578,0.2594187652026243,0.1941965818919047,0.2220866599905158,-0.027890078098611104,0.9725015481369098,-0.3291966161684212,-0.20909138412576633,0.9287641511574548,0.10602076124567474,0.12206000000000003,578
plus_close_momentum_20d,20260727,21,9,0.015992197541317355,0.14835102526517552,0.01000239550939061,0.08884119862939598,482,0.015880166824880186,0.14924207485057422,0.012065385044427886,0.10876329562677539,482,0.013523572910890359,0.12172000339669013,0.012329292671697334,0.10632998813529905,578,0.2526384235522523,0.18747271964180623,0.20696561241382994,-0.019492892772023707,1.024454099160016,-0.24519892566144624,-0.18858918521079593,0.9940799067150019,0.10650519031141868,0.12262,578,0.01679940752886233,0.1492701386944386,0.017123754051497273,0.14711080725824846,578,0.2851350975732321,0.21828848697472591,0.2220866599905158,-0.003798173015789885,1.022510954492033,-0.09419435400230794,-0.24789412047210146,0.8805714575198752,0.10650519031141868,0.12262,578
