filter_id,candidate_ordinal,candidate_type,filter_family_id,family_pair_id,primitive_id_1,primitive_id_2,threshold_rule_1,threshold_rule_2,threshold_value_1,threshold_value_2,filter_formula,bullish_score_formula_1,bullish_score_formula_2,candidate_grid_status
ret_20d__top_30pct__AND__distance_to_60d_low__top_30pct,102,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,ret_20d,distance_to_60d_low,top_30pct,top_30pct,0.029197080291970767,0.09725645531047285,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),ret_20d,distance_to_60d_low,pass
close_vs_sma20__top_40pct__AND__max_drawdown_20d__top_40pct,103,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,close_vs_sma20,max_drawdown_20d,top_40pct,top_40pct,0.009092400728416414,-0.03915269561115593,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct),close_vs_sma20,max_drawdown_20d,pass
close_vs_sma20__top_30pct__AND__max_drawdown_20d__top_30pct,104,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,close_vs_sma20,max_drawdown_20d,top_30pct,top_30pct,0.017063013417105165,-0.03383458646616555,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct),close_vs_sma20,max_drawdown_20d,pass
close_vs_sma20__top_40pct__AND__ret_60d__top_40pct,105,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,close_vs_sma20,ret_60d,top_40pct,top_40pct,0.009092400728416414,-0.0064850870361405095,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND ret_60d_bullish_score >= train_threshold(top_40pct),close_vs_sma20,ret_60d,pass
close_vs_sma20__top_30pct__AND__ret_60d__top_30pct,106,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,close_vs_sma20,ret_60d,top_30pct,top_30pct,0.017063013417105165,0.017376627782937144,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND ret_60d_bullish_score >= train_threshold(top_30pct),close_vs_sma20,ret_60d,pass
close_vs_sma20__top_40pct__AND__distance_to_60d_low__top_40pct,107,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,close_vs_sma20,distance_to_60d_low,top_40pct,top_40pct,0.009092400728416414,0.07920792079207928,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),close_vs_sma20,distance_to_60d_low,pass
close_vs_sma20__top_30pct__AND__distance_to_60d_low__top_30pct,108,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,close_vs_sma20,distance_to_60d_low,top_30pct,top_30pct,0.017063013417105165,0.09725645531047285,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),close_vs_sma20,distance_to_60d_low,pass
stock_vs_board_20d__top_40pct__AND__turnover_zscore_20d__top_40pct,109,two_filter_conjunction,relative_strength+participation,relative_strength+participation,stock_vs_board_20d,turnover_zscore_20d,top_40pct,top_40pct,-0.02930978256831016,0.1631598812311651,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,turnover_zscore_20d,pass
stock_vs_board_20d__top_30pct__AND__turnover_zscore_20d__top_30pct,110,two_filter_conjunction,relative_strength+participation,relative_strength+participation,stock_vs_board_20d,turnover_zscore_20d,top_30pct,top_30pct,-0.01640073860861642,0.5272489508098294,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,turnover_zscore_20d,pass
stock_vs_board_20d__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,111,two_filter_conjunction,relative_strength+participation,relative_strength+participation,stock_vs_board_20d,volume_up_price_not_down_5d,top_40pct,top_40pct,-0.02930978256831016,0.6351986771993207,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,volume_up_price_not_down_5d,pass
stock_vs_board_20d__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,112,two_filter_conjunction,relative_strength+participation,relative_strength+participation,stock_vs_board_20d,volume_up_price_not_down_5d,top_30pct,top_30pct,-0.01640073860861642,0.6856292042579251,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,volume_up_price_not_down_5d,pass
stock_vs_board_20d__top_40pct__AND__amount_ratio_5d_20d__top_40pct,113,two_filter_conjunction,relative_strength+participation,relative_strength+participation,stock_vs_board_20d,amount_ratio_5d_20d,top_40pct,top_40pct,-0.02930978256831016,1.0775475116644033,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,amount_ratio_5d_20d,pass
stock_vs_board_20d__top_30pct__AND__amount_ratio_5d_20d__top_30pct,114,two_filter_conjunction,relative_strength+participation,relative_strength+participation,stock_vs_board_20d,amount_ratio_5d_20d,top_30pct,top_30pct,-0.01640073860861642,1.1662107669814483,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,amount_ratio_5d_20d,pass
ret_20d__top_40pct__AND__turnover_zscore_20d__top_40pct,115,two_filter_conjunction,relative_strength+participation,relative_strength+participation,ret_20d,turnover_zscore_20d,top_40pct,top_40pct,0.014169738578074752,0.1631598812311651,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),ret_20d,turnover_zscore_20d,pass
ret_20d__top_30pct__AND__turnover_zscore_20d__top_30pct,116,two_filter_conjunction,relative_strength+participation,relative_strength+participation,ret_20d,turnover_zscore_20d,top_30pct,top_30pct,0.029197080291970767,0.5272489508098294,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),ret_20d,turnover_zscore_20d,pass
ret_20d__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,117,two_filter_conjunction,relative_strength+participation,relative_strength+participation,ret_20d,volume_up_price_not_down_5d,top_40pct,top_40pct,0.014169738578074752,0.6351986771993207,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),ret_20d,volume_up_price_not_down_5d,pass
ret_20d__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,118,two_filter_conjunction,relative_strength+participation,relative_strength+participation,ret_20d,volume_up_price_not_down_5d,top_30pct,top_30pct,0.029197080291970767,0.6856292042579251,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),ret_20d,volume_up_price_not_down_5d,pass
ret_20d__top_40pct__AND__amount_ratio_5d_20d__top_40pct,119,two_filter_conjunction,relative_strength+participation,relative_strength+participation,ret_20d,amount_ratio_5d_20d,top_40pct,top_40pct,0.014169738578074752,1.0775475116644033,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),ret_20d,amount_ratio_5d_20d,pass
ret_20d__top_30pct__AND__amount_ratio_5d_20d__top_30pct,120,two_filter_conjunction,relative_strength+participation,relative_strength+participation,ret_20d,amount_ratio_5d_20d,top_30pct,top_30pct,0.029197080291970767,1.1662107669814483,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),ret_20d,amount_ratio_5d_20d,pass
close_vs_sma20__top_40pct__AND__turnover_zscore_20d__top_40pct,121,two_filter_conjunction,relative_strength+participation,relative_strength+participation,close_vs_sma20,turnover_zscore_20d,top_40pct,top_40pct,0.009092400728416414,0.1631598812311651,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),close_vs_sma20,turnover_zscore_20d,pass
close_vs_sma20__top_30pct__AND__turnover_zscore_20d__top_30pct,122,two_filter_conjunction,relative_strength+participation,relative_strength+participation,close_vs_sma20,turnover_zscore_20d,top_30pct,top_30pct,0.017063013417105165,0.5272489508098294,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),close_vs_sma20,turnover_zscore_20d,pass
close_vs_sma20__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,123,two_filter_conjunction,relative_strength+participation,relative_strength+participation,close_vs_sma20,volume_up_price_not_down_5d,top_40pct,top_40pct,0.009092400728416414,0.6351986771993207,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),close_vs_sma20,volume_up_price_not_down_5d,pass
close_vs_sma20__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,124,two_filter_conjunction,relative_strength+participation,relative_strength+participation,close_vs_sma20,volume_up_price_not_down_5d,top_30pct,top_30pct,0.017063013417105165,0.6856292042579251,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),close_vs_sma20,volume_up_price_not_down_5d,pass
close_vs_sma20__top_40pct__AND__amount_ratio_5d_20d__top_40pct,125,two_filter_conjunction,relative_strength+participation,relative_strength+participation,close_vs_sma20,amount_ratio_5d_20d,top_40pct,top_40pct,0.009092400728416414,1.0775475116644033,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),close_vs_sma20,amount_ratio_5d_20d,pass
close_vs_sma20__top_30pct__AND__amount_ratio_5d_20d__top_30pct,126,two_filter_conjunction,relative_strength+participation,relative_strength+participation,close_vs_sma20,amount_ratio_5d_20d,top_30pct,top_30pct,0.017063013417105165,1.1662107669814483,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),close_vs_sma20,amount_ratio_5d_20d,pass
close_position_20d__top_40pct__AND__turnover_zscore_20d__top_40pct,127,two_filter_conjunction,range_position+participation,range_position+participation,close_position_20d,turnover_zscore_20d,top_40pct,top_40pct,0.5909090909090889,0.1631598812311651,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),close_position_20d,turnover_zscore_20d,pass
close_position_20d__top_30pct__AND__turnover_zscore_20d__top_30pct,128,two_filter_conjunction,range_position+participation,range_position+participation,close_position_20d,turnover_zscore_20d,top_30pct,top_30pct,0.6904761904761898,0.5272489508098294,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),close_position_20d,turnover_zscore_20d,pass
close_position_20d__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,129,two_filter_conjunction,range_position+participation,range_position+participation,close_position_20d,volume_up_price_not_down_5d,top_40pct,top_40pct,0.5909090909090889,0.6351986771993207,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),close_position_20d,volume_up_price_not_down_5d,pass
close_position_20d__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,130,two_filter_conjunction,range_position+participation,range_position+participation,close_position_20d,volume_up_price_not_down_5d,top_30pct,top_30pct,0.6904761904761898,0.6856292042579251,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),close_position_20d,volume_up_price_not_down_5d,pass
close_position_20d__top_40pct__AND__amount_ratio_5d_20d__top_40pct,131,two_filter_conjunction,range_position+participation,range_position+participation,close_position_20d,amount_ratio_5d_20d,top_40pct,top_40pct,0.5909090909090889,1.0775475116644033,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),close_position_20d,amount_ratio_5d_20d,pass
close_position_20d__top_30pct__AND__amount_ratio_5d_20d__top_30pct,132,two_filter_conjunction,range_position+participation,range_position+participation,close_position_20d,amount_ratio_5d_20d,top_30pct,top_30pct,0.6904761904761898,1.1662107669814483,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),close_position_20d,amount_ratio_5d_20d,pass
distance_to_20d_high__top_40pct__AND__turnover_zscore_20d__top_40pct,133,two_filter_conjunction,range_position+participation,range_position+participation,distance_to_20d_high,turnover_zscore_20d,top_40pct,top_40pct,-0.032558139534883956,0.1631598812311651,base_compression_state AND distance_to_20d_high_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),-distance_to_20d_high,turnover_zscore_20d,pass
distance_to_20d_high__top_30pct__AND__turnover_zscore_20d__top_30pct,134,two_filter_conjunction,range_position+participation,range_position+participation,distance_to_20d_high,turnover_zscore_20d,top_30pct,top_30pct,-0.02516872955421059,0.5272489508098294,base_compression_state AND distance_to_20d_high_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),-distance_to_20d_high,turnover_zscore_20d,pass
distance_to_20d_high__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,135,two_filter_conjunction,range_position+participation,range_position+participation,distance_to_20d_high,volume_up_price_not_down_5d,top_40pct,top_40pct,-0.032558139534883956,0.6351986771993207,base_compression_state AND distance_to_20d_high_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),-distance_to_20d_high,volume_up_price_not_down_5d,pass
distance_to_20d_high__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,136,two_filter_conjunction,range_position+participation,range_position+participation,distance_to_20d_high,volume_up_price_not_down_5d,top_30pct,top_30pct,-0.02516872955421059,0.6856292042579251,base_compression_state AND distance_to_20d_high_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),-distance_to_20d_high,volume_up_price_not_down_5d,pass
distance_to_20d_high__top_40pct__AND__amount_ratio_5d_20d__top_40pct,137,two_filter_conjunction,range_position+participation,range_position+participation,distance_to_20d_high,amount_ratio_5d_20d,top_40pct,top_40pct,-0.032558139534883956,1.0775475116644033,base_compression_state AND distance_to_20d_high_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),-distance_to_20d_high,amount_ratio_5d_20d,pass
distance_to_20d_high__top_30pct__AND__amount_ratio_5d_20d__top_30pct,138,two_filter_conjunction,range_position+participation,range_position+participation,distance_to_20d_high,amount_ratio_5d_20d,top_30pct,top_30pct,-0.02516872955421059,1.1662107669814483,base_compression_state AND distance_to_20d_high_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),-distance_to_20d_high,amount_ratio_5d_20d,pass
distance_from_20d_low__top_40pct__AND__turnover_zscore_20d__top_40pct,139,two_filter_conjunction,range_position+participation,range_position+participation,distance_from_20d_low,turnover_zscore_20d,top_40pct,top_40pct,0.04909560723514206,0.1631598812311651,base_compression_state AND distance_from_20d_low_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),distance_from_20d_low,turnover_zscore_20d,pass
distance_from_20d_low__top_30pct__AND__turnover_zscore_20d__top_30pct,140,two_filter_conjunction,range_position+participation,range_position+participation,distance_from_20d_low,turnover_zscore_20d,top_30pct,top_30pct,0.06017878296186429,0.5272489508098294,base_compression_state AND distance_from_20d_low_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),distance_from_20d_low,turnover_zscore_20d,pass
distance_from_20d_low__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,141,two_filter_conjunction,range_position+participation,range_position+participation,distance_from_20d_low,volume_up_price_not_down_5d,top_40pct,top_40pct,0.04909560723514206,0.6351986771993207,base_compression_state AND distance_from_20d_low_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),distance_from_20d_low,volume_up_price_not_down_5d,pass
distance_from_20d_low__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,142,two_filter_conjunction,range_position+participation,range_position+participation,distance_from_20d_low,volume_up_price_not_down_5d,top_30pct,top_30pct,0.06017878296186429,0.6856292042579251,base_compression_state AND distance_from_20d_low_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),distance_from_20d_low,volume_up_price_not_down_5d,pass
distance_from_20d_low__top_40pct__AND__amount_ratio_5d_20d__top_40pct,143,two_filter_conjunction,range_position+participation,range_position+participation,distance_from_20d_low,amount_ratio_5d_20d,top_40pct,top_40pct,0.04909560723514206,1.0775475116644033,base_compression_state AND distance_from_20d_low_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),distance_from_20d_low,amount_ratio_5d_20d,pass
distance_from_20d_low__top_30pct__AND__amount_ratio_5d_20d__top_30pct,144,two_filter_conjunction,range_position+participation,range_position+participation,distance_from_20d_low,amount_ratio_5d_20d,top_30pct,top_30pct,0.06017878296186429,1.1662107669814483,base_compression_state AND distance_from_20d_low_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),distance_from_20d_low,amount_ratio_5d_20d,pass
max_drawdown_20d__top_40pct__AND__turnover_zscore_20d__top_40pct,145,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,max_drawdown_20d,turnover_zscore_20d,top_40pct,top_40pct,-0.03915269561115593,0.1631598812311651,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),max_drawdown_20d,turnover_zscore_20d,pass
max_drawdown_20d__top_30pct__AND__turnover_zscore_20d__top_30pct,146,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,max_drawdown_20d,turnover_zscore_20d,top_30pct,top_30pct,-0.03383458646616555,0.5272489508098294,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),max_drawdown_20d,turnover_zscore_20d,pass
max_drawdown_20d__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,147,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,max_drawdown_20d,volume_up_price_not_down_5d,top_40pct,top_40pct,-0.03915269561115593,0.6351986771993207,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),max_drawdown_20d,volume_up_price_not_down_5d,pass
max_drawdown_20d__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,148,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,max_drawdown_20d,volume_up_price_not_down_5d,top_30pct,top_30pct,-0.03383458646616555,0.6856292042579251,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),max_drawdown_20d,volume_up_price_not_down_5d,pass
max_drawdown_20d__top_40pct__AND__amount_ratio_5d_20d__top_40pct,149,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,max_drawdown_20d,amount_ratio_5d_20d,top_40pct,top_40pct,-0.03915269561115593,1.0775475116644033,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),max_drawdown_20d,amount_ratio_5d_20d,pass
max_drawdown_20d__top_30pct__AND__amount_ratio_5d_20d__top_30pct,150,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,max_drawdown_20d,amount_ratio_5d_20d,top_30pct,top_30pct,-0.03383458646616555,1.1662107669814483,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),max_drawdown_20d,amount_ratio_5d_20d,pass
ret_60d__top_40pct__AND__turnover_zscore_20d__top_40pct,151,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,ret_60d,turnover_zscore_20d,top_40pct,top_40pct,-0.0064850870361405095,0.1631598812311651,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),ret_60d,turnover_zscore_20d,pass
ret_60d__top_30pct__AND__turnover_zscore_20d__top_30pct,152,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,ret_60d,turnover_zscore_20d,top_30pct,top_30pct,0.017376627782937144,0.5272489508098294,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),ret_60d,turnover_zscore_20d,pass
ret_60d__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,153,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,ret_60d,volume_up_price_not_down_5d,top_40pct,top_40pct,-0.0064850870361405095,0.6351986771993207,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),ret_60d,volume_up_price_not_down_5d,pass
ret_60d__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,154,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,ret_60d,volume_up_price_not_down_5d,top_30pct,top_30pct,0.017376627782937144,0.6856292042579251,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),ret_60d,volume_up_price_not_down_5d,pass
ret_60d__top_40pct__AND__amount_ratio_5d_20d__top_40pct,155,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,ret_60d,amount_ratio_5d_20d,top_40pct,top_40pct,-0.0064850870361405095,1.0775475116644033,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),ret_60d,amount_ratio_5d_20d,pass
ret_60d__top_30pct__AND__amount_ratio_5d_20d__top_30pct,156,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,ret_60d,amount_ratio_5d_20d,top_30pct,top_30pct,0.017376627782937144,1.1662107669814483,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),ret_60d,amount_ratio_5d_20d,pass
distance_to_60d_low__top_40pct__AND__turnover_zscore_20d__top_40pct,157,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,distance_to_60d_low,turnover_zscore_20d,top_40pct,top_40pct,0.07920792079207928,0.1631598812311651,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),distance_to_60d_low,turnover_zscore_20d,pass
distance_to_60d_low__top_30pct__AND__turnover_zscore_20d__top_30pct,158,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,distance_to_60d_low,turnover_zscore_20d,top_30pct,top_30pct,0.09725645531047285,0.5272489508098294,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct) AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),distance_to_60d_low,turnover_zscore_20d,pass
distance_to_60d_low__top_40pct__AND__volume_up_price_not_down_5d__top_40pct,159,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,distance_to_60d_low,volume_up_price_not_down_5d,top_40pct,top_40pct,0.07920792079207928,0.6351986771993207,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),distance_to_60d_low,volume_up_price_not_down_5d,pass
distance_to_60d_low__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,160,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,distance_to_60d_low,volume_up_price_not_down_5d,top_30pct,top_30pct,0.09725645531047285,0.6856292042579251,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct) AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),distance_to_60d_low,volume_up_price_not_down_5d,pass
distance_to_60d_low__top_40pct__AND__amount_ratio_5d_20d__top_40pct,161,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,distance_to_60d_low,amount_ratio_5d_20d,top_40pct,top_40pct,0.07920792079207928,1.0775475116644033,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),distance_to_60d_low,amount_ratio_5d_20d,pass
distance_to_60d_low__top_30pct__AND__amount_ratio_5d_20d__top_30pct,162,two_filter_conjunction,drawdown_exclusion+participation,drawdown_exclusion+participation,distance_to_60d_low,amount_ratio_5d_20d,top_30pct,top_30pct,0.09725645531047285,1.1662107669814483,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct) AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),distance_to_60d_low,amount_ratio_5d_20d,pass
