filter_id,filter_family_id,filter_formula,split_bucket,treated_n,treated_positive_n,treated_winner_rate,control_n,control_positive_n,control_winner_rate,compression_baseline_winner_rate,native_baseline_winner_rate,winner_rate_diff_vs_compression_control,winner_rate_diff_ci_low,winner_rate_diff_ci_high,auc_one_vs_compression_control,rank_ic_within_base_compression,top_decile_lift_within_base_compression,control_match_quality,readout_status,bootstrap_seed,bootstrap_resample_n,bootstrap_valid_replicates,bootstrap_ci_low_quantile,bootstrap_unit,ci_status
stock_vs_board_20d__top_20pct,relative_strength,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_20pct),validation,6813,1085,0.15925436665198883,14357,2086,0.1452949780594832,0.1497874350495985,0.09591074428694929,0.013959388592505645,-0.0055638194725424585,0.03369959167763614,0.5514556075148294,0.06360991058917802,0.0065658951346244665,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_20d__top_20pct,relative_strength,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_20pct),robustness,12279,2342,0.19073214431142602,34474,6827,0.1980333004583164,0.19606585418002995,0.1363712925107569,-0.007301156146890392,-0.022314536820150055,0.0079344283397868,0.5073753213567233,0.010343954967099873,-0.03143040410519565,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_50pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_50pct),train,22257,5417,0.2433841038774318,21102,4561,0.21614065017533884,0.2301252335155331,0.14517929462992518,0.027243453702092968,0.013225853768518975,0.041213141084259206,0.5315174976272204,0.04595526184408362,0.02679358567265877,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_50pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_50pct),validation,11122,1847,0.16606725409099082,10048,1324,0.1317675159235669,0.1497874350495985,0.09591074428694929,0.03429973816742393,0.017302144753888905,0.05178425003326052,0.5433216716251572,0.05355470092798849,0.0051487954652810475,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_50pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_50pct),robustness,25766,5400,0.20957851432119848,21004,3770,0.17948962102456675,0.19606585418002995,0.1363712925107569,0.030088893296631725,0.016768720272374825,0.04376428852339571,0.5279221791688903,0.03840177846140586,0.005131494547787024,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_40pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct),train,17344,4257,0.245445110701107,26015,5721,0.21991158946761483,0.2301252335155331,0.14517929462992518,0.025533521233492174,0.011153536893478777,0.04050687622607288,0.5315174976272204,0.04595526184408362,0.02679358567265877,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_40pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct),validation,9006,1510,0.16766600044414834,12164,1661,0.13655047681683657,0.1497874350495985,0.09591074428694929,0.031115523627311764,0.014062090856896001,0.049107455993414394,0.5433216716251572,0.05355470092798849,0.0051487954652810475,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_40pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct),robustness,20222,4263,0.21081000890119672,26548,4907,0.1848350158204008,0.19606585418002995,0.1363712925107569,0.025974993080795927,0.012557660563852912,0.04010843598120462,0.5279221791688903,0.03840177846140586,0.005131494547787024,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_30pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct),train,13009,3225,0.2479052963333077,30350,6753,0.22250411861614497,0.2301252335155331,0.14517929462992518,0.025401177717162743,0.00906899776313823,0.041267126000811796,0.5315174976272204,0.04595526184408362,0.02679358567265877,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_30pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct),validation,7012,1174,0.16742726754135767,14158,1997,0.1410509959033762,0.1497874350495985,0.09591074428694929,0.02637627163798148,0.007691388539396024,0.04507592684193392,0.5433216716251572,0.05355470092798849,0.0051487954652810475,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_30pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct),robustness,14858,3144,0.21160317673980347,31895,6025,0.1889010816742436,0.19606585418002995,0.1363712925107569,0.02270209506555987,0.008551651921594568,0.03733236411487586,0.5279019711736211,0.03840177846140586,0.005131494547787024,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_20pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_20pct),train,8672,2214,0.25530442804428044,34687,7764,0.22383025340905816,0.2301252335155331,0.14517929462992518,0.031474174635222285,0.01345497722751724,0.048918574975677295,0.5315174976272204,0.04595526184408362,0.02679358567265877,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_20pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_20pct),validation,4769,781,0.16376598867687145,16401,2390,0.1457228217791598,0.1497874350495985,0.09591074428694929,0.018043166897711654,-0.0035769884486120188,0.03821342116135821,0.5433216716251572,0.05355470092798849,0.0051487954652810475,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_20d__top_20pct,relative_strength,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_20pct),robustness,9537,1983,0.20792702107581001,37216,7186,0.1930889939810834,0.19606585418002995,0.1363712925107569,0.014838027094726619,-0.0004028139472385289,0.03159775042503379,0.5279019711736211,0.03840177846140586,0.005131494547787024,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_50pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_50pct),train,21680,5582,0.2574723247232472,21679,4396,0.20277688085243784,0.2301252335155331,0.14517929462992518,0.05469544387080938,0.0400243306492728,0.06920240243662411,0.5524205917708452,0.07643366885731116,0.06346332737007576,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_50pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_50pct),validation,11005,1982,0.1800999545661063,10165,1189,0.11696999508116085,0.1497874350495985,0.09591074428694929,0.06312995948494546,0.04792913299227645,0.07829163513439792,0.5769975675266588,0.09518512409524449,0.036797354747283906,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_50pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_50pct),robustness,24071,5145,0.21374267791117943,22699,4025,0.17732058680999163,0.19606585418002995,0.1363712925107569,0.0364220911011878,0.024246834663534913,0.04867538557729122,0.5367763724216339,0.05057905749580152,0.00812486636732948,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_40pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct),train,17344,4558,0.26279981549815495,26015,5420,0.20834134153373055,0.2301252335155331,0.14517929462992518,0.05445847396442441,0.040011701245173906,0.06851030094647115,0.5524205917708452,0.07643366885731116,0.06346332737007576,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_40pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct),validation,8846,1601,0.18098575627402216,12324,1570,0.12739370334307043,0.1497874350495985,0.09591074428694929,0.053592052930951734,0.037229555778565425,0.06964644362662462,0.5769975675266588,0.09518512409524449,0.036797354747283906,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_40pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct),robustness,19291,4143,0.2147633611528692,27479,5027,0.18293969940681976,0.19606585418002995,0.1363712925107569,0.03182366174604945,0.01899643360176101,0.045173085397320366,0.5367763724216339,0.05057905749580152,0.00812486636732948,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_30pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct),train,13008,3532,0.2715252152521525,30351,6446,0.21238179961121545,0.2301252335155331,0.14517929462992518,0.05914341564093706,0.04254410749542492,0.07452177664903442,0.5524205917708452,0.07643366885731116,0.06346332737007576,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_30pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct),validation,6648,1211,0.18216004813477737,14510,1960,0.13507925568573398,0.1497874350495985,0.09591074428694929,0.047080792449043396,0.02902073807538182,0.06397225004028444,0.576857060138584,0.09518512409524449,0.036797354747283906,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_30pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct),robustness,14223,3035,0.21338676791112987,32530,6134,0.1885644020903781,0.19606585418002995,0.1363712925107569,0.024822365820751757,0.010670599871482401,0.03861464297940107,0.5367305058677505,0.05057905749580152,0.00812486636732948,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_20pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_20pct),train,8672,2467,0.28447878228782286,34687,7511,0.21653645457952547,0.2301252335155331,0.14517929462992518,0.06794232770829739,0.04893974441993595,0.08512844390657069,0.5524205917708452,0.07643366885731116,0.06346332737007576,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_20pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_20pct),validation,4432,840,0.18953068592057762,16726,2331,0.13936386464187492,0.1497874350495985,0.09591074428694929,0.0501668212787027,0.030275097257068843,0.07284475949396314,0.576857060138584,0.09518512409524449,0.036797354747283906,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_vs_sma20__top_20pct,relative_strength,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_20pct),robustness,9069,1892,0.20862278090197375,37684,7277,0.19310582740685703,0.19606585418002995,0.1363712925107569,0.015516953495116725,-0.0008965867551424665,0.031496088559611564,0.5367305058677505,0.05057905749580152,0.00812486636732948,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_50pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_50pct),train,21680,4669,0.215359778597786,21679,5309,0.24489136952811477,0.2301252335155331,0.14517929462992518,-0.029531590930328783,-0.03886810640130313,-0.019175678840916498,0.47736244686634494,-0.033007472468763906,-0.005724864511843064,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_50pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_50pct),validation,12230,2047,0.16737530662305805,8940,1124,0.12572706935123043,0.1497874350495985,0.09591074428694929,0.04164823727182762,0.029768989619370533,0.054579162011963826,0.5591260553754791,0.07309219116010092,0.04435521965044875,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_50pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_50pct),robustness,25806,5141,0.1992172363016353,20964,4029,0.19218660560961648,0.19606585418002995,0.1363712925107569,0.007030630692018813,-0.0025114520712665547,0.016500833834505294,0.5045193957516416,0.006215587957576909,-0.01282873636946763,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_40pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_40pct),train,17344,3751,0.21627075645756458,26015,6227,0.23936190659235057,0.2301252335155331,0.14517929462992518,-0.023091150134785993,-0.03356596283675218,-0.011472146347967772,0.47736244686634494,-0.033007472468763906,-0.005724864511843064,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_40pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_40pct),validation,9943,1709,0.17187971437191996,11227,1462,0.13022178676405094,0.1497874350495985,0.09591074428694929,0.041657927607869016,0.028972501374477933,0.054679811830804254,0.5591260553754791,0.07309219116010092,0.04435521965044875,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_40pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_40pct),robustness,21406,4227,0.197467999626273,25364,4943,0.19488251064500867,0.19606585418002995,0.1363712925107569,0.0025854889812643445,-0.007077214434796521,0.01201114127047289,0.5045193957516416,0.006215587957576909,-0.01282873636946763,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_30pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_30pct),train,13008,2812,0.21617466174661745,30351,7166,0.23610424697703536,0.2301252335155331,0.14517929462992518,-0.019929585230417907,-0.031156251201105236,-0.007714550680292986,0.47736244686634494,-0.033007472468763906,-0.005724864511843064,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_30pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_30pct),validation,7435,1338,0.17995965030262273,13735,1833,0.13345467783036039,0.1497874350495985,0.09591074428694929,0.046504972472262346,0.032866633408345274,0.05967708689520569,0.5591260553754791,0.07309219116010092,0.04435521965044875,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_30pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_30pct),robustness,16590,3221,0.19415310427968654,30180,5949,0.19711729622266402,0.19606585418002995,0.1363712925107569,-0.002964191942977479,-0.012606317179414088,0.007438914449495591,0.5045193957516416,0.006215587957576909,-0.01282873636946763,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_20pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_20pct),train,8672,1913,0.2205950184501845,34687,8065,0.23250785596909504,0.2301252335155331,0.14517929462992518,-0.011912837518910535,-0.024930645041788543,0.0012611386874779673,0.47736244686634494,-0.033007472468763906,-0.005724864511843064,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_20pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_20pct),validation,4883,936,0.19168543927913168,16287,2235,0.13722600847301528,0.1497874350495985,0.09591074428694929,0.0544594308061164,0.03839870129965371,0.07068855173937459,0.5591260553754791,0.07309219116010092,0.04435521965044875,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
stock_vs_board_5d__top_20pct,relative_strength,base_compression_state AND stock_vs_board_5d_bullish_score >= train_threshold(top_20pct),robustness,11552,2174,0.18819252077562326,35218,6996,0.19864841842239764,0.19606585418002995,0.1363712925107569,-0.010455897646774376,-0.02180331570763299,0.0002270089316091842,0.5045193957516416,0.006215587957576909,-0.01282873636946763,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_50pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_50pct),train,21680,5557,0.25631918819188193,21679,4421,0.20393007057521104,0.2301252335155331,0.14517929462992518,0.052389117616670894,0.041795096069600635,0.06375297192014033,0.5526837812547419,0.07681846657474989,0.07153528308963297,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_50pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_50pct),validation,10836,1920,0.17718715393134,10334,1251,0.12105670601896652,0.1497874350495985,0.09591074428694929,0.05613044791237347,0.04481967355713249,0.0692011344354659,0.5740744926279149,0.09157232219045129,0.0382144544166273,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_50pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_50pct),robustness,23289,4903,0.21052857572244407,23481,4267,0.1817213917635535,0.19606585418002995,0.1363712925107569,0.028807183958890564,0.019709598249185986,0.038084401910668,0.5263997627555164,0.03630807024621808,0.009621552277100681,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_40pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_40pct),train,17344,4599,0.26516374538745385,26015,5379,0.20676532769556025,0.2301252335155331,0.14517929462992518,0.058398417691893606,0.046732689660554154,0.07015139452770512,0.5526837812547419,0.07681846657474989,0.07153528308963297,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_40pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_40pct),validation,8458,1574,0.18609600378340033,12712,1597,0.12562932662051604,0.1497874350495985,0.09591074428694929,0.060466677162884286,0.04864779489012943,0.07352075540872495,0.5740744926279149,0.09157232219045129,0.0382144544166273,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_40pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_40pct),robustness,18176,3837,0.2111025528169014,28594,5333,0.18650765894942994,0.19606585418002995,0.1363712925107569,0.024594893867471462,0.01486643394078463,0.03402800376777781,0.5263997627555164,0.03630807024621808,0.009621552277100681,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_30pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_30pct),train,13009,3552,0.27304174033361517,30350,6426,0.21172981878088962,0.2301252335155331,0.14517929462992518,0.06131192155272555,0.04828288095656114,0.0740705707720388,0.5526837812547419,0.07681846657474989,0.07153528308963297,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_30pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_30pct),validation,6069,1148,0.18915801614763553,15101,2023,0.13396463810343687,0.1497874350495985,0.09591074428694929,0.05519337804419866,0.04119462466541747,0.06908591058375763,0.5740744926279149,0.09157232219045129,0.0382144544166273,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_30pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_30pct),robustness,13057,2700,0.20678563222792373,33696,6469,0.1919812440645774,0.19606585418002995,0.1363712925107569,0.014804388163346338,0.004678634483774611,0.025387158829669812,0.5263522814650082,0.03630807024621808,0.009621552277100681,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_20pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_20pct),train,8672,2463,0.28401752767527677,34672,7512,0.21665897554222427,0.2301252335155331,0.14517929462992518,0.0673585521330525,0.051804024653424305,0.0823485400060675,0.5527247949956704,0.07681846657474989,0.07153528308963297,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_20pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_20pct),validation,3899,747,0.19158758656065658,17259,2424,0.14044846167217104,0.1497874350495985,0.09591074428694929,0.05113912488848554,0.03392694278714208,0.06840462404819314,0.573941941004135,0.09157232219045129,0.0382144544166273,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_5d__top_20pct,relative_strength,base_compression_state AND ret_5d_bullish_score >= train_threshold(top_20pct),robustness,8260,1656,0.20048426150121065,38493,7513,0.19517834411451432,0.19606585418002995,0.1363712925107569,0.005305917386696335,-0.005907108371753712,0.017316385978099688,0.5263522814650082,0.03630807024621808,0.009621552277100681,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_50pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_50pct),train,21680,5511,0.25419741697416975,21679,4467,0.2060519396651137,0.2301252335155331,0.14517929462992518,0.04814547730905605,0.033328693579017445,0.06258750014696994,0.5501634226495679,0.0731425659054846,0.07222716500845217,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_50pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_50pct),validation,11047,1943,0.17588485561690956,10123,1228,0.12130791267410847,0.1497874350495985,0.09591074428694929,0.05457694294280109,0.03933364009974184,0.0701415436453553,0.5715701399648521,0.08847570454079685,0.0500236183278224,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_50pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_50pct),robustness,23962,5107,0.21312912110842167,22808,4063,0.17813924938618028,0.19606585418002995,0.1363712925107569,0.034989871722241384,0.02199224156901225,0.04766545527997341,0.5354395070071232,0.04874045861112998,0.007911054094505016,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_40pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_40pct),train,17344,4492,0.25899446494464945,26015,5486,0.21087833941956563,0.2301252335155331,0.14517929462992518,0.04811612552508382,0.03287958167265607,0.06274120664695657,0.5501634226495679,0.0731425659054846,0.07222716500845217,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_40pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_40pct),validation,9104,1632,0.17926186291739896,12066,1539,0.12754848334162108,0.1497874350495985,0.09591074428694929,0.051713379575777874,0.03555307840505355,0.06916464358347477,0.5715701399648521,0.08847570454079685,0.0500236183278224,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_40pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_40pct),robustness,19407,4192,0.2160045344463338,27363,4978,0.18192449658297702,0.19606585418002995,0.1363712925107569,0.03408003786335678,0.02043596592261525,0.04705298509367595,0.5354395070071232,0.04874045861112998,0.007911054094505016,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_30pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_30pct),train,13009,3458,0.2658159735567684,30350,6520,0.21482701812191105,0.2301252335155331,0.14517929462992518,0.05098895543485735,0.035385502421008276,0.06627911080526237,0.5501634226495679,0.0731425659054846,0.07222716500845217,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_30pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_30pct),validation,6980,1282,0.1836676217765043,14190,1889,0.13312191684284708,0.1497874350495985,0.09591074428694929,0.05054570493365723,0.03309588599775704,0.06907567100272409,0.5715701399648521,0.08847570454079685,0.0500236183278224,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
close_position_20d__top_30pct,range_position,base_compression_state AND close_position_20d_bullish_score >= train_threshold(top_30pct),robustness,14662,3111,0.21218114854726505,32108,6059,0.18870686433287653,0.19606585418002995,0.1363712925107569,0.02347428421438852,0.010486806985300702,0.03630938084349117,0.5354395070071232,0.04874045861112998,0.007911054094505016,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
