decision_state,next_allowed_requirement,input_gate_status,upstream_13a_lineage_gate_status,label_lineage_gate_status,cost_buffer_lineage_gate_status,base_compression_gate_status,candidate_grid_gate_status,winner_uplift_gate_status,direction_readout_gate_status,control_quality_gate_status,badside_utility_gate_status,morphology_gate_status,morphology_independent_evidence_gate_status,stability_gate_status,search_control_gate_status,deployability_gate_status,selected_filter_id,selected_filter_family_id,selected_filter_formula,selected_filter_candidate_ordinal,selected_filter_train_score_rank,selected_filter_control_match_quality,selected_filter_morphology_flag,sequence_mining_authorized,scope_boundary,decision_reason
13A2_no_directional_filter_survives_stop_event_mining,none,pass,pass,pass,pass,pass,pass,fail,fail,not_applicable_no_selected_filter,fail,not_applicable_no_selected_filter,not_applicable_no_selected_filter,not_applicable_no_selected_filter,not_applicable_no_selected_filter,not_applicable_no_selected_filter,,,,,,,,False,failure_only_rejects_compression_conditional_directional_route_not_full_episode_13,no_train_candidate_satisfies_directional_selection_gate
