filter_id,split_bucket,treated_n,control_n,coarsening_level,effective_control_ratio,matched_block_n,unmatched_treated_n,max_standardized_diff_after_match,control_match_quality,match_status,excluded_match_decile_ids,included_match_decile_ids,compression_severity_decile_used,liquidity_decile_used
max_drawdown_20d__top_20pct,train,8672,34687,level_3,3.9998846863468636,24,0,1.2703138356783903,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_20d__top_20pct,validation,5190,15980,level_3,3.0789980732177264,16,0,1.47204407381461,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_20d__top_20pct,robustness,10935,35835,level_3,3.2770919067215365,16,0,1.3014029431813834,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_50pct,train,21681,21678,level_3,0.9998616299986163,24,0,0.5735974582994345,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_50pct,validation,14202,6968,level_3,0.490635121813829,16,0,0.6567043516448239,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_50pct,robustness,31385,15385,level_3,0.49020232595188784,16,0,0.5245460347227575,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,0.5861330688846211,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_40pct,validation,12109,9061,level_3,0.7482863985465357,16,0,0.6128066344964365,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_40pct,robustness,27616,19154,level_3,0.6935834298957126,16,0,0.5366695173313089,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_30pct,train,13008,30351,level_3,2.3332564575645756,24,0,0.6040867036922013,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_30pct,validation,9475,11695,level_3,1.2343007915567283,16,0,0.5627218716056409,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_30pct,robustness,23138,23632,level_3,1.0213501599101047,16,0,0.551629416181766,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_20pct,train,8672,34593,level_3,3.9890452029520294,23,0,0.642345865257742,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_20pct,validation,6439,14731,level_3,2.2877776052182015,16,0,0.523431059575128,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_60d__top_20pct,robustness,17823,28947,level_3,1.6241373506143746,16,0,0.5552524401226188,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,1.2277310598602253,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_50pct,validation,13649,7521,level_3,0.5510293794417174,16,0,1.0307447956859073,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_50pct,robustness,30566,16204,level_3,0.5301315186808873,16,0,1.0153764907800666,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_40pct,train,17348,26011,level_3,1.4993659211436476,24,0,1.1232032368453504,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_40pct,validation,11524,9646,level_3,0.8370357514751823,16,0,0.8475602124785346,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_40pct,robustness,26837,19933,level_3,0.7427432276334911,16,0,0.9068858474803317,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_30pct,train,13008,30351,level_3,2.3332564575645756,24,0,1.0512115649604206,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_30pct,validation,9020,12150,level_3,1.3470066518847006,16,0,0.746749323871229,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_30pct,robustness,22510,24260,level_3,1.0777432252332297,16,0,0.8205118403061517,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_20pct,train,8673,34686,level_3,3.9993081978554135,24,0,0.9875933953021913,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_20pct,validation,6225,14945,level_3,2.4008032128514056,16,0,0.6894106213267599,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
distance_to_60d_low__top_20pct,robustness,17340,29430,level_3,1.6972318339100345,16,0,0.7689384345766287,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_50pct,train,21686,21673,level_3,0.9994005349073135,24,0,0.5458079901526092,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_50pct,validation,11208,9950,level_3,0.8877587437544611,15,0,0.6130011733704158,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_50pct,robustness,27253,19517,level_3,0.7161413422375519,16,0,0.39180292269999656,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_40pct,train,17345,25999,level_3,1.4989334102046699,23,0,0.5340004274230384,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_40pct,validation,9090,12068,level_3,1.3276127612761277,15,0,0.5881719618915003,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_40pct,robustness,23214,23556,level_3,1.0147324890152494,16,0,0.36084671654594463,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_30pct,train,13010,30334,level_3,2.3315910837817064,23,0,0.5159407307926828,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_30pct,validation,6777,14381,level_3,2.1220303969307954,15,0,0.6244233757580763,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_30pct,robustness,19184,27569,level_3,1.437082985821518,15,0,0.3744083019159189,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_20pct,train,8673,34671,level_3,3.997578692493947,23,0,0.5207812867035,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_20pct,validation,4662,16496,level_3,3.5383955383955383,15,0,0.6899166531915911,insufficient_control,fail,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
max_drawdown_60d__top_20pct,robustness,14382,31577,level_2,2.1955917118620496,44,2,0.35500585203386986,coarsened_caveat,pass,max_drawdown_20d_directional_decile;ret_60d_directional_decile;distance_to_60d_low_directional_decile;max_drawdown_60d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,0.7547725533650598,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_50pct,validation,9517,11653,level_3,1.2244404749395819,16,0,0.5939077690055378,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_50pct,robustness,21709,25061,level_3,1.1544060067253212,16,0,0.4458147334774912,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,0.7614472111643447,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_40pct,validation,7439,13731,level_3,1.8458126092216696,16,0,0.6173551288884183,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_40pct,robustness,17003,29767,level_3,1.7506910545197907,16,0,0.44747793709719375,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_30pct,train,13008,30351,level_3,2.3332564575645756,24,0,0.7756518991108932,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_30pct,validation,5434,15736,level_3,2.895841001104159,16,0,0.6378782736610876,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_30pct,robustness,12313,34447,level_2,2.7976122797043774,58,6,0.4580825857934289,coarsened_caveat,pass,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_20pct,train,8672,34687,level_3,3.9998846863468636,24,0,0.8014615852376223,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_20pct,validation,3497,17673,level_3,5.053760366028024,16,0,0.6774363994031034,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
turnover_zscore_20d__top_20pct,robustness,7953,38791,level_2,4.8775304916383755,57,4,0.48270494918086754,coarsened_caveat,pass,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,1.1230858398699692,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_50pct,validation,10313,10857,level_3,1.052748957626297,16,0,1.075907182876293,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_50pct,robustness,21955,24815,level_3,1.1302664541106808,16,0,1.1653324068417996,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,1.1598200040689546,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_40pct,validation,8182,12988,level_3,1.5873869469567343,16,0,1.1091235714826413,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_40pct,robustness,16884,29886,level_3,1.7700781805259418,16,0,1.1952750076254206,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_30pct,train,13008,30351,level_3,2.3332564575645756,24,0,1.1555435202269972,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_30pct,validation,6087,15071,level_3,2.4759323147691803,15,0,1.1367561829521218,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_30pct,robustness,12124,34646,level_3,2.8576377433190365,16,0,1.2028462949778682,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_20pct,train,8672,34687,level_3,3.9998846863468636,24,0,1.1341088535669022,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_20pct,validation,4044,17114,level_3,4.231948565776459,15,0,1.150290390963934,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
volume_up_price_not_down_5d__top_20pct,robustness,7955,38815,level_3,4.879321181646763,16,0,1.1839614181227043,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
amount_ratio_5d_20d__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,1.0049972160040364,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
amount_ratio_5d_20d__top_50pct,validation,9391,11779,level_3,1.2542860185283782,16,0,0.8481792551567334,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
amount_ratio_5d_20d__top_50pct,robustness,21641,25129,level_3,1.161175546416524,16,0,0.5963199545868378,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
amount_ratio_5d_20d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,1.0033869186698494,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
amount_ratio_5d_20d__top_40pct,validation,7191,13979,level_3,1.9439577249339453,16,0,0.8904142102963671,insufficient_control,fail,turnover_zscore_20d_directional_decile;volume_up_price_not_down_5d_directional_decile;amount_ratio_5d_20d_directional_decile;up_day_volume_share_20d_directional_decile;money_median_5d_vs_20d_directional_decile,stock_vs_board_20d_directional_decile;close_position_20d_directional_decile;max_drawdown_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
