pool_id,rejector_id,rejector_family,label_policy,workpoint_allowed_for_decision_gate,reject_score_direction,chosen_reject_fraction,chosen_reject_fraction_source,fit_split,selection_split,eval_split,train_cv_retained_event_n,train_cv_retained_precision,train_cv_candidate_gate_pass,retained_event_n,retained_precision,retained_bad_side_rate,pool_bad_side_rate,bad_side_reduction_abs,bad_side_reduction_rel,precision_delta_vs_pool,retained_episode_recall_low_to_high,retained_precision_minus_c0_baseline,train_class_sufficiency_gate_pass,workpoint_meets_supported,workpoint_meets_partial,workpoint_status
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1090.0,0.09541284403669725,True,683,0.12884333821376281,0.2562225475841874,0.31167690956979804,0.055454361985610656,0.17792258676510012,0.018219984394623218,0.36464088397790057,0.04942715448334861,True,False,False,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,0.3,train_internal_cv,train,train_internal_cv,robustness,1272.0,0.08490566037735849,True,797,0.10664993726474278,0.2107904642409034,0.31167690956979804,0.10088644532889465,0.32368918656228457,-0.003973416554396814,0.34806629834254144,0.02723375353432858,True,False,False,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1090.0,0.0926605504587156,True,683,0.12445095168374817,0.26061493411420206,0.31167690956979804,0.05106197545559599,0.1638298311096446,0.013827597864608576,0.36464088397790057,0.04503476795333397,True,False,False,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,0.2,train_internal_cv,train,train_internal_cv,robustness,1454.0,0.08459422283356259,True,911,0.10757409440175632,0.24039517014270034,0.31167690956979804,0.0712817394270977,0.22870394706327968,-0.0030492594173832793,0.39779005524861877,0.028157910671342115,True,False,False,ok
density_only_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_clean_winner,True,higher_is_worse,0.05,train_internal_cv,train,train_internal_cv,robustness,,,False,1082,0.11090573012939002,0.3142329020332717,0.31167690956979804,-0.0025559924634736553,-0.008200775819426742,0.0002823763102504234,0.4972375690607735,0.03148954639897582,True,False,False,ok
density_only_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.05,train_internal_cv,train,train_internal_cv,robustness,,,False,1082,0.11090573012939002,0.29390018484288355,0.31167690956979804,0.017776724726914495,0.057035744968889045,0.0002823763102504234,0.4972375690607735,0.03148954639897582,True,False,False,ok
density_only_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_clean_winner,True,higher_is_worse,0.05,train_internal_cv,train,train_internal_cv,robustness,,,False,1082,0.11645101663585952,0.2957486136783734,0.31167690956979804,0.015928295891424638,0.051105152169951165,0.005827662816719925,0.5082872928176796,0.03703483290544532,True,False,False,ok
density_only_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_all_non_bad,False,higher_is_worse,0.05,train_internal_cv,train,train_internal_cv,robustness,,,False,1082,0.11367837338262476,0.28835489833641403,0.31167690956979804,0.02332201123338401,0.0748275233657025,0.0030550195634851673,0.5027624309392266,0.03426218965221056,True,False,False,ok
density_only_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_clean_winner,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1090.0,0.09174311926605505,True,683,0.11566617862371889,0.26207906295754024,0.31167690956979804,0.0495978466122578,0.15913224589115954,0.005042824804579293,0.34806629834254144,0.03624999489330469,True,False,False,ok
density_only_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.3,train_internal_cv,train,train_internal_cv,robustness,1272.0,0.08647798742138364,True,797,0.1053952321204517,0.1932245922208281,0.31167690956979804,0.11845231734896994,0.3800484210154275,-0.0052281216986879014,0.3314917127071823,0.025979048390037493,True,False,False,ok
freshness_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.11969111969111969,True,607,0.12355848434925865,0.20757825370675453,0.2826086956521739,0.07503044194541936,0.26549233303763775,0.02079168593028631,0.3149171270718232,0.04414230061884444,True,False,False,ok
freshness_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.09073359073359073,True,607,0.11696869851729819,0.20098846787479407,0.2826086956521739,0.08162022777737982,0.2888100367507286,0.014201900098325851,0.30386740331491713,0.037552514786883984,True,False,False,ok
freshness_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.12162162162162163,True,607,0.12520593080724876,0.214168039538715,0.2826086956521739,0.0684406561134589,0.2421746293245469,0.022439132388276425,0.3149171270718232,0.04578974707683456,True,False,False,ok
freshness_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.09073359073359073,True,607,0.11202635914332784,0.20098846787479407,0.2826086956521739,0.08162022777737982,0.2888100367507286,0.009259560724355506,0.2983425414364641,0.03261017541291364,True,False,False,ok
freshness_only_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_clean_winner,True,higher_is_worse,0.2,train_internal_cv,train,train_internal_cv,robustness,1382.0,0.09913169319826338,True,809,0.10506798516687268,0.2892459826946848,0.2826086956521739,-0.006637287042510931,-0.023485784919654064,0.0023011867479003495,0.3812154696132597,0.025651801436458482,True,False,False,ok
freshness_only_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.10038610038610038,True,607,0.11696869851729819,0.2042833607907743,0.2826086956521739,0.07832533486139959,0.27715118489418317,0.014201900098325851,0.30939226519337015,0.037552514786883984,True,False,False,ok
freshness_only_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.10038610038610038,True,607,0.11696869851729819,0.21087314662273476,0.2826086956521739,0.07173554902943913,0.25383348118109234,0.014201900098325851,0.32044198895027626,0.037552514786883984,True,False,False,ok
freshness_only_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_all_non_bad,False,higher_is_worse,0.2,train_internal_cv,train,train_internal_cv,robustness,1382.0,0.08972503617945007,True,809,0.10630407911001236,0.22867737948084055,0.2826086956521739,0.05393131617133334,0.19083388799087184,0.0035372806910400206,0.3701657458563536,0.026887895379598153,True,False,False,ok
freshness_only_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_clean_winner,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.12451737451737452,True,607,0.1186161449752883,0.25370675453047775,0.2826086956521739,0.02890194112169614,0.10226840704600174,0.015849346556315966,0.3425414364640884,0.0391999612448741,True,False,False,ok
freshness_only_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1036.0,0.0888030888030888,True,607,0.10214168039538715,0.1828665568369028,0.2826086956521739,0.09974213881527108,0.35293372196172845,-0.0006251180235851833,0.27624309392265195,0.02272549666497295,True,False,False,ok
r_core_interaction_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.11694747274529237,True,593,0.12310286677908938,0.28499156829679595,0.3063700707785642,0.021378502481768258,0.069779996549402,0.020979509852901312,0.32044198895027626,0.04368668304867518,True,False,False,ok
r_core_interaction_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.08919722497522299,True,593,0.09949409780775717,0.224283305227656,0.3063700707785642,0.08208676555090821,0.26793337006550566,-0.002629259118430899,0.27071823204419887,0.020077914077342968,True,False,False,ok
r_core_interaction_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.12091179385530228,True,593,0.12478920741989882,0.2900505902192243,0.3063700707785642,0.016319480559339905,0.053267215423059955,0.022665850493710754,0.32044198895027626,0.04537302368948462,True,False,False,ok
r_core_interaction_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.09217046580773043,True,593,0.09780775716694773,0.22596964586846544,0.3063700707785642,0.08040042491009877,0.2624291096900584,-0.0043155997592403406,0.26519337016574585,0.018391573436533526,True,False,False,ok
r_core_interaction_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.11694747274529237,True,593,0.10792580101180438,0.28330522765598654,0.3063700707785642,0.023064843122577672,0.07528425692484923,0.0058024440856163095,0.287292817679558,0.028509617281390176,True,False,False,ok
r_core_interaction_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.09217046580773043,True,593,0.10792580101180438,0.21079258010118043,0.3063700707785642,0.09557749067738378,0.31196745306908436,0.0058024440856163095,0.2983425414364641,0.028509617281390176,True,False,False,ok
r_core_interaction_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.10307234886025768,True,593,0.11298482293423272,0.21922428330522767,0.3063700707785642,0.08714578747333654,0.28444615119184763,0.010861466008044648,0.2983425414364641,0.033568639203818515,True,False,False,ok
r_core_interaction_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.08424182358771061,True,593,0.10118043844856661,0.1973018549747049,0.3063700707785642,0.10906821580385931,0.3560015360726629,-0.0009429184776214572,0.27071823204419887,0.02176425471815241,True,False,False,ok
r_core_interaction_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_clean_winner,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.12289395441030723,True,593,0.10286677908937605,0.26981450252951095,0.3063700707785642,0.03655556824905326,0.11931833992842797,0.0007434221631879845,0.281767955801105,0.02345059535896185,True,False,False,ok
r_core_interaction_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1009.0,0.09613478691774034,True,593,0.09443507588532883,0.18381112984822934,0.3063700707785642,0.12255894093033487,0.4000356190762415,-0.007688281040859238,0.24861878453038674,0.015018892154914629,True,False,False,ok
shallow_tree_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.1696078431372549,True,921,0.11074918566775244,0.3550488599348534,0.4058631921824104,0.05081433224755699,0.12520064205457462,-0.00781758957654724,0.4088397790055249,0.031333001937338234,True,False,False,ok
shallow_tree_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.18529411764705883,True,921,0.12160694896851248,0.33876221498371334,0.4058631921824104,0.06710097719869706,0.1653290529695024,0.003040173724212808,0.430939226519337,0.04219076523809828,True,False,False,ok
shallow_tree_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.1676470588235294,True,921,0.10423452768729642,0.36047774158523344,0.4058631921824104,0.04538545059717697,0.11182450508293203,-0.014332247557003255,0.39226519337016574,0.02481834395688222,True,False,False,ok
shallow_tree_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.18235294117647058,True,921,0.12160694896851248,0.3355048859934853,0.4058631921824104,0.07035830618892508,0.17335473515248798,0.003040173724212808,0.430939226519337,0.04219076523809828,True,False,False,ok
