decision,decision_state,decision_reason,primary_decision_pool_id,primary_rejector_id,workpoint_label_policy,workpoint_reject_score_direction,workpoint_chosen_reject_fraction_source,workpoint_fit_split,workpoint_selection_split,workpoint_eval_split,workpoint_train_cv_retained_event_n,workpoint_train_cv_retained_precision,workpoint_train_cv_candidate_gate_pass,input_gate_pass,upstream_12a4_gate_pass,event_feature_join_gate_pass,feature_dictionary_parity_gate_pass,bucket_reconstruction_gate_pass,primary_pool_is_fallback,fallback_from_pool_id,fallback_to_pool_id,fallback_from_pool_bad_side_rate,fallback_to_pool_bad_side_rate,composition_actionable,dominant_component,separable,clean_winner_n,clean_winner_sufficient,best_lowcapacity_auc,best_lowcapacity_auc_ci_low,workpoint_reject_fraction,workpoint_retained_precision,workpoint_retained_bad_side_rate,workpoint_bad_side_reduction_abs,workpoint_precision_delta_vs_pool,workpoint_retained_episode_recall,workpoint_allowed_for_decision_gate,c0_risk_on_robustness_baseline_precision,supported_gate_pass,partial_gate_pass,threshold_freeze_gate_pass,train_class_sufficiency_gate_pass,feature_pit_gate_pass,label_completeness_gate_pass,recommended_next_requirement,block_reason
12A5A_no_decoupling_stop_keep_feature_source,12A5A_no_decoupling_stop_keep_feature_source,bad-side and precision are not sufficiently decoupled in current PIT feature space,density_only_top20,logistic_regression_l2,bad_side_vs_clean_winner,higher_is_worse,train_internal_cv,train,train_internal_cv,robustness,1090.0,0.09541284403669725,True,True,True,True,True,True,True,shallow_tree_top20,density_only_top20,0.4058631921824104,0.31167690956979804,True,overlap_dominant,False,49,True,0.5682379994251221,0.4947574249398231,0.4,0.12884333821376281,0.2562225475841874,0.055454361985610656,0.018219984394623218,0.36464088397790057,True,0.0794161837304142,False,False,True,True,True,True,stop_state_change_as_timing_signal_keep_feature_source,
