pool_id,rejector_id,rejector_family,label_policy,allowed_for_decision_gate,reject_score_direction,split,reject_fraction,retained_event_n,retained_inside_n,retained_precision,retained_bad_side_rate,retained_fast_fail_rate,retained_false_repair_rate,retained_episode_recall_low_to_high,retained_winner_120_rate,bad_side_reduction_vs_pool,precision_delta_vs_pool,episode_recall_delta_vs_pool,retained_precision_vs_c0_baseline_ratio,frontier_status
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.05,563,10,0.017761989342806393,0.3747779751332149,0.25754884547069273,0.35346358792184723,0.3181818181818182,0.05150976909413854,-0.0020966935143278964,0.0008985829347119591,0.0,0.8885125366599198,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.1,533,10,0.01876172607879925,0.3808630393996248,0.2570356472795497,0.3602251407129456,0.3181818181818182,0.04690431519699812,-0.008181757780737764,0.001898319670704817,0.0,0.9385226231510974,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.15,504,10,0.01984126984126984,0.373015873015873,0.24603174603174602,0.35119047619047616,0.3181818181818182,0.047619047619047616,-0.0003345913969859948,0.002977863433175406,0.0,0.9925249169435215,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.2,474,10,0.02109704641350211,0.37130801687763715,0.24261603375527427,0.34810126582278483,0.3181818181818182,0.04852320675105485,0.00137326474124988,0.004233640005407675,0.0,1.055342949661466,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.3,415,8,0.01927710843373494,0.3614457831325301,0.2289156626506024,0.3421686746987952,0.2727272727272727,0.04578313253012048,0.01123549848635691,0.0024137020256405073,-0.04545454545454547,0.9643037265340432,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.4,355,6,0.016901408450704224,0.36619718309859156,0.23661971830985915,0.3464788732394366,0.18181818181818182,0.04788732394366197,0.006484098520295467,3.800204260978948e-05,-0.13636363636363635,0.8454634785456926,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.05,1082,125,0.11552680221811461,0.30129390018484287,0.22735674676524953,0.2643253234750462,0.5082872928176796,0.21534195933456562,0.010383009384955177,0.0049034483989750105,0.0,1.4547010041464765,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.1,1025,120,0.11707317073170732,0.29365853658536584,0.21853658536585366,0.255609756097561,0.4972375690607735,0.2126829268292683,0.018018372984432207,0.006449816912567727,-0.011049723756906105,1.4741727092946615,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.15,968,112,0.11570247933884298,0.2882231404958678,0.21487603305785125,0.25,0.4696132596685083,0.20867768595041322,0.023453769073930264,0.005079125519703381,-0.03867403314917128,1.456913111458567,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.2,911,107,0.11745334796926454,0.28210757409440174,0.21185510428100987,0.24478594950603733,0.4530386740331492,0.2074643249176729,0.029569335475396308,0.006829994150124946,-0.05524861878453041,1.4789598599697402,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.3,797,95,0.1191969887076537,0.2710163111668758,0.205771643663739,0.23212045169385195,0.40331491712707185,0.20702634880803011,0.04066059840292224,0.008573634888514106,-0.10497237569060774,1.500915595645835,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.4,683,88,0.12884333821376281,0.2562225475841874,0.18887262079062958,0.21815519765739386,0.36464088397790057,0.20937042459736457,0.055454361985610656,0.018219984394623218,-0.14364640883977903,1.6223813857781657,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.05,3372,279,0.08274021352313167,0.35201660735468565,0.26334519572953735,0.3193950177935943,0.4883177570093458,0.1776393831553974,0.02178620954672278,0.0024585233822865954,-0.007009345794392496,1.2319732482513197,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.1,3195,263,0.08231611893583725,0.3377151799687011,0.25039123630672927,0.3051643192488263,0.4696261682242991,0.17214397496087636,0.036087636932707334,0.002034428794992174,-0.025700934579439227,1.2256586260860185,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.15,3017,247,0.08186940669539278,0.31720251905866753,0.2333443818362612,0.2853828306264501,0.4439252336448598,0.1687106397083195,0.0566002978427409,0.0015877165545477023,-0.05140186915887851,1.219007234864504,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.2,2840,227,0.07992957746478874,0.303169014084507,0.22007042253521128,0.27147887323943665,0.411214953271028,0.1686619718309859,0.0706338028169014,-0.00035211267605633756,-0.08411214953271029,1.190123846527441,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.3,2485,194,0.07806841046277666,0.28088531187122734,0.19879275653923542,0.25191146881287724,0.3691588785046729,0.16378269617706237,0.09291750503018109,-0.0022132796780684194,-0.12616822429906543,1.162411711649206,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.4,2130,165,0.07746478873239436,0.2615023474178404,0.1835680751173709,0.231924882629108,0.32009345794392524,0.15774647887323945,0.11230046948356803,-0.0028169014084507144,-0.17523364485981308,1.153423992229238,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.05,1727,146,0.08453966415749856,0.39490445859872614,0.3039953676896352,0.3595830920671685,0.49333333333333335,0.19629415170816444,0.018186850532186938,0.002581468337916601,-0.00888888888888889,1.1660013812287553,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.1,1636,141,0.08618581907090464,0.38325183374083127,0.29584352078239606,0.3471882640586797,0.49333333333333335,0.19376528117359412,0.029839475390081804,0.004227623251322685,-0.00888888888888889,1.1887057404413977,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.15,1545,131,0.08478964401294499,0.3663430420711974,0.2796116504854369,0.3307443365695793,0.4577777777777778,0.1928802588996764,0.04674826705971569,0.002831448193363034,-0.04444444444444445,1.169449193088841,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.2,1454,123,0.08459422283356259,0.36176066024759285,0.2730398899587345,0.328060522696011,0.44,0.19257221458046767,0.05133064888332023,0.002636027013980635,-0.062222222222222234,1.1667538740649008,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.3,1272,108,0.08490566037735849,0.3419811320754717,0.25471698113207547,0.31053459119496857,0.39111111111111113,0.19103773584905662,0.07111017705544137,0.00294746455777653,-0.1111111111111111,1.1710493324139661,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.4,1090,89,0.081651376146789,0.3220183486238532,0.23761467889908258,0.2889908256880734,0.3466666666666667,0.1834862385321101,0.09107296050705987,-0.0003068196727929601,-0.15555555555555556,1.126165076655796,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.05,563,10,0.017761989342806393,0.35879218472468916,0.24156305506216696,0.33747779751332146,0.3181818181818182,0.05150976909413854,0.013889096894197872,0.0008985829347119591,0.0,0.8885125366599198,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.1,533,9,0.016885553470919325,0.34709193245778613,0.22889305816135083,0.32645403377110693,0.2727272727272727,0.04878048780487805,0.025589349161100894,2.214706282489126e-05,-0.04545454545454547,0.8446703608359876,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.15,504,9,0.017857142857142856,0.3353174603174603,0.22420634920634921,0.3134920634920635,0.2727272727272727,0.0496031746031746,0.037363821301426736,0.000993736449048422,-0.04545454545454547,0.8932724252491693,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.2,474,9,0.0189873417721519,0.33122362869198313,0.22362869198312235,0.31223628691983124,0.2727272727272727,0.05063291139240506,0.0414576529269039,0.002123935364057465,-0.04545454545454547,0.9498086546953194,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.3,415,6,0.014457831325301205,0.3156626506024096,0.20722891566265061,0.29397590361445786,0.2727272727272727,0.04096385542168675,0.05701863101647742,-0.002405575082793229,-0.04545454545454547,0.7232277949005324,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.4,355,5,0.014084507042253521,0.28732394366197184,0.18028169014084508,0.2647887323943662,0.22727272727272727,0.04788732394366197,0.08535733795691519,-0.0027788993658409127,-0.09090909090909091,0.7045528987880773,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,robustness,0.05,1082,122,0.11275415896487985,0.28927911275415896,0.2134935304990758,0.2532347504621072,0.4972375690607735,0.2088724584103512,0.02239779681563908,0.0021308051457402527,-0.011049723756906105,1.419788180046961,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,robustness,0.1,1025,112,0.10926829268292683,0.26926829268292685,0.19707317073170733,0.23219512195121952,0.4585635359116022,0.2029268292682927,0.0424086168868712,-0.001355061136212768,-0.04972375690607739,1.3758945286750173,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,robustness,0.15,968,106,0.10950413223140495,0.25516528925619836,0.1859504132231405,0.2190082644628099,0.430939226519337,0.20144628099173553,0.056511620313599686,-0.0011192215877346423,-0.07734806629834257,1.3788641947732865,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,robustness,0.2,911,99,0.10867178924259056,0.2414928649835346,0.17233809001097694,0.2052689352360044,0.40331491712707185,0.1964873765093304,0.07018404458626346,-0.0019515645765490336,-0.10497237569060774,1.3683834218411615,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,robustness,0.3,797,85,0.10664993726474278,0.2107904642409034,0.1493099121706399,0.18318695106649938,0.34806629834254144,0.18569636135508155,0.10088644532889465,-0.003973416554396814,-0.16022099447513816,1.3429244803146945,ok
density_only_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,robustness,0.4,683,71,0.10395314787701318,0.18448023426061494,0.13177159590043924,0.1595900439238653,0.2983425414364641,0.1698389458272328,0.1271966753091831,-0.006670205942126417,-0.2099447513812155,1.3089667998892018,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,all,0.05,3372,280,0.0830367734282325,0.37040332147093713,0.27965599051008305,0.33629893238434166,0.49065420560747663,0.17793594306049823,0.0033994954304713,0.002755083287387425,-0.004672897196261683,1.2363889229762348,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,all,0.1,3195,272,0.08513302034428795,0.36619718309859156,0.27543035993740217,0.3314553990610329,0.48130841121495327,0.17902973395931143,0.007605633802816869,0.004851330203442875,-0.014018691588785048,1.2676013167125362,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,all,0.15,3017,263,0.08717268810076234,0.3606231355651309,0.269804441498177,0.3264832615180643,0.4719626168224299,0.18163738813390787,0.013179681336277504,0.006890997959917267,-0.023364485981308414,1.297971266272731,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,all,0.2,2840,254,0.08943661971830986,0.353169014084507,0.26161971830985914,0.31971830985915495,0.4602803738317757,0.17992957746478874,0.020633802816901414,0.00915492957746479,-0.03504672897196259,1.3316804273919385,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,all,0.3,2485,226,0.0909456740442656,0.3408450704225352,0.25030181086519115,0.30824949698189136,0.4135514018691589,0.179476861167002,0.03295774647887323,0.01066398390342052,-0.08177570093457942,1.3541497259418587,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,all,0.4,2130,203,0.09530516431924882,0.3333333333333333,0.24741784037558687,0.3,0.38317757009345793,0.1807511737089202,0.040469483568075115,0.015023474178403745,-0.11214953271028039,1.4190610328638502,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,train,0.05,1727,145,0.08396062536189924,0.4128546612623046,0.32194557035321364,0.37637521713954836,0.49333333333333335,0.19571511291256513,0.00023664786860849718,0.0020024295423172883,-0.00888888888888889,1.158015070398421,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,train,0.1,1636,138,0.0843520782396088,0.4089242053789731,0.31784841075794623,0.37286063569682154,0.48,0.1980440097799511,0.00416710375193996,0.0023938824200268466,-0.022222222222222254,1.1634141289426445,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,train,0.15,1545,134,0.08673139158576051,0.4045307443365696,0.31650485436893205,0.36828478964401296,0.4666666666666667,0.20064724919093851,0.008560564794343473,0.004773195766178559,-0.03555555555555556,1.196230472319883,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,train,0.2,1454,127,0.0873452544704264,0.4023383768913342,0.31292984869325996,0.3672627235213205,0.4444444444444444,0.19876203576341128,0.01075293223957885,0.005387058650844448,-0.05777777777777782,1.2046970894816453,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,train,0.3,1272,113,0.08883647798742138,0.38836477987421386,0.300314465408805,0.3522012578616352,0.40444444444444444,0.20047169811320756,0.024726529256699215,0.006878282167839422,-0.0977777777777778,1.225264579284983,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,train,0.4,1090,101,0.0926605504587156,0.38073394495412843,0.2908256880733945,0.3477064220183486,0.38222222222222224,0.19174311926605506,0.03235736417678464,0.010702354639133646,-0.12,1.2780075589015212,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.05,563,10,0.017761989342806393,0.3765541740674956,0.25932504440497334,0.35701598579040855,0.3181818181818182,0.0497335701598579,-0.003872892448608556,0.0008985829347119591,0.0,0.8885125366599198,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.1,533,10,0.01876172607879925,0.3808630393996248,0.2570356472795497,0.3602251407129456,0.3181818181818182,0.04878048780487805,-0.008181757780737764,0.001898319670704817,0.0,0.9385226231510974,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.15,504,10,0.01984126984126984,0.38095238095238093,0.25396825396825395,0.35912698412698413,0.3181818181818182,0.0496031746031746,-0.008271099333493903,0.002977863433175406,0.0,0.9925249169435215,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.2,474,10,0.02109704641350211,0.3755274261603376,0.24261603375527427,0.35232067510548526,0.3181818181818182,0.05063291139240506,-0.002846144541450546,0.004233640005407675,0.0,1.055342949661466,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.3,415,9,0.021686746987951807,0.36626506024096384,0.23373493975903614,0.344578313253012,0.3181818181818182,0.05060240963855422,0.0064162213779231925,0.004823340579857373,0.0,1.0848416923507984,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,validation,0.4,355,8,0.022535211267605635,0.37183098591549296,0.24225352112676057,0.352112676056338,0.2727272727272727,0.05070422535211268,0.0008502957033940661,0.005671804859511201,-0.04545454545454547,1.1272846380609236,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.05,1082,125,0.11552680221811461,0.3022181146025878,0.22735674676524953,0.26524953789279115,0.5082872928176796,0.2144177449168207,0.009458794967210249,0.0049034483989750105,0.0,1.4547010041464765,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.1,1025,117,0.11414634146341464,0.2926829268292683,0.21951219512195122,0.2546341463414634,0.49171270718232046,0.2126829268292683,0.01899398274052977,0.0035229876442750413,-0.01657458563535913,1.437318391562295,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.15,968,112,0.11570247933884298,0.2882231404958678,0.21487603305785125,0.25,0.4696132596685083,0.21074380165289255,0.023453769073930264,0.005079125519703381,-0.03867403314917128,1.456913111458567,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.2,911,107,0.11745334796926454,0.283205268935236,0.21075740944017562,0.24698133918770582,0.44751381215469616,0.20965971459934138,0.028471640634562034,0.006829994150124946,-0.06077348066298344,1.4789598599697402,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.3,797,96,0.12045169385194479,0.2797992471769134,0.2107904642409034,0.24090338770388958,0.4088397790055249,0.2107904642409034,0.03187766239288464,0.009828340032805194,-0.09944751381215472,1.516714707178949,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,robustness,0.4,683,85,0.12445095168374817,0.26061493411420206,0.19472913616398244,0.2240117130307467,0.36464088397790057,0.20644216691068815,0.05106197545559599,0.013827597864608576,-0.14364640883977903,1.5670729294448191,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.05,3372,279,0.08274021352313167,0.3502372479240807,0.26215895610913403,0.31761565836298933,0.4883177570093458,0.17882562277580072,0.023565568977327755,0.0024585233822865954,-0.007009345794392496,1.2319732482513197,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.1,3195,264,0.08262910798122065,0.3358372456964006,0.24913928012519562,0.3032863849765258,0.4742990654205608,0.17339593114241,0.03796557120500782,0.002347417840375579,-0.021028037383177545,1.2303189250445206,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.15,3017,242,0.08021213125621478,0.3191912495856811,0.23400729201193238,0.28704010606562813,0.441588785046729,0.17036791514749752,0.054611567315727305,-6.955888463029691e-05,-0.053738317757009324,1.1943309750494329,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.2,2840,231,0.08133802816901409,0.30422535211267604,0.22077464788732395,0.27253521126760566,0.4252336448598131,0.16830985915492958,0.06957746478873239,0.0010563380281690127,-0.07009345794392524,1.2110951918407,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.3,2485,193,0.07766599597585513,0.2812877263581489,0.19879275653923542,0.25030181086519115,0.3644859813084112,0.16539235412474848,0.09251509054325951,-0.00261569416498994,-0.13084112149532712,1.1564198987025607,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,all,0.4,2130,165,0.07746478873239436,0.26291079812206575,0.18403755868544602,0.23380281690140844,0.3177570093457944,0.15868544600938966,0.11089201877934268,-0.0028169014084507144,-0.17757009345794394,1.153423992229238,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.05,1727,147,0.08511870295309786,0.3925883034163289,0.3057324840764331,0.3572669368847713,0.49777777777777776,0.19861030689056167,0.020503005714584188,0.0031605071335158996,-0.004444444444444473,1.173987692059089,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.1,1636,142,0.08679706601466992,0.3808068459657702,0.2940097799511002,0.34474327628361856,0.49333333333333335,0.19926650366748166,0.032284463165142885,0.004838870195087969,-0.00888888888888889,1.1971362776076486,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.15,1545,134,0.08673139158576051,0.36699029126213595,0.2802588996763754,0.3320388349514563,0.47555555555555556,0.1948220064724919,0.04610101786877713,0.004773195766178559,-0.026666666666666672,1.196230472319883,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.2,1454,123,0.08459422283356259,0.3631361760660248,0.2764786795048143,0.32737276478679506,0.44,0.19463548830811556,0.0499551330648883,0.002636027013980635,-0.062222222222222234,1.1667538740649008,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.3,1272,103,0.0809748427672956,0.33490566037735847,0.25,0.3018867924528302,0.39555555555555555,0.19103773584905662,0.0781856487535546,-0.000983353052286362,-0.10666666666666669,1.1168340855429493,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,train,0.4,1090,82,0.07522935779816514,0.3137614678899083,0.23119266055045873,0.2834862385321101,0.3288888888888889,0.18623853211009175,0.0993298412410048,-0.006728838021416814,-0.17333333333333334,1.0375902953457896,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.05,563,10,0.017761989342806393,0.35879218472468916,0.24156305506216696,0.33747779751332146,0.3181818181818182,0.05150976909413854,0.013889096894197872,0.0008985829347119591,0.0,0.8885125366599198,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.1,533,10,0.01876172607879925,0.34896810506566606,0.23639774859287055,0.32645403377110693,0.3181818181818182,0.05065666041275797,0.02371317655322097,0.001898319670704817,0.0,0.9385226231510974,ok
density_only_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,validation,0.15,504,8,0.015873015873015872,0.34325396825396826,0.22817460317460317,0.32142857142857145,0.2727272727272727,0.0496031746031746,0.029427313364918772,-0.000990390535078562,-0.04545454545454547,0.7940199335548171,ok
