raw_event_arm_id,family_id,parameter_set_id,split_bucket,event_n,instrument_n,instrument_year_n,event_density_per_instrument_year,winner_positive_n,winner_rate,native_baseline_winner_rate,winner_rate_lift,fast_fail_rate,native_baseline_fast_fail_rate,fast_fail_uplift,lower_first_rate,native_baseline_lower_first_rate,lower_first_uplift,same_bar_conflict_rate,median_upper_barrier_return,median_abs_lower_barrier_return,terminal_return_20d_mean,terminal_return_60d_mean,terminal_return_120d_mean,mfe_return_20d_median,mfe_return_60d_median,mfe_return_120d_median,native_baseline_mfe_return_20d_median,native_baseline_mfe_return_60d_median,native_baseline_mfe_return_120d_median,mae_return_20d_median,mae_return_60d_median,mae_return_120d_median,native_baseline_mae_return_20d_median,native_baseline_mae_return_60d_median,native_baseline_mae_return_120d_median,raw_intensity_top_bottom_winner_rate_delta,raw_intensity_top20pct_event_n,raw_intensity_bottom20pct_event_n,raw_intensity_status,utility_per_event_mean_0bps,utility_per_event_mean_50bps,utility_per_event_mean_100bps,utility_total_indexed_50bps,badside_gate_status,raw_opportunity_surface_status
F1_residual_cusum_break__lookback120_z2p5,F1_residual_cusum_break,lookback120_z2p5,robustness,1065,378,535,1.9906542056074767,157,0.14741784037558686,0.1363712925107569,0.011046547864829975,0.27511737089201876,0.26961887699634035,0.0054984938956784135,0.27511737089201876,0.26961887699634035,0.0054984938956784135,0.0,0.14902748957568313,0.07451374478784156,0.008670371173346486,,,0.05619596541786742,,,0.06208726084491589,,,-0.04951644100580277,,,-0.055162446231311446,,,-0.037109375,512,512,pass,0.0038290592192308823,-0.00117094078076912,-0.00617094078076912,-9.547613054642785e-06,pass,fail
F1_residual_cusum_break__lookback120_z2p5,F1_residual_cusum_break,lookback120_z2p5,train,2560,803,1368,1.871345029239766,371,0.144921875,0.14517929462992518,-0.0002574196299251763,0.357421875,0.3446036329418711,0.012818242058128926,0.357421875,0.3446036329418711,0.012818242058128926,0.0,0.2073533460852255,0.10367667304261274,-0.0021511634012919985,,,0.0732283918583867,,,0.07457508294563764,,,-0.07612338073621333,,,-0.07983726175363048,,,-0.037109375,512,512,pass,-0.0051588100820229525,-0.010158810082022957,-0.015158810082022956,-0.00011995974893206809,fail,fail
F1_residual_cusum_break__lookback120_z2p5,F1_residual_cusum_break,lookback120_z2p5,validation,462,276,363,1.2727272727272727,54,0.11688311688311688,0.09591074428694929,0.02097237259616759,0.38961038961038963,0.3992855628231686,-0.009675173212778998,0.38961038961038963,0.3992855628231686,-0.009675173212778998,0.0,0.1827516433444212,0.0913758216722106,-0.017404137257510107,,,0.050156917252092814,,,0.04758382642998016,,,-0.07426381112031233,,,-0.07307171853856564,,,-0.037109375,512,512,pass,-0.018241460191271545,-0.023241460191271546,-0.02824146019127155,-0.00017514402284188516,pass,fail
F1_residual_cusum_break__lookback120_z3p0,F1_residual_cusum_break,lookback120_z3p0,robustness,1071,381,545,1.965137614678899,141,0.13165266106442577,0.1363712925107569,-0.004718631446331112,0.29971988795518206,0.26961887699634035,0.030101010958841712,0.29971988795518206,0.26961887699634035,0.030101010958841712,0.0,0.1555730480203286,0.0777865240101643,0.005281517990915447,,,0.0547520661157026,,,0.06208726084491589,,,-0.05249544975572373,,,-0.055162446231311446,,,-0.053571428571428575,504,504,pass,0.0008877331750800689,-0.004112266824919935,-0.009112266824919935,-3.371949231697406e-05,fail,pass
F1_residual_cusum_break__lookback120_z3p0,F1_residual_cusum_break,lookback120_z3p0,train,2520,798,1366,1.8448023426061493,362,0.14365079365079364,0.14517929462992518,-0.0015285009791315418,0.3468253968253968,0.3446036329418711,0.0022217638835257403,0.3468253968253968,0.3446036329418711,0.0022217638835257403,0.0,0.21230581117643538,0.10615290558821769,-0.002141938466616818,,,0.0768971419679444,,,0.07457508294563764,,,-0.07800964974333857,,,-0.07983726175363048,,,-0.053571428571428575,504,504,pass,-0.005276281523236892,-0.010276281523236893,-0.015276281523236894,-0.00011945085859644166,pass,pass
F1_residual_cusum_break__lookback120_z3p0,F1_residual_cusum_break,lookback120_z3p0,validation,453,272,360,1.2583333333333333,53,0.11699779249448124,0.09591074428694929,0.021087048207531947,0.3686534216335541,0.3992855628231686,-0.030632141189614548,0.3686534216335541,0.3992855628231686,-0.030632141189614548,0.0,0.1908427449265067,0.09542137246325336,-0.014806206182605138,,,0.05266497461928932,,,0.04758382642998016,,,-0.07442748091603069,,,-0.07307171853856564,,,-0.053571428571428575,504,504,pass,-0.017725830399056893,-0.022725830399056894,-0.0277258303990569,-0.0001679221160841792,pass,pass
F1_residual_cusum_break__lookback60_z2p5,F1_residual_cusum_break,lookback60_z2p5,robustness,1060,374,531,1.9962335216572504,158,0.1490566037735849,0.1363712925107569,0.012685311262828014,0.27641509433962264,0.26961887699634035,0.006796217343282285,0.27641509433962264,0.26961887699634035,0.006796217343282285,0.0,0.1494427794970533,0.07472138974852666,0.0070467049318651154,,,0.05597969937592573,,,0.06208726084491589,,,-0.04950348978965535,,,-0.055162446231311446,,,-0.03441682600382409,523,523,pass,0.002404250590925177,-0.0025957494090748257,-0.007595749409074826,-2.1065845725720943e-05,pass,fail
F1_residual_cusum_break__lookback60_z2p5,F1_residual_cusum_break,lookback60_z2p5,train,2611,804,1369,1.9072315558802044,381,0.14592110302566066,0.14517929462992518,0.0007418083957354826,0.353887399463807,0.3446036329418711,0.00928376652193591,0.353887399463807,0.3446036329418711,0.00928376652193591,0.0,0.207217383971537,0.1036086919857685,-0.0016399061442462087,,,0.07274793975561256,,,0.07457508294563764,,,-0.07445141065830718,,,-0.07983726175363048,,,-0.03441682600382409,523,523,pass,-0.00394419092468325,-0.008944190924683253,-0.013944190924683252,-0.00010772107394276582,pass,fail
F1_residual_cusum_break__lookback60_z2p5,F1_residual_cusum_break,lookback60_z2p5,validation,467,266,357,1.30812324929972,49,0.10492505353319058,0.09591074428694929,0.00901430924624129,0.4004282655246253,0.3992855628231686,0.001142702701456666,0.4004282655246253,0.3992855628231686,0.001142702701456666,0.0,0.18503736182920003,0.09251868091460001,-0.020859489086793987,,,0.047281323877068626,,,0.04758382642998016,,,-0.07559572719802798,,,-0.07307171853856564,,,-0.03441682600382409,523,523,pass,-0.023490376900741378,-0.028490376900741382,-0.03349037690074138,-0.00021702262405021004,pass,fail
F1_residual_cusum_break__lookback60_z3p0,F1_residual_cusum_break,lookback60_z3p0,robustness,1082,381,545,1.9853211009174312,143,0.1321626617375231,0.1363712925107569,-0.0042086307732337735,0.2929759704251386,0.26961887699634035,0.02335709342879827,0.2929759704251386,0.26961887699634035,0.02335709342879827,0.0,0.15727710261256972,0.07863855130628486,0.004660254269474211,,,0.055462121076793824,,,0.06208726084491589,,,-0.050789472846146766,,,-0.055162446231311446,,,-0.017647058823529405,510,510,pass,0.0010270765835633754,-0.003972923416436627,-0.008972923416436627,-3.291150364114437e-05,fail,pass
F1_residual_cusum_break__lookback60_z3p0,F1_residual_cusum_break,lookback60_z3p0,train,2546,799,1369,1.8597516435354273,358,0.1406127258444619,0.14517929462992518,-0.004566568785463271,0.3562450903377848,0.3446036329418711,0.011641457395913712,0.3562450903377848,0.3446036329418711,0.011641457395913712,0.0,0.2125778610445586,0.1062889305222793,-0.0020589731618425393,,,0.07586564432292398,,,0.07457508294563764,,,-0.07812757120278391,,,-0.07983726175363048,,,-0.017647058823529405,510,510,pass,-0.00538923119871755,-0.010389231198717552,-0.015389231198717553,-0.00012200975410728567,fail,pass
F1_residual_cusum_break__lookback60_z3p0,F1_residual_cusum_break,lookback60_z3p0,validation,461,267,358,1.2877094972067038,49,0.10629067245119306,0.09591074428694929,0.010379928164243768,0.4078091106290672,0.3992855628231686,0.00852354780589859,0.4078091106290672,0.3992855628231686,0.00852354780589859,0.0,0.18270527912718237,0.09135263956359119,-0.018037307282478744,,,0.04651162790697683,,,0.04758382642998016,,,-0.07617187499999989,,,-0.07307171853856564,,,-0.017647058823529405,510,510,pass,-0.021188291518292972,-0.02618829151829297,-0.03118829151829297,-0.00019692371817138434,pass,pass
F2_compression_to_directional_expansion__ratio1p5,F2_compression_to_directional_expansion,ratio1p5,robustness,958,455,635,1.5086614173228345,219,0.22860125260960334,0.1363712925107569,0.09222996009884646,0.38308977035490605,0.26961887699634035,0.1134708933585657,0.38308977035490605,0.26961887699634035,0.1134708933585657,0.0,0.11980393780664449,0.05990196890332224,0.01644601683266947,,,0.0564913282776065,,,0.06208726084491589,,,-0.04241595158147826,,,-0.055162446231311446,,,-0.03180212014134276,283,283,pass,0.012161178418522179,0.007161178418522178,0.0021611784185221793,5.2524300036322644e-05,fail,pass
F2_compression_to_directional_expansion__ratio1p5,F2_compression_to_directional_expansion,ratio1p5,train,1414,506,973,1.4532374100719425,373,0.2637906647807638,0.14517929462992518,0.11861137015083861,0.4229137199434229,0.3446036329418711,0.07831008700155184,0.4229137199434229,0.3446036329418711,0.07831008700155184,0.0,0.12001125487807074,0.06000562743903537,0.009195343151379643,,,0.06262380364824749,,,0.07457508294563764,,,-0.05163081603568076,,,-0.07983726175363048,,,-0.03180212014134276,283,283,pass,0.009108707995503406,0.004108707995503404,-0.0008912920044965935,2.6798311326152077e-05,fail,pass
F2_compression_to_directional_expansion__ratio1p5,F2_compression_to_directional_expansion,ratio1p5,validation,546,371,442,1.2352941176470589,80,0.14652014652014653,0.09591074428694929,0.05060940223319724,0.5256410256410257,0.3992855628231686,0.12635546281785703,0.5256410256410257,0.3992855628231686,0.12635546281785703,0.0,0.12093940772753613,0.060469703863768064,-0.011771763561546068,,,0.046846334269989076,,,0.04758382642998016,,,-0.06132614000134318,,,-0.07307171853856564,,,-0.03180212014134276,283,283,pass,-0.009271672736680628,-0.01427167273668063,-0.01927167273668063,-0.00012710348433666015,fail,pass
F2_compression_to_directional_expansion__ratio2p0,F2_compression_to_directional_expansion,ratio2p0,robustness,653,385,490,1.3326530612244898,129,0.19754977029096477,0.1363712925107569,0.06117847778020788,0.34915773353751917,0.26961887699634035,0.07953885654117882,0.34915773353751917,0.26961887699634035,0.07953885654117882,0.0,0.11595252602434701,0.057976263012173505,0.01512180235151925,,,0.05823508395855681,,,0.06208726084491589,,,-0.04098854731766122,,,-0.055162446231311446,,,-0.043478260869565216,184,184,pass,0.0117949868728595,0.006794986872859499,0.001794986872859501,3.397129272495485e-05,fail,pass
F2_compression_to_directional_expansion__ratio2p0,F2_compression_to_directional_expansion,ratio2p0,train,918,394,695,1.320863309352518,248,0.2701525054466231,0.14517929462992518,0.12497321081669793,0.41612200435729846,0.3446036329418711,0.07151837141542738,0.41612200435729846,0.3446036329418711,0.07151837141542738,0.0,0.11722787526333492,0.05861393763166746,0.006581937921899205,,,0.06247421862605107,,,0.07457508294563764,,,-0.047053474513524984,,,-0.07983726175363048,,,-0.043478260869565216,184,184,pass,0.008457070853430613,0.0034570708534306114,-0.0015429291465693868,1.463874020244703e-05,fail,pass
F2_compression_to_directional_expansion__ratio2p0,F2_compression_to_directional_expansion,ratio2p0,validation,317,240,275,1.1527272727272728,58,0.1829652996845426,0.09591074428694929,0.0870545553975933,0.43217665615141954,0.3992855628231686,0.03289109332825091,0.43217665615141954,0.3992855628231686,0.03289109332825091,0.0,0.11897954902487638,0.05948977451243819,-0.0021381794856937778,,,0.04965986394557831,,,0.04758382642998016,,,-0.05020920502092052,,,-0.07307171853856564,,,-0.043478260869565216,184,184,pass,0.000272257321664872,-0.00472774267833513,-0.009727742678335127,-2.4445730977412633e-05,fail,pass
