family_count,parameter_grid_count,actual_parameter_grid_count,cohort_arm_family_count,rank_cutoff_count,maximum_train_selected_raw_arms_into_cohort,maximum_operating_arms_allowed_into_validation,operating_arm_count,validation_used_for_family_selection,robustness_used_for_family_selection,search_accounting_gate_status
6,16,16,6,2,6,3,3,False,False,pass
