decision_state,next_allowed_requirement,active_winner_entry_search_authorized,confirmatory_status,selected_raw_event_arm_id,selected_family_id,selected_parameter_set_id,selected_cohort_arm_id,selected_rank_cutoff_id,primary_cost_tier_bps,primary_failure_reason,gate_failure,input_gate_status,upstream_lineage_gate_status,native_universe_gate_status,native_label_portability_gate_status,sparse_event_construction_gate_status,density_duplicate_gate_status,raw_opportunity_surface_gate_status,cohort_availability_gate_status,cohort_transport_gate_status,badside_veto_gate_status,same_event_utility_50bps_gate_status,morphology_rediscovery_gate_status,validation_stress_gate_status,search_accounting_gate_status
14A_diagnostic_cohort_signal_only_no_utility,none,False,False,F4_board_relative_strength_rank_jump__ret60_jump3,F4_board_relative_strength_rank_jump,ret60_jump3,C3,top20pct,50,cohort_signal_no_same_event_utility,same_event_utility_50bps_failed,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,fail,fail,fail,pass
