arm_id,raw_event_arm_id,cohort_arm_id,rank_cutoff_id,family_id,split_bucket,overlap_source_id,event_overlap_rate,selected_event_overlap_rate,utility_from_overlap_rows_50bps,utility_from_non_overlap_rows_50bps,winner_rate_lift_non_overlap,morphology_rediscovery_score,broad_drawdown_overlap_rate,broad_reversal_overlap_rate,f3_drawdown_reversal_independent_evidence_status,morphology_independent_evidence_status,repair_state_overlap_status,repair_state_overlap_used_in_primary_gate
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.13815789473684212,-0.01029390113050161,-0.014069460203616057,0.03816793893129771,0.75,0.75,0.75,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A_volatility_range_compression,0.7541899441340782,0.75,-0.01728516491868988,-0.0023358528864102935,0.07894736842105263,0.75,0.75,0.75,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,broad_drawdown_reversal_proxy,0.7029795158286778,0.75,-0.013675186504069563,-0.013165788130271238,0.05263157894736842,0.75,0.75,0.75,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_range_participation_core_30,0.05027932960893855,0.019736842105263157,0.0037992045500906055,-0.013897106201775228,0.040268456375838924,0.75,0.75,0.75,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_sma_participation_core_30,0.05446927374301676,0.019736842105263157,0.0037992045500906055,-0.013897106201775228,0.040268456375838924,0.75,0.75,0.75,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.019736842105263157,0.0037992045500906055,-0.013897106201775228,0.040268456375838924,0.75,0.75,0.75,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_range_participation_broad_40,0.07495344506517691,0.03289473684210526,-0.00838773478394851,-0.013723350588397923,0.04081632653061224,0.75,0.75,0.75,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.05263157894736842,-0.009267822072219687,-0.013785615512753332,0.041666666666666664,0.75,0.75,0.75,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.006578947368421052,-0.03202702702702708,-0.013425458168127218,0.039735099337748346,0.75,0.75,0.75,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.12244897959183673,0.08008845515323247,0.023658502657772536,0.27906976744186046,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A_volatility_range_compression,0.7541899441340782,0.8775510204081632,0.01788835037123694,0.12144121320673751,0.5,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,broad_drawdown_reversal_proxy,0.7029795158286778,0.8979591836734694,0.018411549471067348,0.13754763369533013,0.6,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_range_participation_core_30,0.05027932960893855,0.08163265306122448,0.1097826500538294,0.02352701655529547,0.28888888888888886,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_sma_participation_core_30,0.05446927374301676,0.08163265306122448,0.1097826500538294,0.02352701655529547,0.28888888888888886,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.08163265306122448,0.1097826500538294,0.02352701655529547,0.28888888888888886,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_range_participation_broad_40,0.07495344506517691,0.10204081632653061,0.11005233088019747,0.021536015700059696,0.2727272727272727,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.10204081632653061,0.073879935346745,0.025646515192497468,0.29545454545454547,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.08163265306122448,0.08175351395467306,0.026018495319664915,0.28888888888888886,0.8979591836734694,0.8979591836734694,0.8979591836734694,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.128,-0.006046433272623195,0.034216403529590954,0.1834862385321101,0.84,0.84,0.84,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A_volatility_range_compression,0.7541899441340782,0.816,0.039963410035414974,-0.01927925092386461,0.13043478260869565,0.84,0.84,0.84,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,broad_drawdown_reversal_proxy,0.7029795158286778,0.84,0.04112374809859418,-0.03425742489944729,0.05,0.84,0.84,0.84,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A3_repair_range_participation_core_30,0.05027932960893855,0.056,0.009147646131270544,0.030244165503767358,0.1864406779661017,0.84,0.84,0.84,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A3_repair_sma_participation_core_30,0.05446927374301676,0.064,0.008172337572983544,0.030491165399825423,0.18803418803418803,0.84,0.84,0.84,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.064,0.008172337572983544,0.030491165399825423,0.18803418803418803,0.84,0.84,0.84,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A3_repair_range_participation_broad_40,0.07495344506517691,0.064,-0.0004172783107513102,0.031078489562815836,0.18803418803418803,0.84,0.84,0.84,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.056,0.0036214002024530906,0.030571993652087046,0.1864406779661017,0.84,0.84,0.84,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,train,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.024,0.0308062645672962,0.02901988736607831,0.1885245901639344,0.84,0.84,0.84,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.10869565217391304,-0.004986580241747917,-0.012734128897706195,0.036585365853658534,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A_volatility_range_compression,0.7541899441340782,0.6847826086956522,-0.01496121237071322,-0.005224413540498428,0.06896551724137931,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,broad_drawdown_reversal_proxy,0.7029795158286778,0.7391304347826086,-0.006954434126196288,-0.02588178547700165,0.041666666666666664,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_range_participation_core_30,0.05027932960893855,0.021739130434782608,0.017944819819819827,-0.012555044574100298,0.03333333333333333,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_sma_participation_core_30,0.05446927374301676,0.021739130434782608,0.017944819819819827,-0.012555044574100298,0.03333333333333333,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.021739130434782608,0.017944819819819827,-0.012555044574100298,0.03333333333333333,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_range_participation_broad_40,0.07495344506517691,0.021739130434782608,0.017944819819819827,-0.012555044574100298,0.03333333333333333,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.021739130434782608,0.0611913430420713,-0.013516078423483664,0.03333333333333333,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top10pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top10pct,F4_board_relative_strength_rank_jump,validation,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.010869565217391304,-0.03202702702702708,-0.01167074005497099,0.03296703296703297,0.7391304347826086,0.7391304347826086,0.7391304347826086,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.13157894736842105,0.033156523606176144,0.014865543768097405,0.20202020202020202,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A_volatility_range_compression,0.7541899441340782,0.7982456140350878,0.00988001653152997,0.04651979055500254,0.21739130434782608,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,broad_drawdown_reversal_proxy,0.7029795158286778,0.7105263157894737,0.0014338330893289327,0.056148369906019444,0.3333333333333333,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_range_participation_core_30,0.05027932960893855,0.07894736842105263,0.05177579033844396,0.014314805467507519,0.2,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_sma_participation_core_30,0.05446927374301676,0.07894736842105263,0.05177579033844396,0.014314805467507519,0.2,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.07894736842105263,0.05177579033844396,0.014314805467507519,0.2,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_range_participation_broad_40,0.07495344506517691,0.09649122807017543,0.0573543003171405,0.012991644501414951,0.1941747572815534,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.06140350877192982,0.08945982963972599,0.012549699809871057,0.18691588785046728,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.03508771929824561,0.09037522530733064,0.014613961690045116,0.2,0.7982456140350878,0.7105263157894737,0.7105263157894737,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.18041237113402062,0.01585391319053923,0.008541073812882709,0.18238993710691823,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A_volatility_range_compression,0.7541899441340782,0.7525773195876289,0.0035924094624966555,0.02892553992484817,0.2708333333333333,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,broad_drawdown_reversal_proxy,0.7029795158286778,0.711340206185567,0.0128672103105685,0.0024507620546209102,0.17857142857142858,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_range_participation_core_30,0.05027932960893855,0.04639175257731959,0.008384807807506063,0.009932186095403616,0.21081081081081082,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_sma_participation_core_30,0.05446927374301676,0.05670103092783505,0.01402058043443221,0.009610335044472512,0.20765027322404372,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.061855670103092786,0.009130135622451593,0.009908549837625302,0.2087912087912088,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_range_participation_broad_40,0.07495344506517691,0.10309278350515463,0.010845713441528262,0.0097471461441762,0.20114942528735633,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.04639175257731959,0.015310057289438453,0.009595282066552854,0.20540540540540542,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C4__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C4,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.05670103092783505,0.017194779125840113,0.009419536216027228,0.20218579234972678,0.7525773195876289,0.711340206185567,0.711340206185567,pass,pass,available,False
