arm_id,raw_event_arm_id,cohort_arm_id,rank_cutoff_id,family_id,split_bucket,overlap_source_id,event_overlap_rate,selected_event_overlap_rate,utility_from_overlap_rows_50bps,utility_from_non_overlap_rows_50bps,winner_rate_lift_non_overlap,morphology_rediscovery_score,broad_drawdown_overlap_rate,broad_reversal_overlap_rate,f3_drawdown_reversal_independent_evidence_status,morphology_independent_evidence_status,repair_state_overlap_status,repair_state_overlap_used_in_primary_gate
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.08108108108108109,0.07745171140386524,0.040365199083096076,0.3235294117647059,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A_volatility_range_compression,0.7541899441340782,0.8558558558558559,0.02753949054978863,0.13737900668004172,0.625,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,broad_drawdown_reversal_proxy,0.7029795158286778,0.8288288288288288,0.03368856058844767,0.09026148078807376,0.47368421052631576,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_range_participation_core_30,0.05027932960893855,0.05405405405405406,0.11376584941535223,0.03934972012017595,0.3238095238095238,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_sma_participation_core_30,0.05446927374301676,0.04504504504504504,0.11392975363866713,0.04004402774450238,0.330188679245283,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.04504504504504504,0.11392975363866713,0.04004402774450238,0.330188679245283,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_range_participation_broad_40,0.07495344506517691,0.06306306306306306,0.11338945009682617,0.03865951498493081,0.3173076923076923,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.05405405405405406,0.08331964078529051,0.041089503470465194,0.3333333333333333,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,robustness,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.04504504504504504,0.09150644475934207,0.04110173099352713,0.330188679245283,0.8558558558558559,0.8288288288288288,0.8288288288288288,pass,pass,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A_volatility_20d_bottom_20pct,0.1750465549348231,0.13636363636363635,-0.0031854826658592552,0.02258436704514376,0.1695906432748538,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A_volatility_range_compression,0.7541899441340782,0.7878787878787878,0.026569948243369706,-0.008785552219625995,0.16666666666666666,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,broad_drawdown_reversal_proxy,0.7029795158286778,0.803030303030303,0.03366875824911998,-0.0404465084325306,0.02564102564102564,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,not_repair_state_source,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_range_participation_core_30,0.05027932960893855,0.06565656565656566,0.01123703981720044,0.019620741703339335,0.17297297297297298,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_sma_participation_core_30,0.05446927374301676,0.0707070707070707,0.010530478234898591,0.019720065420939143,0.17391304347826086,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_close_position_participation_core_30,0.05540037243947858,0.0707070707070707,0.010530478234898591,0.019720065420939143,0.17391304347826086,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_range_participation_broad_40,0.07495344506517691,0.0707070707070707,0.005622126301335818,0.020093526981101534,0.17391304347826086,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_ret60_volume_suspect_30,0.05260707635009311,0.050505050505050504,0.016569181989277905,0.019203334642811726,0.1702127659574468,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,available,False
F4_board_relative_strength_rank_jump__ret60_jump3__C3__top20pct,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,F4_board_relative_strength_rank_jump,train,13A3_repair_drawdown_amount_suspect_30,0.037243947858473,0.03535353535353535,0.030616323156367437,0.018647143825375974,0.17277486910994763,0.803030303030303,0.803030303030303,0.803030303030303,pass,fail_morphology_rediscovery,available,False
