artifact_id,resolved_path,row_count,column_count,sha256,schema_status,read_status,required_flag,lineage_role
upstream_13a_input_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/input_artifact_audit.csv,12.0,9.0,28e5c9d7b2df298502a6156fb335f4e096b9bfb945cf300e16bbb015827e4b8d,pass,pass,True,upstream_13a_lineage
upstream_13a_lineage_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/upstream_12a7g_lineage_audit.csv,8.0,11.0,95d44303c14262c3df0ed9c651fdd1fccb1f0eeaa2f24b4ac3868ea8f972581f,pass,pass,True,upstream_13a_lineage
upstream_13a_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_cartography_decision.csv,1.0,18.0,22006d8f40c1df0b0cf8a52b6e8858e01a958b6517c62e104dac383dd7adde99,pass,pass,True,upstream_13a_lineage
upstream_13a_universe_definition,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_universe_definition_audit.csv,32.0,11.0,ff76fd5bf1769013e1c0e3cc5e11d7d85bd7bee64a3138003075e173a9c98aab,pass,pass,True,upstream_13a_lineage
upstream_13a_universe_thresholds,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_universe_frozen_thresholds.csv,4.0,10.0,0a40b16a6771d0cf6c7a5ef46c23985726f541b318ec329dce975603207cc1bc,pass,pass,True,upstream_13a_lineage
upstream_13a_label_portability,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_label_portability_audit.csv,4.0,17.0,89c6a1a0ca5886793f66291e5ae706d6771bb3544ecfe124723a2891d8a4eaf9,pass,pass,True,upstream_13a_lineage
upstream_13a_token_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_dictionary.csv,80.0,11.0,b323a3fd0fcba8e5fecaaacfd0a256494ff5f91750888c9e4c187137764bb3ae,pass,pass,True,upstream_13a_lineage
upstream_13a_token_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_cartography_readout.csv,240.0,23.0,51f7a6326cd15a125e3ea46786b6faa436943ff72b4b7b533f7c6e2be56797ed,pass,pass,True,upstream_13a_lineage
upstream_13a_morphology,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_morphology_collinearity_audit.csv,15.0,13.0,6296b3c0b32d35f47c4e95392ab4f88fc996bb8e62cf5006159c9de2176d58c7,pass,pass,True,upstream_13a_lineage
upstream_13a_native_universe_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,431239.0,81.0,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e,pass,pass,True,upstream_13a_lineage
upstream_13a_native_label_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_label_panel.parquet,431239.0,12.0,fa821c6fc0ea22c85dfa77f10af23def4f55d3d5caac8215896f76a1364d9e5d,pass,pass,True,upstream_13a_lineage
upstream_13a_native_token_matrix_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_token_matrix.parquet,431239.0,81.0,ab36592d2714fd471b69a329c188b797d5b5d239dcf6ddb40bf4753adb0cbdf5,pass,pass,True,upstream_13a_lineage
optional_13a3_composite_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A3_compression_repair_state_cost_and_native_feasibility_diagnostic/composite_repair_state_dictionary.csv,6.0,19.0,fc1cd84908bf327f54c93025402b3e524e82f2941d236d9688ed2ae5913477d9,pass,pass,False,optional_morphology_lineage
optional_13a3_composite_state_matrix,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A3_compression_repair_state_cost_and_native_feasibility_diagnostic/composite_state_matrix.parquet,431239.0,7.0,dec21bbbb6bf8253806c8017fc94c0fab2fe8f059f58e4bcfb97bdcfed4e1c95,pass,pass,False,optional_morphology_lineage
optional_13c_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13C_morphology_orthogonal_residual_importance_diagnostic/morphology_orthogonal_residual_importance_decision.csv,1.0,24.0,67ec71e5a8b703ce365945461d40766effbd6a8d5a433f9585c2f25164eba57f,pass,pass,False,optional_morphology_lineage
optional_13c_morphology_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13C_morphology_orthogonal_residual_importance_diagnostic/morphology_residual_panel.parquet,431239.0,136.0,6e8efa1053baa46cee39f1edd0568618e8bdb4212cd9e494b1dc89c9827ca3bf,pass,pass,False,optional_morphology_lineage
