source_artifact_id,source_column,target_column,adapter_rule,row_count_checked,value_match_status,unit_match_status,required_for_primary,adapter_status
native_universe_panel,split,split_bucket,rename,431239,pass,pass,True,pass
native_universe_panel,upper_barrier,upper_barrier_return,rename,431239,pass,pass,True,pass
native_universe_panel,lower_barrier,lower_barrier_return,rename,431239,pass,pass,True,pass
native_universe_panel,winner_positive,winner,rename,431239,pass,pass,True,pass
native_universe_panel,upper_first,upper_first,identity,431239,pass,pass,True,pass
native_universe_panel,lower_first,lower_first,identity,431239,pass,pass,True,pass
native_universe_panel,same_bar_conflict,same_bar_conflict,identity,431239,pass,pass,True,pass
native_universe_panel,native_scope,native_scope,identity,431239,pass,pass,True,pass
native_universe_panel,horizon_close_return,terminal_return_20d,rename,431239,pass,pass,True,pass
native_universe_panel,entry_date,entry_date,identity,431239,pass,pass,True,pass
native_universe_panel,entry_pos,entry_pos,identity,431239,pass,pass,True,pass
native_universe_panel,entry_price,entry_price,identity,431239,pass,pass,True,pass
native_universe_panel,lower_first+same_bar_conflict,fast_fail,or_derive,431239,pass,pass,True,pass
native_label_panel,upper_barrier,native_universe_panel.upper_barrier,cross_check,431239,pass,pass,True,pass
native_label_panel,lower_barrier,native_universe_panel.lower_barrier,cross_check,431239,pass,pass,True,pass
native_label_panel,winner_positive,native_universe_panel.winner_positive,cross_check,431239,pass,pass,True,pass
native_label_panel,lower_first,native_universe_panel.lower_first,cross_check,431239,pass,pass,True,pass
native_label_panel,same_bar_conflict,native_universe_panel.same_bar_conflict,cross_check,431239,pass,pass,True,pass
