fold_id,fold_role,used_for_v2_selection,used_for_probe_selection,used_for_path_selection,used_for_threshold_selection,used_for_recommendation_support,fold_2024_support_usage_count,pass
fold_2024,robustness_only,False,False,False,False,False,0,True
