selection_family_id,primitive_seed_id,target_industry,task,feature_bank_version,probe_contract_id,frozen_candidate_count_in_family,null_family,real_metric,empirical_p_value,included_in_fdr_family,candidate_dropped_before_fdr,candidate_dropped_before_fdr_reason,metric_selection_violation_count,bh_rank,bh_q_value,fdr_pass,pass
post_selected_electronics_explore10c,E10C_SEED_cbf63de235d8a660,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.0416091798353824,0.07462686567164178,True,False,,0,40.0,0.22388059701492535,False,False
post_selected_electronics_explore10c,E10C_SEED_fd035923866fd1e4,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.046915142205219,0.06965174129353234,True,False,,0,38.0,0.21995286724273372,False,False
post_selected_electronics_explore10c,E10C_SEED_2576d8f88654df29,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.0444459628862481,0.05970149253731343,True,False,,0,37.0,0.1936264622831787,False,False
post_selected_electronics_explore10c,E10C_SEED_10252ec52570449e,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.1669204368572295,0.026578073089700997,True,False,,0,26.0,0.11812476928755998,False,False
post_selected_electronics_explore10c,E10C_SEED_cb5fb1523206af15,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,0.9329190153717426,0.9651741293532339,True,False,,0,115.0,0.9915665729619217,False,False
post_selected_electronics_explore10c,E10C_SEED_348502511b66a9da,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.1001557532867556,0.014925373134328358,True,False,,0,21.0,0.08528784648187633,True,True
post_selected_electronics_explore10c,E10C_SEED_ae3b660a4862e871,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.1523928968391781,0.023255813953488372,True,False,,0,25.0,0.11162790697674418,False,False
post_selected_electronics_explore10c,E10C_SEED_dc129ba4bf693d78,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.1592756565578788,0.004975124378109453,True,False,,0,4.0,0.06294806784402866,True,True
post_selected_electronics_explore10c,E10C_SEED_27fd3e12ebde8180,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,0.8568751234312055,1.0,True,False,,0,119.0,1.0,False,False
post_selected_electronics_explore10c,E10C_SEED_453d5ee94b815758,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,1.16514796461091,0.004975124378109453,True,False,,0,5.0,0.06294806784402866,True,True
post_selected_electronics_explore10c,E10C_SEED_7400f6587f37602f,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,120,feature_family_dropout_null,0.9795610028627135,0.6943521594684385,True,False,,0,80.0,0.9915665729619217,False,False
