artifact_name,artifact_path,is_parquet_cache,exists,git_check_ignore_pass,tracked_by_git,row_level_csv_generated_by_default,pass
explore10c_electronics_v1_reference_train_eval_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_v1_reference_train_eval_panel.parquet,True,True,True,False,False,True
explore10c_electronics_v2_hygiene_train_eval_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_v2_hygiene_train_eval_panel.parquet,True,True,True,False,False,True
explore10c_electronics_v2_feature_availability_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_v2_feature_availability_panel.parquet,True,True,True,False,False,True
explore10c_electronics_fixed_probe_prediction_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_fixed_probe_prediction_panel.parquet,True,True,True,False,False,True
explore10c_electronics_path_support_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_path_support_panel.parquet,True,True,True,False,False,True
explore10c_electronics_primitive_seed_oof_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_primitive_seed_oof_panel.parquet,True,True,True,False,False,True
explore10c_electronics_null_placebo_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_null_placebo_panel.parquet,True,True,True,False,False,True
