feature_bank_v2_scope_id,fold_id,instrument,selected_feature_count,missing_row_rate,pass
v2_hygiene_fold_fold_2021,fold_2021,SH600183,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SH600703,83,0.21428571428571427,True
v2_hygiene_fold_fold_2021,fold_2021,SH600745,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SH601138,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SH603160,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SH603501,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SH603986,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SZ000100,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SZ000725,83,0.07216494845360824,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002236,83,0.2413793103448276,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002241,83,0.41379310344827586,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002371,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002415,83,0.15151515151515152,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002475,83,0.14814814814814814,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002600,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002841,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002916,83,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,SZ002938,83,0.0,True
v2_hygiene_fold_fold_2022,fold_2022,SH600183,87,0.1836734693877551,True
v2_hygiene_fold_fold_2022,fold_2022,SH600460,87,1.0,True
v2_hygiene_fold_fold_2022,fold_2022,SH600584,87,0.21621621621621623,True
v2_hygiene_fold_fold_2022,fold_2022,SH600703,87,0.16666666666666666,True
v2_hygiene_fold_fold_2022,fold_2022,SH600745,87,0.03571428571428571,True
v2_hygiene_fold_fold_2022,fold_2022,SH601138,87,0.057971014492753624,True
v2_hygiene_fold_fold_2022,fold_2022,SH603160,87,0.25,True
v2_hygiene_fold_fold_2022,fold_2022,SH603501,87,0.10714285714285714,True
v2_hygiene_fold_fold_2022,fold_2022,SH603986,87,0.34375,True
v2_hygiene_fold_fold_2022,fold_2022,SZ000100,87,0.0,True
v2_hygiene_fold_fold_2022,fold_2022,SZ000725,87,0.05737704918032787,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002049,87,0.0,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002236,87,0.1728395061728395,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002241,87,0.27906976744186046,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002371,87,0.25,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002414,87,0.3181818181818182,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002415,87,0.13157894736842105,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002475,87,0.10666666666666667,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002600,87,0.3333333333333333,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002841,87,0.11764705882352941,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002916,87,0.17391304347826086,True
v2_hygiene_fold_fold_2022,fold_2022,SZ002938,87,0.09090909090909091,True
v2_hygiene_fold_fold_2023,fold_2023,SH600183,105,0.1836734693877551,True
v2_hygiene_fold_fold_2023,fold_2023,SH600460,105,1.0,True
v2_hygiene_fold_fold_2023,fold_2023,SH600584,105,0.2631578947368421,True
v2_hygiene_fold_fold_2023,fold_2023,SH600703,105,0.13333333333333333,True
v2_hygiene_fold_fold_2023,fold_2023,SH600745,105,0.06349206349206349,True
v2_hygiene_fold_fold_2023,fold_2023,SH601138,105,0.1411764705882353,True
v2_hygiene_fold_fold_2023,fold_2023,SH603160,105,0.25,True
v2_hygiene_fold_fold_2023,fold_2023,SH603290,105,0.36666666666666664,True
v2_hygiene_fold_fold_2023,fold_2023,SH603501,105,0.17543859649122806,True
v2_hygiene_fold_fold_2023,fold_2023,SH603986,105,0.1917808219178082,True
v2_hygiene_fold_fold_2023,fold_2023,SZ000100,105,0.0,True
v2_hygiene_fold_fold_2023,fold_2023,SZ000725,105,0.04666666666666667,True
v2_hygiene_fold_fold_2023,fold_2023,SZ000733,105,1.0,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002049,105,0.0,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002180,105,0.0,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002236,105,0.1590909090909091,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002241,105,0.17142857142857143,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002371,105,0.22580645161290322,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002414,105,0.45454545454545453,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002415,105,0.10989010989010989,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002475,105,0.0784313725490196,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002600,105,0.43333333333333335,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002841,105,0.23529411764705882,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002916,105,0.52,True
v2_hygiene_fold_fold_2023,fold_2023,SZ002938,105,0.2,True
