primitive_seed_id,target_industry,task,feature_bank_version,probe_contract_id,source_path_pattern_ids,primitive_family,primitive_text,formula_text_resolved,formula_token_list,asof_rule,threshold_bucket_rule,train_support_count,oof_support_count,train_weighted_support,oof_weighted_support,core_fold_presence_count,fold_2024_support_used,raw_numeric_threshold_in_formula,leaf_id_in_formula,score_bucket_in_formula,primitive_freeze_timestamp,eligible_for_quality_audit,manual_review_seed_allowed,pass
E10C_SEED_970a764a07cfc2cb,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_7f76718f89516dbd,electronics_failure_secondary_diagnostic_seed,prelaunch_drawdown_120d <= train_q55_60 and atr20_pct_market_rank <= train_q55_60 and atr_like_10 >= train_q00_05,prelaunch_drawdown_120d <= train_q55_60 and atr20_pct_market_rank <= train_q55_60 and atr_like_10 >= train_q00_05,"[{""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q55_60"", ""quantile_level"": 0.6}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q55_60"", ""quantile_level"": 0.6}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,731,863,469.5652248759767,827.2358620162945,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_e7d3ad15ee2dc1db,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_d6613beb6964d620,electronics_failure_secondary_diagnostic_seed,industry_relative_strength_vs_market_60d >= train_q30_35 and industry_relative_strength_vs_market_20d <= train_q90_95 and market_breadth_20d <= train_q45_50,industry_relative_strength_vs_market_60d >= train_q30_35 and industry_relative_strength_vs_market_20d <= train_q90_95 and market_breadth_20d <= train_q45_50,"[{""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,558,240,464.001921953678,265.34566207895375,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_2ed424dc8a601fc6,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_6099d11921942a63,electronics_failure_secondary_diagnostic_seed,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 >= train_q45_50,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 >= train_q45_50,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q75_80"", ""quantile_level"": 0.7999999999999999}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10_15"", ""quantile_level"": 0.15}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,799,285,461.59812507511015,223.40213463829446,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_12c326ae4b214b07,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_75b5685e3773de33,electronics_failure_secondary_diagnostic_seed,atr20_pct_market_rank >= train_q40_45 and amplitude_20 >= train_q30_35 and atr_like_10 <= train_q75_80,atr20_pct_market_rank >= train_q40_45 and amplitude_20 >= train_q30_35 and atr_like_10 <= train_q75_80,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}, {""feature_name"": ""amplitude_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q75_80"", ""quantile_level"": 0.7999999999999999}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,687,11,454.3905881007311,5.215350551312838,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_722d9681c64453db,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_f4c1c8435be9cb4b,electronics_failure_secondary_diagnostic_seed,atr20_pct_market_rank <= train_q45_50 and atr_like_10 >= train_q00_05 and ret_10d_market_rank <= train_q60_65,atr20_pct_market_rank <= train_q45_50 and atr_like_10 >= train_q00_05 and ret_10d_market_rank <= train_q60_65,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""ret_10d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60_65"", ""quantile_level"": 0.65}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,661,797,453.87474422844906,841.0537791603791,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_4d73c55103327fa7,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_47709fb980644c60,electronics_failure_secondary_diagnostic_seed,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank <= train_q35_40,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank <= train_q35_40,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,711,731,450.8982643660305,725.2877515698193,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_eb51241f94f40c00,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_17978c25ead9d05b,electronics_failure_secondary_diagnostic_seed,atr20_pct_market_rank <= train_q45_50 and atr20_pct <= train_q30_35 and volume_price_divergence_10 <= train_q80_85,atr20_pct_market_rank <= train_q45_50 and atr20_pct <= train_q30_35 and volume_price_divergence_10 <= train_q80_85,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}, {""feature_name"": ""atr20_pct"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""volume_price_divergence_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,563,234,378.6995037944294,255.83922036060412,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_5f7a994453400c07,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_637c5a001cfd4aac,electronics_failure_secondary_diagnostic_seed,atr20_pct_market_rank <= train_q40_45 and atr_like_10 >= train_q00_05 and ret_10d_market_rank <= train_q60_65,atr20_pct_market_rank <= train_q40_45 and atr_like_10 >= train_q00_05 and ret_10d_market_rank <= train_q60_65,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""ret_10d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60_65"", ""quantile_level"": 0.65}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,574,785,376.4756536170029,833.7041174469213,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_1c045a63b5921a43,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_592ae2a8a720df01,electronics_failure_secondary_diagnostic_seed,atr20_pct_market_rank >= train_q45_50 and close_over_close_20d <= train_q90_95 and volume_price_divergence_20 >= train_q35_40,atr20_pct_market_rank >= train_q45_50 and close_over_close_20d <= train_q90_95 and volume_price_divergence_20 >= train_q35_40,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}, {""feature_name"": ""close_over_close_20d"", ""feature_family"": ""rolling_return"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""volume_price_divergence_20"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,542,51,369.33807714730074,28.148932829236095,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_ac7436b48bcf6113,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_2fec3d40abb3bd3d,electronics_failure_secondary_diagnostic_seed,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d <= train_q30_35,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d <= train_q30_35,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,628,536,361.501205488121,496.6390225138123,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_9b5d3920286f0b7e,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_bd7c0dfb643a0290,electronics_failure_secondary_diagnostic_seed,prelaunch_drawdown_120d >= train_q00_05 and volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95,prelaunch_drawdown_120d >= train_q00_05 and volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95,"[{""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10_15"", ""quantile_level"": 0.15}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,2533,630,1817.5725972385385,598.5113928402857,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_79ebefb05fe2f143,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_5e9a5fcc47457730,electronics_failure_secondary_diagnostic_seed,industry_relative_strength_vs_market_20d <= train_q90_95 and prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20,industry_relative_strength_vs_market_20d <= train_q90_95 and prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20,"[{""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,2424,575,1727.5347855730492,577.7129675459114,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_e50ef99f7ef050cd,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_71f8372b80135790,electronics_failure_secondary_diagnostic_seed,intraday_range_pct >= train_q15_20 and rank_evaporation_2d <= train_q90_95 and turnover_proxy_ratio_10 <= train_q90_95,intraday_range_pct >= train_q15_20 and rank_evaporation_2d <= train_q90_95 and turnover_proxy_ratio_10 <= train_q90_95,"[{""feature_name"": ""intraday_range_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""rank_evaporation_2d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""turnover_proxy_ratio_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,2371,747,1726.6800294093523,684.3501903734173,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_40004587d59a2005,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_399e640e4c35f671,electronics_failure_secondary_diagnostic_seed,volatility_return_std_10 >= train_q10_15 and rank_evaporation_2d <= train_q90_95 and atr20_pct_market_rank <= train_q70_75,volatility_return_std_10 >= train_q10_15 and rank_evaporation_2d <= train_q90_95 and atr20_pct_market_rank <= train_q70_75,"[{""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10_15"", ""quantile_level"": 0.15}, {""feature_name"": ""rank_evaporation_2d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1968,746,1349.875211012039,636.2021703771409,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_5feefa16f26e4755,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_c19eff4a5702383c,electronics_failure_secondary_diagnostic_seed,market_volatility_regime <= train_q40_45 and ret_20d_market_rank >= train_q05_10 and close_over_median_20 >= train_q05_10,market_volatility_regime <= train_q40_45 and ret_20d_market_rank >= train_q05_10 and close_over_median_20 >= train_q05_10,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}, {""feature_name"": ""ret_20d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}, {""feature_name"": ""close_over_median_20"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1341,114,1147.893211872272,130.00872938636377,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_58680e7bdd22b33f,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_ef30c8b9f995338e,electronics_failure_secondary_diagnostic_seed,market_volatility_regime <= train_q40_45 and close_over_max_high_20 >= train_q05_10 and volume_price_divergence_10 <= train_q80_85,market_volatility_regime <= train_q40_45 and close_over_max_high_20 >= train_q05_10 and volume_price_divergence_10 <= train_q80_85,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}, {""feature_name"": ""close_over_max_high_20"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}, {""feature_name"": ""volume_price_divergence_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1291,104,1093.5620501551034,102.56189371532801,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_31d140345d6202e9,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_c5563d4ad8055fba,electronics_failure_secondary_diagnostic_seed,volatility_return_std_10 >= train_q10_15 and volume_price_divergence_10 <= train_q50_55 and industry_relative_strength_vs_market_20d <= train_q90_95,volatility_return_std_10 >= train_q10_15 and volume_price_divergence_10 <= train_q50_55 and industry_relative_strength_vs_market_20d <= train_q90_95,"[{""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10_15"", ""quantile_level"": 0.15}, {""feature_name"": ""volume_price_divergence_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1565,512,1090.3222107094448,401.3731275455963,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_8cb8f354309d8901,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_999f4933aaade822,electronics_failure_secondary_diagnostic_seed,volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95 and industry_relative_strength_vs_market_60d >= train_q40_45,volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95 and industry_relative_strength_vs_market_60d >= train_q40_45,"[{""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10_15"", ""quantile_level"": 0.15}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1384,142,1066.546066044578,223.70557220050463,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_de33354c36758954,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_b63d040dc40c7c11,electronics_failure_secondary_diagnostic_seed,market_volatility_regime <= train_q35_40 and close_over_ma_20 >= train_q05_10 and volume_price_divergence_5 <= train_q90_95,market_volatility_regime <= train_q35_40 and close_over_ma_20 >= train_q05_10 and volume_price_divergence_5 <= train_q90_95,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""close_over_ma_20"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}, {""feature_name"": ""volume_price_divergence_5"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1234,1,1043.8252249751295,0.7052929487109297,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_d0c04378fa7fe9e7,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_7e21204fa81aacc1,electronics_failure_secondary_diagnostic_seed,market_volatility_regime <= train_q40_45 and volume_price_divergence_10 <= train_q80_85 and high_close_ratio >= train_q05_10,market_volatility_regime <= train_q40_45 and volume_price_divergence_10 <= train_q80_85 and high_close_ratio >= train_q05_10,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}, {""feature_name"": ""volume_price_divergence_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""high_close_ratio"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1170,86,989.6112971572942,83.7335149279725,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_1f451b448cad4484,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_4b17917173415a82,electronics_failure_secondary_diagnostic_seed,prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20 and atr20_pct_market_rank >= train_q50_55,prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20 and atr20_pct_market_rank >= train_q50_55,"[{""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1228,225,979.3105261023615,209.29516780679677,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_9a5bd5bb93ccc5a9,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_4e652104a1b24e54,electronics_failure_secondary_diagnostic_seed,market_volatility_regime <= train_q35_40 and volume_price_divergence_10 <= train_q75_80 and close_over_max_high_20 <= train_q95_100,market_volatility_regime <= train_q35_40 and volume_price_divergence_10 <= train_q75_80 and close_over_max_high_20 <= train_q95_100,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""volume_price_divergence_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q75_80"", ""quantile_level"": 0.7999999999999999}, {""feature_name"": ""close_over_max_high_20"", ""feature_family"": ""price_distance"", ""direction"": ""less_than"", ""quantile_bucket"": ""q95_100"", ""quantile_level"": 1.0}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1118,1,932.409423109216,0.7052929487109297,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_b855173eca24ce65,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_c6f97a0920b48914,electronics_failure_secondary_diagnostic_seed,prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20 and atr20_pct_market_rank <= train_q50_55,prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20 and atr20_pct_market_rank <= train_q50_55,"[{""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1318,350,888.1777263784606,368.4177997391147,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
E10C_SEED_87f9f10b66423590,电子,failure_reject,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,E10C_PATH_7a4bffeb9e5350c4,electronics_failure_secondary_diagnostic_seed,volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95 and industry_relative_strength_vs_market_60d <= train_q40_45,volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95 and industry_relative_strength_vs_market_60d <= train_q40_45,"[{""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10_15"", ""quantile_level"": 0.15}, {""feature_name"": ""industry_relative_strength_vs_market_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90_95"", ""quantile_level"": 0.95}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}]",feature_asof_date = signal_date,train_fold_quantile_bucket_only,1311,733,864.3102888136673,531.3984251796298,1,False,False,False,False,2026-05-07T11:19:11.205754+00:00,True,False,True
