path_pattern_id,task,fold_id,path_count,path_train_support_count,path_oof_support_count
E10C_PATH_363ce812187e43d3,launch_winner,fold_2022,3,93,45
E10C_PATH_3645e4fa0e8f9d63,failure_reject,fold_2023,1,818,336
E10C_PATH_366f1e271befcc23,failure_reject,fold_2022,1,94,80
E10C_PATH_36856b7a3a393d63,launch_winner,fold_2022,1,231,98
E10C_PATH_36899c69bd735da3,launch_winner,fold_2023,1,53,18
E10C_PATH_368a9096d1d4e076,failure_reject,fold_2021,1,48,17
E10C_PATH_3697a07d307e2534,launch_winner,fold_2023,1,256,30
E10C_PATH_36d6ca1a978f326e,launch_winner,fold_2021,1,134,101
E10C_PATH_36e430a90d833d48,launch_winner,fold_2023,1,117,88
E10C_PATH_36ee8212d74fd658,launch_winner,fold_2023,1,43,55
E10C_PATH_374637e1262d3c72,launch_winner,fold_2022,1,67,42
E10C_PATH_374a4f409a4bd2a1,launch_winner,fold_2022,1,41,21
E10C_PATH_3776098f45f3d70a,launch_winner,fold_2022,1,56,0
E10C_PATH_379ea510f8e07cd5,launch_winner,fold_2023,1,37,48
E10C_PATH_37bd894cbb1bb32e,failure_reject,fold_2022,1,139,0
E10C_PATH_37f2c7e24ee855a4,launch_winner,fold_2021,1,46,52
E10C_PATH_38365a2de69a90be,launch_winner,fold_2022,1,370,152
E10C_PATH_387e2173f0ac980f,launch_winner,fold_2021,1,80,0
E10C_PATH_389c236b3e0699b8,failure_reject,fold_2021,1,109,15
E10C_PATH_38e87c1084916c10,launch_winner,fold_2022,1,215,102
E10C_PATH_394641dbe9d6d217,launch_winner,fold_2023,1,40,9
E10C_PATH_39631e6e602637b1,launch_winner,fold_2023,1,119,49
E10C_PATH_396b9f5698b4b608,launch_winner,fold_2021,1,284,188
E10C_PATH_399e640e4c35f671,failure_reject,fold_2022,1,1968,746
E10C_PATH_39acc3f96519ed11,launch_winner,fold_2023,1,122,27
E10C_PATH_39afcc4ede344bb0,launch_winner,fold_2022,1,63,33
E10C_PATH_3a246f017cee26fd,launch_winner,fold_2021,1,29,19
E10C_PATH_3a2bfca1872b5701,failure_reject,fold_2023,1,75,0
E10C_PATH_3aafc263502f43cf,launch_winner,fold_2022,1,47,9
E10C_PATH_3ab91017f2cf7b80,launch_winner,fold_2022,1,63,5
E10C_PATH_3af0723df4c60353,launch_winner,fold_2023,1,223,63
E10C_PATH_3b0b531a850c672e,failure_reject,fold_2023,1,280,1
E10C_PATH_3b8f9eba6d48be61,launch_winner,fold_2022,1,644,110
E10C_PATH_3bcade5438498113,launch_winner,fold_2022,1,279,149
E10C_PATH_3bdc9b9b7f12a9ec,failure_reject,fold_2023,1,2395,360
E10C_PATH_3bdd14fe24526acd,failure_reject,fold_2022,1,964,461
E10C_PATH_3be2137bd3170010,failure_reject,fold_2023,1,353,43
E10C_PATH_3c4fba849a9fdae0,failure_reject,fold_2023,1,148,73
E10C_PATH_3c56e137558e312d,failure_reject,fold_2023,1,366,0
E10C_PATH_3cbc57ae490d36b3,launch_winner,fold_2023,1,50,68
E10C_PATH_3ced7fc8892a983e,launch_winner,fold_2021,1,74,2
E10C_PATH_3cede9f4c1e73fed,launch_winner,fold_2022,1,85,30
E10C_PATH_3d506f2f2b704e5c,failure_reject,fold_2021,1,753,0
E10C_PATH_3d99e47989350b69,launch_winner,fold_2021,1,36,0
E10C_PATH_3da54aa345580e2b,launch_winner,fold_2021,1,181,210
E10C_PATH_3de5c09477fe463b,launch_winner,fold_2022,1,33,24
E10C_PATH_3e5a5c79d11b3df5,launch_winner,fold_2022,1,89,0
E10C_PATH_3e5b0cc20d64167a,launch_winner,fold_2022,1,143,21
E10C_PATH_3ec060061bf5b816,launch_winner,fold_2022,1,180,107
E10C_PATH_3f974e738ff6ffc2,failure_reject,fold_2022,1,23,108
E10C_PATH_3fbce53ee7221552,launch_winner,fold_2023,1,230,66
E10C_PATH_3feee25a276630a3,launch_winner,fold_2023,1,73,9
E10C_PATH_40395f831ee61e94,launch_winner,fold_2023,1,33,23
E10C_PATH_40bebb80a2bd9246,launch_winner,fold_2022,1,43,5
E10C_PATH_40dd68b230e29323,failure_reject,fold_2022,1,710,385
E10C_PATH_40ee0a9587b536e4,failure_reject,fold_2023,1,41,0
E10C_PATH_41182f441b2489e7,failure_reject,fold_2021,1,1209,0
E10C_PATH_4122a8a49d95fec2,failure_reject,fold_2022,1,1003,382
E10C_PATH_4186de3882cbf775,failure_reject,fold_2023,1,257,0
E10C_PATH_4187d50dfe46e617,launch_winner,fold_2023,1,33,6
E10C_PATH_41b4a2ad260b65a8,launch_winner,fold_2021,1,106,117
E10C_PATH_41ba18cd06c398dc,failure_reject,fold_2022,2,84,2
E10C_PATH_41c931d00961766f,launch_winner,fold_2023,1,161,32
E10C_PATH_41eb057468a8ad24,launch_winner,fold_2022,1,47,29
E10C_PATH_4210708f39a88b30,failure_reject,fold_2022,1,651,308
E10C_PATH_427c1b47455d6c00,launch_winner,fold_2021,1,197,108
E10C_PATH_427ddc12a062481e,launch_winner,fold_2022,1,148,80
E10C_PATH_42833e5f1e4c126e,launch_winner,fold_2021,1,312,266
E10C_PATH_4286ee350d3f9545,launch_winner,fold_2023,1,66,53
E10C_PATH_42f717907be4ac8f,launch_winner,fold_2022,1,46,0
E10C_PATH_432dd5c5158a17f4,launch_winner,fold_2022,1,83,43
E10C_PATH_4337deaeeba83655,failure_reject,fold_2022,1,84,0
E10C_PATH_4354520930cfb50d,launch_winner,fold_2021,1,59,34
E10C_PATH_43f25b48d35ef9e4,failure_reject,fold_2022,1,966,518
E10C_PATH_4402280268a006e2,failure_reject,fold_2021,1,799,29
E10C_PATH_44069ec19987195e,launch_winner,fold_2022,1,60,0
E10C_PATH_44092eb127049330,launch_winner,fold_2021,1,41,22
E10C_PATH_444b2d677182997e,launch_winner,fold_2023,1,54,6
E10C_PATH_4498efd8945a52d9,launch_winner,fold_2021,1,62,0
E10C_PATH_44d4dc55f0ea7c7b,failure_reject,fold_2023,1,103,0
E10C_PATH_44e1bdab79904fe6,launch_winner,fold_2023,1,65,0
E10C_PATH_44f90a7fb9cc1f07,launch_winner,fold_2023,1,110,75
E10C_PATH_4503982cc583ace5,launch_winner,fold_2023,1,696,199
E10C_PATH_450bad8af8022897,failure_reject,fold_2023,1,94,0
E10C_PATH_451acb5a0d000481,launch_winner,fold_2023,1,152,25
E10C_PATH_452e557da2eb59fa,failure_reject,fold_2021,2,596,0
E10C_PATH_4530a4edf6edf764,launch_winner,fold_2023,1,68,2
E10C_PATH_455444dbd0739427,failure_reject,fold_2022,2,800,382
E10C_PATH_4559a7b86ca32238,launch_winner,fold_2023,1,168,46
E10C_PATH_45844b3173479cc6,failure_reject,fold_2022,1,73,26
E10C_PATH_4588b9ef126a98e4,failure_reject,fold_2022,1,106,58
E10C_PATH_4592929bf02f1ec1,launch_winner,fold_2023,1,281,3
E10C_PATH_459e8333e448f681,launch_winner,fold_2021,1,270,8
E10C_PATH_45ad058010e85041,failure_reject,fold_2021,1,540,831
E10C_PATH_45d1cad7df68017c,launch_winner,fold_2023,1,30,9
E10C_PATH_46105b519e7aa716,launch_winner,fold_2023,1,610,169
E10C_PATH_4617640f13698d83,failure_reject,fold_2021,2,66,12
E10C_PATH_461ad43cd29d3f83,failure_reject,fold_2021,1,75,45
E10C_PATH_466f648f20949707,launch_winner,fold_2022,1,200,45
E10C_PATH_46b767b1c8a96d6f,launch_winner,fold_2023,1,62,10
E10C_PATH_4726fa98c30d2967,launch_winner,fold_2022,1,154,35
E10C_PATH_4750138567e7ba2d,launch_winner,fold_2023,1,309,44
E10C_PATH_47709fb980644c60,failure_reject,fold_2021,2,1422,1462
E10C_PATH_47b73c8b2c0ed9ff,failure_reject,fold_2022,1,714,42
E10C_PATH_47dacc7c46994524,failure_reject,fold_2021,2,448,1220
E10C_PATH_47df19a6e61a3890,launch_winner,fold_2021,1,40,0
E10C_PATH_47e117439876431a,failure_reject,fold_2022,1,985,257
E10C_PATH_4809af7386eaa6ce,launch_winner,fold_2021,1,159,185
E10C_PATH_48488da9c42d65ae,launch_winner,fold_2023,1,999,259
E10C_PATH_4864804448a51003,launch_winner,fold_2021,1,128,14
E10C_PATH_487a10187e06f555,launch_winner,fold_2021,1,48,33
E10C_PATH_48afa214a42adb67,launch_winner,fold_2021,1,79,97
E10C_PATH_48e0225f604711b8,launch_winner,fold_2021,1,117,0
E10C_PATH_49056be4495c9722,launch_winner,fold_2023,1,34,39
E10C_PATH_491d23ea9213a503,launch_winner,fold_2022,1,68,36
E10C_PATH_49552ca309334293,failure_reject,fold_2023,2,1596,0
E10C_PATH_49a21b0aeebde45b,launch_winner,fold_2021,1,198,17
E10C_PATH_49b1a9011afb38d0,failure_reject,fold_2023,1,300,0
E10C_PATH_4a44fbf93c6571da,failure_reject,fold_2023,2,84,184
E10C_PATH_4a69fcbc9b920eb5,failure_reject,fold_2023,1,2073,180
E10C_PATH_4aba83366ae02369,launch_winner,fold_2022,2,134,22
E10C_PATH_4acd4ff63d104f40,failure_reject,fold_2021,1,288,522
E10C_PATH_4adb670e98a1068a,launch_winner,fold_2022,1,217,36
E10C_PATH_4ae11d96148254a7,failure_reject,fold_2023,1,750,0
E10C_PATH_4b17917173415a82,failure_reject,fold_2022,3,3684,675
E10C_PATH_4b4354c6f0410840,failure_reject,fold_2022,2,76,54
E10C_PATH_4b46ff417a399958,launch_winner,fold_2022,1,117,0
E10C_PATH_4b5ac1aff6ee93b0,failure_reject,fold_2021,1,462,371
E10C_PATH_4b9f195bbfe75c78,failure_reject,fold_2023,1,1512,373
E10C_PATH_4bceacc3d10b535b,failure_reject,fold_2021,1,166,195
E10C_PATH_4be98e87f56d5223,launch_winner,fold_2021,1,49,0
E10C_PATH_4bed1a5cfeff4692,failure_reject,fold_2023,1,1081,280
E10C_PATH_4bedf41acf134216,launch_winner,fold_2023,3,117,21
E10C_PATH_4c2e4d6d8dcc15ce,launch_winner,fold_2022,1,70,29
E10C_PATH_4d017be1786f1016,launch_winner,fold_2023,1,84,6
E10C_PATH_4d052591464d4e5f,launch_winner,fold_2021,1,266,143
E10C_PATH_4d17bd670d31aa94,failure_reject,fold_2023,1,26,6
E10C_PATH_4d503ae17b24e116,launch_winner,fold_2021,1,52,0
E10C_PATH_4d696c03b2b01018,launch_winner,fold_2023,1,94,20
E10C_PATH_4d72ebc29fb8abda,launch_winner,fold_2023,1,130,12
E10C_PATH_4d939fb1e63d29e7,failure_reject,fold_2022,2,984,324
E10C_PATH_4dacd0de96d4875b,launch_winner,fold_2023,1,424,121
E10C_PATH_4de896f3f8751911,launch_winner,fold_2021,1,39,0
E10C_PATH_4e1a2a7ed7c3841f,launch_winner,fold_2022,1,432,132
E10C_PATH_4e2e9400d68d1598,failure_reject,fold_2022,2,206,0
E10C_PATH_4e3943d73f39e787,failure_reject,fold_2023,1,76,22
E10C_PATH_4e652104a1b24e54,failure_reject,fold_2022,1,1118,1
E10C_PATH_4e78c275f02958f4,launch_winner,fold_2023,1,389,123
E10C_PATH_4ea41e7b672f78f9,launch_winner,fold_2023,1,41,41
E10C_PATH_4eb652b1114e38d5,failure_reject,fold_2021,1,47,10
E10C_PATH_4eba930fabd9a3d3,launch_winner,fold_2023,1,681,144
E10C_PATH_4ecb36f5808e88cb,launch_winner,fold_2023,1,645,169
E10C_PATH_4ee339a790189369,launch_winner,fold_2022,1,686,222
E10C_PATH_4ee9e8179e2ae817,failure_reject,fold_2021,1,207,448
E10C_PATH_4f71d1a5a7c07ea5,launch_winner,fold_2022,1,43,13
E10C_PATH_4f75399ff25f5d0a,launch_winner,fold_2021,1,33,5
E10C_PATH_4fabf8d94fbc058f,failure_reject,fold_2022,1,80,21
E10C_PATH_4fe1da916e33ced0,launch_winner,fold_2023,1,703,223
E10C_PATH_4ff9523581480873,launch_winner,fold_2023,1,36,2
E10C_PATH_502b439d7c001425,launch_winner,fold_2023,1,160,54
E10C_PATH_5069c2463204d725,launch_winner,fold_2023,1,408,97
E10C_PATH_50743b8b56421545,launch_winner,fold_2021,1,40,0
E10C_PATH_50c439579088c4aa,failure_reject,fold_2023,1,606,2
E10C_PATH_510809fd35c94d68,failure_reject,fold_2023,1,47,3
E10C_PATH_512a4dcb4f91a44c,failure_reject,fold_2022,1,447,40
E10C_PATH_515f63d882b8114d,launch_winner,fold_2023,1,49,50
E10C_PATH_51683147f27b9f7f,launch_winner,fold_2022,1,583,208
E10C_PATH_51693bc43735dd8d,failure_reject,fold_2022,1,1185,434
E10C_PATH_51a1ea9ad266750b,failure_reject,fold_2022,1,627,296
E10C_PATH_51a2d1e566f712ab,launch_winner,fold_2023,1,49,1
E10C_PATH_51a8d4230cb73267,launch_winner,fold_2021,1,75,53
E10C_PATH_51ad35eb29c695f2,launch_winner,fold_2023,1,224,0
E10C_PATH_51b31234f58173cc,launch_winner,fold_2021,1,49,9
E10C_PATH_51c5e19ad0a45d8e,launch_winner,fold_2022,1,144,24
E10C_PATH_5245f236e4528bfa,launch_winner,fold_2023,1,47,0
E10C_PATH_528baad97ae1c1d4,launch_winner,fold_2021,1,48,61
E10C_PATH_528ea8b03c96c65f,launch_winner,fold_2022,1,90,32
E10C_PATH_529c0eb15fc268ac,launch_winner,fold_2021,1,113,40
E10C_PATH_52fea7176383c5e6,failure_reject,fold_2023,1,258,1
E10C_PATH_530157a9ffed0dde,launch_winner,fold_2023,1,49,6
E10C_PATH_5381410393631cb2,launch_winner,fold_2021,1,63,60
E10C_PATH_53cfa99ed8b4f205,failure_reject,fold_2021,1,467,871
E10C_PATH_5461999081bbe7e0,launch_winner,fold_2023,1,17,12
E10C_PATH_546d53de746f54c1,launch_winner,fold_2023,1,162,45
E10C_PATH_54853ba34c0b2c95,failure_reject,fold_2023,1,1346,883
E10C_PATH_54d57e8364e9b7ad,launch_winner,fold_2021,1,39,13
E10C_PATH_54e9787c6e9fe43a,failure_reject,fold_2022,1,26,0
E10C_PATH_5507eb463b8e97c9,launch_winner,fold_2022,2,256,68
E10C_PATH_557813110b36c9bf,launch_winner,fold_2021,1,34,8
E10C_PATH_55cdc636fc2a5b2f,launch_winner,fold_2023,1,503,257
E10C_PATH_561774ea8f279255,failure_reject,fold_2023,1,185,171
E10C_PATH_563765160c0cc63f,launch_winner,fold_2023,1,615,92
E10C_PATH_56432ab810a73a2f,launch_winner,fold_2023,1,64,19
E10C_PATH_5649a7e3e724815a,launch_winner,fold_2023,1,196,2
E10C_PATH_565ef909e1b27978,failure_reject,fold_2021,1,543,215
E10C_PATH_56623f817f2cf94b,launch_winner,fold_2022,1,105,23
E10C_PATH_568e6ddd51e1455b,launch_winner,fold_2021,1,61,0
E10C_PATH_56963bdd3bfc431d,launch_winner,fold_2022,1,48,6
E10C_PATH_569f2aeb09f76777,launch_winner,fold_2023,1,44,41
E10C_PATH_56c25ac1ef9a284d,launch_winner,fold_2023,1,84,25
E10C_PATH_56c5baef6b0de6b1,launch_winner,fold_2021,2,96,58
E10C_PATH_56cb241f7660702a,failure_reject,fold_2023,1,998,624
E10C_PATH_56d6b16e1105163d,launch_winner,fold_2023,1,66,46
E10C_PATH_56fa252d43214b7c,launch_winner,fold_2022,1,123,32
E10C_PATH_5717033ec50b2034,failure_reject,fold_2023,2,1538,194
E10C_PATH_5723bcc1120969e8,launch_winner,fold_2022,1,239,58
E10C_PATH_57411b5386601c81,failure_reject,fold_2022,1,110,27
E10C_PATH_5767a34fe04e56e0,launch_winner,fold_2022,1,49,2
E10C_PATH_579980e011a4e5f8,launch_winner,fold_2023,2,786,168
E10C_PATH_579d2edafc902a4e,launch_winner,fold_2021,1,336,274
E10C_PATH_58072ab083cbaf1b,launch_winner,fold_2022,1,452,173
E10C_PATH_58280f64d5498cff,launch_winner,fold_2022,1,68,34
E10C_PATH_582ee3ba7bf6e143,launch_winner,fold_2022,1,50,45
E10C_PATH_5856677c1d6dbc06,failure_reject,fold_2022,1,40,1
E10C_PATH_587ef3c80765161f,failure_reject,fold_2021,1,186,57
E10C_PATH_58f9bb8a1b74edc7,launch_winner,fold_2022,1,53,35
E10C_PATH_59164d4b7b5af06d,failure_reject,fold_2021,1,28,0
E10C_PATH_592ac787c8e83dc8,launch_winner,fold_2023,1,73,7
E10C_PATH_592ae2a8a720df01,failure_reject,fold_2021,1,542,51
E10C_PATH_59395bdfb142eb19,launch_winner,fold_2021,1,231,32
E10C_PATH_5973596cc84be150,failure_reject,fold_2022,1,240,173
E10C_PATH_59a5669a73d01d44,failure_reject,fold_2021,1,112,35
E10C_PATH_59b2da6722b2b2ff,launch_winner,fold_2023,1,58,26
E10C_PATH_59bf7cd2acbf32d8,launch_winner,fold_2021,1,80,16
E10C_PATH_5a37746805feb9b2,launch_winner,fold_2023,1,76,37
E10C_PATH_5a4618935244a44b,launch_winner,fold_2022,1,71,0
E10C_PATH_5a6d8463ba99c240,failure_reject,fold_2023,1,61,25
E10C_PATH_5b0163279d7b1a84,failure_reject,fold_2021,2,586,0
E10C_PATH_5b07b65d18fe32e4,launch_winner,fold_2023,1,52,9
E10C_PATH_5b18bd7049faa745,launch_winner,fold_2021,1,293,257
E10C_PATH_5b1d068f44bf40b8,launch_winner,fold_2023,1,566,131
E10C_PATH_5b4e9115acb2b0a4,launch_winner,fold_2022,1,89,0
E10C_PATH_5b4f106071f172ae,launch_winner,fold_2021,2,56,38
E10C_PATH_5b62d61470fc6e97,launch_winner,fold_2022,1,474,128
E10C_PATH_5b651dfcbf6ba294,launch_winner,fold_2021,1,137,44
E10C_PATH_5b6fccbfef7bddd1,launch_winner,fold_2022,1,165,70
E10C_PATH_5badd21b92473f82,launch_winner,fold_2022,1,90,4
E10C_PATH_5be4611acb411f07,failure_reject,fold_2023,1,122,180
E10C_PATH_5c15415f2140d9a6,launch_winner,fold_2021,1,65,46
E10C_PATH_5c23194cb2083c7e,launch_winner,fold_2022,1,220,74
E10C_PATH_5c5d7fa4e5cff737,launch_winner,fold_2021,1,90,43
E10C_PATH_5ca88a159891fb7b,launch_winner,fold_2023,1,26,8
E10C_PATH_5cbae4f0afe1cefc,launch_winner,fold_2022,1,43,24
E10C_PATH_5cccc4eb49201f4d,launch_winner,fold_2023,1,58,10
E10C_PATH_5cf05a41b7b5b28c,failure_reject,fold_2023,1,1748,66
E10C_PATH_5d2689761745df3e,launch_winner,fold_2022,1,91,39
E10C_PATH_5d45983ec9148729,launch_winner,fold_2021,1,81,55
E10C_PATH_5d6bbd37d86213a1,launch_winner,fold_2022,1,56,0
E10C_PATH_5dc4ecb2974ce173,launch_winner,fold_2022,1,329,45
E10C_PATH_5ddcf41c39b8e697,launch_winner,fold_2023,1,53,0
E10C_PATH_5ddd1d0423c6e25e,failure_reject,fold_2021,1,231,0
E10C_PATH_5dddfa29f2799c7a,failure_reject,fold_2021,1,72,0
E10C_PATH_5e2e618a18db0c00,launch_winner,fold_2021,1,53,0
E10C_PATH_5e4b1a43c779f1fc,launch_winner,fold_2022,1,61,32
E10C_PATH_5e6a2271aee71d75,launch_winner,fold_2021,1,206,146
E10C_PATH_5e7a4b41728961cf,failure_reject,fold_2023,1,974,599
E10C_PATH_5e9349c3c5ad39ff,launch_winner,fold_2023,1,320,115
E10C_PATH_5e9a5fcc47457730,failure_reject,fold_2022,1,2424,575
E10C_PATH_5ea0ed97e4b524e1,launch_winner,fold_2023,1,394,73
E10C_PATH_5eb9d9afbf8cda69,failure_reject,fold_2022,1,806,310
E10C_PATH_5ed2db2130dc1835,launch_winner,fold_2022,1,150,16
E10C_PATH_5ed5b4004cea7878,launch_winner,fold_2022,1,245,87
E10C_PATH_5eeed83a42976fe9,launch_winner,fold_2022,1,87,25
E10C_PATH_5f134d0b6ee3241e,launch_winner,fold_2022,1,94,2
E10C_PATH_5f3b3ab73071765b,launch_winner,fold_2022,1,232,136
E10C_PATH_5f4c20b9e8aed603,failure_reject,fold_2023,1,488,158
E10C_PATH_5f7908df31fd7041,launch_winner,fold_2023,1,332,84
E10C_PATH_5f7d73156b8c50ed,launch_winner,fold_2021,2,74,16
E10C_PATH_5f8b1af7c76721d1,launch_winner,fold_2021,1,174,103
E10C_PATH_5ff6944a25d52198,launch_winner,fold_2021,1,229,294
E10C_PATH_600252d730a32020,failure_reject,fold_2022,1,20,0
E10C_PATH_600d7127a603395e,launch_winner,fold_2022,1,276,138
E10C_PATH_602f513f4cc0d09b,launch_winner,fold_2021,1,144,11
E10C_PATH_6080edd86bf24b29,launch_winner,fold_2023,1,70,34
E10C_PATH_6099d11921942a63,failure_reject,fold_2021,1,799,285
E10C_PATH_609f42b183c7d038,launch_winner,fold_2022,1,140,51
E10C_PATH_60a9938b5ae27cd9,launch_winner,fold_2023,1,100,15
E10C_PATH_60c590877170434d,launch_winner,fold_2022,1,441,199
E10C_PATH_60e565afd2d41836,failure_reject,fold_2022,1,42,58
E10C_PATH_61195efdeed74406,launch_winner,fold_2023,1,30,1
E10C_PATH_611e14057c34c3d4,failure_reject,fold_2023,1,921,199
E10C_PATH_616205e11501eea8,failure_reject,fold_2022,1,52,33
E10C_PATH_619d30bc4b1fc449,failure_reject,fold_2023,1,852,513
E10C_PATH_61c469a64a083791,failure_reject,fold_2023,1,329,38
E10C_PATH_61f6df4b3d561e26,failure_reject,fold_2021,1,248,494
E10C_PATH_62a51095fbc291d5,failure_reject,fold_2021,1,227,94
E10C_PATH_62c08b82ac2da867,launch_winner,fold_2023,1,48,2
E10C_PATH_62dc6b94427793ea,failure_reject,fold_2021,1,11,0
E10C_PATH_62e55eaf36f7a6db,launch_winner,fold_2021,1,52,0
E10C_PATH_62f54a9248060c3a,failure_reject,fold_2021,4,652,564
E10C_PATH_6313a4b06836c7b9,launch_winner,fold_2022,1,197,28
E10C_PATH_631c93f129af1cc6,launch_winner,fold_2021,1,61,18
E10C_PATH_637a7f996d2fab20,launch_winner,fold_2021,1,69,9
E10C_PATH_637c5a001cfd4aac,failure_reject,fold_2021,1,574,785
E10C_PATH_63a081a1108a7884,failure_reject,fold_2023,1,1000,117
E10C_PATH_63a61c46c806b978,launch_winner,fold_2022,1,44,17
E10C_PATH_63b52bf9f740b8c9,launch_winner,fold_2022,4,140,0
E10C_PATH_63b9d0a80b3cb326,launch_winner,fold_2021,1,23,0
E10C_PATH_63cdf81354aff29b,failure_reject,fold_2022,1,610,233
E10C_PATH_63d585145c593a61,failure_reject,fold_2022,1,54,1
E10C_PATH_63f174a6e7fe56bd,failure_reject,fold_2023,1,586,469
E10C_PATH_63f4c9a2a8cca742,launch_winner,fold_2022,1,84,18
E10C_PATH_6413ef1bc25664e9,launch_winner,fold_2023,1,287,112
E10C_PATH_644cbe3fa6507836,failure_reject,fold_2023,1,166,33
E10C_PATH_64b218ed1bf50644,failure_reject,fold_2023,1,40,67
E10C_PATH_6518abfd1b8aa188,launch_winner,fold_2023,1,699,144
E10C_PATH_6526186a50e405d6,launch_winner,fold_2021,2,130,30
E10C_PATH_65348c8b10e97593,failure_reject,fold_2023,1,148,224
E10C_PATH_6534b5412a01df92,failure_reject,fold_2023,1,965,2
E10C_PATH_654f2cb5ed67097e,launch_winner,fold_2023,1,37,7
E10C_PATH_657d6818ec6f2fbb,failure_reject,fold_2021,1,116,0
E10C_PATH_65942ed489ff37df,launch_winner,fold_2022,1,43,0
E10C_PATH_65a921499461f7e0,failure_reject,fold_2021,1,834,23
E10C_PATH_65c8a1a101ffd28f,launch_winner,fold_2022,1,437,173
E10C_PATH_65e591133340f48c,launch_winner,fold_2023,1,217,53
E10C_PATH_65ee7a2bcc978fb9,launch_winner,fold_2023,1,248,78
E10C_PATH_65fce42449d0437a,launch_winner,fold_2023,1,31,28
E10C_PATH_662b22590699bb29,launch_winner,fold_2021,23,2208,3726
E10C_PATH_6661f0a5df7970a9,failure_reject,fold_2022,1,917,338
E10C_PATH_66cc109c116dc6de,failure_reject,fold_2022,1,651,124
E10C_PATH_66cdef7cd5352e5c,launch_winner,fold_2023,1,69,5
E10C_PATH_672fd9f843434d2a,failure_reject,fold_2023,1,1008,583
E10C_PATH_674dd2cd4c31a443,failure_reject,fold_2021,1,238,591
E10C_PATH_67815de0b30c820d,launch_winner,fold_2022,1,65,22
E10C_PATH_67a3cfa190c5b485,launch_winner,fold_2022,1,103,44
E10C_PATH_67a94073ea6b8a61,launch_winner,fold_2021,1,65,76
E10C_PATH_67d610237a127b90,launch_winner,fold_2022,1,111,27
E10C_PATH_67d6337012671ecc,launch_winner,fold_2022,1,114,14
E10C_PATH_68036abfab6cae7e,launch_winner,fold_2023,1,92,28
E10C_PATH_680b2051ce75dfd1,launch_winner,fold_2021,1,62,84
E10C_PATH_68512428e9ba51b2,launch_winner,fold_2021,2,440,352
E10C_PATH_687f321270c3ba5d,launch_winner,fold_2021,1,61,0
E10C_PATH_68a1e9ef508b8bcc,failure_reject,fold_2023,1,301,99
E10C_PATH_68bc7fc1aafa1e03,launch_winner,fold_2022,1,62,8
E10C_PATH_68e4862317e15d91,launch_winner,fold_2023,1,65,19
E10C_PATH_68ed9ec1882e4566,launch_winner,fold_2021,1,114,168
E10C_PATH_690bac7382840177,launch_winner,fold_2022,1,59,11
E10C_PATH_69137473abce6adc,failure_reject,fold_2023,1,467,6
E10C_PATH_6926fbb0624e175f,failure_reject,fold_2023,1,2162,18
E10C_PATH_692c037821f964a1,failure_reject,fold_2021,1,322,7
E10C_PATH_692db5fcce91d89a,launch_winner,fold_2023,1,413,91
E10C_PATH_69676ff4c2678035,launch_winner,fold_2021,1,76,60
E10C_PATH_6991adb8cb879a9f,failure_reject,fold_2023,1,1180,367
E10C_PATH_6999d3cc4ec85ec8,launch_winner,fold_2023,1,119,73
E10C_PATH_69ba2bed2d896e40,launch_winner,fold_2023,1,160,36
E10C_PATH_69de7c50d5f53c02,launch_winner,fold_2021,1,226,152
E10C_PATH_69f50bec24bc3da9,launch_winner,fold_2023,1,43,29
E10C_PATH_6a00fe91821c79b7,launch_winner,fold_2023,1,49,0
E10C_PATH_6a6de0bc2ed911fc,launch_winner,fold_2021,1,32,12
E10C_PATH_6ab49a742270f5c0,failure_reject,fold_2022,1,766,363
E10C_PATH_6ab6278063e52f5d,launch_winner,fold_2021,1,64,16
E10C_PATH_6ac4dd51d3da40cc,launch_winner,fold_2023,2,266,90
E10C_PATH_6af2f0b9bcb81749,launch_winner,fold_2023,1,533,170
E10C_PATH_6b2122202a536999,failure_reject,fold_2023,1,290,0
E10C_PATH_6b47d4d2537d203c,launch_winner,fold_2022,1,181,65
E10C_PATH_6b51275e302f4715,failure_reject,fold_2021,1,332,40
E10C_PATH_6bb6affa8a3d01aa,failure_reject,fold_2022,1,496,182
E10C_PATH_6bd9aff8d5c0ad88,failure_reject,fold_2022,1,39,1
E10C_PATH_6c1413914bf22005,launch_winner,fold_2021,1,70,8
E10C_PATH_6c8b4b4d6433ecde,launch_winner,fold_2022,1,46,0
E10C_PATH_6ca05f2a237a4973,launch_winner,fold_2023,1,186,0
E10C_PATH_6ca3b81488342fa9,launch_winner,fold_2021,1,240,232
E10C_PATH_6d137b7b03d39fd0,launch_winner,fold_2021,1,312,119
E10C_PATH_6d30b0f206ac3c7e,launch_winner,fold_2023,1,755,160
E10C_PATH_6ddfc73f53d7ce4a,launch_winner,fold_2022,1,65,57
E10C_PATH_6e11cc2cdafbdee0,launch_winner,fold_2022,1,308,79
E10C_PATH_6e3a8314c3671970,failure_reject,fold_2021,1,356,0
E10C_PATH_6e5df63f6412ad94,failure_reject,fold_2022,1,1068,520
E10C_PATH_6edeb2d33d4b151b,launch_winner,fold_2023,1,32,0
E10C_PATH_6ee8d6804419e709,launch_winner,fold_2023,1,79,9
E10C_PATH_6efeb94a4412723a,launch_winner,fold_2023,1,64,75
E10C_PATH_6f303e3984951481,failure_reject,fold_2023,1,151,51
