freeze_timestamp,feature_bank_version,probe_contract_id,candidate_extraction_budget,candidate_extraction_budget_hash,candidate_extraction_inputs_hash,max_path_depth,min_train_path_support_count,min_train_path_weighted_support,max_paths_per_fold_task,max_paths_total,path_dedup_identity,path_sort_key,candidate_metric_columns_available_before_freeze,candidate_metric_columns_read_before_freeze,oof_metric_computed_before_freeze,null_metric_computed_before_freeze,placebo_metric_computed_before_freeze,manual_formula_modified_after_freeze,freeze_pass,pass
2026-05-07T11:19:11.205754+00:00,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,"{""max_path_depth"": 4, ""max_paths_per_feature_family"": 20, ""max_paths_per_fold_task"": 40, ""max_paths_total"": 120, ""max_raw_paths_considered"": 2000, ""min_train_path_support_count"": 30, ""min_train_path_weighted_support"": 30.0, ""path_dedup_identity"": ""normalized_feature_direction_quantile_sequence"", ""path_sort_key"": ""train_weighted_support_desc_then_path_depth_asc_then_feature_family_diversity_desc_then_path_pattern_id_asc""}",c8d4a5d50ab63097,cee186a5b2f3e772,4,30,30.0,40,120,normalized_feature_direction_quantile_sequence,train_weighted_support_desc_then_path_depth_asc_then_feature_family_diversity_desc_then_path_pattern_id_asc,False,False,False,False,False,False,True,True
