feature_bank_v2_scope_id,fold_id,feature_name,missing_row_rate,missing_weight_share,pass
v2_hygiene_fold_fold_2021,fold_2021,body_pct,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_location,1.0,1.0,False
v2_hygiene_fold_fold_2021,fold_2021,close_open_return,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,gap_close_pct,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,gap_open_pct,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,high_close_ratio,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,intraday_range_pct,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,low_close_ratio,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,lower_shadow_pct,1.0,1.0,False
v2_hygiene_fold_fold_2021,fold_2021,open_close_ratio,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,upper_shadow_pct,1.0,1.0,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_10d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_120d,0.39035769828926903,0.47190126050420167,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_1d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_20d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_2d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_3d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_40d,0.18818040435458788,0.2579882535764889,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_5d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_close_60d,0.29237947122861585,0.36157822103200254,False
v2_hygiene_fold_fold_2021,fold_2021,ret_10d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,ret_120d,0.39035769828926903,0.47190126050420167,False
v2_hygiene_fold_fold_2021,fold_2021,ret_1d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,ret_20d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,ret_2d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,ret_3d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,ret_40d,0.18818040435458788,0.2579882535764889,False
v2_hygiene_fold_fold_2021,fold_2021,ret_5d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,ret_60d,0.29237947122861585,0.36157822103200254,False
v2_hygiene_fold_fold_2021,fold_2021,return_acceleration_20_60,0.29237947122861585,0.36157822103200254,False
v2_hygiene_fold_fold_2021,fold_2021,return_acceleration_5_20,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_10d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_120d,0.39035769828926903,0.47190126050420167,False
v2_hygiene_fold_fold_2021,fold_2021,return_slope_1d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_20d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_2d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_3d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_40d,0.18818040435458788,0.2579882535764889,False
v2_hygiene_fold_fold_2021,fold_2021,return_slope_5d,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_60d,0.29237947122861585,0.36157822103200254,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_10,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_120,0.38880248833592534,0.47006975867269984,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_20,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_40,0.18040435458786935,0.2493540306565517,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_5,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_60,0.28771384136858474,0.3601776608079129,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_10,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_120,0.38880248833592534,0.47006975867269984,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_20,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_40,0.18040435458786935,0.2493540306565517,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_5,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_60,0.28771384136858474,0.3601776608079129,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_10,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_120,0.38880248833592534,0.47006975867269984,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_20,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_40,0.18040435458786935,0.2493540306565517,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_5,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_60,0.28771384136858474,0.3601776608079129,False
v2_hygiene_fold_fold_2021,fold_2021,close_over_min_low_10,0.0,0.0,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_min_low_120,0.38880248833592534,0.47006975867269984,False
