primitive_seed_id,target_industry,task,fold_id,baseline_name,candidate_event_count,baseline_event_count,candidate_positive_rate,baseline_positive_rate,lift,pass
E10C_SEED_5875a30005613d2d,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_5875a30005613d2d,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,378,1039,0.774566867751751,0.7023441613397531,1.1028309344442044,True
E10C_SEED_5875a30005613d2d,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,825,1043,0.46850093197820697,0.44445076643134734,1.054112102764423,True
E10C_SEED_a36ac1afd51d2500,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,19,1200,0.48950570057406995,0.5736149640457191,0.853369823411815,True
E10C_SEED_a36ac1afd51d2500,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,316,1039,0.628957298868157,0.7023441613397531,0.8955115362081072,True
E10C_SEED_a36ac1afd51d2500,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,513,1043,0.47265610907902417,0.44445076643134734,1.0634611182564664,True
E10C_SEED_01206ced30a80685,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_01206ced30a80685,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,393,1039,0.7638717487894365,0.7023441613397531,1.0876031877766548,True
E10C_SEED_01206ced30a80685,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,691,1043,0.4440330226904838,0.44445076643134734,0.9990600899527797,True
E10C_SEED_d2a2c0fa932a97f4,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_d2a2c0fa932a97f4,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,388,1039,0.7527134400250389,0.7023441613397531,1.0717159498972757,True
E10C_SEED_d2a2c0fa932a97f4,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,690,1043,0.44953692883779667,0.44445076643134734,1.0114437026339,True
E10C_SEED_15a26f9130d9661c,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_15a26f9130d9661c,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,235,1039,0.8435578297807388,0.7023441613397531,1.201060500270429,True
E10C_SEED_15a26f9130d9661c,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,785,1043,0.45622733654406566,0.44445076643134734,1.0264969058491598,True
E10C_SEED_47053ca671186ab9,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_47053ca671186ab9,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,223,1039,0.5967495731259153,0.7023441613397531,0.8496540670140812,True
E10C_SEED_47053ca671186ab9,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,627,1043,0.33791281761306774,0.44445076643134734,0.7602930248636749,True
E10C_SEED_b357ba4f2a3ccb27,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,23,1200,0.5687435759358171,0.5736149640457191,0.9915075644548323,True
E10C_SEED_b357ba4f2a3ccb27,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,386,1039,0.7019553647755626,0.7023441613397531,0.999446430132702,True
E10C_SEED_b357ba4f2a3ccb27,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,511,1043,0.46626904543058006,0.44445076643134734,1.0490904294629064,True
E10C_SEED_6000a5438303e374,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_6000a5438303e374,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,185,1039,0.7713384006774457,0.7023441613397531,1.0982342320694787,True
E10C_SEED_6000a5438303e374,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,584,1043,0.36702442882170844,0.44445076643134734,0.825793218377544,True
E10C_SEED_7782697252cebc56,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,29,1200,0.13883646767512775,0.5736149640457191,0.24203773677016907,True
E10C_SEED_7782697252cebc56,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,362,1039,0.6561456961994174,0.7023441613397531,0.9342224685797772,True
E10C_SEED_7782697252cebc56,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,477,1043,0.4562058208033428,0.44445076643134734,1.0264484961211362,True
E10C_SEED_0272cec80954552f,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_0272cec80954552f,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,322,1039,0.7033570408766134,0.7023441613397531,1.0014421413213264,True
E10C_SEED_0272cec80954552f,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,617,1043,0.4141511704165015,0.44445076643134734,0.931826878693152,True
E10C_SEED_30f829b6b83e52c5,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,295,1200,0.6729040782626987,0.5736149640457191,1.1730936611497915,True
E10C_SEED_30f829b6b83e52c5,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,235,1039,0.6057344723303175,0.7023441613397531,0.8624467969874652,True
E10C_SEED_30f829b6b83e52c5,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,265,1043,0.5560508869347296,0.44445076643134734,1.2510966994150086,True
E10C_SEED_fecfc3193f49e499,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,229,1200,0.5563908519693341,0.5736149640457191,0.9699726939567564,True
E10C_SEED_fecfc3193f49e499,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,102,1039,0.6995712587649213,0.7023441613397531,0.9960519319053748,True
E10C_SEED_fecfc3193f49e499,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,295,1043,0.2997160737082769,0.44445076643134734,0.6743515735495372,True
E10C_SEED_4a9044adbaa2f918,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,197,1200,0.9067639300832144,0.5736149640457191,1.5807884851674514,True
E10C_SEED_4a9044adbaa2f918,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,48,1039,0.8828054048499013,0.7023441613397531,1.2569413308226416,True
E10C_SEED_4a9044adbaa2f918,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,255,1043,0.47983684535625304,0.44445076643134734,1.0796175450636143,True
E10C_SEED_970a764a07cfc2cb,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,863,1200,0.5717119624750697,0.5736149640457191,0.9966824408533078,True
E10C_SEED_970a764a07cfc2cb,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,581,1039,0.669135170139853,0.7023441613397531,0.9527169256500226,True
E10C_SEED_970a764a07cfc2cb,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,268,1043,0.5491788740033572,0.44445076643134734,1.2356348902554695,True
E10C_SEED_e7d3ad15ee2dc1db,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,252,1200,0.5070835654124614,0.5736149640457191,0.8840138371495571,True
E10C_SEED_e7d3ad15ee2dc1db,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,326,1039,0.8636848595300175,0.7023441613397531,1.2297174335193444,True
E10C_SEED_e7d3ad15ee2dc1db,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,548,1043,0.4033774588363419,0.44445076643134734,0.9075863724461596,True
E10C_SEED_2ed424dc8a601fc6,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,285,1200,0.6653307078525553,0.5736149640457191,1.159890779626743,True
E10C_SEED_2ed424dc8a601fc6,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,265,1039,0.6101118945544598,0.7023441613397531,0.8686793856029841,True
E10C_SEED_2ed424dc8a601fc6,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,259,1043,0.5960491334085817,0.44445076643134734,1.341091473853159,True
E10C_SEED_12c326ae4b214b07,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,11,1200,0.0,0.5736149640457191,0.0,True
E10C_SEED_12c326ae4b214b07,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,186,1039,0.6211782635205495,0.7023441613397531,0.8844357192855765,True
E10C_SEED_12c326ae4b214b07,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,257,1043,0.6248698076185396,0.44445076643134734,1.405937068431315,True
E10C_SEED_722d9681c64453db,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,797,1200,0.5865284261284722,0.5736149640457191,1.0225124219069779,True
E10C_SEED_722d9681c64453db,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,302,1039,0.5708432815884494,0.7023441613397531,0.8127686012218571,True
E10C_SEED_722d9681c64453db,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,212,1043,0.4810041089075779,0.44445076643134734,1.0822438506962881,True
E10C_SEED_4d73c55103327fa7,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,731,1200,0.6396255160315971,0.5736149640457191,1.1150781554238127,True
E10C_SEED_4d73c55103327fa7,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,321,1039,0.5291517640042305,0.7023441613397531,0.7534080770243035,True
E10C_SEED_4d73c55103327fa7,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,274,1043,0.47763308547247724,0.44445076643134734,1.0746591558555798,True
E10C_SEED_eb51241f94f40c00,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,234,1200,0.5804001520586579,0.5736149640457191,1.0118288197453615,True
E10C_SEED_eb51241f94f40c00,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,212,1039,0.6297629221203273,0.7023441613397531,0.8966585853280622,True
E10C_SEED_eb51241f94f40c00,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,413,1043,0.4286564492379959,0.44445076643134734,0.9644632918058177,True
E10C_SEED_5f7a994453400c07,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,785,1200,0.5866365564371078,0.5736149640457191,1.0227009286848918,True
E10C_SEED_5f7a994453400c07,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,259,1039,0.5183966074140162,0.7023441613397531,0.7380948485784395,True
E10C_SEED_5f7a994453400c07,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,193,1043,0.460873508871213,0.44445076643134734,1.0369506448863384,True
E10C_SEED_1c045a63b5921a43,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,51,1200,0.706974409537041,0.5736149640457191,1.232489481359996,True
E10C_SEED_1c045a63b5921a43,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,238,1039,0.7747860486332548,0.7023441613397531,1.10314300492698,True
E10C_SEED_1c045a63b5921a43,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,291,1043,0.4053672430775676,0.44445076643134734,0.9120633233066618,True
E10C_SEED_ac7436b48bcf6113,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,510,1200,0.5610705784879602,0.5736149640457191,0.9781310001585678,True
E10C_SEED_ac7436b48bcf6113,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,428,1039,0.42951686923268445,0.7023441613397531,0.6115475757830202,True
E10C_SEED_ac7436b48bcf6113,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,108,1043,0.44969216979965265,0.44445076643134734,1.0117929898296507,True
E10C_SEED_9b5d3920286f0b7e,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,956,1200,0.6008963909251696,0.5736149640457191,1.0475605215858281,True
E10C_SEED_9b5d3920286f0b7e,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,630,1039,0.8031443841162896,0.7023441613397531,1.1435196992087975,True
E10C_SEED_9b5d3920286f0b7e,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,545,1043,0.6013922708766336,0.44445076643134734,1.3531133621512799,True
E10C_SEED_79ebefb05fe2f143,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,941,1200,0.5969928233193323,0.5736149640457191,1.040755316264291,True
E10C_SEED_79ebefb05fe2f143,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,575,1039,0.8026068156659157,0.7023441613397531,1.142754307425162,True
E10C_SEED_79ebefb05fe2f143,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,664,1043,0.5032680827684823,0.44445076643134734,1.1323370793336685,True
E10C_SEED_e50ef99f7ef050cd,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,919,1200,0.5768734919696985,0.5736149640457191,1.0056806884900578,True
E10C_SEED_e50ef99f7ef050cd,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,747,1039,0.7450460097822516,0.7023441613397531,1.0607990367016689,True
E10C_SEED_e50ef99f7ef050cd,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,600,1043,0.5748377827572764,0.44445076643134734,1.2933666137485882,True
E10C_SEED_40004587d59a2005,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,996,1200,0.5830656161613332,0.5736149640457191,1.0164756024650377,True
E10C_SEED_40004587d59a2005,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,746,1039,0.7226205449951787,0.7023441613397531,1.0288695838472517,True
E10C_SEED_40004587d59a2005,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,507,1043,0.6343250778393598,0.44445076643134734,1.4272111238159866,True
E10C_SEED_5feefa16f26e4755,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_5feefa16f26e4755,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,114,1039,0.6440800512692962,0.7023441613397531,0.9170433623890096,True
E10C_SEED_5feefa16f26e4755,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,902,1043,0.46560224299682806,0.44445076643134734,1.0475901453277119,True
E10C_SEED_58680e7bdd22b33f,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_58680e7bdd22b33f,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,104,1039,0.6668551429445051,0.7023441613397531,0.9494706151930542,True
E10C_SEED_58680e7bdd22b33f,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,886,1043,0.4554489470541189,0.44445076643134734,1.0247455544088266,True
E10C_SEED_31d140345d6202e9,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,567,1200,0.5649558905639099,0.5736149640457191,0.9849043800727643,True
E10C_SEED_31d140345d6202e9,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,512,1039,0.7448641435524329,0.7023441613397531,1.060540094946573,True
E10C_SEED_31d140345d6202e9,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,342,1043,0.5043273558834239,0.44445076643134734,1.1347204099406711,True
E10C_SEED_8cb8f354309d8901,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,345,1200,0.698626432655751,0.5736149640457191,1.2179362053742866,True
E10C_SEED_8cb8f354309d8901,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,145,1039,0.9220036584505265,0.7023441613397531,1.3127519373006007,True
E10C_SEED_8cb8f354309d8901,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,449,1043,0.6003379107441669,0.44445076643134734,1.3507410855976076,True
E10C_SEED_de33354c36758954,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_de33354c36758954,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,1,1039,1.0,0.7023441613397531,1.4238033930437395,True
E10C_SEED_de33354c36758954,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,923,1043,0.4415293944199597,0.44445076643134734,0.9934270064717305,True
E10C_SEED_d0c04378fa7fe9e7,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_d0c04378fa7fe9e7,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,86,1039,0.5919439491997305,0.7023441613397531,0.8428118033622872,True
E10C_SEED_d0c04378fa7fe9e7,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,791,1043,0.43757354235314433,0.44445076643134734,0.9845264659268727,True
E10C_SEED_1f451b448cad4484,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,73,1200,0.2912524177400727,0.5736149640457191,0.5077489884257254,True
E10C_SEED_1f451b448cad4484,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,225,1039,0.7727276483257405,0.7023441613397531,1.1002122475848988,True
E10C_SEED_1f451b448cad4484,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,474,1043,0.5089028573745176,0.44445076643134734,1.145015141858521,True
E10C_SEED_9a5bd5bb93ccc5a9,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_9a5bd5bb93ccc5a9,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,1,1039,1.0,0.7023441613397531,1.4238033930437395,True
E10C_SEED_9a5bd5bb93ccc5a9,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,872,1043,0.48193681423879553,0.44445076643134734,1.0843424078406636,True
E10C_SEED_b855173eca24ce65,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,868,1200,0.6344934453452025,0.5736149640457191,1.1061312642022203,True
E10C_SEED_b855173eca24ce65,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,350,1039,0.8195809286073036,0.7023441613397531,1.1669221070250175,True
E10C_SEED_b855173eca24ce65,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,289,1043,0.5491111468647708,0.44445076643134734,1.2354825063612305,True
E10C_SEED_87f9f10b66423590,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,709,1200,0.523433879392993,0.5736149640457191,0.9125178250253484,True
E10C_SEED_87f9f10b66423590,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,730,1039,0.647372358485062,0.7023441613397531,0.9217309605737594,True
E10C_SEED_87f9f10b66423590,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,152,1043,0.500393334976532,0.44445076643134734,1.1258689888069435,True
E10C_SEED_e675f1cdb32dae77,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_e675f1cdb32dae77,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,1,1039,1.0,0.7023441613397531,1.4238033930437395,True
E10C_SEED_e675f1cdb32dae77,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,774,1043,0.48877882873357076,0.44445076643134734,1.0997367214779472,True
E10C_SEED_3fa6fe122169a98e,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_3fa6fe122169a98e,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,66,1039,0.7720259483560015,0.7023441613397531,1.0992131647870858,True
E10C_SEED_3fa6fe122169a98e,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,676,1043,0.47851103841130377,0.44445076643134734,1.076634521869404,True
E10C_SEED_d849d52e0e224b2c,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_d849d52e0e224b2c,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,0,1039,,0.7023441613397531,,True
E10C_SEED_d849d52e0e224b2c,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,870,1043,0.441753708964811,0.44445076643134734,0.9939317070185478,True
E10C_SEED_cdb7ae6f239a051b,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_cdb7ae6f239a051b,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,76,1039,0.6013628343493217,0.7023441613397531,0.8562224439969645,True
E10C_SEED_cdb7ae6f239a051b,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,600,1043,0.41576451923053653,0.44445076643134734,0.9354568618901418,True
E10C_SEED_dde6386d2905c2d9,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_dde6386d2905c2d9,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,0,1039,,0.7023441613397531,,True
E10C_SEED_dde6386d2905c2d9,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,705,1043,0.5051552256716786,0.44445076643134734,1.1365830904685998,True
E10C_SEED_017f7cb1a7e24e72,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,33,1200,0.16946864967823205,0.5736149640457191,0.2954397292618831,True
E10C_SEED_017f7cb1a7e24e72,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,224,1039,0.7309782429542987,0.7023441613397531,1.0407693025594813,True
E10C_SEED_017f7cb1a7e24e72,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,321,1043,0.5873445862200783,0.44445076643134734,1.3215065212646073,True
E10C_SEED_afa6064062db9989,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,536,1200,0.5232366740846183,0.5736149640457191,0.9121740311553561,True
E10C_SEED_afa6064062db9989,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,520,1039,0.6865598325272947,0.7023441613397531,0.9775262190799037,True
E10C_SEED_afa6064062db9989,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,16,1043,0.2953954325245162,0.44445076643134734,0.6646302691664834,True
E10C_SEED_5bf9ddca16aa73ab,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,390,1200,0.5559222963267684,0.5736149640457191,0.9691558469915709,True
E10C_SEED_5bf9ddca16aa73ab,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,257,1039,0.7331860761341908,0.7023441613397531,1.0439128229322865,True
E10C_SEED_5bf9ddca16aa73ab,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,311,1043,0.6254891775023359,0.44445076643134734,1.4073306308471691,True
E10C_SEED_836344e9cb27c8a3,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_836344e9cb27c8a3,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,0,1039,,0.7023441613397531,,True
E10C_SEED_836344e9cb27c8a3,电子,failure_reject,fold_2023,candidate_scope_weighted_baseline,598,1043,0.5152812221840225,0.44445076643134734,1.1593662585428708,True
E10C_SEED_d1c57434089518b5,电子,failure_reject,fold_2021,candidate_scope_weighted_baseline,0,1200,,0.5736149640457191,,True
E10C_SEED_d1c57434089518b5,电子,failure_reject,fold_2022,candidate_scope_weighted_baseline,0,1039,,0.7023441613397531,,True
