path_pattern_raw_id,path_pattern_id,target_industry,task,feature_bank_version,probe_contract_id,source_fold_id,source_tree_id_internal_only,source_leaf_id_internal_only,path_depth,feature_name_list,feature_family_list,split_direction_list,raw_threshold_internal_list,split_threshold_quantile_list,quantile_bucket_count,quantile_source_row_count,quantile_source_excludes_validation_rows,missing_branch_token_list,tie_policy,formula_tokens,raw_numeric_threshold_in_formula,leaf_id_in_formula,tree_id_in_formula,canonicalization_pass,path_train_support_count,path_oof_support_count,path_train_weighted_support,path_oof_weighted_support,token_json,pass
E10C_RAW_cf016879d9456ccd,E10C_PATH_da54bc3bb7536936,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,37,1,2,market_volatility_regime;industry_relative_strength_vs_market_60d,industry_market_context;industry_market_context,greater_than;less_than,0.22192440445359166;-0.12491133809089659,q15_20;q00_05,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,market_volatility_regime >= train_q15_20 and industry_relative_strength_vs_market_60d <= train_q00_05,False,False,False,True,52,37,43.597722547722555,24.162966039631566,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",True
E10C_RAW_12b3c5d146135a67,E10C_PATH_f2e77e5799b9a37a,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,37,2,3,market_volatility_regime;industry_relative_strength_vs_market_60d;rank_evaporation_3d,industry_market_context;industry_market_context;cross_section_rank,greater_than;greater_than;less_than,0.22192440445359166;-0.12491133809089659;-0.7356864940030944,q15_20;q00_05;q05_10,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,market_volatility_regime >= train_q15_20 and industry_relative_strength_vs_market_60d >= train_q00_05 and rank_evaporation_3d <= train_q05_10,False,False,False,True,91,29,64.98992261492259,39.23251936854956,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""rank_evaporation_3d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}]",True
E10C_RAW_94dd9294c810a961,E10C_PATH_758b202c7f20ab5e,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,37,3,3,market_volatility_regime;industry_relative_strength_vs_market_60d;rank_evaporation_3d,industry_market_context;industry_market_context;cross_section_rank,greater_than;greater_than;greater_than,0.22192440445359166;-0.12491133809089659;-0.7356864940030944,q15_20;q00_05;q05_10,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,market_volatility_regime >= train_q15_20 and industry_relative_strength_vs_market_60d >= train_q00_05 and rank_evaporation_3d >= train_q05_10,False,False,False,True,680,290,555.4422687110186,295.27477548553463,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""rank_evaporation_3d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}]",True
E10C_RAW_41b7fcc08722b6ac,E10C_PATH_042eba7a2c8109a3,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,0,2,atr20_pct_industry_rank;atr_like_10,cross_section_rank;volatility_range,less_than;less_than,0.35147058823529415;0.12999998331069948,q35_40;q00_05,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank <= train_q35_40 and atr_like_10 <= train_q00_05,False,False,False,True,42,32,36.075225225225225,40.87732445187032,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",True
E10C_RAW_afaaca594b3b7171,E10C_PATH_8103bf7f91cdba88,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,4,3,atr20_pct_industry_rank;atr_like_10;volatility_return_std_10,cross_section_rank;volatility_range;volatility_range,less_than;greater_than;less_than,0.35147058823529415;0.12999998331069948;0.015381816175678612,q35_40;q00_05;q00_05,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank <= train_q35_40 and atr_like_10 >= train_q00_05 and volatility_return_std_10 <= train_q00_05,False,False,False,True,30,16,27.930320092820097,33.779048720420704,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",True
E10C_RAW_6d72996c34a5adbd,E10C_PATH_00d230a77c842e3c,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,6,3,atr20_pct_industry_rank;atr_like_10;volatility_return_std_10,cross_section_rank;volatility_range;volatility_range,less_than;greater_than;greater_than,0.35147058823529415;0.12999998331069948;0.015381816175678612,q35_40;q00_05;q00_05,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank <= train_q35_40 and atr_like_10 >= train_q00_05 and volatility_return_std_10 >= train_q00_05,False,False,False,True,342,90,314.5036438973939,75.78161519148418,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",True
E10C_RAW_624ab0506ed2269e,E10C_PATH_f8dd6d7ab211b46c,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,1,3,atr20_pct_industry_rank;money_5d_market_rank;rank_persistence_5d,cross_section_rank;cross_section_rank;cross_section_rank,greater_than;less_than;less_than,0.35147058823529415;0.9653975095785442;0.6609220176008307,q35_40;q70_75;q45_50,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank >= train_q35_40 and money_5d_market_rank <= train_q70_75 and rank_persistence_5d <= train_q45_50,False,False,False,True,223,108,188.1110065047565,126.30685722708046,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""money_5d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}, {""feature_name"": ""rank_persistence_5d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}]",True
E10C_RAW_cd24c692f7b2eb42,E10C_PATH_8fcb683de1232f82,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,3,3,atr20_pct_industry_rank;money_5d_market_rank;rank_persistence_5d,cross_section_rank;cross_section_rank;cross_section_rank,greater_than;less_than;greater_than,0.35147058823529415;0.9653975095785442;0.6609220176008307,q35_40;q70_75;q45_50,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank >= train_q35_40 and money_5d_market_rank <= train_q70_75 and rank_persistence_5d >= train_q45_50,False,False,False,True,284,89,185.9567965255465,63.31829923558856,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""money_5d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}, {""feature_name"": ""rank_persistence_5d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q45_50"", ""quantile_level"": 0.49999999999999994}]",True
E10C_RAW_e591ad4cc5cac706,E10C_PATH_826413f38d9fb3b7,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,2,3,atr20_pct_industry_rank;money_5d_market_rank;close_over_close_5d,cross_section_rank;cross_section_rank;rolling_return,greater_than;greater_than;less_than,0.35147058823529415;0.9653975095785442;1.0954006314277651,q35_40;q70_75;q65_70,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank >= train_q35_40 and money_5d_market_rank >= train_q70_75 and close_over_close_5d <= train_q65_70,False,False,False,True,64,15,51.82386088011088,14.801997243063395,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""money_5d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}, {""feature_name"": ""close_over_close_5d"", ""feature_family"": ""rolling_return"", ""direction"": ""less_than"", ""quantile_bucket"": ""q65_70"", ""quantile_level"": 0.7}]",True
E10C_RAW_ec269ac7fb98fc0a,E10C_PATH_56963bdd3bfc431d,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,38,5,3,atr20_pct_industry_rank;money_5d_market_rank;close_over_close_5d,cross_section_rank;cross_section_rank;rolling_return,greater_than;greater_than;greater_than,0.35147058823529415;0.9653975095785442;1.0954006314277651,q35_40;q70_75;q65_70,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr20_pct_industry_rank >= train_q35_40 and money_5d_market_rank >= train_q70_75 and close_over_close_5d >= train_q65_70,False,False,False,True,48,6,28.599146874146875,3.8051188242081215,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q35_40"", ""quantile_level"": 0.39999999999999997}, {""feature_name"": ""money_5d_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}, {""feature_name"": ""close_over_close_5d"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q65_70"", ""quantile_level"": 0.7}]",True
E10C_RAW_d21fd727179c2ddd,E10C_PATH_3635aff530ddf586,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,0,3,atr_like_10;ret_20d_industry_rank;close_over_close_3d,volatility_range;cross_section_rank;rolling_return,less_than;less_than;less_than,4.150500106811525;0.7752525252525254;1.0278722047805788,q80_85;q50_55;q30_35,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank <= train_q50_55 and close_over_close_3d <= train_q30_35,False,False,False,True,189,56,176.21121506121506,79.56207201162248,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}, {""feature_name"": ""close_over_close_3d"", ""feature_family"": ""rolling_return"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
E10C_RAW_235a7060c50cccd6,E10C_PATH_32c78823826a24e6,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,4,3,atr_like_10;ret_20d_industry_rank;close_over_close_3d,volatility_range;cross_section_rank;rolling_return,less_than;less_than;greater_than,4.150500106811525;0.7752525252525254;1.0278722047805788,q80_85;q50_55;q30_35,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank <= train_q50_55 and close_over_close_3d >= train_q30_35,False,False,False,True,324,68,260.63658571158567,58.354677971577615,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}, {""feature_name"": ""close_over_close_3d"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
E10C_RAW_5f4da17a1d2c5ebe,E10C_PATH_e60b6b42008e4ed4,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,3,3,atr_like_10;ret_20d_industry_rank;body_pct,volatility_range;cross_section_rank;kbar_candle_shape,less_than;greater_than;less_than,4.150500106811525;0.7752525252525254;0.031102811917662624,q80_85;q50_55;q40_45,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank >= train_q50_55 and body_pct <= train_q40_45,False,False,False,True,209,47,180.3489724427224,50.218477845966234,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}, {""feature_name"": ""body_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}]",True
E10C_RAW_9017fe6d065b3b71,E10C_PATH_bb1fc6571c4d1df1,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,5,3,atr_like_10;ret_20d_industry_rank;body_pct,volatility_range;cross_section_rank;kbar_candle_shape,less_than;greater_than;greater_than,4.150500106811525;0.7752525252525254;0.031102811917662624,q80_85;q50_55;q40_45,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank >= train_q50_55 and body_pct >= train_q40_45,False,False,False,True,157,63,94.08954435204434,45.481094391690434,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q50_55"", ""quantile_level"": 0.5499999999999999}, {""feature_name"": ""body_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40_45"", ""quantile_level"": 0.44999999999999996}]",True
E10C_RAW_e00040ec926d9b77,E10C_PATH_fe811ff8e8d9a47b,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,1,2,atr_like_10;prelaunch_drawdown_120d,volatility_range;launch_lifecycle_context,greater_than;less_than,4.150500106811525;-0.26523381379891803,q80_85;q20_25,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85 and prelaunch_drawdown_120d <= train_q20_25,False,False,False,True,40,72,40.52432432432432,73.71982671412822,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}]",True
E10C_RAW_0bc59d03d900f070,E10C_PATH_f7d5832a94977655,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,2,3,atr_like_10;prelaunch_drawdown_120d;volatility_return_std_20,volatility_range;launch_lifecycle_context;volatility_range,greater_than;greater_than;less_than,4.150500106811525;-0.26523381379891803;0.03961767465744553,q80_85;q20_25;q85_90,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85 and prelaunch_drawdown_120d >= train_q20_25 and volatility_return_std_20 <= train_q85_90,False,False,False,True,79,45,51.28220208845208,48.00463852784903,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q85_90"", ""quantile_level"": 0.9}]",True
E10C_RAW_91c0c24b89ecdd67,E10C_PATH_da0710480b5d12e5,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,39,6,3,atr_like_10;prelaunch_drawdown_120d;volatility_return_std_20,volatility_range;launch_lifecycle_context;volatility_range,greater_than;greater_than;greater_than,4.150500106811525;-0.26523381379891803;0.03961767465744553,q80_85;q20_25;q85_90,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85 and prelaunch_drawdown_120d >= train_q20_25 and volatility_return_std_20 >= train_q85_90,False,False,False,True,35,5,29.90715601965602,3.3294734308817286,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q85_90"", ""quantile_level"": 0.9}]",True
E10C_RAW_71f0f1399c49fa43,E10C_PATH_1768b003e8d312ba,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,0,3,atr_like_10;ret_20d_industry_rank;volume_over_mean_10,volatility_range;cross_section_rank;volume_money,less_than;less_than;less_than,4.150500106811525;0.511904761904762;1.8606282152225697,q80_85;q15_20;q70_75,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank <= train_q15_20 and volume_over_mean_10 <= train_q70_75,False,False,False,True,156,52,122.46176801801799,58.04628697664534,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""volume_over_mean_10"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}]",True
E10C_RAW_33f5d5e8a2aa01c2,E10C_PATH_1b6a10bf760c2fff,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,5,3,atr_like_10;ret_20d_industry_rank;volume_over_mean_10,volatility_range;cross_section_rank;volume_money,less_than;less_than;greater_than,4.150500106811525;0.511904761904762;1.8606282152225697,q80_85;q15_20;q70_75,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank <= train_q15_20 and volume_over_mean_10 >= train_q70_75,False,False,False,True,85,17,96.19698164073164,24.192280999955035,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""volume_over_mean_10"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q70_75"", ""quantile_level"": 0.75}]",True
E10C_RAW_9925aa2d00347c13,E10C_PATH_f465e6689c4ec645,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,3,3,atr_like_10;ret_20d_industry_rank;volatility_return_std_20,volatility_range;cross_section_rank;volatility_range,less_than;greater_than;less_than,4.150500106811525;0.511904761904762;0.017913003029508955,q80_85;q15_20;q05_10,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank >= train_q15_20 and volatility_return_std_20 <= train_q05_10,False,False,False,True,60,19,53.21479556479555,43.24831741114879,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}]",True
E10C_RAW_ca14086c61111528,E10C_PATH_05ef9e30471f83aa,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,4,3,atr_like_10;ret_20d_industry_rank;volatility_return_std_20,volatility_range;cross_section_rank;volatility_range,less_than;greater_than;greater_than,4.150500106811525;0.511904761904762;0.017913003029508955,q80_85;q15_20;q05_10,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and ret_20d_industry_rank >= train_q15_20 and volatility_return_std_20 >= train_q05_10,False,False,False,True,578,146,439.4127723440223,108.12943683310762,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""ret_20d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q15_20"", ""quantile_level"": 0.2}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05_10"", ""quantile_level"": 0.1}]",True
E10C_RAW_5c77fdf05f1818b4,E10C_PATH_fe811ff8e8d9a47b,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,1,2,atr_like_10;prelaunch_drawdown_120d,volatility_range;launch_lifecycle_context,greater_than;less_than,4.150500106811525;-0.2795330152823347,q80_85;q20_25,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85 and prelaunch_drawdown_120d <= train_q20_25,False,False,False,True,40,72,40.52432432432432,73.71982671412822,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}]",True
E10C_RAW_75ef0eac533defe8,E10C_PATH_f7d5832a94977655,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,2,3,atr_like_10;prelaunch_drawdown_120d;volatility_return_std_20,volatility_range;launch_lifecycle_context;volatility_range,greater_than;greater_than;less_than,4.150500106811525;-0.2795330152823347;0.040976865985205335,q80_85;q20_25;q85_90,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85 and prelaunch_drawdown_120d >= train_q20_25 and volatility_return_std_20 <= train_q85_90,False,False,False,True,79,45,51.28220208845208,48.00463852784903,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q85_90"", ""quantile_level"": 0.9}]",True
E10C_RAW_0e18bcf84c4792bd,E10C_PATH_da0710480b5d12e5,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2022,40,6,3,atr_like_10;prelaunch_drawdown_120d;volatility_return_std_20,volatility_range;launch_lifecycle_context;volatility_range,greater_than;greater_than;greater_than,4.150500106811525;-0.2795330152823347;0.040976865985205335,q80_85;q20_25;q85_90,20,1033,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85 and prelaunch_drawdown_120d >= train_q20_25 and volatility_return_std_20 >= train_q85_90,False,False,False,True,35,5,29.90715601965602,3.3294734308817286,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""prelaunch_drawdown_120d"", ""feature_family"": ""launch_lifecycle_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q85_90"", ""quantile_level"": 0.9}]",True
