feature_bank_version_from,feature_bank_version_to,target_industry,task,train_scope_folds,feature_bank_v2_scope_id,global_v2_dictionary_rule,rows_used_for_missingness_count,rows_used_for_correlation_count,rows_from_validation_period_for_v2,labels_read_for_v2,oof_metric_read_for_v2,v1_feature_count,v2_feature_count,dropped_feature_count,missing_weight_share_before,missing_weight_share_after,missing_row_rate_before,missing_row_rate_after,duplicate_or_high_corr_cluster_count_before,duplicate_or_high_corr_cluster_count_after,constant_or_near_constant_rate_before,constant_or_near_constant_rate_after,max_feature_family_share_before,max_feature_family_share_after,feature_family_coverage_after_hygiene,feature_asof_leakage_violation_count,unmapped_formula_token_count,label_or_metric_used_for_v2,fold_2024_used_for_v2,feature_bank_v2_hygiene_pass,pass
alpha158_like_v1,alpha158_like_v2_hygiene,电子,launch_winner,fold_2021,v2_hygiene_fold_fold_2021,intersection_of_core_fold_v2_features,643,643,0,False,False,164,83,81,0.12852399598050604,0.0013955412254490923,0.10745173159352121,0.0011804605669958215,16,0,0.03048780487804878,0.0,0.2926829268292683,0.2289156626506024,1.0,0,0,False,False,True,True
alpha158_like_v1,alpha158_like_v2_hygiene,电子,launch_winner,fold_2022,v2_hygiene_fold_fold_2022,intersection_of_core_fold_v2_features,1033,1033,0,False,False,164,87,77,0.09434499348416132,0.009913512347589427,0.08576133922036219,0.00854558200086791,20,0,0.03048780487804878,0.0,0.2926829268292683,0.20689655172413793,1.0,0,0,False,False,True,True
alpha158_like_v1,alpha158_like_v2_hygiene,电子,launch_winner,fold_2023,v2_hygiene_fold_fold_2023,intersection_of_core_fold_v2_features,1425,1425,0,False,False,164,105,59,0.07754308128888601,0.03761024460566778,0.0745186136071887,0.034726817042606516,23,0,0.03048780487804878,0.0,0.2926829268292683,0.24761904761904763,1.0,0,0,False,False,True,True
alpha158_like_v1,alpha158_like_v2_hygiene,电子,launch_winner,fold_2021;fold_2022;fold_2023,v2_hygiene_global_intersection,intersection_of_core_fold_v2_features,1425,1425,0,False,False,164,81,59,0.07754308128888601,0.03761024460566778,0.0745186136071887,0.034726817042606516,23,0,0.03048780487804878,0.0,0.2926829268292683,0.24761904761904763,1.0,0,0,False,False,True,True
