primitive_seed_id,target_industry,task,primary_quality_metric,oof_support_count,oof_weighted_support,oof_positive_rate,baseline_positive_rate,oof_lift_vs_scope_baseline,fold_presence_count,null_adjusted_signal_status,oof_quality_pass,pass
E10C_SEED_7400f6587f37602f,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1508,1531.8773145629955,0.5599439904207791,0.5734699639389398,0.9795610028627135,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5875a30005613d2d,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1203,1152.3537195321344,0.621533899864979,0.5734699639389398,1.0784715186043137,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_a36ac1afd51d2500,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,848,745.6377563281683,0.5303730361737503,0.5734699639389398,0.9374474926254628,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_01206ced30a80685,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1084,1093.357996905737,0.6039523857399601,0.5734699639389398,1.0433316388647174,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_d2a2c0fa932a97f4,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1078,1065.1317849511988,0.6011251844314178,0.5734699639389398,1.041579826265588,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_15a26f9130d9661c,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1020,1080.8665856824819,0.6498925831624023,0.5734699639389398,1.1137787030597943,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_47053ca671186ab9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,850,913.8890980356678,0.4673311953694915,0.5734699639389398,0.804973545938878,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_b357ba4f2a3ccb27,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,920,751.9474062925408,0.5789893287139866,0.5734699639389398,1.013348141350147,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_6000a5438303e374,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,769,895.6388506849069,0.5691814147495771,0.5734699639389398,0.9620137252235114,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_7782697252cebc56,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,868,734.5438496281873,0.417062661559296,0.5734699639389398,0.7342362338236942,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_0272cec80954552f,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,939,1016.7859198379854,0.5587541056465575,0.5734699639389398,0.9666345100072391,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_30f829b6b83e52c5,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,795,781.8780852898469,0.611563145842582,0.5734699639389398,1.0955457191840885,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_fecfc3193f49e499,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,626,792.6273923542377,0.5185593948141775,0.5734699639389398,0.8801253998038895,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_4a9044adbaa2f918,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,500,564.6147754621015,0.7564687267631229,0.5734699639389398,1.305782453684569,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_970a764a07cfc2cb,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1712,1588.133825291993,0.5966753355394266,0.5734699639389398,1.0616780855862666,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_e7d3ad15ee2dc1db,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1126,1259.2528102084739,0.591381961259607,0.5734699639389398,1.0071058810383537,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_2ed424dc8a601fc6,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,809,572.1646628587774,0.6238305786051989,0.5734699639389398,1.123220546360962,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_12c326ae4b214b07,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,454,340.60626723681753,0.41534935704636305,0.5734699639389398,0.7634575959056304,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_722d9681c64453db,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1311,1458.5428956687108,0.5461252722081665,0.5734699639389398,0.972508291275041,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_4d73c55103327fa7,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1326,1367.649608493658,0.548803455169435,0.5734699639389398,0.9810484627678987,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_eb51241f94f40c00,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,859,953.9180962416722,0.546273174472327,0.5734699639389398,0.9576502322930804,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5f7a994453400c07,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1237,1378.6301961128358,0.5219688909074457,0.5734699639389398,0.9325821407165567,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_1c045a63b5921a43,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,580,579.9343440131545,0.6290425670826212,0.5734699639389398,1.0825652698645458,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_ac7436b48bcf6113,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1046,885.124900363302,0.4800932058400991,0.5734699639389398,0.8671571885904129,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_9b5d3920286f0b7e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2131,1975.7830149301008,0.6684776819726976,0.5734699639389398,1.1813978609819686,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_79ebefb05fe2f143,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2180,2113.071081651902,0.6342892405845768,0.5734699639389398,1.1052822343410404,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_e50ef99f7ef050cd,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2266,2044.0700461839012,0.6322524281697421,0.5734699639389398,1.1199487796467715,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_40004587d59a2005,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2249,2010.4546525717126,0.6466704129986239,0.5734699639389398,1.1575187700427587,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5feefa16f26e4755,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1016,950.7768950463803,0.5548411471330621,0.5734699639389398,0.9823167538583608,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_58680e7bdd22b33f,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,990,950.1923711912053,0.561152044999312,0.5734699639389398,0.9871080848009404,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_31d140345d6202e9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1421,1195.1457836476882,0.6047157966665889,0.5734699639389398,1.0600549616533363,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_8cb8f354309d8901,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,939,937.2456051829788,0.7403226672834814,0.5734699639389398,1.2938097427574984,3,passes_all_null_families_pre_fdr,True,True
E10C_SEED_de33354c36758954,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,924,910.0188242523678,0.7207646972099798,0.5734699639389398,1.208615199757735,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_d0c04378fa7fe9e7,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,877,816.9788169799431,0.5147587457764374,0.5734699639389398,0.91366913464458,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_1f451b448cad4484,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,772,704.2297068815014,0.5242943078134435,0.5734699639389398,0.9176587926230484,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_9a5bd5bb93ccc5a9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,873,774.2970224423674,0.7409684071193978,0.5734699639389398,1.2540729004422015,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_b855173eca24ce65,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1507,1472.1040214837649,0.6677285069390924,0.5734699639389398,1.169511959196156,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_87f9f10b66423590,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1591,1289.1832768856987,0.5570665242848624,0.5734699639389398,0.986705924802017,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_e675f1cdb32dae77,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,775,687.6715515236418,0.7443894143667854,0.5734699639389398,1.2617700572608435,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_3fa6fe122169a98e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,742,715.4519742076919,0.6252684933836526,0.5734699639389398,1.087923843328245,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_d849d52e0e224b2c,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,870,851.9005709470156,0.441753708964811,0.5734699639389398,0.9939317070185478,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_cdb7ae6f239a051b,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,676,729.3038278836743,0.5085636767899291,0.5734699639389398,0.895839652943553,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_dde6386d2905c2d9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,705,690.5119598789686,0.5051552256716786,0.5734699639389398,1.1365830904685998,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_017f7cb1a7e24e72,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,578,464.3469359952268,0.4959304929508697,0.5734699639389398,0.8859051843619906,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_afa6064062db9989,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1072,948.9043947471596,0.5017306463788097,0.5734699639389398,0.8514435064672478,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5bf9ddca16aa73ab,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,958,916.365337491784,0.6381991833210984,0.5734699639389398,1.1401331002570088,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_836344e9cb27c8a3,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,598,590.4020852619936,0.5152812221840225,0.5734699639389398,1.1593662585428708,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_d1c57434089518b5,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,654,643.4362360996745,0.4905878291516614,0.5734699639389398,1.10380691452231,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_c8c2782abb5ff7f9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,573,560.2841590271742,0.502063410508294,0.5734699639389398,1.1296266053033026,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_164207c99149ff11,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1441,1297.961796301352,0.6666678826127924,0.5734699639389398,1.184163852170296,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_9e9dc947952b273b,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1074,1193.8310648756149,0.527400953976853,0.5734699639389398,0.9007001901027003,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_e8bf0657752d2ce0,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,593,591.4113957243335,0.489110144500115,0.5734699639389398,1.1004821713490418,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_58ccc4b0e0af7e1c,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,898,939.9345666155306,0.511661418382603,0.5734699639389398,0.8177282583915869,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_013832c840939303,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1497,1383.6826743773431,0.7555018646575382,0.5734699639389398,1.40403838117846,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_91ac1332a9cf5450,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,697,864.868659980986,0.5148920936929898,0.5734699639389398,0.8332476194039603,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_1ee871e1efddbcbf,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,795,640.7417162510383,0.473269480493356,0.5734699639389398,0.846075142669649,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5dd6106d4b159e04,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1101,875.177650418483,0.744917317610137,0.5734699639389398,1.3972835829759074,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_b3b58abf04c2cc4c,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,475,500.8571614336149,0.6728713119743943,0.5734699639389398,1.1457385126854505,2,collapsed_or_unproven_under_null,True,True
E10C_SEED_53479d8c9f239136,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1309,1414.260869368447,0.4823101932718756,0.5734699639389398,0.8405090180342764,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_7a0568ec505c8343,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2337,2427.3314962618683,0.5535829989418967,0.5734699639389398,0.9625648702729629,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_4eec69c79d1540f7,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1826,1924.97477141521,0.5192468097767882,0.5734699639389398,0.9129483421117679,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_b2df3e41afe48cf0,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1745,1724.8353016733272,0.6872986777434041,0.5734699639389398,1.2177749124876664,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_ab9965482945174a,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1647,1784.9847784429703,0.6408979732658097,0.5734699639389398,1.118550287449303,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_744a8d21add80144,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1393,1547.7541582299236,0.7154240057256004,0.5734699639389398,1.2775792351714441,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_348c5fecaad159cd,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1291,1159.5786883600244,0.6106998317961206,0.5734699639389398,1.0808914498885989,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_f91de5621023025e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1518,1682.2042168078829,0.6681598776643841,0.5734699639389398,1.16335965093453,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_80a32e304b42be51,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1385,1538.7902313088357,0.712772964013395,0.5734699639389398,1.2721909597412047,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_78d7e843114ce363,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1871,1713.85877119451,0.631733811306482,0.5734699639389398,1.1261420420118629,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_bc47b25b0ecb84be,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1157,1288.2939929161892,0.5729904529941897,0.5734699639389398,0.9559366571713362,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_515e68bec801336e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2060,1812.9897515799555,0.5094678923381492,0.5734699639389398,0.8525095215200281,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_2a75345918963890,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1153,1296.0414577604304,0.568535122491968,0.5734699639389398,0.9502905676169019,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_671d9265724aba56,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1303,1268.3592265672303,0.5268112106911054,0.5734699639389398,0.8753155245902745,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_32825724c21a04df,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1228,1223.8908326619596,0.6445097190955263,0.5734699639389398,1.1526034623832095,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_ec3c4f86fb5f5a29,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,657,825.0442119005711,0.5907907860595172,0.5734699639389398,0.9729224299021642,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_d8235a33c477948a,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1262,1333.890145216307,0.5655472414562139,0.5734699639389398,0.9757829293857254,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5b66c878424cb989,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1149,1191.5875324996975,0.41343251118081037,0.5734699639389398,0.6434723960368862,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_9c4c5481958d1e71,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1088,1244.0156332244637,0.5775806054577396,0.5734699639389398,0.9885389883302332,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_e2a754ad20eeb80e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1932,1699.9342544216047,0.6218855779564341,0.5734699639389398,1.092570700252587,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_33b0421f8e30afba,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,2055,1762.1481393390334,0.6140079270923327,0.5734699639389398,1.0835509176965592,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_991c66096282c8c9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1436,1619.2002914121267,0.5802268776882981,0.5734699639389398,0.9939201474929767,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_b7a61cc352431def,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1111,1134.3367561690495,0.4137961374476376,0.5734699639389398,0.6439901283493947,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_b7123360a18f30b1,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,988,1070.7160042177645,0.7751120270947941,0.5734699639389398,1.4136015684582943,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_259d617aaeba96cc,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1334,1226.2554753131851,0.6963075495838753,0.5734699639389398,1.2876086912540874,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_95d39de43160e66d,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,681,507.9395706341349,0.6769193820275031,0.5734699639389398,1.195021026147259,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_a43f33e564e8cb3e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,577,767.771450307364,0.5360967179250878,0.5734699639389398,0.8602222551498083,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_5b506d0e920aaff7,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,766,699.7759079387057,0.5264648096310984,0.5734699639389398,0.936255968266345,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_84d9a33f9a71569b,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,882,844.5725753643571,0.4534773180157083,0.5734699639389398,1.0203094521736082,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_0aa91051d4f40a3c,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,883,846.0769527699433,0.45499433788072363,0.5734699639389398,1.0237226983182734,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_e2f84d5832b9ab4c,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,869,833.5323835303042,0.45642093617852764,0.5734699639389398,1.0269324988306197,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_0913c4e34b75b43f,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1140,1063.465921719703,0.6470092151513475,0.5734699639389398,1.1553573588252029,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_f35b3bdb2ecac294,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,790,727.7171741801887,0.4983358178840735,0.5734699639389398,1.1212396411989303,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_7fc1b86fe467688e,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,865,970.9291667265376,0.5535128951659716,0.5734699639389398,0.9669890494960555,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_4d17ee67d25f2cb3,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,1500,1278.1840595985461,0.6932996938963164,0.5734699639389398,1.3157223267182605,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_61561d70ceea78f9,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,855,985.1296073043917,0.48592701729298843,0.5734699639389398,0.8118415941221929,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_bd4ec1d65612f95f,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,627,491.4265150625696,0.6156347677327897,0.5734699639389398,1.3851585242521671,1,collapsed_or_unproven_under_null,False,True
E10C_SEED_d025fd759d60b535,电子,failure_reject,oof_lift_vs_scope_weighted_baseline,830,896.0102268451958,0.5371520528221844,0.5734699639389398,0.9049793775989644,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_40178f7159342c21,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,582,646.8139126309509,0.059790537515053845,0.07363857175074003,1.0644409057553152,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_c161b734a948d4e1,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,531,500.24944353012734,0.07471377601842062,0.07363857175074003,0.9649185663014684,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_bdada75fdd341add,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,420,423.6190651321564,0.04241297565263158,0.07363857175074003,0.9734177461285225,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_a802bbc1ee927370,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,614,624.6204619845623,0.06346111753745513,0.07363857175074003,1.2362199161550136,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_590e25e49151d6bc,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,528,439.0624572846781,0.08177253251187634,0.07363857175074003,1.0414049259259375,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_7a91a9802f40eb58,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,679,657.2982545257405,0.06351480029196609,0.07363857175074003,0.8371330251868927,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_40eb71b01d3d40de,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,717,661.0075947891094,0.09248032288666073,0.07363857175074003,1.195325238676527,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_407e18d7d05fdc98,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,656,649.0464542339978,0.04989933963393619,0.07363857175074003,0.9033450532918635,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_f41f0c1cf62a7319,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,428,367.0459795377053,0.08111954971060971,0.07363857175074003,1.0723439830309636,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_fcda47e3c4b6e009,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,508,535.5995999713844,0.02670495766998905,0.07363857175074003,0.7428915323248738,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_c8cecb2b23026b7d,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,431,471.98116090233054,0.027958339489526213,0.07363857175074003,0.5013481124202218,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_c645f9790305e9cb,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,591,603.0590508055359,0.06686947412879264,0.07363857175074003,1.2825011984053993,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_86d5dde1c52d602c,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,568,611.3818864549419,0.07163358460484144,0.07363857175074003,1.180305066488164,3,collapsed_or_unproven_under_null,True,True
E10C_SEED_3bd310d43fd4eb55,电子,launch_winner,oof_lift_vs_scope_weighted_baseline,441,487.36509993771654,0.026839141849376424,0.07363857175074003,0.7987633131175941,3,collapsed_or_unproven_under_null,True,True
