artifact_name,artifact_path,required_by_section,produced,schema_pass,row_count,column_count,sha256,artifact_authority,git_check_ignore_pass,tracked_by_git,authority_pass,pass
explore10c_feature_bank_v2_missingness_by_fold.csv,Explore10/outputs/explore10c/reports/explore10c_feature_bank_v2_missingness_by_fold.csv,14,True,True,492,6,aef8d4afb50a2ba8094bb1be03f6f1db6694f822671c4422f79817a8112c3c82,required_output,True,False,True,True
explore10c_feature_bank_v2_missingness_by_instrument.csv,Explore10/outputs/explore10c/reports/explore10c_feature_bank_v2_missingness_by_instrument.csv,14,True,True,65,6,f419c15646f5e8841e4a357fabc3e884045dc9c8ae2bfea0ab02122eb34099d2,required_output,True,False,True,True
explore10c_feature_bank_v2_family_coverage_audit.csv,Explore10/outputs/explore10c/reports/explore10c_feature_bank_v2_family_coverage_audit.csv,14,True,True,24,8,0d169f1853e0cdb72c34061b73f55e0d7b39a1f06fc558a4f82015c0eadb8ca3,required_output,True,False,True,True
explore10c_probe_contract_audit.csv,Explore10/outputs/explore10c/reports/explore10c_probe_contract_audit.csv,14,True,True,2,9,d37c508f5858742054b1dbb0cb3728885ac705f8329ad5847abd7c75516238d1,required_output,True,False,True,True
explore10c_lgbm_fixed_probe_audit.csv,Explore10/outputs/explore10c/reports/explore10c_lgbm_fixed_probe_audit.csv,14,True,True,12,23,280406ba52c27b18b657db4ac25866d8c8f4a72446001c193751a401e386121b,required_output,True,False,True,True
explore10c_trainability_counterfactual_audit.csv,Explore10/outputs/explore10c/reports/explore10c_trainability_counterfactual_audit.csv,14,True,True,12,24,f4b18b05d71e34aac759743af073ea5c22255ef7b085e966b3d02868f1a6beac,required_output,True,False,True,True
explore10c_path_candidate_freeze_audit.csv,Explore10/outputs/explore10c/reports/explore10c_path_candidate_freeze_audit.csv,14,True,True,1,21,484a1121eb8cdea14839d3b0c248acaa20b7fc18606a5324ed8457df99a540f5,required_output,True,False,True,True
explore10c_lgbm_raw_path_dump.csv,Explore10/outputs/explore10c/reports/explore10c_lgbm_raw_path_dump.csv,14,True,True,1979,31,c72dd7de37572dd6c5d0c624c1f484e5b77277b93a4a9da3b357cbf53f890264,required_output,True,False,True,True
explore10c_path_pattern_canonicalization.csv,Explore10/outputs/explore10c/reports/explore10c_path_pattern_canonicalization.csv,14,True,True,120,32,db48ab0bdf57f04055dc044a23508706fec762384756252c8fc9440c60dea585,required_output,True,False,True,True
explore10c_path_threshold_quantile_audit.csv,Explore10/outputs/explore10c/reports/explore10c_path_threshold_quantile_audit.csv,14,True,True,5650,15,ca85996e746ea3eed4da1a074174fee7bc908011efcd42c22af5aef951abdd72,required_output,True,False,True,True
explore10c_path_pattern_fold_presence.csv,Explore10/outputs/explore10c/reports/explore10c_path_pattern_fold_presence.csv,14,True,True,1732,6,784d47b28a682c36e5b68d610ea731d40b1c33547940a5d0077912d15c443787,required_output,True,False,True,True
explore10c_atomic_primitive_seed_table.csv,Explore10/outputs/explore10c/reports/explore10c_atomic_primitive_seed_table.csv,14,True,True,120,25,faf5083b0075ef88ea0d7f75acbb180ca67040a7c7825cc7c30587e5f55a1792,required_output,True,False,True,True
explore10c_primitive_token_coverage_audit.csv,Explore10/outputs/explore10c/reports/explore10c_primitive_token_coverage_audit.csv,14,True,True,360,16,cb5f8dd32a439e4bb35e6e1726eb3ddaa0ac9d9595960e9c5440dc97135c3807,required_output,True,False,True,True
explore10c_candidate_scope_weighted_baseline.csv,Explore10/outputs/explore10c/reports/explore10c_candidate_scope_weighted_baseline.csv,14,True,True,360,11,d70f75f9e399b1059818fb99b07684de89fdaa9085a64b6580170c853b7b9f7a,required_output,True,False,True,True
explore10c_baseline_sparsity_audit.csv,Explore10/outputs/explore10c/reports/explore10c_baseline_sparsity_audit.csv,14,True,True,360,8,b5854f5c73f522901f4fb9c8df7398645377ae488cd5eae25c0c0ffc01cc326a,required_output,True,False,True,True
explore10c_primitive_real_metric_audit.csv,Explore10/outputs/explore10c/reports/explore10c_primitive_real_metric_audit.csv,14,True,True,120,13,60dc2544807e64835bdaa89b2ff6bd7a220258c33db9c31dd8a39ba72e7fa826,required_output,True,False,True,True
explore10c_label_permutation_null_audit.csv,Explore10/outputs/explore10c/reports/explore10c_label_permutation_null_audit.csv,14,True,True,36000,9,ae9764c14bfe117ba1c8ec863361fe0fd3212d18f0cc3611e45c0e40c79f549b,required_output,True,False,True,True
explore10c_instrument_year_block_null_audit.csv,Explore10/outputs/explore10c/reports/explore10c_instrument_year_block_null_audit.csv,14,True,True,36000,9,7728029991b230f2b21e9c6a07eb526e44133e284d8b9bacf83bf15b125c1e7d,required_output,True,False,True,True
explore10c_path_structure_null_audit.csv,Explore10/outputs/explore10c/reports/explore10c_path_structure_null_audit.csv,14,True,True,36000,9,16e642b2cae5276af00c3b558f933519143ecc9ec1bb118881c3a53aba863016,required_output,True,False,True,True
explore10c_feature_family_dropout_audit.csv,Explore10/outputs/explore10c/reports/explore10c_feature_family_dropout_audit.csv,14,True,True,36000,9,529197552fa9e721f36a18a7f8264803b0b3a8fd8204da6a9d7283a220eed9f0,required_output,True,False,True,True
explore10c_candidate_level_null_aggregation.csv,Explore10/outputs/explore10c/reports/explore10c_candidate_level_null_aggregation.csv,14,True,True,480,18,135bcfcc15f2cbbd8b48c413f9d1e9c7ba85e59600e33dc833974048c113584a,required_output,True,False,True,True
explore10c_candidate_family_fdr_audit.csv,Explore10/outputs/explore10c/reports/explore10c_candidate_family_fdr_audit.csv,14,True,True,480,18,3ee4552d06e40873ca6a44bc2cf191e40807c2c339ce4eec711822f7ab927c11,required_output,True,False,True,True
explore10c_placebo_guardrail_audit.csv,Explore10/outputs/explore10c/reports/explore10c_placebo_guardrail_audit.csv,14,True,True,4,6,29442a65c9e7a6fdaffba0aed0308c20c8929c85264192d5dc39eb9be312214d,required_output,True,False,True,True
explore10c_concentration_audit.csv,Explore10/outputs/explore10c/reports/explore10c_concentration_audit.csv,14,True,True,120,11,0107198da48f79813a33935b2c9d4afa1d0ff49a30eb6d378b98a1abd32b3f12,required_output,True,False,True,True
explore10c_slice_stability_audit.csv,Explore10/outputs/explore10c/reports/explore10c_slice_stability_audit.csv,14,True,True,8767,10,8ab96d5fc5645c22103a7ea3e527246e5fb59ec444feae074d058844a2824db5,required_output,True,False,True,True
explore10c_manualizability_audit.csv,Explore10/outputs/explore10c/reports/explore10c_manualizability_audit.csv,14,True,True,120,14,d74df817a95ae2b86577448dd9edde60a966334b48a3d9f7c211fabe5d69218d,required_output,True,False,True,True
explore10c_metric_nonselection_audit.csv,Explore10/outputs/explore10c/reports/explore10c_metric_nonselection_audit.csv,14,True,True,1,6,3d32c8f89de091d5ed3e0b5eb522536656d450f009125b3c4160df40e191246b,required_output,True,False,True,True
explore10c_threshold_nonselection_audit.csv,Explore10/outputs/explore10c/reports/explore10c_threshold_nonselection_audit.csv,14,True,True,1,5,14d2f246dc4a23154027722df617cb3801c30d06ae6af59e4f6356108aea9232,required_output,True,False,True,True
explore10c_model_nonselection_audit.csv,Explore10/outputs/explore10c/reports/explore10c_model_nonselection_audit.csv,14,True,True,1,6,9368861046a1afdde0af15f41ef64130bfda59c2acd7eed31c5fbcd7de0a426c,required_output,True,False,True,True
explore10c_score_bucket_nonselection_audit.csv,Explore10/outputs/explore10c/reports/explore10c_score_bucket_nonselection_audit.csv,14,True,True,1,5,18dcc120f057776e340cbf1e56c8033adba34aa45017007b1c435f50c19fa3d2,required_output,True,False,True,True
explore10c_fold_2024_nonselection_audit.csv,Explore10/outputs/explore10c/reports/explore10c_fold_2024_nonselection_audit.csv,14,True,True,1,9,5205abb4a69cfe640e8b73625f2211af3ff51b30ad640f6163b937b4c35b9561,required_output,True,False,True,True
explore10c_forbidden_recommendation_self_check.csv,Explore10/outputs/explore10c/reports/explore10c_forbidden_recommendation_self_check.csv,14,True,True,10,7,02a936088b6b43895da3f2592e99cde2f7de6c5d71674fa90553c9a2edda50a2,required_output,True,False,True,True
explore10c_cache_tracking_audit.csv,Explore10/outputs/explore10c/reports/explore10c_cache_tracking_audit.csv,14,True,True,7,8,12d064bfea814d56fe121da18d6357d8a1456980e0ea0b1bc89a3fbe93aea077,required_output,True,False,True,True
explore10c_required_artifact_authority_audit.csv,Explore10/outputs/explore10c/reports/explore10c_required_artifact_authority_audit.csv,14,True,True,53,13,2c312bd828838c7ff15aeacf11184129a72e63d44e52e4894f02e96144721339,required_output,True,False,True,True
explore10c_recommendation_gate.csv,Explore10/outputs/explore10c/reports/explore10c_recommendation_gate.csv,14,True,True,1,27,e0b1ed0c744f00948cae9f05c23edf662c33c6d5afc0be6f92ad2eca61bbf1dc,required_output,True,False,True,True
explore10c_report.md,Explore10/outputs/explore10c/reports/explore10c_report.md,14,True,True,229,1,d858cb4858dae8cc8b45ed6cc21a8457b03aa7321dd82c17f8813d5dd0a2d2b4,required_output,True,False,True,True
explore10c_electronics_v1_reference_train_eval_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_v1_reference_train_eval_panel.parquet,14,True,True,19093,412,2d3e16dd6fa0ab3533db616c6b6d7c2a71395ba581331e4591d0fe3b5f1264ba,required_output,True,False,True,True
explore10c_electronics_v2_hygiene_train_eval_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_v2_hygiene_train_eval_panel.parquet,14,True,True,19093,414,d7f3fb8f2cbea106fa7f66eb37b151ccf46d988ca83b035c0f903906a5d83526,required_output,True,False,True,True
explore10c_electronics_v2_feature_availability_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_v2_feature_availability_panel.parquet,14,True,True,19093,19,4ac90fd7cff541f0a4cd802e8c5f1ac105a57b5c3969643ec293552c7294b566,required_output,True,False,True,True
explore10c_electronics_fixed_probe_prediction_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_fixed_probe_prediction_panel.parquet,14,True,True,8844,21,ca3f2a23c6c9778002d21d9ad1f0e42d0d1e0bf73673c38024d697513572aa36,required_output,True,False,True,True
explore10c_electronics_path_support_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_path_support_panel.parquet,14,True,True,1979,31,7939ab21f108b7d9292bdc3b719919f8dc9804966241a8f67dca398f38787ed0,required_output,True,False,True,True
explore10c_electronics_primitive_seed_oof_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_primitive_seed_oof_panel.parquet,14,True,True,126778,413,c77ca17a1a2320828ad259fd270dfd54cd1bc5d3b87b5d113d28f80440372c4c,required_output,True,False,True,True
explore10c_electronics_null_placebo_panel.parquet,Explore10/outputs/explore10c/cache/explore10c_electronics_null_placebo_panel.parquet,14,True,True,144000,9,719989dc21523740ed629e8495a1cf30cef46db80ea334f818dcca069cea1f60,required_output,True,False,True,True
