path_pattern_id,feature_bank_version,probe_contract_id,feature_name,source_fold_id,raw_threshold_internal,train_fold_quantile_bucket,train_fold_quantile_value,quantile_error,quantile_source_row_count,quantile_source_excludes_validation_rows,quantile_source_excludes_fold_2024,tie_policy,missing_value_policy,pass
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,atr_like_10,fold_2021,3.5685001373291017,q80_85,2.899000549316406,0.6694995880126955,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,gap_open_pct,fold_2021,-0.002731561660766601,q30_35,-0.002489030361175537,0.00024253129959106402,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,amplitude_5,fold_2021,0.1028407937260243,q35_40,0.10071946839036094,0.0021213253356633516,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,atr_like_10,fold_2021,3.5685001373291017,q80_85,2.899000549316406,0.6694995880126955,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,gap_open_pct,fold_2021,-0.002731561660766601,q30_35,-0.002489030361175537,0.00024253129959106402,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,amplitude_5,fold_2021,0.1028407937260243,q35_40,0.10071946839036094,0.0021213253356633516,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,atr_like_10,fold_2021,3.5685001373291017,q80_85,2.899000549316406,0.6694995880126955,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,gap_open_pct,fold_2021,-0.002731561660766601,q30_35,-0.002489030361175537,0.00024253129959106402,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,market_volatility_regime,fold_2021,0.18918826004647946,q25_30,0.19637905033438607,0.007190790287906618,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,atr_like_10,fold_2021,3.5685001373291017,q80_85,2.899000549316406,0.6694995880126955,643,True,True,average_rank_then_lower_bucket,explicit_missing_branch_token,True
