,,risk
excess_return_without_cost,mean,0.0021452983977104435
excess_return_without_cost,std,0.010452573220327348
excess_return_without_cost,annualized_return,0.5105810186550855
excess_return_without_cost,information_ratio,3.166306616476576
excess_return_without_cost,max_drawdown,-0.09457237527343118
excess_return_with_cost,mean,0.0020763803221685037
excess_return_with_cost,std,0.010451131764775528
excess_return_with_cost,annualized_return,0.4941785166761039
excess_return_with_cost,information_ratio,3.065011156864081
excess_return_with_cost,max_drawdown,-0.09579599551767329
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.0028226715528678376
strategy_return_without_cost,std,0.01640098569409769
strategy_return_without_cost,annualized_return,0.6717958295825454
strategy_return_without_cost,information_ratio,2.6550877265805597
strategy_return_without_cost,max_drawdown,-0.18460163074323463
strategy_return_with_cost,mean,0.002753753477325898
strategy_return_with_cost,std,0.016399795186816286
strategy_return_with_cost,annualized_return,0.6553933276035637
strategy_return_with_cost,information_ratio,2.590449395888742
strategy_return_with_cost,max_drawdown,-0.18544315897839375
