source_id,source_role,requested_url,resolved_url,resolved_domain,http_status,content_sha256,content_type,retrieved_at_utc,inside_allowlist,identity_status,availability_status
doi_resolver,doi_identity,https://doi.org/10.1109/ICASSP55912.2026.11465125,https://ieeexplore.ieee.org/document/11465125/,ieeexplore.ieee.org,202,,text/html,2026-07-13T12:57:42.092492Z,true,pass,not_evaluable_network_unavailable
ieee_xplore,publisher_identity,https://ieeexplore.ieee.org/document/11465125,https://ieeexplore.ieee.org/document/11465125,ieeexplore.ieee.org,202,,text/html,2026-07-13T12:57:43.224555Z,true,pass,not_evaluable_network_unavailable
local_vor_pdf,version_of_record,local://paper,topics/02_AFML_BIG_WINNER/experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/paper/Residual-Enhanced_Adaptive_Koopman_Autoencoder_A_Deep_Latent_Dynamics_Model_for_Stock_Prediction.pdf,,200,1041d8693c5ef80fcafc613d77f09bf3ec2a2df673f468785255da27d7d9a472,application/pdf,2026-07-13T12:57:42.092432Z,true,pass,available
official_conference_program,conference_identity,https://www.cmsworkshops.com/ICASSP2026/view_paper.php?PaperNum=6131,https://www.cmsworkshops.com/ICASSP2026/view_paper.php?PaperNum=6131,www.cmsworkshops.com,200,35df2bfc5ce84ca943ef2b5bbb1ae140e06d13ddd8b3ce64394964a61ce7e15a,text/html,2026-07-13T12:57:43.858165Z,true,pass,available
